"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Manufacturing Order"
"MY-BOCLPPTVB-EM/I0002","MY-BOCLPPTVB-EM/I0002","[MY-BOCLPPTVB-EM] Malaysia Emina Cheek Lit Pressed Blush Violet Berry 3.5 gr (Pc(s))","J6","2023-05-31","2023-06-02","MO/230030491"
"MY-BOCLPPCCC-EM/I0001","MY-BOCLPPCCC-EM/I0001","[MY-BOCLPPCCC-EM] Malaysia Emina Cheek Lit Pressed Blush Cotton Candy 3.5 gr (Pc(s))","J6","2023-05-31","2023-05-31","MO/230030492"
"MY-BOCLPML-EM/I0001","MY-BOCLPML-EM/I0001","[MY-BOCLPML-EM] Malaysia Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 gr (Pc(s))","J6","2023-05-31","2023-05-31","MO/230030493"
"MY-ESPRPGI-EM/I0004","MY-ESPRPGI-EM/I0004","[MY-ESPRPGI-EM] Malaysia Emina Pop Rouge Pressed Eye Shadow Gelato 3.3 gr (Pc(s))","J6","2023-05-31","2023-06-02","MO/230030494"
"MY-ESPRPNS-EM/I0003","MY-ESPRPNS-EM/I0003","[MY-ESPRPNS-EM] Malaysia Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","J6","2023-06-02","2023-06-05","MO/230030495"
"MY-LTMPSR-EM/I0003","MY-LTMPSR-EM/I0003","[MY-LTMPSR-EM] Malaysia Emina Magic Potion 01 Scarlet 5.5 ml","J6","2023-05-29","2023-05-30","MO/230030496"
"MY-LTMPSG-EM/I0004","MY-LTMPSG-EM/I0004","[MY-LTMPSG-EM] Malaysia Emina Magic Potion 02 Sunglow 5.5 ml","J6","2023-06-02","2023-06-05","MO/230030497"
"MY-LTMPSM-EM/I0004","MY-LTMPSM-EM/I0004","[MY-LTMPSM-EM] Malaysia Emina Magic Potion 03 Smitten 5.5 ml","J6","2023-05-30","2023-05-31","MO/230030498"
"MY-LCM02-EM/I0004","MY-LCM02-EM/I0004","[MY-LCM02-EM] Malaysia Emina Creamatte 02 Fuzzy Wuzzy 5.5 gr (Pc(s))","J6","2023-05-30","2023-05-31","MO/230030499"
"MY-LCM03-EM/I0007","MY-LCM03-EM/I0007","[MY-LCM03-EM] Malaysia Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","J6","2023-05-29","2023-05-30","MO/230030500"
"MY-LCM05-EM/I0002","MY-LCM05-EM/I0002","[MY-LCM05-EM] Malaysia Emina Creamatte 05 Flamingo 5.5 gr (Pc(s))","J6","2023-05-31","2023-06-02","MO/230030501"
"MY-BRUSEBS-EM/I0009","MY-BRUSEBS-EM/I0009","[MY-BRUSEBS-EM] Malaysia Emina Brush Set (Set)","J6","2023-05-29","2023-05-30","MO/230030502"
"MY-LCM08-EM/I0007","MY-LCM08-EM/I0007","[MY-LCM08-EM] Malaysia Emina Creamatte 08 Pumpkin Spice 5.5 gr","J6","2023-05-30","2023-05-31","MO/230030503"
"MY-LCM09-EM/I0001","MY-LCM09-EM/I0001","[MY-LCM09-EM] Malaysia Emina Creamatte 09 Baby Fox 5.5 gr","J6","2023-06-02","2023-06-05","MO/230030504"
"MY-LCM11-EM/I0003","MY-LCM11-EM/I0003","[MY-LCM11-EM] Malaysia Emina Creamatte 11 Amazeballs 5.5 gr","J6","2023-06-02","2023-06-02","MO/230030505"
"MY-BSFLP-EM/I0009","MY-BSFLP-EM/I0009","[MY-BSFLP-EM] Malaysia Emina Sebum Fighter Loose Powder 8 g","J6","2023-05-29","2023-05-30","MO/230030506"
"MY-BOCLCVI-EM/I0007","MY-BOCLCVI-EM/I0007","[MY-BOCLCVI-EM] Malaysia Emina Cheek Lit Cream Blush Violet 10 ml","J6","2023-05-29","2023-05-30","MO/230030507"
"MY-LCM12-EM/I0005","MY-LCM12-EM/I0005","[MY-LCM12-EM] Malaysia Emina Creamatte 12 Perky Plum 5.5 gr","J6","2023-05-29","2023-05-29","MO/230030508"
"MY-LCM13-EM/I0006","MY-LCM13-EM/I0006","[MY-LCM13-EM] Malaysia Emina Creamatte 13 Beet Bites 5.5 gr","J6","2023-05-30","2023-05-30","MO/230030509"
"MY-MBSTUC-EM/I0016","MY-MBSTUC-EM/I0016","[MY-MBSTUC-EM] Malaysia Emina Bright Stuff Tone Up Cream 20 ml","J6","2023-05-29","2023-05-30","MO/230030510"
"MY-LTCR01-EM/I0008","MY-LTCR01-EM/I0008","[MY-LTCR01-EM] Malaysia Emina Creamytint 01 Brick Town 3.6 g","J6","2023-06-02","2023-06-05","MO/230030511"
"MY-LTCR02-EM/I0005","MY-LTCR02-EM/I0005","[MY-LTCR02-EM] Malaysia Emina Creamytint 02 Peach Crush 3.6 g","J6","2023-05-29","2023-05-30","MO/230030512"
"MY-LTCR04-EM/I0005","MY-LTCR04-EM/I0005","[MY-LTCR04-EM] Malaysia Emina Creamytint 04 Wild Berry 3.6 g","J6","2023-06-02","2023-06-02","MO/230030513"
"MY-LGS02-EM/I0002","MY-LGS02-EM/I0002","[MY-LGS02-EM] Malaysia Emina Glossy Stain 02 Apple Shower 3 g","J6","2023-05-29","2023-05-30","MO/230030514"
"MY-LGS04-EM/I0004","MY-LGS04-EM/I0004","[MY-LGS04-EM] Malaysia Emina Glossy Stain 04 Peach Sprinkles 3 g","J6","2023-05-30","2023-05-30","MO/230030515"
"MY-SRMCAB-W/I0003","MY-SRMCAB-W/I0003","[MY-SRMCAB-W] Malaysia Crystallure Supreme Activating Booster Essence 30 ml","J6","2023-06-02","2023-06-05","MO/230030516"
"MY-EBREPBR-W/I0005","MY-EBREPBR-W/I0005","[MY-EBREPBR-W] Malaysia Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister)","J6","2023-06-02","2023-06-05","MO/230030517"
"MY-FMRLN2-W/I0009","MY-FMRLN2-W/I0009","[MY-FMRLN2-W] Malaysia Wardah Lightening Blue Clay Mask 50 g","J6","2023-06-02","2023-06-05","MO/230030518"
"MY-FCLCMC-W/I0006","MY-FCLCMC-W/I0006","[MY-FCLCMC-W] Malaysia Wardah Colorfit Matte Foundation 23W Warm Ivory 25 ml","J6","2023-06-02","2023-06-02","MO/230030519"
"MY-FCLCMG-W/I0006","MY-FCLCMG-W/I0006","[MY-FCLCMG-W] Malaysia Wardah Colorfit Matte Foundation 42N Neutral Sand 25 ml","J6","2023-05-29","2023-05-30","MO/230030520"
"MY-FCLCMH-W/I0004","MY-FCLCMH-W/I0004","[MY-FCLCMH-W] Malaysia Wardah Colorfit Matte Foundation 52N Almond 25 ml","J6","2023-05-30","2023-05-31","MO/230030521"
"MY-TWCCLFTG-W/I0015","MY-TWCCLFTG-W/I0015","[MY-TWCCLFTG-W] Malaysia Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","J6","2023-05-31","2023-06-02","MO/230030522"
"MY-TWCCLFTH-W/I0011","MY-TWCCLFTH-W/I0011","[MY-TWCCLFTH-W] Malaysia Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g","J6","2023-06-02","2023-06-05","MO/230030523"
"MY-BCLCLPA-W/I0011","MY-BCLCLPA-W/I0011","[MY-BCLCLPA-W] Malaysia Wardah Colorfit Mattifying Powder 22N Light Ivory 15 g","J6","2023-06-02","2023-06-02","MO/230030524"
"MY-BCLCLPC-W/I0012","MY-BCLCLPC-W/I0012","[MY-BCLCLPC-W] Malaysia Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","J6","2023-05-31","2023-06-02","MO/230030525"
"MY-FMCMB-EM/I0005","MY-FMCMB-EM/I0005","[MY-FMCMB-EM] Malaysia Emina Clay Mask Brightening 60 ml","J6","2023-05-31","2023-06-02","MO/230030526"
"MY-MBSACNE-EM/I0003","MY-MBSACNE-EM/I0003","[MY-MBSACNE-EM] Malaysia Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml","J6","2023-06-02","2023-06-05","MO/230030527"
"MY-FTBST-EM/I0011","MY-FTBST-EM/I0011","[MY-FTBST-EM] Malaysia Emina Bright Stuff Face Toner 100 ml","J6","2023-05-30","2023-05-30","MO/230030528"
"MY-EBSMUEMC-EM/I0006","MY-EBSMUEMC-EM/I0006","[MY-EBSMUEMC-EM] Malaysia Emina Squeeze Me Up Browcara Clear","J6","2023-05-31","2023-06-02","MO/230030529"
"MY-FWRWSABHA-W/I0010","MY-FWRWSABHA-W/I0010","[MY-FWRWSABHA-W] Malaysia Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","J6","2023-05-31","2023-05-31","MO/230030530"
"MY-BOCOCBSC-W/I0010","MY-BOCOCBSC-W/I0010","[MY-BOCOCBSC-W] Malaysia Wardah Colorfit Cream Blush 01 SAND CORAL 3 g","J6","2023-05-29","2023-05-30","MO/230030532"
"MY-BOCOCBSP-W/I0008","MY-BOCOCBSP-W/I0008","[MY-BOCOCBSP-W] Malaysia Wardah Colorfit Cream Blush 03 SUMMER PEACH 3 g","J6","2023-05-31","2023-06-02","MO/230030533"
"MY-CUSCLCB-W/I0011","MY-CUSCLCB-W/I0011","[MY-CUSCLCB-W] Malaysia Wardah Colorfit Perfect Glow Cushion 22N Light Ivory","J6","2023-05-30","2023-05-31","MO/230030534"
"MY-CUSCLCD-W/I0013","MY-CUSCLCD-W/I0013","[MY-CUSCLCD-W] Malaysia Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige","J6","2023-06-02","2023-06-05","MO/230030535"
"MY-CUSCLCE-W/I0010","MY-CUSCLCE-W/I0010","[MY-CUSCLCE-W] Malaysia Wardah Colorfit Perfect Glow Cushion 33W Olive Beige","J6","2023-05-29","2023-05-30","MO/230030536"
"MY-CUSCLCG-W/I0011","MY-CUSCLCG-W/I0011","[MY-CUSCLCG-W] Malaysia Wardah Colorfit Perfect Glow Cushion 42N Neutral Sand","J6","2023-06-02","2023-06-05","MO/230030537"
"MY-LSLWCA-W/I0011","MY-LSLWCA-W/I0011","[MY-LSLWCA-W] Malaysia Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g","J6","2023-05-29","2023-05-30","MO/230030538"
"MY-LSLWCC-W/I0008","MY-LSLWCC-W/I0008","[MY-LSLWCC-W] Malaysia Wardah Colorfit Last All Day Lip Paint 10 Forever Mauve 4.2 g","J6","2023-06-02","2023-06-05","MO/230030539"
"MY-LSLWCD-W/I0010","MY-LSLWCD-W/I0010","[MY-LSLWCD-W] Malaysia Wardah Colorfit Last All Day Lip Paint 03 Stick To Latte 4.2 g","J6","2023-05-31","2023-06-02","MO/230030540"
"MY-LSLWCF-W/I0009","MY-LSLWCF-W/I0009","[MY-LSLWCF-W] Malaysia Wardah Colorfit Last All Day Lip Paint 07 Brick On 4.2 g","J6","2023-05-30","2023-05-31","MO/230030541"
"MY-LSLWCK-W/I0009","MY-LSLWCK-W/I0009","[MY-LSLWCK-W] Malaysia Wardah Colorfit Last All Day Lip Paint 02 Eternal Sunset 4.2 g","J6","2023-05-31","2023-06-02","MO/230030542"
"MY-LSLWCL-W/I0016","MY-LSLWCL-W/I0016","[MY-LSLWCL-W] Malaysia Wardah Colorfit Last All Day Lip Paint 05 Stay Russet 4.2 g","J6","2023-06-02","2023-06-05","MO/230030543"
"MY-MASKSMU-EM/I0007","MY-MASKSMU-EM/I0007","[MY-MASKSMU-EM] Malaysia Emina Squeeze Me Up Mascara 8 g","J6","2023-05-29","2023-05-30","MO/230030544"
"MY-REMRBSMWN1-EM/I0004","MY-REMRBSMWN1-EM/I0004","[MY-REMRBSMWN1-EM] Malaysia Emina Bright Stuff Micellar Water 100 ml","J6","2023-06-02","2023-06-02","MO/230030545"
"MY-SRMRWSPTEN4-W/I0010","MY-SRMRWSPTEN4-W/I0010","[MY-SRMRWSPTEN4-W] Malaysia Wardah Crystal Secret Pure Treatment Essence 30 ml","J6","2023-05-31","2023-05-31","MO/230030546"
"MY-LNLCA-EM/I0002","MY-LNLCA-EM/I0002","[MY-LNLCA-EM] Malaysia Emina Poppin’ Matte 04 Snatched","J6","2023-06-02","2023-06-02","MO/230030547"
"MY-LNLCB-EM/I0004","MY-LNLCB-EM/I0004","[MY-LNLCB-EM] Malaysia Emina Poppin’ Matte 02 To Be Honest","J6","2023-06-02","2023-06-05","MO/230030548"
"MY-LNLCD-EM/I0002","MY-LNLCD-EM/I0002","[MY-LNLCD-EM] Malaysia Emina Poppin’ Matte 03 Game On","J6","2023-05-31","2023-05-31","MO/230030549"
"MY-LNLCE-EM/I0005","MY-LNLCE-EM/I0005","[MY-LNLCE-EM] Malaysia Emina Poppin’ Matte 05 Easy Peasy","J6","2023-05-31","2023-06-02","MO/230030550"
"MY-LEMC06DP-W/I0007","MY-LEMC06DP-W/I0007","[MY-LEMC06DP-W] Malaysia Wardah Exclusive Matte Lip Cream 06 Feeling Red 4g","J6","2023-05-29","2023-05-30","MO/230030551"
"MY-LEMC11DP-W/I0007","MY-LEMC11DP-W/I0007","[MY-LEMC11DP-W] Malaysia Wardah Exclusive Matte Lip Cream 11 Oh So Nude ! 4g","J6","2023-05-30","2023-05-31","MO/230030552"
"MY-LEMC17DP-W/I0006","MY-LEMC17DP-W/I0006","[MY-LEMC17DP-W] Malaysia Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4g","J6","2023-05-29","2023-05-29","MO/230030553"
"MY-SRMELB-W/I0004","MY-SRMELB-W/I0004","[MY-SRMELB-W] Malaysia Wardah Eyexpert Brow Lash Serum 10 ml","J6","2023-05-29","2023-05-30","MO/230030554"
"MY-FRVLPWC51-MO/I0002","MY-FRVLPWC51-MO/I0002","[MY-FRVLPWC51-MO] Malaysia MAKE OVER Powerstay 24H Weightless Liquid Foundation C51 Cool Tan 40 ml","J6","2023-05-29","2023-05-30","MO/230030555"
"MY-FAPFMS-MO/I0005","MY-FAPFMS-MO/I0005","[MY-FAPFMS-MO] Malaysia MAKE OVER Powerstay Fix & Matte Makeup Setting Spray 50 ml","J6","2023-05-29","2023-05-30","MO/230030556"
"MY-CUSDM01-EM/I0002","MY-CUSDM01-EM/I0002","[MY-CUSDM01-EM] Malaysia Emina Daily Matte Cushion C01 Light 15 g","J6","2023-05-31","2023-05-31","MO/230030557"
"MY-CUSDM02-EM/I0002","MY-CUSDM02-EM/I0002","[MY-CUSDM02-EM] Malaysia Emina Daily Matte Cushion W01 Light 15 g","J6","2023-05-31","2023-06-02","MO/230030558"
"MY-CUSDM03-EM/I0002","MY-CUSDM03-EM/I0002","[MY-CUSDM03-EM] Malaysia Emina Daily Matte Cushion W02 Natural 15 g","J6","2023-05-30","2023-05-31","MO/230030559"
"MY-CUSDM04-EM/I0002","MY-CUSDM04-EM/I0002","[MY-CUSDM04-EM] Malaysia Emina Daily Matte Cushion N02 Natural 15 g","J6","2023-06-02","2023-06-02","MO/230030560"
"MY-CUSDM05-EM/I0002","MY-CUSDM05-EM/I0002","[MY-CUSDM05-EM] Malaysia Emina Daily Matte Cushion W03 Caramel 15 g","J6","2023-06-02","2023-06-05","MO/230030561"
"MY-CUSDM06-EM/I0002","MY-CUSDM06-EM/I0002","[MY-CUSDM06-EM] Malaysia Emina Daily Matte Cushion W04 Mocca 15 g","J6","2023-06-02","2023-06-02","MO/230030562"
"MY-BDMCP03-EM/I0003","MY-BDMCP03-EM/I0003","[MY-BDMCP03-EM] Malaysia Emina Daily Matte Compact Powder 03 Caramel 11 g","J6","2023-05-29","2023-05-30","MO/230030563"
"MY-LRIPEI06-W/I0006","MY-LRIPEI06-W/I0006","[MY-LRIPEI06-W] Malaysia Instaperfect Everlast Intense Matte Liquid 06 AUTHENTIC 4.2 g","J6","2023-05-29","2023-05-30","MO/230030564"
"MY-LRIPEI07-W/I0007","MY-LRIPEI07-W/I0007","[MY-LRIPEI07-W] Malaysia Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g","J6","2023-05-29","2023-05-30","MO/230030565"
"MY-LRIPEI01-W/I0006","MY-LRIPEI01-W/I0006","[MY-LRIPEI01-W] Malaysia Instaperfect Everlast Intense Matte Liquid 01 EXCEPTIONAL 4.2 g","J6","2023-05-31","2023-06-02","MO/230030566"
"MY-LRIPEI02-W/I0008","MY-LRIPEI02-W/I0008","[MY-LRIPEI02-W] Malaysia Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g","J6","2023-06-02","2023-06-05","MO/230030567"
"MY-LRIPEI05-W/I0006","MY-LRIPEI05-W/I0006","[MY-LRIPEI05-W] Malaysia Instaperfect Everlast Intense Matte Liquid 05 SPLENDID 4.2 g","J6","2023-05-31","2023-06-02","MO/230030568"
"P-CSP-W/I0004","P-CSP-W/I0004","[P-CSP-W] Wardah Crystal Skin Package","J6","2023-05-30","2023-06-05","MO/230030569"
"DUSS-TESISR0-MO/I0001","DUSS-TESISR0-MO/I0001","[DUSS-TESISR0-MO] Dus Sticker Trivia Eye Shadow Indian Summer REV-0 Make Over","J6","2023-05-29","2023-05-30","MO/230031042"
"DUSS-PMFC21R0-MO/I0018","DUSS-PMFC21R0-MO/I0018","[DUSS-PMFC21R0-MO] Dus Sticker Powerstay Matte Powder Foundation C21 MO","J6","2023-05-29","2023-06-03","MO/230030573"
"DUSS-PMFC31R0-MO/I0010","DUSS-PMFC31R0-MO/I0010","[DUSS-PMFC31R0-MO] Dus Sticker Powerstay Matte Powder Foundation C31 MO","J6","2023-05-29","2023-06-03","MO/230030574"
"DUSS-PMFN30R0-MO/I0033","DUSS-PMFN30R0-MO/I0033","[DUSS-PMFN30R0-MO] Dus Sticker Powerstay Matte Powder Foundation N30 MO","J6","2023-05-30","2023-06-03","MO/230030575"
"DUSS-PMFW21R0-MO/I0016","DUSS-PMFW21R0-MO/I0016","[DUSS-PMFW21R0-MO] Dus Sticker Powerstay Matte Powder Foundation W21 MO","J6","2023-05-30","2023-06-03","MO/230030577"
"DUSS-PMFW33R0-MO/I0035","DUSS-PMFW33R0-MO/I0035","[DUSS-PMFW33R0-MO] Dus Sticker Powerstay Matte Powder Foundation W33 MO","J6","2023-05-31","2023-06-10","MO/230030578"
"DUSS-PCRTWC08R0-MO/I0001","DUSS-PCRTWC08R0-MO/I0001","[DUSS-PCRTWC08R0-MO] Dus Sticker Perfect Cover Refill TWC 08 Honey REV-0 Make Over","J6","2023-05-29","2023-06-03","MO/230030580"
"DUSS-RCVPF32NR0-W/I0019","DUSS-RCVPF32NR0-W/I0019","[DUSS-RCVPF32NR0-W] Dus Sticker Colorfit Velvet Powder Foundation 32N Refill Wardah (Barcode&Varian)","J6","2023-05-30","2023-06-03","MO/230030581"
"DUSS-DMCP01R0-E/I0002","DUSS-DMCP01R0-E/I0002","[DUSS-DMCP01R0-E] Dus Sticker Daily Matte Compact Powder 01 Light E","J6","2023-05-31","2023-06-10","MO/230030584"
"DUSS-DMCP01R0-E/I0003","DUSS-DMCP01R0-E/I0003","[DUSS-DMCP01R0-E] Dus Sticker Daily Matte Compact Powder 01 Light E","J6","2023-06-02","2023-06-10","MO/230030585"
"DUSS-DMCP01R0-E/I0004","DUSS-DMCP01R0-E/I0004","[DUSS-DMCP01R0-E] Dus Sticker Daily Matte Compact Powder 01 Light E","J6","2023-06-02","2023-06-10","MO/230030586"
"DUSS-DMCP02R0-E/I0001","DUSS-DMCP02R0-E/I0001","[DUSS-DMCP02R0-E] Dus Sticker Daily Matte Compact Powder 02 Natural E","J6","2023-05-31","2023-06-10","MO/230030587"
"DUSS-DMCP02R0-E/I0002","DUSS-DMCP02R0-E/I0002","[DUSS-DMCP02R0-E] Dus Sticker Daily Matte Compact Powder 02 Natural E","J6","2023-05-31","2023-06-10","MO/230030588"
"DUSS-DMCP02R0-E/I0003","DUSS-DMCP02R0-E/I0003","[DUSS-DMCP02R0-E] Dus Sticker Daily Matte Compact Powder 02 Natural E","J6","2023-06-02","2023-06-10","MO/230030589"
"DUSS-DMCP02R0-E/I0004","DUSS-DMCP02R0-E/I0004","[DUSS-DMCP02R0-E] Dus Sticker Daily Matte Compact Powder 02 Natural E","J6","2023-06-02","2023-06-10","MO/230030590"
"DUSS-DMCP03R0-E/I0002","DUSS-DMCP03R0-E/I0002","[DUSS-DMCP03R0-E] Dus Sticker Daily Matte Compact Powder 03 Caramel E","J6","2023-05-31","2023-06-10","MO/230030591"
"DUSS-DMCP03R0-E/I0003","DUSS-DMCP03R0-E/I0003","[DUSS-DMCP03R0-E] Dus Sticker Daily Matte Compact Powder 03 Caramel E","J6","2023-05-31","2023-06-10","MO/230030592"
"DUSS-DMCP03R0-E/I0004","DUSS-DMCP03R0-E/I0004","[DUSS-DMCP03R0-E] Dus Sticker Daily Matte Compact Powder 03 Caramel E","J6","2023-06-02","2023-06-10","MO/230030593"
"DUSS-DMCP03R0-E/I0005","DUSS-DMCP03R0-E/I0005","[DUSS-DMCP03R0-E] Dus Sticker Daily Matte Compact Powder 03 Caramel E","J6","2023-06-02","2023-06-10","MO/230030594"
"DUSS-DMCP04R0-E/I0002","DUSS-DMCP04R0-E/I0002","[DUSS-DMCP04R0-E] Dus Sticker Daily Matte Compact Powder 04 Mocca E","J6","2023-05-31","2023-06-10","MO/230030595"
"DUSS-DMCP04R0-E/I0003","DUSS-DMCP04R0-E/I0003","[DUSS-DMCP04R0-E] Dus Sticker Daily Matte Compact Powder 04 Mocca E","J6","2023-05-31","2023-06-10","MO/230030596"
"DUSS-DMCP04R0-E/I0004","DUSS-DMCP04R0-E/I0004","[DUSS-DMCP04R0-E] Dus Sticker Daily Matte Compact Powder 04 Mocca E","J6","2023-06-02","2023-06-10","MO/230030597"
"DUSS-DMCP04R0-E/I0005","DUSS-DMCP04R0-E/I0005","[DUSS-DMCP04R0-E] Dus Sticker Daily Matte Compact Powder 04 Mocca E","J6","2023-06-02","2023-06-10","MO/230030598"
"DUSS-DMCP04R0-E/I0006","DUSS-DMCP04R0-E/I0006","[DUSS-DMCP04R0-E] Dus Sticker Daily Matte Compact Powder 04 Mocca E","J6","2023-06-02","2023-06-10","MO/230030599"
"DUSS-RCVPF52NR0-W/I0002","DUSS-RCVPF52NR0-W/I0002","[DUSS-RCVPF52NR0-W] Dus Sticker Colorfit Velvet Powder Foundation 52N Refill Wardah (Barcode&Varian)","J6","2023-05-29","2023-06-03","MO/230030600"
"DUSS-BOS07R0-MO/I0002","DUSS-BOS07R0-MO/I0002","[DUSS-BOS07R0-MO] Dus Sticker Blush On Single 07 Scarlet Sheen REV-0 Make Over","J6","2023-05-29","2023-06-03","MO/230030601"
"DUSS-BOS08R0-MO/I0001","DUSS-BOS08R0-MO/I0001","[DUSS-BOS08R0-MO] Dus Sticker Blush On Single 08 Cruise Coral REV-0 Make Over","J6","2023-05-29","2023-06-03","MO/230030602"
"DUSS-TESEBR0-MO/I0001","DUSS-TESEBR0-MO/I0001","[DUSS-TESEBR0-MO] Dus Sticker Trivia Eye Shadow Emperor Brown REV-0 Make Over","J6","2023-05-29","2023-06-03","MO/230031045"
"DUSS-TESGER0-MO/I0001","DUSS-TESGER0-MO/I0001","[DUSS-TESGER0-MO] Dus Sticker Trivia Eye Shadow Golden Espress REV-0 Make Over","J6","2023-05-29","2023-06-03","MO/230031046"
"MY-LSMULGA-EM/I0003","MY-LSMULGA-EM/I0003","[MY-LSMULGA-EM] Malaysia Emina Squeeze Me Up Lip Glass 01. Surf n’ Slide 6.5 g","S","2023-06-02","2023-06-03","MO/230030685"
"MY-LSMULGA-EM/I0004","MY-LSMULGA-EM/I0004","[MY-LSMULGA-EM] Malaysia Emina Squeeze Me Up Lip Glass 01. Surf n’ Slide 6.5 g","S","2023-06-02","2023-06-03","MO/230030686"
"A-DM-W40ML/I0011","A-DM-W40ML/I0011","[A-DM-W40ML] Wardah Acnederm Day Moisturizer 40 ml (Pc(s))","L","2023-05-31","2023-05-31","MO/230030690"
"A-PFC-W60ML/I0021","A-PFC-W60ML/I0021","[A-PFC-W60ML] Wardah Acnederm Pure Foaming Cleanser 60 ml (Pc(s))","L","2023-05-30","2023-06-14","MO/230030691"
"BBC-EL-W15ML/I0006","BBC-EL-W15ML/I0006","[BBC-EL-W15ML] Wardah Everyday BB Cream Light 15 ml (pc(s))","L","2023-05-30","2023-05-31","MO/230030692"
"BBC-LL-W15ML/I0009","BBC-LL-W15ML/I0009","[BBC-LL-W15ML] Wardah Lightening BB Cream Light 15 ml (pc(s))","L","2023-05-31","2023-06-02","MO/230030693"
"BBC-LN-W15ML/I0014","BBC-LN-W15ML/I0014","[BBC-LN-W15ML] Wardah Lightening BB Cream Natural 15 ml (pc(s))","L","2023-05-30","2023-05-31","MO/230030694"
"CM-LCC-W/I0033","CM-LCC-W/I0033","[CM-LCC-W] Wardah Lightening Cleansing Milk 100 ml","L","2023-05-30","2023-06-14","MO/230030695"
"F-CLCMF-W/I0003","F-CLCMF-W/I0003","[F-CLCMF-W] Wardah Colorfit Matte Foundation 43W Golden Sand 25 ml","L","2023-06-02","2023-06-07","MO/230030696"
"F-LLF02-W/I0014","F-LLF02-W/I0014","[F-LLF02-W] Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister)","L","2023-06-02","2023-06-03","MO/230030697"
"FS-BSFS-EM/I0009","FS-BSFS-EM/I0009","[FS-BSFS-EM] Emina Bright Stuff Face Scrub 50 ml","L","2023-05-30","2023-06-14","MO/230030698"
"FS-RLN2-W/I0030","FS-RLN2-W/I0030","[FS-RLN2-W] Wardah Lightening Gentle Exfoliator 50 ml","L","2023-05-30","2023-06-14","MO/230030699"
"FW-3IN1PC-KA/I0178","FW-3IN1PC-KA/I0178","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030700"
"FW-3IN1PC-KA/I0179","FW-3IN1PC-KA/I0179","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030701"
"FW-3IN1PC-KA/I0180","FW-3IN1PC-KA/I0180","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030702"
"FW-3IN1PC-KA/I0181","FW-3IN1PC-KA/I0181","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030703"
"FW-3IN1PC-KA/I0182","FW-3IN1PC-KA/I0182","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030704"
"FW-3IN1PC-KA/I0183","FW-3IN1PC-KA/I0183","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030705"
"FW-3IN1PC-KA/I0184","FW-3IN1PC-KA/I0184","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030706"
"FW-AN1-EM/I0009","FW-AN1-EM/I0009","[FW-AN1-EM] Emina Natura Pal Gel Cleanser 100 ml","L","2023-05-30","2023-06-14","MO/230030707"
"FW-BS-EM50ML/I0061","FW-BS-EM50ML/I0061","[FW-BS-EM50ML] Emina Bright Stuff Face Wash 50 ml","L","2023-05-30","2023-06-14","MO/230030708"
"FW-BSACNEN2-EM/I0026","FW-BSACNEN2-EM/I0026","[FW-BSACNEN2-EM] Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml","L","2023-05-30","2023-06-14","MO/230030709"
"FW-BSN2-EM/I0064","FW-BSN2-EM/I0064","[FW-BSN2-EM] Emina Bright Stuff Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030710"
"FW-BSN2-EM/I0065","FW-BSN2-EM/I0065","[FW-BSN2-EM] Emina Bright Stuff Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030711"
