"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Manufacturing Order"
"FW-CD-W100ML/I0031","FW-CD-W100ML/I0031","[FW-CD-W100ML] Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","L","2023-05-30","2023-06-14","MO/230030712"
"FW-FW01-KA/I0128","FW-FW01-KA/I0128","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-05-30","2023-06-14","MO/230030713"
"FW-FW01-KA/I0129","FW-FW01-KA/I0129","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-05-30","2023-06-14","MO/230030714"
"FW-FW01-KA/I0130","FW-FW01-KA/I0130","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-05-30","2023-06-14","MO/230030715"
"FW-FW01-KA/I0131","FW-FW01-KA/I0131","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-05-30","2023-06-14","MO/230030716"
"FW-FW01-KA/I0132","FW-FW01-KA/I0132","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-05-30","2023-06-14","MO/230030717"
"FW-FW01-KA/I0133","FW-FW01-KA/I0133","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-05-30","2023-06-14","MO/230030718"
"FW-FW01-KA/I0134","FW-FW01-KA/I0134","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-05-30","2023-06-14","MO/230030719"
"FW-LMGWN1-W/I0015","FW-LMGWN1-W/I0015","[FW-LMGWN1-W] Wardah Lightening Micellar Gentle Wash 50 ml","L","2023-05-30","2023-06-14","MO/230030720"
"FW-LMGWN1-W/I0016","FW-LMGWN1-W/I0016","[FW-LMGWN1-W] Wardah Lightening Micellar Gentle Wash 50 ml","L","2023-05-30","2023-06-14","MO/230030721"
"FW-LWFN2-W/I0103","FW-LWFN2-W/I0103","[FW-LWFN2-W] Wardah Lightening Whip Facial Foam 100 ml","L","2023-05-30","2023-06-14","MO/230030722"
"FW-PCSAC-KA/I0258","FW-PCSAC-KA/I0258","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030723"
"FW-PCSAC-KA/I0259","FW-PCSAC-KA/I0259","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030724"
"FW-PCSAC-KA/I0260","FW-PCSAC-KA/I0260","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030725"
"FW-PCSAC-KA/I0261","FW-PCSAC-KA/I0261","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030726"
"FW-PCSAC-KA/I0262","FW-PCSAC-KA/I0262","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030727"
"FW-PCSAC-KA/I0263","FW-PCSAC-KA/I0263","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030728"
"FW-PCSAC-KA/I0264","FW-PCSAC-KA/I0264","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030729"
"FW-PCSAC-KA/I0265","FW-PCSAC-KA/I0265","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030730"
"FW-PCSAC-KA/I0266","FW-PCSAC-KA/I0266","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030731"
"FW-PCSAC-KA/I0267","FW-PCSAC-KA/I0267","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030732"
"FW-PCSRB-KA/I0161","FW-PCSRB-KA/I0161","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030733"
"FW-PCSRB-KA/I0162","FW-PCSRB-KA/I0162","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030734"
"FW-PCSRB-KA/I0163","FW-PCSRB-KA/I0163","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030735"
"FW-PCSRB-KA/I0164","FW-PCSRB-KA/I0164","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030736"
"FW-PCSRB-KA/I0165","FW-PCSRB-KA/I0165","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-05-30","2023-06-14","MO/230030737"
"FW-RHMF-W/I0016","FW-RHMF-W/I0016","[FW-RHMF-W] Wardah Hydra Rose Gel to Foam cleanser 100 ml","L","2023-05-30","2023-06-14","MO/230030738"
"FW-RPBCFLO100-W/I0064","FW-RPBCFLO100-W/I0064","[FW-RPBCFLO100-W] Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml","L","2023-05-30","2023-06-14","MO/230030739"
"FW-RPBCFLO100-W/I0065","FW-RPBCFLO100-W/I0065","[FW-RPBCFLO100-W] Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml","L","2023-05-30","2023-06-14","MO/230030740"
"FW-RPBCFLS100-W/I0032","FW-RPBCFLS100-W/I0032","[FW-RPBCFLS100-W] Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml","L","2023-05-30","2023-06-14","MO/230030741"
"FW-RRYAG-W/I0026","FW-RRYAG-W/I0026","[FW-RRYAG-W] Wardah Renew You Facial Wash 100 ml (Pc(s))","L","2023-05-30","2023-06-14","MO/230030742"
"FW-RWSABHA-W/I0054","FW-RWSABHA-W/I0054","[FW-RWSABHA-W] Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","L","2023-05-30","2023-06-14","MO/230030743"
"HBL-RAHMG-W/I0005","HBL-RAHMG-W/I0005","[HBL-RAHMG-W] Wardah Nature Daily Aloe Multifunction Gel 100 ml","L","2023-05-30","2023-06-14","MO/230030744"
"HBL-RAHMG-W/I0006","HBL-RAHMG-W/I0006","[HBL-RAHMG-W] Wardah Nature Daily Aloe Multifunction Gel 100 ml","L","2023-05-30","2023-06-14","MO/230030745"
"HC-HF-W170ML/I0024","HC-HF-W170ML/I0024","[HC-HF-W170ML] Wardah Hair Fall Treatment Conditioner 170 ml (Pc(s))","L","2023-05-30","2023-06-14","MO/230030746"
"HC-HF-W170ML/I0025","HC-HF-W170ML/I0025","[HC-HF-W170ML] Wardah Hair Fall Treatment Conditioner 170 ml (Pc(s))","L","2023-05-30","2023-06-14","MO/230030747"
"HC-NS-W170ML/I0015","HC-NS-W170ML/I0015","[HC-NS-W170ML] Wardah Nutri Shine Conditioner 170 ml (Pc(s))","L","2023-05-30","2023-06-14","MO/230030748"
"M-AHC-W40ML/I0010","M-AHC-W40ML/I0010","[M-AHC-W40ML] Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml","L","2023-05-31","2023-05-31","MO/230030749"
"M-BRERMC-L/I0020","M-BRERMC-L/I0020","[M-BRERMC-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 50 ml","L","2023-05-30","2023-06-14","MO/230030750"
"M-BRERMC-L/I0021","M-BRERMC-L/I0021","[M-BRERMC-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 50 ml","L","2023-05-30","2023-06-14","MO/230030751"
"M-BRERMC-L/I0022","M-BRERMC-L/I0022","[M-BRERMC-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 50 ml","L","2023-05-30","2023-06-14","MO/230030752"
"M-BRERMC-L/I0023","M-BRERMC-L/I0023","[M-BRERMC-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 50 ml","L","2023-05-30","2023-06-14","MO/230030753"
"M-BSC-EM/I0045","M-BSC-EM/I0045","[M-BSC-EM] Emina Bright Stuff Moisturizing Cream 20 ml","L","2023-05-31","2023-06-02","MO/230030754"
"M-BSC-EM/I0046","M-BSC-EM/I0046","[M-BSC-EM] Emina Bright Stuff Moisturizing Cream 20 ml","L","2023-06-02","2023-06-02","MO/230030755"
"M-RHDGN2-W/I0005","M-RHDGN2-W/I0005","[M-RHDGN2-W] Wardah Hydra Rose Dewy Aqua Day Gel 17 ml","L","2023-06-02","2023-06-03","MO/230030756"
"M-SM01-KA/I0031","M-SM01-KA/I0031","[M-SM01-KA] Kahf Triple Protection Sunscreen Moisturizer 30 ml","L","2023-06-05","2023-06-06","MO/230030757"
"M-SM01-KA/I0032","M-SM01-KA/I0032","[M-SM01-KA] Kahf Triple Protection Sunscreen Moisturizer 30 ml","L","2023-06-05","2023-06-06","MO/230030758"
"M-WHPG-W40ML/I0016","M-WHPG-W40ML/I0016","[M-WHPG-W40ML] Wardah Nature Daily Witch Hazel Purifying Moisturizer Gel 40 ml","L","2023-05-31","2023-05-31","MO/230030759"
"MY-RAPFC-W/I0008","MY-RAPFC-W/I0008","[MY-RAPFC-W] Malaysia Wardah Acnederm Pure Foaming Cleanser 60 ml","L","2023-05-30","2023-06-14","MO/230030760"
"SS-DUVSDENP-L/I0003","SS-DUVSDENP-L/I0003","[SS-DUVSDENP-L] LABORE Sensitive Skin Care BiomeProtect Physical Sunscreen 10 ml <SFG>","L","2023-05-30","2023-05-31","MO/230030761"
"M-BRERMCNP-L/I0003","M-BRERMCNP-L/I0003","[M-BRERMCNP-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 10 ml <SFG>","L","2023-06-02","2023-06-03","MO/230030762"
"FW-GSNP-L/I0003","FW-GSNP-L/I0003","[FW-GSNP-L] LABORE Sensitive Skin Care GentleBiome Mild Cleanser 15 ml <SFG>","L","2023-06-05","2023-06-05","MO/230030763"
"PRM-RRIPSP-W/I0013","PRM-RRIPSP-W/I0013","[PRM-RRIPSP-W] Instaperfect Blur Mattifying Primer 20 ml","L","2023-06-03","2023-06-06","MO/230030764"
"SS-SBAT30-EM/I0116","SS-SBAT30-EM/I0116","[SS-SBAT30-EM] Emina Sun Battle SPF 30 PA+++ 60 ml","L","2023-05-30","2023-06-14","MO/230030765"
"SS-SBAT30-EM/I0117","SS-SBAT30-EM/I0117","[SS-SBAT30-EM] Emina Sun Battle SPF 30 PA+++ 60 ml","L","2023-05-30","2023-06-14","MO/230030766"
"SS-SBSP30-EM/I0024","SS-SBSP30-EM/I0024","[SS-SBSP30-EM] Emina Skin Buddy Sun Protection SPF 30 PA+++ 60 ml","L","2023-05-30","2023-06-14","MO/230030767"
"SS-UVSAFE-W/I0025","SS-UVSAFE-W/I0025","[SS-UVSAFE-W] Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","L","2023-05-30","2023-06-14","MO/230030768"
"SS-UVSDSPB-W/I0080","SS-UVSDSPB-W/I0080","[SS-UVSDSPB-W] Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","L","2023-05-30","2023-06-14","MO/230030769"
"SS-UVSDSPB-W/I0081","SS-UVSDSPB-W/I0081","[SS-UVSDSPB-W] Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","L","2023-05-30","2023-06-14","MO/230030770"
"PRM-PR-EM20ML/I0023","PRM-PR-EM20ML/I0023","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-05-30","2023-06-03","MO/230030772"
"PRM-PR-EM20ML/I0024","PRM-PR-EM20ML/I0024","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-05-31","2023-06-03","MO/230030773"
"PRM-PR-EM20ML/I0025","PRM-PR-EM20ML/I0025","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-06-03","2023-06-03","MO/230030774"
"PRM-PR-EM20ML/I0026","PRM-PR-EM20ML/I0026","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-06-03","2023-06-03","MO/230030775"
"PRM-PR-EM20ML/I0027","PRM-PR-EM20ML/I0027","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-06-03","2023-06-03","MO/230030776"
"PRM-PR-EM20ML/I0028","PRM-PR-EM20ML/I0028","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-06-05","2023-06-05","MO/230030777"
"PRM-PR-EM20ML/I0029","PRM-PR-EM20ML/I0029","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-06-05","2023-06-05","MO/230030778"
"PRM-PR-EM20ML/I0030","PRM-PR-EM20ML/I0030","[PRM-PR-EM20ML] Emina Pore Ranger 20 ml (Pc(s))","L","2023-06-06","2023-06-06","MO/230030779"
"FW-RWSABHANP-W/I0003","FW-RWSABHANP-W/I0003","[FW-RWSABHANP-W] Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 20 ml <SFG>","L","2023-05-31","2023-06-02","MO/230030780"
"FW-RWSABHANP-W/I0004","FW-RWSABHANP-W/I0004","[FW-RWSABHANP-W] Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 20 ml <SFG>","L","2023-05-31","2023-06-02","MO/230030781"
"PRM-VCPM-MO20ML/I0023","PRM-VCPM-MO20ML/I0023","[PRM-VCPM-MO20ML] MAKE OVER Velvet Mattifying Primer 20 ml","L","2023-06-03","2023-06-05","MO/230030782"
"SS-NSFBH-KA/I0004","SS-NSFBH-KA/I0004","[SS-NSFBH-KA] Kahf Complete Protection Face and Body Sunscreen Moisturizer 100 ml","L","2023-06-05","2023-06-05","MO/230030783"
"FW-NSCB-KA/I0005","FW-NSCB-KA/I0005","[FW-NSCB-KA] Kahf Cooling and Brightening Face Wash 100 ml","L","2023-06-05","2023-06-05","MO/230030784"
"HBW-NFSBWN1A-BD/I0001","HBW-NFSBWN1A-BD/I0001","[HBW-NFSBWN1A-BD] Biodef NFS Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami 15 ml","L","2023-05-31","2023-06-05","MO/230030785"
"SS-SBAS-EM/I0004","SS-SBAS-EM/I0004","[SS-SBAS-EM] Emina Sun Battle SPF 50 PA++++ Cica Acne Fighter Sunscreen 30 ml","L","2023-05-31","2023-05-31","MO/230030786"
"P-BRGSDUV-L/I0003","P-BRGSDUV-L/I0003","[P-BRGSDUV-L] LABORE Sensitive Skin Care On-The-Go Minis","L","2023-06-07","2023-06-07","MO/230030787"
"P-CSTK-W/I0004","P-CSTK-W/I0004","[P-CSTK-W] Wardah Crystal Secret Radiant Skin Starter Kit","L","2023-06-05","2023-06-08","MO/230030788"
"P-CSTK-W/I0005","P-CSTK-W/I0005","[P-CSTK-W] Wardah Crystal Secret Radiant Skin Starter Kit","L","2023-06-06","2023-06-08","MO/230030789"
"2PR--MO100ML/I0006","2PR--MO100ML/I0006","[2PR--MO100ML] MAKE OVER Make Up Remover 100 ml (Pc(s))","L","2023-05-30","2023-05-30","MO/230030790"
"BP-SBSBM-W100ML/I0006","BP-SBSBM-W100ML/I0006","[BP-SBSBM-W100ML] Wardah Scentsation Bliss Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030791"
"BP-SBSBM-W100ML/I0007","BP-SBSBM-W100ML/I0007","[BP-SBSBM-W100ML] Wardah Scentsation Bliss Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030792"
"BP-SBSBM-W100ML/I0008","BP-SBSBM-W100ML/I0008","[BP-SBSBM-W100ML] Wardah Scentsation Bliss Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030793"
"BP-SPCBM-W100ML/I0006","BP-SPCBM-W100ML/I0006","[BP-SPCBM-W100ML] Wardah Scentsation Peaceful Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030794"
"BP-SPCBM-W100ML/I0007","BP-SPCBM-W100ML/I0007","[BP-SPCBM-W100ML] Wardah Scentsation Peaceful Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030795"
"BP-SPCBM-W100ML/I0008","BP-SPCBM-W100ML/I0008","[BP-SPCBM-W100ML] Wardah Scentsation Peaceful Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030796"
"BP-SPRBM-W100ML/I0010","BP-SPRBM-W100ML/I0010","[BP-SPRBM-W100ML] Wardah Scentsation Purity Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030797"
"BP-SPRBM-W100ML/I0011","BP-SPRBM-W100ML/I0011","[BP-SPRBM-W100ML] Wardah Scentsation Purity Body Mist 100 ml (Pc(s))","L","2023-05-29","2023-06-14","MO/230030798"
"FMI-LGT-W/I0030","FMI-LGT-W/I0030","[FMI-LGT-W] Wardah Lightening Face Mist 60 ml","L","2023-05-29","2023-06-14","MO/230030799"
"FMI-LGT-W/I0031","FMI-LGT-W/I0031","[FMI-LGT-W] Wardah Lightening Face Mist 60 ml","L","2023-05-29","2023-06-14","MO/230030800"
"FT-BST-EM/I0016","FT-BST-EM/I0016","[FT-BST-EM] Emina Bright Stuff Face Toner 100 ml","L","2023-05-30","2023-06-02","MO/230030801"
"FT-CHG-W/I0007","FT-CHG-W/I0007","[FT-CHG-W] Crystallure Dual Refining Treatment Solution 120 ml","L","2023-06-05","2023-06-06","MO/230030802"
"FT-LFT-W/I0044","FT-LFT-W/I0044","[FT-LFT-W] Wardah Lightening Face Toner 125 ml","L","2023-05-29","2023-06-14","MO/230030803"
"FT-LFT-W/I0045","FT-LFT-W/I0045","[FT-LFT-W] Wardah Lightening Face Toner 125 ml","L","2023-05-29","2023-06-14","MO/230030804"
"FT-LFT-W/I0046","FT-LFT-W/I0046","[FT-LFT-W] Wardah Lightening Face Toner 125 ml","L","2023-05-29","2023-06-14","MO/230030805"
"FT-NDATE-W/I0018","FT-NDATE-W/I0018","[FT-NDATE-W] Wardah Nature Daily Aloe Hydramild Essence Toner 100 ml","L","2023-05-29","2023-06-14","MO/230030806"
"MY-REMRPBTUMW-W/I0005","MY-REMRPBTUMW-W/I0005","[MY-REMRPBTUMW-W] Malaysia Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml","L","2023-05-29","2023-06-14","MO/230030807"
"REM-CO-MO/I0002","REM-CO-MO/I0002","[REM-CO-MO] Make Over Powerskin Ultra Deep Cleansing Oil 190 ml","L","2023-06-02","2023-06-02","MO/230030808"
"REM-EEM-W100ML/I0035","REM-EEM-W100ML/I0035","[REM-EEM-W100ML] Wardah EyeXpert Eye & Lip Makeup Remover 100 ml","L","2023-06-02","2023-06-02","MO/230030809"
"REM-EEM-W50ML/I0020","REM-EEM-W50ML/I0020","[REM-EEM-W50ML] Wardah EyeXpert Eye & Lip Makeup Remover 50 ml","L","2023-06-02","2023-06-03","MO/230030810"
"REM-OIMW-MO/I0020","REM-OIMW-MO/I0020","[REM-OIMW-MO] MAKE OVER POWERSKIN Bi-Phase Oil Micellar Water 200 ml","L","2023-06-03","2023-06-03","MO/230030811"
"REM-RBSMWN1-EM/I0021","REM-RBSMWN1-EM/I0021","[REM-RBSMWN1-EM] Emina Bright Stuff Micellar Water 100 ml","L","2023-05-29","2023-06-14","MO/230030812"
"REM-RPBTUMW-W/I0022","REM-RPBTUMW-W/I0022","[REM-RPBTUMW-W] Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml","L","2023-05-29","2023-06-14","MO/230030813"
"REM-RPBTUMW-W/I0023","REM-RPBTUMW-W/I0023","[REM-RPBTUMW-W] Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml","L","2023-05-29","2023-06-14","MO/230030814"
"REM-RPBTUMW-W/I0024","REM-RPBTUMW-W/I0024","[REM-RPBTUMW-W] Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml","L","2023-05-29","2023-06-14","MO/230030815"
"REM-SBMW-W100ML/I0028","REM-SBMW-W100ML/I0028","[REM-SBMW-W100ML] Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","L","2023-05-29","2023-06-14","MO/230030816"
"REM-SBMW-W100ML/I0029","REM-SBMW-W100ML/I0029","[REM-SBMW-W100ML] Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","L","2023-05-29","2023-06-14","MO/230030817"
"REM-SBMW-W240ML/I0039","REM-SBMW-W240ML/I0039","[REM-SBMW-W240ML] Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","L","2023-05-29","2023-06-14","MO/230030818"
"REM-SBMW-W240ML/I0040","REM-SBMW-W240ML/I0040","[REM-SBMW-W240ML] Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","L","2023-05-29","2023-06-14","MO/230030819"
"REM-SBMW-W240ML/I0041","REM-SBMW-W240ML/I0041","[REM-SBMW-W240ML] Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","L","2023-05-29","2023-06-14","MO/230030820"
"S-USSEC-W/I0047","S-USSEC-W/I0047","[S-USSEC-W] Wardah Hairfall Treatment Shampoo 170 ml","L","2023-06-02","2023-06-03","MO/230030821"
"SRM-CD-W17ML/I0005","SRM-CD-W17ML/I0005","[SRM-CD-W17ML] Wardah C-Defense Serum 17 ml (Pc(s))","L","2023-06-03","2023-06-05","MO/230030822"
"P-HU-KA/I0004","P-HU-KA/I0004","[P-HU-KA] Kahf Umrah and Hajj Package","L","2023-06-07","2023-06-07","MO/230030823"
"MY-PMAA-W/I0001","MY-PMAA-W/I0001","[MY-PMAA-W] Malaysia Wardah SuperSerum Mask x2 - Lightening & Acnederm","L","2023-05-31","2023-05-31","MO/230030824"
"HBW-R-KA/I0012","HBW-R-KA/I0012","[HBW-R-KA] Kahf Relaxing and Acne Fight Body Wash 200 ml","L","2023-05-31","2023-06-02","MO/230030825"
"MY-SRMRLSAN1-W/I0012","MY-SRMRLSAN1-W/I0012","[MY-SRMRLSAN1-W] Malaysia Wardah Lightening Serum Ampoule 30 ml","L","2023-06-05","2023-06-06","MO/230030826"
"REM-AMC-W/I0002","REM-AMC-W/I0002","[REM-AMC-W] Wardah Acnederm Micellar Water 100 ml","L","2023-06-12","2023-06-12","MO/230030827"
"REM-NDACN1-W/I0002","REM-NDACN1-W/I0002","[REM-NDACN1-W] Wardah Nature Daily Aloe Seaweed Micellar Water 100 ml","L","2023-06-13","2023-06-13","MO/230030828"
"HBW-BWN2C-BD/I0020","HBW-BWN2C-BD/I0020","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2023-05-29","2023-05-29","MO/230030829"
"HBW-BWN2C-BD/I0021","HBW-BWN2C-BD/I0021","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2023-05-29","2023-05-30","MO/230030830"
"HBW-BWN2C-BD/I0022","HBW-BWN2C-BD/I0022","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2023-05-29","2023-05-30","MO/230030831"
"HBW-BWN2C-BD/I0023","HBW-BWN2C-BD/I0023","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2023-05-30","2023-05-31","MO/230030832"
"HBW-BWN2C-BD/I0024","HBW-BWN2C-BD/I0024","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2023-05-30","2023-05-31","MO/230030833"
"HBW-BWN2C-BD/I0025","HBW-BWN2C-BD/I0025","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2023-06-02","2023-06-02","MO/230030834"
"HBW-BWN2C-BD/I0026","HBW-BWN2C-BD/I0026","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2023-06-02","2023-06-03","MO/230030835"
"HBW-BWN1A-BD/I0006","HBW-BWN1A-BD/I0006","[HBW-BWN1A-BD] Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","L","2023-05-30","2023-05-30","MO/230030836"
"HBW-BWN1A-BD/I0007","HBW-BWN1A-BD/I0007","[HBW-BWN1A-BD] Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","L","2023-05-30","2023-05-30","MO/230030837"
"HBW-BWN1A-BD/I0008","HBW-BWN1A-BD/I0008","[HBW-BWN1A-BD] Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","L","2023-05-30","2023-05-31","MO/230030838"
"HBW-BWN1A-BD/I0009","HBW-BWN1A-BD/I0009","[HBW-BWN1A-BD] Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","L","2023-05-30","2023-05-31","MO/230030839"
"HBW-BWN1A-BD/I0010","HBW-BWN1A-BD/I0010","[HBW-BWN1A-BD] Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","L","2023-05-30","2023-05-31","MO/230030840"
"HBW-BWN1A-BD/I0011","HBW-BWN1A-BD/I0011","[HBW-BWN1A-BD] Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","L","2023-05-31","2023-05-31","MO/230030841"
"HBW-BWN1C-BD/I0005","HBW-BWN1C-BD/I0005","[HBW-BWN1C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Botol 275 ml","L","2023-05-31","2023-05-31","MO/230030842"
"HBW-R-KA/BSI0001","HBW-R-KA/BSI0001","[HBW-R-KA] Kahf Relaxing and Acne Fight Body Wash 200 ml","L","2023-06-05","2023-06-05","MO/230030843"
"HT-P1G-P200/I0016","HT-P1G-P200/I0016","[HT-P1G-P200] Hair Tonic Ginseng, 200 ml","L","2023-05-30","2023-06-14","MO/230030844"
"HT-P1G-P450/I0016","HT-P1G-P450/I0016","[HT-P1G-P450] Hair Tonic Ginseng, 450 ml","L","2023-05-30","2023-06-14","MO/230030845"
"HT-P1G1-P200/I0021","HT-P1G1-P200/I0021","[HT-P1G1-P200] Hair Tonic Normal to Oily Hair (Green), 200 ml","L","2023-05-30","2023-06-14","MO/230030846"
"HT-P1G1-P450/I0019","HT-P1G1-P450/I0019","[HT-P1G1-P450] Hair Tonic Normal to Oily Hair (Green), 450 ml","L","2023-05-30","2023-06-14","MO/230030847"
"HT-P1G1-P450/I0020","HT-P1G1-P450/I0020","[HT-P1G1-P450] Hair Tonic Normal to Oily Hair (Green), 450 ml","L","2023-05-30","2023-06-14","MO/230030848"
"HT-P1Y1-P200/I0008","HT-P1Y1-P200/I0008","[HT-P1Y1-P200] Hair Tonic Normal Hair (Yellow), 200 ml","L","2023-05-30","2023-06-14","MO/230030849"
"HT-P1Y1-P200/I0009","HT-P1Y1-P200/I0009","[HT-P1Y1-P200] Hair Tonic Normal Hair (Yellow), 200 ml","L","2023-05-30","2023-06-14","MO/230030850"
"MY-BPHREDT-KA/I0006","MY-BPHREDT-KA/I0006","[MY-BPHREDT-KA] Malaysia Kahf Humbling Forest Eau de Toilette 35 ml","L","2023-05-30","2023-06-14","MO/230030851"
"BP-SJYE-W35ML/I0005","BP-SJYE-W35ML/I0005","[BP-SJYE-W35ML] Wardah Scentsation Joyful Eau De Toilette 35 ml (Pc(s))","L","2023-05-30","2023-06-14","MO/230030852"
