"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"ES-EP02-W/I0001","ES-EP02-W/I0001/07/01","[ES-EP02-W-07-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 02 Rose Glow 07","P","2023-01-16","2023-01-18","PTI: Jatake 1 - Press","MO/230000582","Confirmed","B","Pc(s)"
"ES-PNU-MO10G/I0001","MO-ES-CV-BULK/I0001","[ES-CV-BULK] Shiny Glam Eye Shadow Caviar","P","2023-01-10","2023-01-13","PTI: Jatake 1 - Olah","MO/230000633","Confirmed","B","kg"
"DUSS-PMFN10R0-MO/I0001","DUSS-PMFN10R0-MO/I0001","[DUSS-PMFN10R0-MO] Dus Sticker Powerstay Matte Powder Foundation N10 MO","P","2023-01-09","2023-01-13","PTI: Jatake 6 - SFG Kemas","MO/230000544","Confirmed","C","Pc(s)"
"FW-PCSAC-KA/I0012","MO-FW-PCSAC-BULK/I0012","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2023-01-09","2023-01-25","PTI: Jatake 2 - Olah","MO/230001108","Confirmed","A","kg"
"FW-PCSAC-KA/I0013","FW-PCSAC-KA/I0013","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000654","Confirmed","A","Pc(s)"
"FW-PCSAC-KA/I0013","MO-FW-PCSAC-BULK/I0013","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2023-01-09","2023-01-25","PTI: Jatake 2 - Olah","MO/230001109","Confirmed","A","kg"
"FW-PCSAC-KA/I0018","FW-PCSAC-KA/I0018","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000659","Confirmed","A","Pc(s)"
"FW-PCSAC-KA/I0024","MO-FW-PCSAC-BULK/I0024","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2023-01-09","2023-01-25","PTI: Jatake 2 - Olah","MO/230001149","Confirmed","A","kg"
"FW-PCSAC-KA/I0031","FW-PCSAC-KA/I0031","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000672","Confirmed","A","Pc(s)"
"FW-PCSAC-KA/I0031","MO-FW-PCSAC-BULK/I0031","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2023-01-09","2023-01-25","PTI: Jatake 2 - Olah","MO/230001151","Confirmed","A","kg"
"M-BSACNE-EM/I0002","M-BSACNE-EM/I0002","[M-BSACNE-EM] Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml","L","2023-01-12","2023-01-13","PTI: Jatake 2 - Kemas","MO/230000678","Confirmed","A","Pc(s)"
"M-BSACNE-EM/I0002","MO-M-BSACNE-BULK/I0002","[M-BSACNE-BULK] Emina Bright Stuff for Acne Prone Skin Moisturizing Cream","L","2023-01-10","2023-01-13","PTI: Jatake 2 - Olah","MO/230001139","Confirmed","A","kg"
"M-BSTUC-EM/I0002","M-BSTUC-EM/I0002","[M-BSTUC-EM] Emina Bright Stuff Tone Up Cream 20 ml","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000679","Confirmed","A","Pc(s)"
"M-BSTUC-EM/I0002","MO-M-BSTUC-BULK/I0002","[M-BSTUC-BULK] Bright Stuff Tone up Cream","L","2023-01-10","2023-01-12","PTI: Jatake 2 - Olah","MO/230001140","Confirmed","A","kg"
"SS-PSMU-MO/I0001","MO-SS-PSMU-BULK/I0001","[SS-PSMU-BULK] MAKE OVER Powerskin Urban Defense Sunscreen","L","2023-01-12","2023-01-14","PTI: Jatake 2 - Olah","MO/230001283","Confirmed","A","kg"
"SRM-NSRLSAN2-W/I0001","SRM-NSRLSAN2-W/I0001","[SRM-NSRLSAN2-W] Wardah Lightening Serum Ampoule 8 ml (SFG)","L","2023-01-13","2023-01-16","PTI: Jatake 2 - Kemas","MO/230000709","Confirmed","A","Pc(s)"
"FW-AH-W100ML/I0001","FW-AH-W100ML/I0001","[FW-AH-W100ML] Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000716","Confirmed","A","Pc(s)"
"FW-AH-W100ML/I0001","MO-FW-AH-BULK/I0001","[FW-AH-BULK] Aloe Hydramild Facial Wash Bulk","L","2023-01-09","2023-01-25","PTI: Jatake 2 - Olah","MO/230000901","Confirmed","A","kg"
"FW-CDEWN2-W/I0001","FW-CDEWN2-W/I0001","[FW-CDEWN2-W] Wardah C-Defense Energizing Whip Foam 100 ml","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000719","Confirmed","A","Pc(s)"
"FW-CDEWN2-W/I0001","MO-FW-CDEWN-BULK/I0001","[FW-CDEWN-BULK] Wardah C-Defense Energizing Whip Foam","L","2023-01-10","2023-01-12","PTI: Jatake 2 - Olah","MO/230001168","Confirmed","A","kg"
"SS-DUVSDENP-L/I0001","SS-DUVSDENP-L/I0001","[SS-DUVSDENP-L] LABORE Sensitive Skin Care BiomeProtect Physical Sunscreen 10 ml <SFG>","L","2023-01-13","2023-01-14","PTI: Jatake 2 - Kemas","MO/230000726","Confirmed","A","Pc(s)"
"FT-BSE-EM/I0001","FT-BSE-EM/I0001","[FT-BSE-EM] Emina Bright Stuff Exfoliating Toner 100 ml","L","2023-01-11","2023-01-14","PTI: Jatake 2 - Kemas","MO/230000734","Confirmed","B","Pc(s)"
"FT-LFT-W/I0004","MO-FT-LFT-BULK/I0006","[FT-LFT-BULK] Wardah Lightening Face Toner","L","2023-01-07","2023-01-11","PTI: Jatake 2 - Olah","MO/230000897","Confirmed","B","kg"
"REM-RBSMWN2-EM/I0001","REM-RBSMWN2-EM/I0001","[REM-RBSMWN2-EM] Emina Bright Stuff Micellar Water 50 ml","L","2023-01-12","2023-01-13","PTI: Jatake 2 - Kemas","MO/230000739","Confirmed","B","Pc(s)"
"CON-LBBL02-W/I0001","CON-LBBL02-W/I0001","[CON-LBBL02-W] Wardah Lightening Liquid Concealer 02 Beige 7 g (Blister)","L","2023-01-12","2023-01-18","PTI: Jatake 2 - Kemas","MO/230000767","Confirmed","C","Pc(s)"
"CON-LBBL02-W/I0001","MO-CON-LBBL02-BULK/I0001","[CON-LBBL02-BULK] Lightening Liquid Concealer 02","L","2023-01-09","2023-01-18","PTI: Jatake 2 - Olah","MO/230000881","Confirmed","C","kg"
"F-L05VC-OMG/I0002","MO-F-L05-BULK/I0002","[F-L05-BULK] OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","L","2023-01-07","2023-01-11","PTI: Jatake 2 - Olah","MO/230000857","Confirmed","C","kg"
"HBW-BWN2C-BD/I0001","MO-HBW-BWC-BULK/I0001","[HBW-BWC-BULK] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami","L","2023-01-10","2023-01-12","PTI: Jatake 2 - Olah","MO/230001182","Confirmed","C","kg"
"M-LDCN2-W/I0001","M-LDCN2-W/I0001","[M-LDCN2-W] Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000817","Confirmed","C","Pc(s)"
"M-LDCN2-W/I0001","MO-M-LDCN-BULK/I0002","[M-LDCN-BULK] Lightening Day Cream Advanced Niacinamide","L","2023-01-09","2023-01-12","PTI: Jatake 2 - Olah","MO/230000884","Confirmed","C","kg"
"MZ-W1M2-W150ML/I0001","MZ-W1M2-W150ML/I0001","[MZ-W1M2-W150ML] Wardah Olive Oil For Massage 150 ml","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000821","Confirmed","C","Pc(s)"
"MZ-W1M2-W150ML/I0001","MO-MZ-W1M2-BULK/I0001","[MZ-W1M2-BULK] Olive Oil for Massage Bulk","L","2023-01-10","2023-01-12","PTI: Jatake 2 - Olah","MO/230001179","Confirmed","C","kg"
"D-RRO-KA/I0001","D-RRO-KA/I0001","[D-RRO-KA] Kahf Antibacterial Shield Antiperspirant Deodorant 45 ml","L","2023-01-12","2023-01-13","PTI: Jatake 2 - Kemas","MO/230000823","Confirmed","C","Pc(s)"
"L-CLADC01-W/I0001","L-CLADC01-W/I0001","[L-CLADC01-W] Wardah Colorfit Last All Day Lip Paint 00. Alluring Jakarta","S","2023-01-18","2023-01-19","PTI: Jatake 1 - Kemas","MO/230000829","Confirmed","B","Pc(s)"
"FT-BSE-EM/I0001","MO-FT-BSE-BULK/I0001","[FT-BSE-BULK] EMINA Bright Stuff Exfoliating Toner","L","2023-01-10","2023-01-14","PTI: Jatake 2 - Olah","MO/230001298","Confirmed","B","kg"
"L-CLADC01-W/I0001","MO-L-CLADC01-BULK/I0001","[L-CLADC01-BULK] Wardah Colorfit Last All Day Lip Paint 00. Alluring Jakarta","S","2023-01-09","2023-01-19","PTI: Jatake 2 - Olah","MO/230001329","Confirmed","B","kg"
"EB-EK-W3G/I0003","EB-EK-W3G/I0003","[EB-EK-W3G] Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","S","2023-01-23","2023-01-23","PTI: Jatake 1 - Kemas","MO/230001333","Confirmed","A","Pc(s)"
"EB-EK-W3G/I0003","EB-EK-W3G/I0003/02/01","[EB-EK-LB-RP-W1GR] Refill Press Wardah EyeXpert Eyebrow Kit Light Brown","P","2023-01-20","2023-01-23","PTI: Jatake 1 - Press","MO/230001440","Confirmed","B","Pc(s)"
"EB-EK-W3G/I0004","EB-EK-W3G/I0004/02/01","[EB-EK-LB-RP-W1GR] Refill Press Wardah EyeXpert Eyebrow Kit Light Brown","P","2023-01-21","2023-01-24","PTI: Jatake 1 - Press","MO/230001442","Confirmed","B","Pc(s)"
"FA-CLFMDHCP-W/I0001","MO-FA-CLFMDHCP-BULK/I0001","[FA-CLFMDHCP-BULK] Wardah Colorfit Highlight Contour Palette 02 Medium – Highlighter","P","2023-01-18","2023-01-24","PTI: Jatake 1 - Olah","MO/230003239","Confirmed","B","kg"
"L-PTMCB-MO/I0001","L-PTMCB-MO/I0001","[L-PTMCB-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B10 M.O. 7 g","S","2023-01-17","2023-01-17","PTI: Jatake 1 - Kemas","MO/230001405","Confirmed","B","Pc(s)"
"L-PTMC05-MO/I0004","MO-L-PTMC05-BULK/I0004","[L-PTMC05-BULK] Make Over Powerstay Transferproof Matte Lip Cream B05 Fired Up","S","2023-01-17","2023-01-23","PTI: Jatake 1 - Olah","MO/230002499","Confirmed","B","kg"
"B-W3ELFP01-W30G/I0005","B-W3ELFP01-W30G/I0005","[B-W3ELFP01-W30G] Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","P","2023-01-16","2023-01-20","PTI: Jatake 1 - Kemas","MO/230001467","Confirmed","A","Pc(s)"
"B-PT06-MO35G/I0006","B-PT06-MO35G/I0006","[B-PT06-MO35G] MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","P","2023-01-19","2023-01-20","PTI: Jatake 1 - Kemas","MO/230001498","Confirmed","A","Pc(s)"
"TC-RR3LLF01-W/I0004","TC-RR3LLF01-W/I0004","[TC-RR3LLF01-W] Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g","P","2023-01-16","2023-01-20","PTI: Jatake 1 - Kemas","MO/230001500","Confirmed","A","Pc(s)"
"TC-RIPPF05-W/I0001","MO-TC-IPPF05-BULK/I0004","[TC-IPPF05-BULK] Instaperfect Matte Fit Powder Foundation 43 Creme Sand","P","2023-01-19","2023-01-24","PTI: Jatake 1 - Olah","MO/230003282","Confirmed","A","kg"
"B-DMCP01-EM/I0003","MO-B-DMCP01-BULK/I0003","[B-DMCP01-BULK] EMINA Daily Matte Compact Powder 01 Light","P","2023-01-18","2023-01-21","PTI: Jatake 1 - Olah","MO/230003255","Confirmed","A","kg"
"B-R4L04N-W/I0001","B-R4L04N-W/I0001","[B-R4L04N-W] Wardah Lightening Matte Powder 04 Light Ivory (22N) 10 g","P","2023-01-24","2023-01-25","PTI: Jatake 1 - Kemas","MO/230001572","Confirmed","A","Pc(s)"
"BO-SKST09-MO6G/I0004","BO-SKST09-MO6G/I0004","[BO-SKST09-MO6G] MAKE OVER BO Single 09 Summer Twist 6 g (Pc(s))","P","2023-01-19","2023-01-19","PTI: Jatake 1 - Kemas","MO/230001602","Confirmed","B","Pc(s)"
"ES-W1G-W3,3GR/I0001","MO-ES-W1G-03 BULK/I0001","[ES-W1G-03 BULK] EYE SHADOW G 03","P","2023-01-16","2023-01-20","PTI: Jatake 1 - Olah","MO/230002209","Confirmed","B","kg"
"P-BIGB23-MO/I0001","P-BIGB23-MO/I0001","[P-BIGB23-MO] Make Over Fantasia Gleam Package - Cool Tone","J6","2023-01-19","2023-01-19","PTI: Jatake 6 - Kemas","MO/230002245","Confirmed","SL","Pc(s)"
"P-BIGA23-MO/I0001","P-BIGA23-MO/I0001","[P-BIGA23-MO] Make Over Fantasia Gleam Package - Warm Tone","J6","2023-01-19","2023-01-19","PTI: Jatake 6 - Kemas","MO/230002246","Confirmed","SL","Pc(s)"
"P-SMB23-MO/I0001","P-SMB23-MO/I0001","[P-SMB23-MO] Make Over Gala of the Stars Package - Cool Tone","J6","2023-01-19","2023-01-20","PTI: Jatake 6 - Kemas","MO/230002243","Confirmed","SL","Pc(s)"
"P-SMA23-MO/I0001","P-SMA23-MO/I0001","[P-SMA23-MO] Make Over Gala of the Stars Package - Warm Tone","J6","2023-01-19","2023-01-20","PTI: Jatake 6 - Kemas","MO/230002244","Confirmed","SL","Pc(s)"
"DDC-CDL-W20ML/I0002","MO-DDC-CDL-BULK/I0002","[DDC-CDL-BULK] C-Defense DD Cream Light Bulk","L","2023-01-13","2023-01-18","PTI: Jatake 2 - Olah","MO/230002103","Confirmed","A","kg"
"FS-RLN2-W/I0004","FS-RLN2-W/I0004","[FS-RLN2-W] Wardah Lightening Gentle Exfoliator 50 ml","L","2023-01-23","2023-01-25","PTI: Jatake 2 - Kemas","MO/230001846","Confirmed","A","Pc(s)"
"FS-RLN2-W/I0004","MO-FS-RLN2-BULK/I0006","[FS-RLN2-BULK] Wardah Lightening Gentle Exfoliator","L","2023-01-21","2023-01-25","PTI: Jatake 2 - Olah","MO/230003530","Confirmed","A","kg"
"FW-3IN1PC-KA/I0008","FW-3IN1PC-KA/I0008","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2023-01-17","2023-02-01","PTI: Jatake 2 - Kemas","MO/230001850","Confirmed","A","Pc(s)"
"FW-FW01-KA/I0013","FW-FW01-KA/I0013","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2023-01-17","2023-02-01","PTI: Jatake 2 - Kemas","MO/230001862","Confirmed","A","Pc(s)"
"FW-PCSRB-KA/I0015","FW-PCSRB-KA/I0015","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-01-17","2023-02-01","PTI: Jatake 2 - Kemas","MO/230001872","Confirmed","A","Pc(s)"
"FW-RWSABHA-W/I0005","MO-FW-RWSABHA-BULK/I0005","[FW-RWSABHA-BULK] Wardah Crystal Secret Foaming Cleanser","L","2023-01-16","2023-02-01","PTI: Jatake 2 - Olah","MO/230002791","Confirmed","A","kg"
"M-WHPG-W40ML/I0001","M-WHPG-W40ML/I0001","[M-WHPG-W40ML] Wardah Nature Daily Witch Hazel Purifying Moisturizer Gel 40 ml","L","2023-01-18","2023-01-19","PTI: Jatake 2 - Kemas","MO/230001889","Confirmed","A","Pc(s)"
"MY-FWLMGWN2-W/I0004","MY-FWLMGWN2-W/I0004","[MY-FWLMGWN2-W] Malaysia Wardah Lightening Micellar Gentle Wash 100 ml","L","2023-01-18","2023-01-18","PTI: Jatake 2 - Kemas","MO/230001890","Confirmed","A","Pc(s)"
"F-NSLLFM2-W/I0001","F-NSLLFM2-W/I0001","[F-NSLLFM2-W] Wardah Lightening Liquid Foundation 02. Beige 6 ml (SFG)","L","2023-01-18","2023-01-18","PTI: Jatake 2 - Kemas","MO/230001903","Confirmed","A","Pc(s)"
"FW-BSN2-EM/I0008","FW-BSN2-EM/I0008","[FW-BSN2-EM] Emina Bright Stuff Face Wash 100 ml","L","2023-01-17","2023-02-01","PTI: Jatake 2 - Kemas","MO/230001911","Confirmed","A","Pc(s)"
"FW-BSN2-EM/I0008","MO-FW-BS-BULK/I0014","[FW-BS-BULK] Bright Stuff Face Wash BULK","L","2023-01-16","2023-02-01","PTI: Jatake 2 - Olah","MO/230002306","Confirmed","A","kg"
"SS-SBAT30-EM/I0010","MO-SS-SBAT30-BULK/I0012","[SS-SBAT30-BULK] EMINA Sun Battle SPF 30 PA+++","L","2023-01-16","2023-02-01","PTI: Jatake 2 - Olah","MO/230002138","Confirmed","A","kg"
"FW-PCSRB-KA/I0018","FW-PCSRB-KA/I0018","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-01-17","2023-02-01","PTI: Jatake 2 - Kemas","MO/230001953","Confirmed","A","Pc(s)"
"FW-PCSRB-KA/I0018","MO-FW-PCSRB-BULK/I0018","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","2023-01-16","2023-02-01","PTI: Jatake 2 - Olah","MO/230002299","Confirmed","A","kg"
"FW-LMGWN2-W/I0004","MO-FW-LMGW-BULK/I0011","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","2023-01-16","2023-02-01","PTI: Jatake 2 - Olah","MO/230002333","Confirmed","A","kg"
"FW-LMGWN1-W/I0003","FW-LMGWN1-W/I0003","[FW-LMGWN1-W] Wardah Lightening Micellar Gentle Wash 50 ml","L","2023-01-17","2023-02-01","PTI: Jatake 2 - Kemas","MO/230001989","Confirmed","A","Pc(s)"
"REM-OIMW-MO/I0007","MO-REM-OIMWB-BULK/I0007","[REM-OIMWB-BULK] Make Over Powerskin Bi-Phase Micellar Oil Water Fase B","L","2023-01-17","2023-01-19","PTI: Jatake 2 - Olah","MO/230002283","Confirmed","B","kg"
"REM-SBMW-W100ML/I0003","MO-REM-SBMW-BULK/I0006","[REM-SBMW-BULK] Seaweed Cleansing Micellar Water Bulk","L","2023-01-18","2023-01-20","PTI: Jatake 2 - Olah","MO/230003370","Confirmed","B","kg"
"P-CGK-W/I0001","P-CGK-W/I0001","[P-CGK-W] Wardah Crystallure Advanced Glow Kit","L","2023-01-23","2023-01-24","PTI: Jatake 2 - Kemas","MO/230002028","Confirmed","B","Pc(s)"
"L-GS04-EM/I0001","MO-L-GS04-BULK/I0001","[L-GS04-BULK] Emina Glossy Stain 04 Peach Sprinkles","L","2023-01-19","2023-01-24","PTI: Jatake 2 - Olah","MO/230002497","Confirmed","C","kg"
"M-CSAOC-W/I0001","M-CSAOC-W/I0001","[M-CSAOC-W] Crystallure Supreme Activating Overnight Cream 50 g","L","2023-01-23","2023-01-27","PTI: Jatake 2 - Kemas","MO/230002069","Confirmed","C","Pc(s)"
"M-CSAOC-W/I0001","MO-M-CSAOC-BULK/I0001","[M-CSAOC-BULK] Wardah Crystallure Supreme Activating Overnight Cream","L","2023-01-21","2023-01-27","PTI: Jatake 2 - Olah","MO/230002526","Confirmed","C","kg"
"S-P1L-P2/I0001","S-P1L-P2/I0001","[S-P1L-P2] Putri Pure Clean Shampoo Lemon 2 L (Pc(s))","L","2023-01-16","2023-01-17","PTI: Jatake 2 - Kemas","MO/230002083","Confirmed","C","Pc(s)"
"SRM-CSRO10-W/I0001","MO-SRM-CSRO-BULK/I0003","[SRM-CSRO-BULK] Crystallure Supreme Revitalizing Oil Serum Bulk","L","2023-01-20","2023-01-23","PTI: Jatake 2 - Olah","MO/230003390","Confirmed","C","kg"
"SRM-CABN2-W/I0001","SRM-CABN2-W/I0001","[SRM-CABN2-W] Wardah Crystallure Supreme Activating Booster Essence 10 ml <SFG>","L","2023-01-21","2023-01-23","PTI: Jatake 2 - Kemas","MO/230002086","Confirmed","C","Pc(s)"
"M-CSAOC10-W/I0001","M-CSAOC10-W/I0001","[M-CSAOC10-W] Wardah Crystallure Supreme Activating Overnight Cream 10 g <SFG>","L","2023-01-18","2023-01-19","PTI: Jatake 2 - Kemas","MO/230002087","Confirmed","C","Pc(s)"
"M-CSAOC10-W/I0001","MO-M-CSAOC-BULK/I0002","[M-CSAOC-BULK] Wardah Crystallure Supreme Activating Overnight Cream","L","2023-01-17","2023-01-19","PTI: Jatake 2 - Olah","MO/230002166","Confirmed","C","kg"
"L-EVCL01-W5.5G/I0001","MO-L-EVCL01-BULK/I0001","[L-EVCL01-BULK] Wardah Everyday Cheek and Lip Tint 01 Red, Set, Glow !","L","2023-01-16","2023-01-19","PTI: Jatake 2 - Olah","MO/230002149","Confirmed","C","kg"
"L-RCLCLS8-W/I0001","L-RCLCLS8-W/I0001","[L-RCLCLS8-W] Wardah Colorfit Fresh Lip Ink Serum 08 Go Getter 4 g","J6","2023-01-19","2023-01-20","PTI: Jatake 6 - Kemas","MO/230002437","Confirmed","SL","Pc(s)"
"TC-W3RELI3-W12G/I0001","MO-TC-W1C3-BULK/I0001","[TC-W1C3-BULK] Luminous Two Way Cake 03","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Olah","MO/230003643","Confirmed","A","kg"
"TC-RPC02-MO12G/I0003","TC-RPC02-MO12G/I0003","[TC-RPC02-MO12G] MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s))","P","2023-01-23","2023-01-27","PTI: Jatake 1 - Kemas","MO/230002554","Confirmed","A","Pc(s)"
"TC-W3RELB2-W12G/I0003","TC-W3RELB2-W12G/I0003","[TC-W3RELB2-W12G] Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","P","2023-01-25","2023-01-27","PTI: Jatake 1 - Kemas","MO/230002576","Confirmed","A","Pc(s)"
"TC-W3RELLI4-W12G/I0002","MO-TC-W1I2C4-BULK/I0002","[TC-W1I2C4-BULK] Luminous Two Way Cake 04","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Olah","MO/230003647","Confirmed","A","kg"
"B-PT07-MO35G/I0002","B-PT07-MO35G/I0002","[B-PT07-MO35G] MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Kemas","MO/230002586","Confirmed","A","Pc(s)"
"B-PT07-MO35G/I0002","MO-B-PT07-BULK/I0002","[B-PT07-BULK] Silky Smooth Translucent Powder 07 Vanilla","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Olah","MO/230003648","Confirmed","A","kg"
"TC-PMW33-MO12G/I0002","TC-PMW33-MO12G/I0002","[TC-PMW33-MO12G] MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Kemas","MO/230002606","Confirmed","A","Pc(s)"
"TC-PMW33-MO12G/I0002","MO-TC-PMW33-BULK/I0002","[TC-PMW33-BULK] Make Over Powerstay Matte Powder Foundation W33 Honey Beige","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Olah","MO/230003657","Confirmed","A","kg"
"TC-RPC04-MO12G/I0004","TC-RPC04-MO12G/I0004","[TC-RPC04-MO12G] MAKE OVER Perfect Cover Refill TWC 04 Desert 12 g (pc(s))","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Kemas","MO/230002616","Confirmed","A","Pc(s)"
"TC-RPC04-MO12G/I0004","MO-TC-PC04-BULK/I0005","[TC-PC04-BULK] PERFECT COVER TWC 04 DESERT","P","2023-01-24","2023-01-27","PTI: Jatake 1 - Olah","MO/230003879","Confirmed","A","kg"
"TWC-CLFTF-W/I0002","MO-TWC-CLFTF-BULK/I0003","[TWC-CLFTF-BULK] Colorfit Velvet Powder Foundation 43W Golden Sand","P","2023-01-24","2023-01-26","PTI: Jatake 1 - Olah","MO/230003660","Confirmed","A","kg"
"TWC-CLFTRG-W/I0001","TWC-CLFTRG-W/I0001","[TWC-CLFTRG-W] Wardah Colorfit Velvet Powder Foundation Refill 42N Neutral Sand 11 g","P","2023-02-02","2023-02-02","PTI: Jatake 1 - Kemas","MO/230002630","Confirmed","A","Pc(s)"
"TWC-CLFTRF-W/I0002","TWC-CLFTRF-W/I0002","[TWC-CLFTRF-W] Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g","P","2023-02-02","2023-02-02","PTI: Jatake 1 - Kemas","MO/230002631","Confirmed","A","Pc(s)"
"TC-R3LEC01-W/I0003","TC-R3LEC01-W/I0003","[TC-R3LEC01-W] Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","P","2023-02-02","2023-02-02","PTI: Jatake 1 - Kemas","MO/230002632","Confirmed","A","Pc(s)"
"TC-R3LEC02-W/I0002","TC-R3LEC02-W/I0002","[TC-R3LEC02-W] Wardah Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g","P","2023-02-02","2023-02-03","PTI: Jatake 1 - Kemas","MO/230002633","Confirmed","A","Pc(s)"
"TC-R3LEC03-W/I0002","TC-R3LEC03-W/I0002","[TC-R3LEC03-W] Wardah Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g","P","2023-02-02","2023-02-03","PTI: Jatake 1 - Kemas","MO/230002634","Confirmed","A","Pc(s)"
"TC-R3LEC03-W/I0002","MO-TC-R3LEC03-BULK/I0004","[TC-R3LEC03-BULK] Wardah Lightening Powder Foundation Extra Cover 03 Sheer Pink","P","2023-01-30","2023-02-03","PTI: Jatake 1 - Olah","MO/230004050","Confirmed","A","kg"
"TC-IPPF02-W/I0002","TC-IPPF02-W/I0002","[TC-IPPF02-W] Instaperfect Matte Fit Powder Foundation 22 Light Ivory 13 g","P","2023-01-26","2023-01-28","PTI: Jatake 1 - Kemas","MO/230002644","Confirmed","A","Pc(s)"
"B-PMT-MO11G/I0002","B-PMT-MO11G/I0002","[B-PMT-MO11G] MAKE OVER Powerstay Mattifying Transparent Powder 11 g","P","2023-01-24","2023-01-26","PTI: Jatake 1 - Kemas","MO/230002652","Confirmed","A","Pc(s)"
"LAR-LICODDC-BULK/I0011","MO-LAR-LICODDC-BULK/I0011","[LAR-LICODDC-BULK] Larutan Ekstrak Pemutih O Dalam Silikon 200/50","P","2023-01-25","2023-01-27","PTI: Jatake 1 - Antara","MO/230003349","Confirmed","A","kg"
"TWC-CLFTC-W/I0004","MO-TWC-CLFTC-BULK/I0006","[TWC-CLFTC-BULK] Colorfit Velvet Powder Foundation 23W Warm Ivory","P","2023-01-24","2023-01-26","PTI: Jatake 1 - Olah","MO/230003666","Confirmed","A","kg"
"TWC-CLFTC-W/I0005","MO-TWC-CLFTC-BULK/I0007","[TWC-CLFTC-BULK] Colorfit Velvet Powder Foundation 23W Warm Ivory","P","2023-01-24","2023-01-26","PTI: Jatake 1 - Olah","MO/230003661","Confirmed","A","kg"
"TWC-CLFTRG-W/I0002","TWC-CLFTRG-W/I0002","[TWC-CLFTRG-W] Wardah Colorfit Velvet Powder Foundation Refill 42N Neutral Sand 11 g","P","2023-02-02","2023-02-02","PTI: Jatake 1 - Kemas","MO/230002673","Confirmed","A","Pc(s)"
"TWC-CLFTRG-W/I0002","MO-TWC-CLFTG-BULK/I0004","[TWC-CLFTG-BULK] Colorfit Velvet Powder Foundation 42N Neutral Sand","P","2023-01-30","2023-02-02","PTI: Jatake 1 - Olah","MO/230004048","Confirmed","A","kg"
