"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"REM-EEM-W100ML/I0010","REM-EEM-W100ML/I0010","[REM-EEM-W100ML] Wardah EyeXpert Eye & Lip Makeup Remover 100 ml","L","2023-02-04","2023-02-04","PTI: Jatake 2 - Kemas","MO/230004901","Confirmed","B","Pc(s)"
"REM-EEM-W100ML/I0010","MO-REM-EEMA-BULK/I0012","[REM-EEMA-BULK] EyeXpert Eye Make Up Remover Fase A Bulk","L","2023-02-02","2023-02-04","PTI: Jatake 2 - Olah","MO/230005458","Confirmed","B","kg"
"REM-EEM-W100ML/I0010","MO-REM-EEMB-BULK/I0012","[REM-EEMB-BULK] EyeXpert Eye Make Up Remover Fase B Bulk","L","2023-02-02","2023-02-04","PTI: Jatake 2 - Olah","MO/230005457","Confirmed","B","kg"
"REM-EEM-W50ML/I0003","MO-REM-EEMB-BULK/I0013","[REM-EEMB-BULK] EyeXpert Eye Make Up Remover Fase B Bulk","L","2023-01-30","2023-02-01","PTI: Jatake 2 - Olah","MO/230005181","Confirmed","B","kg"
"S-USSEC-W/I0018","S-USSEC-W/I0018","[S-USSEC-W] Wardah Hairfall Treatment Shampoo 170 ml","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004903","Confirmed","B","Pc(s)"
"S-USSEC-W/I0018","MO-S-USS-BULK/I0018","[S-USS-BULK] Wardah Hair Fall Treatment Shampoo Bulk","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Olah","MO/230005460","Confirmed","B","kg"
"S-USSEC-W/I0019","S-USSEC-W/I0019","[S-USSEC-W] Wardah Hairfall Treatment Shampoo 170 ml","L","2023-02-07","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004904","Confirmed","B","Pc(s)"
"S-USSEC-W/I0019","MO-S-USS-BULK/I0019","[S-USS-BULK] Wardah Hair Fall Treatment Shampoo Bulk","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Olah","MO/230005461","Confirmed","B","kg"
"FT-LFT-W/I0010","FT-LFT-W/I0010","[FT-LFT-W] Wardah Lightening Face Toner 125 ml","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004907","Confirmed","B","Pc(s)"
"FT-LFT-W/I0011","FT-LFT-W/I0011","[FT-LFT-W] Wardah Lightening Face Toner 125 ml","L","2023-02-03","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004908","Confirmed","B","Pc(s)"
"FT-LFT-W/I0011","MO-FT-LFT-BULK/I0016","[FT-LFT-BULK] Wardah Lightening Face Toner","L","2023-02-02","2023-02-06","PTI: Jatake 2 - Olah","MO/230005154","Confirmed","B","kg"
"FT-LFT-W/I0012","FT-LFT-W/I0012","[FT-LFT-W] Wardah Lightening Face Toner 125 ml","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004909","Confirmed","B","Pc(s)"
"FT-LFT-W/I0012","MO-FT-LFT-BULK/I0017","[FT-LFT-BULK] Wardah Lightening Face Toner","L","2023-02-02","2023-02-07","PTI: Jatake 2 - Olah","MO/230005155","Confirmed","B","kg"
"S-NSSEC-W/I0002","S-NSSEC-W/I0002","[S-NSSEC-W] Wardah Nutri Shine Shampoo 170 ml","L","2023-02-05","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004910","Confirmed","B","Pc(s)"
"S-NSSEC-W/I0002","MO-S-NSS-BULK/I0002","[S-NSS-BULK] Wardah Nutri Shine Shampoo Bulk","L","2023-02-02","2023-02-06","PTI: Jatake 2 - Olah","MO/230005118","Confirmed","B","kg"
"REM-RPBTUMW-W/I0005","REM-RPBTUMW-W/I0005","[REM-RPBTUMW-W] Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml","L","2023-01-30","2023-02-01","PTI: Jatake 2 - Kemas","MO/230004911","Confirmed","B","Pc(s)"
"REM-RLOIMWN2-W/I0005","REM-RLOIMWN2-W/I0005","[REM-RLOIMWN2-W] Wardah Lightening Oil-Infused Micellar Water 105 ml","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004912","Confirmed","B","Pc(s)"
"SRM-RWSPTEN2-W/I0002","SRM-RWSPTEN2-W/I0002","[SRM-RWSPTEN2-W] Wardah Crystal Secret Pure Treatment Essence 100 ml","L","2023-02-04","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004913","Confirmed","B","Pc(s)"
"SRM-RWSPTEN2-W/I0002","MO-SRM-RWSPTE-BULK/I0003","[SRM-RWSPTE-BULK] Wardah Crystal Secret Pure Treatment Essence","L","2023-02-02","2023-02-06","PTI: Jatake 2 - Olah","MO/230005104","Confirmed","B","kg"
"MY-SRMRRYUMS-W/I0001","MY-SRMRRYUMS-W/I0001","[MY-SRMRRYUMS-W] Malaysia Wardah Renew You Intensive Serum 30 ml (Pc(s))","L","2023-01-31","2023-02-01","PTI: Jatake 2 - Kemas","MO/230004914","Confirmed","B","Pc(s)"
"HBW-BWN1D-BD/I0002","HBW-BWN1D-BD/I0002","[HBW-BWN1D-BD] Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Botol 275 ml","L","2023-02-07","2023-02-08","PTI: Jatake 2 - Kemas","MO/230004915","Confirmed","B","Pc(s)"
"HBW-BWN1D-BD/I0002","MO-HBW-BWD-BULK/I0003","[HBW-BWD-BULK] Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami","L","2023-02-03","2023-02-08","PTI: Jatake 2 - Olah","MO/230005103","Confirmed","B","kg"
"MY-FTLFT-W/I0006","MY-FTLFT-W/I0006","[MY-FTLFT-W] Malaysia Wardah Lightening Face Toner 125 ml","L","2023-02-07","2023-02-08","PTI: Jatake 2 - Kemas","MO/230004916","Confirmed","B","Pc(s)"
"MY-FTLFT-W/I0006","MO-FT-LFT-BULK/I0018","[FT-LFT-BULK] Wardah Lightening Face Toner","L","2023-02-02","2023-02-08","PTI: Jatake 2 - Olah","MO/230005156","Confirmed","B","kg"
"M-LDCN2-W/I0006","M-LDCN2-W/I0006","[M-LDCN2-W] Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2023-02-02","2023-02-04","PTI: Jatake 2 - Kemas","MO/230004917","Confirmed","C","Pc(s)"
"HBW-HWN1B-BD/I0001","HBW-HWN1B-BD/I0001","[HBW-HWN1B-BD] Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami Pouch 200 ml","L","2023-02-06","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004918","Confirmed","C","Pc(s)"
"HBW-HWN1B-BD/I0001","MO-HBW-HWB-BULK/I0002","[HBW-HWB-BULK] Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami","L","2023-02-04","2023-02-06","PTI: Jatake 2 - Olah","MO/230005146","Confirmed","C","kg"
"HT-P1G1-P2/I0004","HT-P1G1-P2/I0004","[HT-P1G1-P2] Hair Tonic Normal to Oily Hair (Green), 2 L","L","2023-02-03","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004919","Confirmed","C","Pc(s)"
"HT-P1G1-P2/I0004","MO-HT-G1-BULK/I0015","[HT-G1-BULK] Bulk Hair Tonic Green","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Olah","MO/230005448","Confirmed","C","kg"
"HT-P1G1-P2/I0005","HT-P1G1-P2/I0005","[HT-P1G1-P2] Hair Tonic Normal to Oily Hair (Green), 2 L","L","2023-02-03","2023-02-04","PTI: Jatake 2 - Kemas","MO/230004920","Confirmed","C","Pc(s)"
"HT-P1G1-P2/I0005","MO-HT-G1-BULK/I0016","[HT-G1-BULK] Bulk Hair Tonic Green","L","2023-02-01","2023-02-04","PTI: Jatake 2 - Olah","MO/230005447","Confirmed","C","kg"
"HT-P1G1-P2/I0006","HT-P1G1-P2/I0006","[HT-P1G1-P2] Hair Tonic Normal to Oily Hair (Green), 2 L","L","2023-02-03","2023-02-04","PTI: Jatake 2 - Kemas","MO/230004921","Confirmed","C","Pc(s)"
"HT-P1G1-P2/I0006","MO-HT-G1-BULK/I0017","[HT-G1-BULK] Bulk Hair Tonic Green","L","2023-02-02","2023-02-04","PTI: Jatake 2 - Olah","MO/230005454","Confirmed","C","kg"
"BP-HREDT-KA/I0004","BP-HREDT-KA/I0004","[BP-HREDT-KA] Kahf Humbling Forest Eau de Toilette 35 ml","L","2023-02-02","2023-02-04","PTI: Jatake 2 - Kemas","MO/230004923","Confirmed","C","Pc(s)"
"BRO-RNBO-KA/I0003","BRO-RNBO-KA/I0003","[BRO-RNBO-KA] Kahf Nourishing Beard & Hair Oil 30 ml","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004924","Confirmed","C","Pc(s)"
"BRO-RNBO-KA/I0003","MO-BRO-RNBO-BULK/I0003","[BRO-RNBO-BULK] Kahf Nourishing Beard & Hair Oil","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Olah","MO/230005463","Confirmed","C","kg"
"BP-RHEDT-KA/I0005","BP-RHEDT-KA/I0005","[BP-RHEDT-KA] Kahf Revered Oud Eau de Toilette 35 ml","L","2023-02-02","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004925","Confirmed","C","Pc(s)"
"D-RO-KA/I0009","D-RO-KA/I0009","[D-RO-KA] Kahf Soothing Antiperspirant Deodorant 50 ml","L","2023-02-04","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004926","Confirmed","C","Pc(s)"
"D-RO-KA/I0009","MO-D-RO-BULK/I0009","[D-RO-BULK] Kahf Soothing Antiperspirant Deodorant Bulk","L","2023-02-03","2023-02-06","PTI: Jatake 2 - Olah","MO/230005462","Confirmed","C","kg"
"BO-HLT02-MO/I0001","BO-HLT02-MO/I0001","[BO-HLT02-MO] MAKE OVER Hydrastay Liquid Tint Blush 02 Gala 15 ml","L","2023-02-01","2023-02-01","PTI: Jatake 2 - Kemas","MO/230004928","Confirmed","C","Pc(s)"
"BO-HLT02-MO/I0001","MO-BO-HLT02-BULK/I0001","[BO-HLT02-BULK] MAKE OVER Hydrastay Liquid Tint Blush 02 Gala","L","2023-01-30","2023-02-01","PTI: Jatake 2 - Olah","MO/230005056","Confirmed","C","kg"
"BO-HLT04-MO/I0001","BO-HLT04-MO/I0001","[BO-HLT04-MO] MAKE OVER Hydrastay Liquid Tint Blush 04 Dolce 15 ml","L","2023-02-01","2023-02-02","PTI: Jatake 2 - Kemas","MO/230004929","Confirmed","C","Pc(s)"
"BO-HLT05-MO/I0001","BO-HLT05-MO/I0001","[BO-HLT05-MO] MAKE OVER Hydrastay Liquid Tint Blush 05 Sun-Baked 15 ml","L","2023-02-02","2023-02-02","PTI: Jatake 2 - Kemas","MO/230004930","Confirmed","C","Pc(s)"
"CUS-HLGNC21-MO/I0001","CUS-HLGNC21-MO/I0001","[CUS-HLGNC21-MO] MAKE OVER Hydrastay Lite Glow Cushion C21 Pink Ivory 15 g","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004931","Confirmed","C","Pc(s)"
"CUS-HLGNC21-MO/I0001","MO-CUS-HLGNC21-BULK/I0001","[CUS-HLGNC21-BULK] MAKE OVER Hydrastay Lite Glow Cushion C21 Pink Ivory Bulk","L","2023-01-31","2023-02-03","PTI: Jatake 2 - Olah","MO/230005258","Confirmed","C","kg"
"CUS-HLGNN30-MO/I0003","CUS-HLGNN30-MO/I0003","[CUS-HLGNN30-MO] MAKE OVER Hydrastay Lite Glow Cushion N30 Natural Beige 15 g","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004932","Confirmed","C","Pc(s)"
"CUS-HLGNN30-MO/I0003","MO-CUS-HLGNN30-BULK/I0003","[CUS-HLGNN30-BULK] MAKE OVER Hydrastay Lite Glow Cushion N30 Natural Beige Bulk","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Olah","MO/230005532","Confirmed","C","kg"
"CUS-HLGCW30-MO/I0001","CUS-HLGCW30-MO/I0001","[CUS-HLGCW30-MO] MAKE OVER Hydrastay Lite Glow Cushion W30 Creme Beige 15 g","L","2023-02-03","2023-02-04","PTI: Jatake 2 - Kemas","MO/230004934","Confirmed","C","Pc(s)"
"CUS-HLGCW30-MO/I0001","MO-CUS-HLGCW30-BULK/I0001","[CUS-HLGCW30-BULK] MAKE OVER Hydrastay Lite Glow Cushion W30 Creme Beige","L","2023-02-01","2023-02-04","PTI: Jatake 2 - Olah","MO/230005535","Confirmed","C","kg"
"F-LUC01-MO33ML/I0002","F-LUC01-MO33ML/I0002","[F-LUC01-MO33ML] MAKE OVER Ultra Cover Liquid Matt Foundation 01 Ochre 33 ml (Pc(s))","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004936","Confirmed","C","Pc(s)"
"MY-MRHDGN1-W/I0002","MY-MRHDGN1-W/I0002","[MY-MRHDGN1-W] Malaysia Wardah Hydra Rose Dewy Aqua Day Gel 40 g","L","2023-02-07","2023-02-08","PTI: Jatake 2 - Kemas","MO/230004938","Confirmed","C","Pc(s)"
"MY-MRHDGN1-W/I0002","MO-M-RHDG-BULK/I0004","[M-RHDG-BULK] Wardah Hydra Rose Dewy Aqua Day Gel","L","2023-02-04","2023-02-08","PTI: Jatake 2 - Olah","MO/230005558","Confirmed","C","kg"
"MY-MLDCN2-W/I0001","MY-MLDCN2-W/I0001","[MY-MLDCN2-W] Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2023-02-03","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004939","Confirmed","C","Pc(s)"
"MY-MLDCN2-W/I0001","MO-M-LDCN-BULK/I0014","[M-LDCN-BULK] Lightening Day Cream Advanced Niacinamide","L","2023-02-03","2023-02-06","PTI: Jatake 2 - Olah","MO/230005015","Confirmed","C","kg"
"MY-MLDCN2-W/I0002","MY-MLDCN2-W/I0002","[MY-MLDCN2-W] Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2023-02-04","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004940","Confirmed","C","Pc(s)"
"MY-MLDCN2-W/I0002","MO-M-LDCN-BULK/I0015","[M-LDCN-BULK] Lightening Day Cream Advanced Niacinamide","L","2023-02-03","2023-02-06","PTI: Jatake 2 - Olah","MO/230005013","Confirmed","C","kg"
"MY-MLDCN2-W/I0003","MY-MLDCN2-W/I0003","[MY-MLDCN2-W] Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004941","Confirmed","C","Pc(s)"
"MY-MLDCN2-W/I0003","MO-M-LDCN-BULK/I0016","[M-LDCN-BULK] Lightening Day Cream Advanced Niacinamide","L","2023-02-04","2023-02-07","PTI: Jatake 2 - Olah","MO/230005014","Confirmed","C","kg"
"MY-MLDGN1-W/I0006","MY-MLDGN1-W/I0006","[MY-MLDGN1-W] Malaysia Wardah Lightening Day Gel 30 g","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004943","Confirmed","C","Pc(s)"
"MSS-P1C-P1/I0002","MSS-P1C-P1/I0002","[MSS-P1C-P1] Putri Massage Cream 1 KG (Pc(s))","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004945","Confirmed","C","Pc(s)"
"MSS-P1C-P1/I0002","MO-MC-P-BULK/I0002","[MC-P-BULK] *Massage Cream Putri Bulkb (Kg","L","2023-02-04","2023-02-07","PTI: Jatake 2 - Olah","MO/230005466","Confirmed","C","kg"
"CUS-CLPGCB-W/I0003","CUS-CLPGCB-W/I0003","[CUS-CLPGCB-W] Wardah Colorfit Perfect Glow Cushion 22N Light Ivory 15 g","L","2023-02-03","2023-02-04","PTI: Jatake 2 - Kemas","MO/230004946","Confirmed","C","Pc(s)"
"CUS-CLPGCB-W/I0003","MO-CUS-CLPGCB-BULK/I0003","[CUS-CLPGCB-BULK] Wardah Colorfit Perfect Glow Cushion 22N Light Ivory","L","2023-02-01","2023-02-04","PTI: Jatake 2 - Olah","MO/230005543","Confirmed","C","kg"
"SRM-RWSIBS-W/I0003","SRM-RWSIBS-W/I0003","[SRM-RWSIBS-W] Wardah Crystal Secret Dark Spot & Brightening Serum 20 ml","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004947","Confirmed","C","Pc(s)"
"SRM-RLSAN1-W/I0004","SRM-RLSAN1-W/I0004","[SRM-RLSAN1-W] Wardah Lightening Serum Ampoule 30 ml","L","2023-02-02","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004949","Confirmed","C","Pc(s)"
"SRM-RRYIS-W/I0002","SRM-RRYIS-W/I0002","[SRM-RRYIS-W] Wardah Renew You Intensive Serum 15 ml (Pc(s))","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004952","Confirmed","C","Pc(s)"
"SRM-RRYIS-W/I0002","MO-SRM-RRYUMS-BULK/I0003","[SRM-RRYUMS-BULK] Wardah Renew You Intensive Serum","L","2023-02-02","2023-02-07","PTI: Jatake 2 - Olah","MO/230005547","Confirmed","C","kg"
"HBW-ETBWC-W/I0001","HBW-ETBWC-W/I0001","[HBW-ETBWC-W] Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 250 ml","L","2023-02-01","2023-02-09","PTI: Jatake 2 - Kemas","MO/230004954","Confirmed","C","Pc(s)"
"HBW-ETBWCN2-W/I0001","HBW-ETBWCN2-W/I0001","[HBW-ETBWCN2-W] Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 450 ml","L","2023-02-02","2023-02-11","PTI: Jatake 2 - Kemas","MO/230004955","Confirmed","C","Pc(s)"
"HBW-ETBWA-W/I0001","HBW-ETBWA-W/I0001","[HBW-ETBWA-W] Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 250 ml","L","2023-02-03","2023-02-13","PTI: Jatake 2 - Kemas","MO/230004956","Confirmed","C","Pc(s)"
"HBW-ETBWA-W/I0001","MO-HBW-ETBWA-BULK/I0001","[HBW-ETBWA-BULK] Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash","L","2023-02-01","2023-02-13","PTI: Jatake 2 - Olah","MO/230005450","Confirmed","C","kg"
"HBW-ETBWAN2-W/I0001","HBW-ETBWAN2-W/I0001","[HBW-ETBWAN2-W] Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 450 ml","L","2023-02-03","2023-02-13","PTI: Jatake 2 - Kemas","MO/230004957","Confirmed","C","Pc(s)"
"HBW-ETBWAN2-W/I0001","MO-HBW-ETBWA-BULK/I0002","[HBW-ETBWA-BULK] Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash","L","2023-02-02","2023-02-13","PTI: Jatake 2 - Olah","MO/230005456","Confirmed","C","kg"
"HBW-ETBWB-W/I0001","HBW-ETBWB-W/I0001","[HBW-ETBWB-W] Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash 250 ml","L","2023-02-04","2023-02-14","PTI: Jatake 2 - Kemas","MO/230004958","Confirmed","C","Pc(s)"
"HBW-ETBWB-W/I0001","MO-HBW-ETBWB-BULK/I0001","[HBW-ETBWB-BULK] Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash","L","2023-02-02","2023-02-14","PTI: Jatake 2 - Olah","MO/230005459","Confirmed","C","kg"
"L-GS03-EM/I0001","L-GS03-EM/I0001","[L-GS03-EM] Emina Glossy Stain 03 Candy Rain 3 g","L","2023-02-04","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004960","Confirmed","C","Pc(s)"
"L-GS03-EM/I0001","MO-L-GS03-BULK/I0001","[L-GS03-BULK] Emina Glossy Stain 03 Candy Rain","L","2023-02-03","2023-02-06","PTI: Jatake 2 - Olah","MO/230005552","Confirmed","C","kg"
"L-GS03-EM/I0002","L-GS03-EM/I0002","[L-GS03-EM] Emina Glossy Stain 03 Candy Rain 3 g","L","2023-02-04","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004961","Confirmed","C","Pc(s)"
"L-GS03-EM/I0002","MO-L-GS03-BULK/I0002","[L-GS03-BULK] Emina Glossy Stain 03 Candy Rain","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Olah","MO/230005553","Confirmed","C","kg"
"HT-P1G-P2/I0001","HT-P1G-P2/I0001","[HT-P1G-P2] Hair Tonic Ginseng, 2 L","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004962","Confirmed","C","Pc(s)"
"HT-P1G-P2/I0002","HT-P1G-P2/I0002","[HT-P1G-P2] Hair Tonic Ginseng, 2 L","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004963","Confirmed","C","Pc(s)"
"HT-P1G-P2/I0002","MO-HT-G-BULK/I0009","[HT-G-BULK] Bulk Hair Tonic Ginseng","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Olah","MO/230005101","Confirmed","C","kg"
"HT-P1SEL2-P200D/I0001","HT-P1SEL2-P200D/I0001","[HT-P1SEL2-P200D] Hair Tonic SPA Energizing Lemon, 200 ml","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004964","Confirmed","C","Pc(s)"
"HT-P1SEL2-P200D/I0002","HT-P1SEL2-P200D/I0002","[HT-P1SEL2-P200D] Hair Tonic SPA Energizing Lemon, 200 ml","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004965","Confirmed","C","Pc(s)"
"HT-P1SEL2-P200D/I0002","MO-HT-SPAEL-BULK/I0002","[HT-SPAEL-BULK] Hair Tonic Spa Energizing Lemon Bulk (Kg)","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Olah","MO/230005100","Confirmed","C","kg"
"FT-KFT-KA/I0013","FT-KFT-KA/I0013","[FT-KFT-KA] Kahf All-in-One Power Toning Face Spray 100 ml","L","2023-02-03","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004967","Confirmed","C","Pc(s)"
"FT-KFT-KA/I0013","MO-FT-KFT-BULK/I0013","[FT-KFT-BULK] Kahf All-in-One Power Toning Face Spray","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Olah","MO/230005098","Confirmed","C","kg"
"FT-KFT-KA/I0014","FT-KFT-KA/I0014","[FT-KFT-KA] Kahf All-in-One Power Toning Face Spray 100 ml","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004968","Confirmed","C","Pc(s)"
"FT-KFT-KA/I0014","MO-FT-KFT-BULK/I0014","[FT-KFT-BULK] Kahf All-in-One Power Toning Face Spray","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Olah","MO/230005099","Confirmed","C","kg"
"BP-MOEDP-KA/I0001","BP-MOEDP-KA/I0001","[BP-MOEDP-KA] Kahf Saffron Oud Eau de Parfum 100 ml","L","2023-01-30","2023-02-09","PTI: Jatake 2 - Kemas","MO/230004969","Confirmed","C","Pc(s)"
"D-RO-KA/I0010","D-RO-KA/I0010","[D-RO-KA] Kahf Soothing Antiperspirant Deodorant 50 ml","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004970","Confirmed","C","Pc(s)"
"D-RO-KA/I0010","MO-D-RO-BULK/I0010","[D-RO-BULK] Kahf Soothing Antiperspirant Deodorant Bulk","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Olah","MO/230005140","Confirmed","C","kg"
"M-PSRT30-MO/I0002","M-PSRT30-MO/I0002","[M-PSRT30-MO] MAKE OVER Powerskin Radiant Tinted Moisturizer 30 Beige 40 ml","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004971","Confirmed","C","Pc(s)"
"M-PSRT30-MO/I0002","MO-M-PSRT30-BULK/I0002","[M-PSRT30-BULK] MAKE OVER Powerskin Radiant Tinted Moisturizer 30 Beige","L","2023-02-03","2023-02-07","PTI: Jatake 2 - Olah","MO/230005554","Confirmed","C","kg"
"MY-MLNCN2-W/I0002","MY-MLNCN2-W/I0002","[MY-MLNCN2-W] Malaysia Wardah Lightening Night Cream Advanced Niacinamide 30 g","L","2023-02-01","2023-02-02","PTI: Jatake 2 - Kemas","MO/230004972","Confirmed","C","Pc(s)"
"MY-MLNCN2-W/I0002","MO-M-LNCN-BULK/I0009","[M-LNCN-BULK] Lightening Night Cream Advanced Niacinamide","L","2023-01-31","2023-02-02","PTI: Jatake 2 - Olah","MO/230005005","Confirmed","C","kg"
"HSP-P1N1G1S-P200/I0001","HSP-P1N1G1S-P200/I0001","[HSP-P1N1G1S-P200] Putri Hair Spray Non Aerosol Strong (Hijau) 200 ML (Pc(s))","L","2023-02-06","2023-02-06","PTI: Jatake 2 - Kemas","MO/230004973","Confirmed","C","Pc(s)"
"HSP-P1N1G1S-P200/I0001","MO-HSP-N1G1S-BULK/I0002","[HSP-N1G1S-BULK] Bulk Hair Spray Non Aerosol Green Strong","L","2023-02-03","2023-02-06","PTI: Jatake 2 - Olah","MO/230005464","Confirmed","C","kg"
"N-P1L-P450/I0001","N-P1L-P450/I0001","[N-P1L-P450] Putri Neutralizer Lotion 450 ML (Pc(s))","L","2023-02-03","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004974","Confirmed","C","Pc(s)"
"LU-P1P3P-P720/I0004","LU-P1P3P-P720/I0004","[LU-P1P3P-P720] Putri Platinum Pustreite Step 1 720 ML (Pc(s))","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004976","Confirmed","C","Pc(s)"
"LU-P1P3P-P720/I0005","LU-P1P3P-P720/I0005","[LU-P1P3P-P720] Putri Platinum Pustreite Step 1 720 ML (Pc(s))","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004977","Confirmed","C","Pc(s)"
"LU-P1P3P-P720/I0005","MO-PUS-PL-BULK/I0005","[PUS-PL-BULK] *Pustreite Platinum Bulk (Kg","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Olah","MO/230005449","Confirmed","C","kg"
"LU-P1P3P-P720/I0006","LU-P1P3P-P720/I0006","[LU-P1P3P-P720] Putri Platinum Pustreite Step 1 720 ML (Pc(s))","L","2023-02-02","2023-02-03","PTI: Jatake 2 - Kemas","MO/230004978","Confirmed","C","Pc(s)"
"LU-P1P3P-P720/I0006","MO-PUS-PL-BULK/I0006","[PUS-PL-BULK] *Pustreite Platinum Bulk (Kg","L","2023-02-01","2023-02-03","PTI: Jatake 2 - Olah","MO/230005451","Confirmed","C","kg"
"HC-P1A2-P2/I0001","HC-P1A2-P2/I0001","[HC-P1A2-P2] Putri Pure Clean Hair Conditioner Apple 2 L (Pc(s))","L","2023-02-06","2023-02-07","PTI: Jatake 2 - Kemas","MO/230004979","Confirmed","C","Pc(s)"
"HC-P1A2-P2/I0001","MO-HC-A2-BULK/I0003","[HC-A2-BULK] Bulk Hair Conditioner Apple","L","2023-02-04","2023-02-07","PTI: Jatake 2 - Olah","MO/230005467","Confirmed","C","kg"
"L-PVW05-MO/I0001","L-PVW05-MO/I0001","[L-PVW05-MO] MAKE OVER Powerstay Vivid Waterlite Lip Stain A05 Hot Miss 5.5 g","L","2023-01-30","2023-02-01","PTI: Jatake 2 - Kemas","MO/230004981","Confirmed","C","Pc(s)"
"L-PVW05-MO/I0001","MO-L-PVW05-BULK/I0001","[L-PVW05-BULK] Lipstick Powerstay Vivid Waterlite Hot Miss Bulk (Kg)","L","2023-01-28","2023-02-01","PTI: Jatake 2 - Olah","MO/230005060","Confirmed","C","kg"
"T-CSHT01-B/I0001","T-CSHT01-B/I0001","[T-CSHT01-B] Beyondly Collagen Hydrating & Soothing Toner 100 ml","L","2023-02-02","2023-02-09","PTI: Jatake 2 - Kemas","MO/230005659","Confirmed","C","Pc(s)"
