"Reference","Source Location","Destination Location","Contact","Scheduled Date","Source Document","Status","Activity Exception Decoration"
"INT/230111448","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013454","Ready",""
"INT/230111447","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013453","Ready",""
"INT/230111458","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013456","Ready",""
"INT/230111462","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013459","Ready",""
"INT/230111461","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013458","Ready",""
"INT/230111463","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013460","Ready",""
"INT/230111468","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013464","Ready",""
"INT/230111469","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013465","Ready",""
"INT/230114142","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013475","Ready",""
"INT/230115027","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013476","Ready",""
"INT/230111608","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013478","Ready",""
"INT/230111612","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013479","Ready",""
"INT/230111616","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013481","Ready",""
"INT/230111622","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013483","Ready",""
"INT/230111660","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013499","Ready",""
"INT/230111678","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013505","Ready",""
"INT/230111677","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013504","Ready",""
"INT/230111680","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013506","Ready",""
"INT/230111682","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013508","Ready",""
"INT/230111683","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013509","Ready",""
"INT/230111685","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013511","Ready",""
"INT/230111686","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013512","Ready",""
"INT/230111687","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013513","Ready",""
"INT/230111688","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013514","Ready",""
"INT/230111692","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013518","Ready",""
"INT/230111695","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013521","Ready",""
"INT/230111694","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013520","Ready",""
"INT/230111693","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013519","Ready",""
"INT/230111728","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013530","Ready",""
"INT/230111749","JTK 1/Stock/RM","JTK 1/Staging Olah","","2000-01-01 00:00:00","MO/230013531","Ready",""
"INT/230118912","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013532","Waiting",""
"INT/230118334","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013534","Waiting",""
"INT/230118426","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013537","Ready",""
"INT/230120362","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013538","Ready",""
"INT/230118183","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013539","Ready",""
"INT/230118296","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013541","Ready",""
"INT/230111774","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013542","Ready",""
"INT/230111775","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013543","Ready",""
"INT/230111778","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013544","Ready",""
"INT/230111779","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013545","Ready",""
"INT/230111780","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-10 00:00:00","MO/230013546","Ready",""
"INT/230111781","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013547","Ready",""
"INT/230111782","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013548","Ready",""
"INT/230111785","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013549","Ready",""
"INT/230111786","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013550","Ready",""
"INT/230111820","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013553","Ready",""
"INT/230111819","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013554","Ready",""
"INT/230111825","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013559","Ready",""
"INT/230111843","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013575","Ready",""
"INT/230111845","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013577","Ready",""
"INT/230111846","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013578","Ready",""
"INT/230111848","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013580","Ready",""
"INT/230111849","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013581","Ready",""
"INT/230111850","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013582","Ready",""
"INT/230111851","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013583","Ready",""
"INT/230111853","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013585","Ready",""
"INT/230111855","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013587","Ready",""
"INT/230111854","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013586","Ready",""
"INT/230119134","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013594","Ready",""
"INT/230117104","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013595","Ready",""
"INT/230121602","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013596","Ready",""
"INT/230121597","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013597","Ready",""
"INT/230117094","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013599","Ready",""
"INT/230127227","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230013600","Ready",""
"INT/230111874","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013602","Ready",""
"INT/230111875","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013603","Ready",""
"INT/230111876","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013604","Ready",""
"INT/230111877","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013605","Ready",""
"INT/230111878","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013606","Ready",""
"INT/230111879","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013607","Ready",""
"INT/230111880","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013608","Ready",""
"INT/230111881","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013609","Ready",""
"INT/230120360","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013611","Waiting",""
"INT/230111888","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013612","Ready",""
"INT/230111896","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013617","Ready",""
"INT/230111898","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013619","Ready",""
"INT/230111899","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013620","Ready",""
"INT/230111900","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013621","Ready",""
"INT/230111901","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013622","Ready",""
"INT/230111903","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013624","Ready",""
"INT/230111904","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013625","Ready",""
"INT/230120345","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013626","Ready",""
"INT/230118419","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013627","Ready",""
"INT/230120347","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013628","Ready",""
"INT/230111912","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013631","Ready",""
"INT/230111913","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013632","Ready",""
"INT/230111915","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013634","Ready",""
"INT/230111917","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013636","Ready",""
"INT/230111918","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013637","Ready",""
"INT/230111920","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013639","Ready",""
"INT/230123860","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013642","Waiting",""
"INT/230123886","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013645","Ready",""
"INT/230111937","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013653","Ready",""
"INT/230111940","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013655","Ready",""
"INT/230111942","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013657","Ready",""
"INT/230111945","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013658","Ready",""
"INT/230111946","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013659","Ready",""
"INT/230127545","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230013662","Ready",""
"INT/230118182","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013664","Ready",""
"INT/230120533","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013671","Waiting",""
"INT/230126339","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-10 00:00:00","MO/230013674","Ready",""
"INT/230126423","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-10 00:00:00","MO/230013676","Ready",""
"INT/230123862","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013678","Waiting",""
"INT/230126530","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-10 00:00:00","MO/230013682","Ready",""
"INT/230130153","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-10 00:00:00","MO/230013683","Ready",""
"INT/230112004","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013689","Ready",""
"INT/230112009","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013693","Ready",""
"INT/230112010","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013694","Ready",""
"INT/230120435","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013696","Ready",""
"INT/230120973","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013707","Ready",""
"INT/230121619","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013709","Ready",""
"INT/230119534","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013711","Ready",""
"INT/230119141","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013710","Ready",""
"INT/230123625","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013714","Ready",""
"INT/230121014","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013715","Ready",""
"INT/230123970","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013716","Ready",""
"INT/230126834","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013723","Ready",""
"INT/230121351","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013724","Ready",""
"INT/230121780","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013725","Ready",""
"INT/230112068","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013730","Ready",""
"INT/230125469","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-10 00:00:00","MO/230013733","Ready",""
"INT/230124111","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230013736","Ready",""
"INT/230117477","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-04 00:00:00","MO/230013745","Ready",""
"INT/230112198","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230013748","Ready",""
"INT/230112998","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-02 00:00:00","MO/230013751","Ready",""
"INT/230113950","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-07 00:00:00","MO/230013787","Ready",""
"INT/230114173","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-08 00:00:00","MO/230013814","Ready",""
"INT/230114300","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-08 00:00:00","MO/230013834","Ready",""
"INT/230114650","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013845","Ready",""
"INT/230114651","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-07 00:00:00","MO/230013846","Ready",""
"INT/230122318","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013847","Ready",""
"INT/230124049","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-10 00:00:00","MO/230013850","Ready",""
"INT/230116541","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-11 00:00:00","MO/230013873","Ready",""
"INT/230116549","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-09 00:00:00","MO/230013876","Ready",""
"INT/230116562","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-09 00:00:00","MO/230013880","Ready",""
"INT/230116882","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-10 00:00:00","MO/230013899","Ready",""
"INT/230123622","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-08 00:00:00","MO/230013912","Ready",""
"INT/230117243","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-09 00:00:00","MO/230013917","Ready",""
"INT/230117481","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-07 00:00:00","MO/230013934","Ready",""
"INT/230117485","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-07 00:00:00","MO/230013937","Ready",""
"INT/230117484","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-07 00:00:00","MO/230013936","Ready",""
"INT/230117483","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-07 00:00:00","MO/230013935","Ready",""
"INT/230117525","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-10 00:00:00","MO/230013951","Ready",""
"INT/230117538","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-10 00:00:00","MO/230013962","Ready",""
"INT/230117541","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-10 00:00:00","MO/230013964","Ready",""
"INT/230117563","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-02-13 00:00:00","MO/230013973","Ready",""
"INT/230117565","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-07 00:00:00","MO/230013975","Ready",""
"INT/230121057","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-06 00:00:00","MO/230013987","Ready",""
"INT/230124311","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013988","Waiting",""
"INT/230124228","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-09 00:00:00","MO/230013989","Waiting",""
"INT/230126874","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230013991","Ready",""
"INT/230119800","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014029","Ready",""
"INT/230119802","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014031","Ready",""
"INT/230119801","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014030","Ready",""
"INT/230119805","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014034","Ready",""
"INT/230119804","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014033","Ready",""
"INT/230119803","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014032","Ready",""
"INT/230119806","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014035","Ready",""
"INT/230119809","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014036","Ready",""
"INT/230119811","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014038","Ready",""
"INT/230119812","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014039","Ready",""
"INT/230119814","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014041","Ready",""
"INT/230119813","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014040","Ready",""
"INT/230119818","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014045","Ready",""
"INT/230119817","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014044","Ready",""
"INT/230119816","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014043","Ready",""
"INT/230119819","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014046","Ready",""
"INT/230119820","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014047","Ready",""
"INT/230119823","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014050","Ready",""
"INT/230119822","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014049","Ready",""
"INT/230119821","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014048","Ready",""
"INT/230119825","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014052","Ready",""
"INT/230119824","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014051","Ready",""
"INT/230119826","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014053","Ready",""
"INT/230130113","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014054","Ready",""
"INT/230119830","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014056","Ready",""
"INT/230119829","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014055","Ready",""
"INT/230119831","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014057","Ready",""
"INT/230119832","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014058","Ready",""
"INT/230121076","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-10 00:00:00","MO/230014065","Ready",""
"INT/230122338","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230014536","Ready",""
"INT/230122343","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014538","Ready",""
"INT/230122347","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230014540","Ready",""
"INT/230122348","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230014541","Ready",""
"INT/230122392","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014545","Ready",""
"INT/230127539","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014546","Ready",""
"INT/230122447","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230014552","Ready",""
"INT/230122449","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230014554","Ready",""
"INT/230122450","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014555","Ready",""
"INT/230122451","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014556","Ready",""
"INT/230122452","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014557","Ready",""
"INT/230122457","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014558","Ready",""
"INT/230122458","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014559","Ready",""
"INT/230122459","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014560","Ready",""
"INT/230122461","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014561","Ready",""
"INT/230122462","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230014562","Ready",""
"INT/230122468","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014564","Ready",""
"INT/230122473","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014565","Ready",""
"INT/230122475","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014566","Ready",""
"INT/230122476","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230014567","Ready",""
"INT/230122482","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014570","Ready",""
"INT/230122486","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014573","Ready",""
"INT/230122487","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014574","Ready",""
"INT/230122489","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014576","Ready",""
"INT/230122490","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014577","Ready",""
"INT/230122491","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230014578","Ready",""
"INT/230122493","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230014580","Ready",""
"INT/230122494","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230014581","Ready",""
"INT/230122495","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230014582","Ready",""
"INT/230122497","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230014584","Ready",""
"INT/230122498","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230014585","Ready",""
"INT/230122505","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230014589","Ready",""
"INT/230122506","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230014591","Ready",""
"INT/230122509","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230014594","Ready",""
"INT/230122510","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230014595","Ready",""
"INT/230122518","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014598","Ready",""
"INT/230122522","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014599","Ready",""
"INT/230122523","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014600","Ready",""
"INT/230122525","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014601","Ready",""
"INT/230122528","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014602","Ready",""
"INT/230122533","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014604","Ready",""
"INT/230122538","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014606","Ready",""
"INT/230122548","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014608","Ready",""
"INT/230122550","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014609","Ready",""
"INT/230126243","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014612","Waiting",""
"INT/230122562","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014614","Ready",""
"INT/230129158","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014617","Waiting",""
"INT/230122569","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014619","Ready",""
