"Korporat Code","Name","Net Weight"
"L-LL17-W2.3G","Wardah Lipstick Longlasting 17 Passionate Red 2.3 g","2.3"
"L-LL18-W2.3G","Wardah Lipstick Longlasting 18 Sunset Orange 2.3 g","2.3"
"L-LL19-W2.3G","Wardah Lipstick Longlasting 19 Sunrise Nude 2.3 g","2.3"
"P-LSEBT-W","Wardah Lipstick Special Edition – Blushing Tangerine","1.0"
"P-LSECC-W","Wardah Lipstick Special Edition – Chromatic Cranberry","1.0"
"L-LLW0C1-W2,5GR","Wardah Longlasting Lipstick 01 Fabulous Peach 2.3 g (Pc(s))","2.3"
"L-LLW0C2-W2,5GR","Wardah Longlasting Lipstick 02 Pink Sorbet 2.3 g (Pc(s))","2.3"
"L-LLW0C3-W2,5GR","Wardah Longlasting Lipstick 03 Simply Brown 2.3 g (Pc(s))","2.3"
"L-LLW0C4-W2,5GR","Wardah Longlasting Lipstick 04 Antique Pink 2.3 g (Pc(s))","2.3"
"L-LLW0C5-W2,5GR","Wardah Longlasting Lipstick 05 Fuchsia Fever 2.3 g (Pc(s))","2.3"
"L-LLW0C6-W2,5GR","Wardah Longlasting Lipstick 06 Delicate Pink 2.3 g (Pc(s))","2.3"
"L-LLW0C7-W2,5GR","Wardah Longlasting Lipstick 07 Raspberry Hip 2.3 g (Pc(s))","2.3"
"L-LLW0C8-W2,5GR","Wardah Longlasting Lipstick 08 Red Velvet 2.3 g (Pc(s))","2.3"
"L-LLW0C9-W2,5GR","Wardah Longlasting Lipstick 09 Vibrant Red 2.3 g (Pc(s))","2.3"
"L-LLW0C10-W2,5GR","Wardah Longlasting Lipstick 10 Stylish Mocca 2.3 g (Pc(s))","2.3"
"L-LLW0C11-W2,5GR","Wardah Longlasting Lipstick 11 Cherrie Glam 2.3 g (Pc(s))","2.3"
"L-LLW0C12-W2,5GR","Wardah Longlasting Lipstick 12 Lustrous Red 2.3 g (Pc(s))","2.3"
"L-LLW0C13-W2,5GR","Wardah Longlasting Lipstick 13 Classic Brown 2.3 g (Pc(s))","2.3"
"L-LLW0C14-W2,5GR","Wardah Longlasting Lipstick 14 Violet Pink 2.3 g (Pc(s))","2.3"
"B-W1T3LFP03-W30GR","Wardah Luminous Face Powder 03 Ivory 30 gr","30.0"
"MUK-SE-W","Wardah Make Up Kit Special Edition (Pc(s))","1.0"
"REM-W0M-W100ML","Wardah Makeup Remover 100 ml (Pc(s))","100.0"
"L-W1CMTRC9-W3,8GR","Wardah Matte Lipstick 09 True Red 3,8 gr (Pc(s))","3.8"
"L-W1CMSPC16-W3,8GR","Wardah Matte Lipstick 16 Summer Pink 3,8 gr (Pc(s))","3.8"
"L-W1CMGPC17-W3,8GR","Wardah Matte Lipstick 17 Gorgeous Pink 3,8 gr (Pc(s))","3.8"
"L-W1CMRPC18-W3,8GR","Wardah Matte Lipstick 18 Rosy Pink 3,8 gr (Pc(s))","3.8"
"L-CMLC21-W3,8GR","Wardah Matte Lipstick 21 Light Caramel 3,8 gr (Pc(s))","3.8"
"L-CMRP22-W3,8GR","Wardah Matte Lipstick 22 Romantic Pink 3,8 gr (Pc(s))","3.8"
"M-W3MPNP-W30GR","Wardah Moist Plus Non Perfume 30 gr (Pc(s))","30.0"
"M-NSPJJ-W","Wardah Moist+ Plus Petroleum Jelly 30 g (jar)","30.0"
"M-NSPJT-W","Wardah Moist+ Plus Petroleum Jelly 30 ml (tube)","0.0"
"HBL-ME-W100ML","Wardah Morning Essentials Body Moisturizer 100 ml (Pc(s))","100.0"
"SRM-NFSASRM-W","Wardah NFS Acnederm Acne Care Serum 2 ml","0.0"
"A-NFSSATG-W5ML","Wardah NFS Acnederm Acne Spot Treatment Gel 10 ml","10.2"
"A-NFSDM-W5ML","Wardah NFS Acnederm Day Moisturizer (sachet) 5 ml","5.0355"
"A-NFSNTM-W5ML","Wardah NFS Acnederm Night Treatment Moisturizer (sachet) 5 ml","0.0"
"A-NFSPFC-W10ML","Wardah NFS Acnederm Pure Foaming Cleanser 10 ml","0.0"
"P-NFSACS-W","Wardah NFS Acnederm Skincare","0.0"
"FW-NFSAH-W10ML","Wardah NFS Aloe Hydramild Facial Wash 10 ml","0.0"
"S-NFSA1-W10ML","Wardah NFS Anti Dandruff Shampoo (sachet) 10 ml","10.297"
"P-BHRFWSRM2-W","Wardah NFS Bundling Hydra Rose gel-to-foam Cleanser 2 ml + Hydra Rose Micro Gel Serum 2 ml","0.0"
"L-NFSCLAD02-W","Wardah NFS Colorfit Last All Day Lip Paint 02 1.2 g","1.2"
"L-NFSCLAD03-W","Wardah NFS Colorfit Last All Day Lip Paint 04 1.2 g","1.2"
"L-NFSCLAD04-W","Wardah NFS Colorfit Last All Day Lip Paint 08 1.2 g","1.2"
"L-NFSCLAD10-W","Wardah NFS Colorfit Last All Day Lip Paint 09 1.2 g","1.2"
"F-CLCMS01-W","Wardah NFS Colorfit Matte Foundation 11C Pink Fair Sachet 2 ml","0.0"
"F-CLCMS02-W","Wardah NFS Colorfit Matte Foundation 32N Neutral Beige Sachet 2 ml","0.0"
"F-CLCMS03-W","Wardah NFS Colorfit Matte Foundation 43W Golden Sand Sachet 2 ml","0.0"
"BUT-W2LG-W100ML","Wardah NFS Creamy Body Butter Lavender & Ginger 100 ml (pc(s))","0.0"
"BUT-W2MP-W100ML","Wardah NFS Creamy Body Butter Milk & Pearl 100 ml (pc(s))","0.0"
"BUT-W2P-W100ML","Wardah NFS Creamy Body Butter Passion Fruit 100 ml (Pc(s))","0.0"
"BUT-W2LG-W150ML","Wardah NFS Creamy Body Butter With Lavender & Ginger 150 ml (Pc(s))","0.0"
"BUT-W2LG-W50ML","Wardah NFS Creamy Body Butter With Lavender & Ginger 50 ml (Pc(s))","0.0"
"BUT-W2R-W50ML","Wardah NFS Creamy Body Butter With Rose 50 ml (Pc(s))","0.0"
"BUT-W2S-W50ML","Wardah NFS Creamy Body Butter With Strawberry 50 ml (Pc(s))","0.0"
"M-NFSRWSDCS-W","Wardah NFS Crystal Secret Brightening Day Cream 3 ml Sachet","3.0888"
"P-NFSBCSDCFW-W","Wardah NFS Crystal Secret Foaming Cleanser with Natural AHA+PHA 3 ml","0.0"
"SRM-NFSCABE-W","Wardah NFS Crystallure Supreme Activating Booster Essence 6 ml","6.1266"
"S-NFSHM-W10ML","Wardah NFS Daily Fresh Shampoo (sachet) 10 ml","10.771"
"S-NFSHMN2-W","Wardah NFS Daily Fresh Shampoo 170 ml","183.107"
"IN-NW3C-W30GR","Wardah NFS Essential Intensive Night Cream 30 gr (Pc(s))","30.0"
"EB-W2BR-W","Wardah NFS Eye Brow Brown (Pc(s))","0.0"
"EL-W2ESG-W2GR","Wardah NFS Eyexpert Staylast Gel Eyeliner 2 gr (pc(s))","2.0"
"EL-W2ESL-W3,5GR","Wardah NFS Eyexpert Staylast Liquid Eyeliner 3,5 gr (Pc(s))","3.5"
"S-NFSUS-W10ML","Wardah NFS Hairfall Treatment Shampoo (sachet) 10 ml","10.305"
"S-NFSHFT-W","Wardah NFS Hairfall Treatment Shampoo 10 ml","10.0"
"FW-NFSRHMF-W","Wardah NFS Hydra Rose Gel to Foam Cleanser 3 ml","3.0"
"SRM-NFSRIH-W","Wardah NFS Hydra Rose Micro Gel Serum 1 ml","1.0"
"HBL-W2IS-W100ML","Wardah NFS Intensive Moisturising Body Serum 100 ml (Pc(s))","0.0"
"TC-NFSLBB01-W4GR","Wardah NFS Lightening BB Cake Powder 01 Light 4 gr","4.0"
"TC-NFSLBB02-W4GR","Wardah NFS Lightening BB Cake Powder 02 Sheer Pink 4 gr","4.0"
"FW-W3NLCF-W10ML","Wardah NFS Lightening Creamy Foam 10 ml (Pc(s))","0.0"
"FW-W2LCF-W60ML","Wardah NFS Lightening Creamy Foam 60 ml (Pc(s))","0.0"
"M-NFSRLDC-W5ML","Wardah NFS Lightening Day Cream (sachet) 5 ml","0.0"
"FW-W2LGWID-W20ML","Wardah NFS Lightening Gentle Wash for Indonesian Idol 20 ml (Pc(s))","0.0"
"B-NFSL01LB-W","Wardah NFS Lightening Loose Powder 01 Light Beige 20 g","20.0"
"B-NFSL02BN2-W","Wardah NFS Lightening Loose Powder 02 Beige 2.5 g","2.5"
"B-NFSL02B-W","Wardah NFS Lightening Loose Powder 02 Beige 20 g","20.0"
"B-NFSL03IN2-W","Wardah NFS Lightening Loose Powder 03 Ivory 2.5 g","2.5"
"M-NFSRLNC-W5ML","Wardah NFS Lightening Night Cream (sachet) 5 ml","0.0"
"M-NFSRLSP-W","Wardah NFS Lightening Sachet Package","0.0"
"TC-W2LLFB4C1-W3,7GR","Wardah NFS Lightening TWC Light Feel 01 Light Beige 3,7 gr (Pc(s))","3.7"
"TC-W2LLFB5C2ID-W3,7G","Wardah NFS Lightening TWC Light Feel 02 Golden Beige for Indonesian Idol 3,7 gr (Pc(s))","3.7"
"TC-W2LLFSPC3-W3,7GR","Wardah NFS Lightening TWC Light Feel 03 Sheer Pink 3,7 gr (Pc(s))","3.7"
"FW-NFSMCFN2-W","Wardah NFS Mineral + Clarifying Facial Foam 15 ml","15.9834"
"FW-NFSMCF-W10ML","Wardah NFS Mineral+ Clarifying Facial Foam 10 ml","0.0"
"HBL-W2ME-W100ML","Wardah NFS Morning Essentials Body Moisturizer 100 ml (Pc(s))","0.0"
"FW-NFSAHN2-W","Wardah NFS Nature Daily Aloe Hydramild Facial Wash 15 ml","0.0"
"S-NFSNS-W10ML","Wardah NFS Nutri Shine Shampoo (sachet) 10 ml","10.282"
"FW-NFSPBCFLO-W10ML","Wardah NFS Perfect Bright Creamy Foam Brightening + Oil Control 10 ml","0.0"
"FW-NFSPBCFLON2-W","Wardah NFS Perfect Bright Creamy Foam Brightening + Oil Control 15 ml","14.877"
"FW-NFSPBCFLS-W10ML","Wardah NFS Perfect Bright Creamy Foam Brightening + Smoothing 10 ml","0.0"
"FW-NFSPBCFLSN2-W","Wardah NFS Perfect Bright Creamy Foam Brightening + Smoothing 15 ml","0.0"
"FW-NFSPBJ-W","Wardah NFS Perfect Bright Jelly Face Wash 3 ml","0.0"
"M-NFSRPBNS20-W","Wardah NFS Perfect Bright Moisturizer Glow 3 ml","3.0609"
"M-NFSRPBSPF30-W","Wardah NFS Perfect Bright Moisturizer Matte 3 ml","3.156"
"M-NFSRPBNS-W5ML","Wardah NFS Perfect Bright Moisturizer Normal Skin (sachet) 5 ml","0.0"
"M-NFSRPBS3-W","Wardah NFS Perfect Bright Moisturizer SPF 28 (sachet) 3 ml","0.0"
"M-NFSRPBS25-W5ML","Wardah NFS Perfect Bright Moisturizer SPF 28 (sachet) 5 ml","5.1005"
"M-RPBSPFS-W","Wardah NFS Perfect Bright Moisturizer SPF 28 Sachet","0.0"
"M-NFSPBNC-W","Wardah NFS Perfect Bright Night Cream 3 ml","0.0"
"M-NFSPBTUC-W","Wardah NFS Perfect Bright Tone Up Cream 3 ml","3.162"
"M-NFSBTUC-W","Wardah NFS Perfect Bright Tone Up Cream Sachet Package","0.0"
"SRM-NFSAGIS2-W","Wardah NFS Renew You Anti Aging Intensive Serum 2 ml (Pc(s))","1.9"
"SRM-NFSAGIS5-W","Wardah NFS Renew You Anti Aging Intensive Serum 5 ml (Pc(s))","4.75"
"M-NFSAGNC2-W","Wardah NFS Renew You Anti Aging Night Cream 2 ml (Pc(s))","1.9958"
"M-NFSAGNC3-W","Wardah NFS Renew You Anti Aging Night Cream 3 ml (Pc(s))","2.9937"
"M-NFSAGNC5-W","Wardah NFS Renew You Anti Aging Night Cream 5 ml (Pc(s))","4.9895"
"P-NFSRY-W","Wardah NFS Renew You Anti Aging Sachet Package","0.0"
"S-NFSSHFT-W","Wardah NFS Sachet Hairfall Treatment Shampoo 10 ml","0.0"
"FW-NFSSB-W10ML","Wardah NFS Seaweed Balancing Facial Wash 10 ml","10.026"
"P-NFSSH-W","Wardah NFS Shampoo Sachet Package","0.0"
"P-NFSSHSL-W","Wardah NFS Shampoo Sachet Package Salesman Kit","0.0"
"LW-W2O-W240ML","Wardah NFS Soft Body Scrub With Olive 240 ml (Pc(s))","0.0"
"LW-W2P-W150ML","Wardah NFS Soft Body Scrub With Passion Fruit 150 ml (Pc(s))","0.0"
"S-W2US-W100ML","Wardah NFS Ultimate Strength Shampoo 100 ml (Pc(s))","0.0"
"P-NFSWS-W","Wardah NFS White Secret Sachet Package","0.0"
"REM-NDACN1-W","Wardah Nature Daily Aloe Cleansing Micellar Water 100 ml","0.0"
"REM-NDACN2-W","Wardah Nature Daily Aloe Cleansing Micellar Water 240 ml","0.0"
"HBW-NDAHBW-W","Wardah Nature Daily Aloe Hydramild Body Wash 250 ml","225.0"
"FT-NDATE-W","Wardah Nature Daily Aloe Hydramild Essence Toner 100 ml","0.0"
"FW-AH-W100ML","Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml","100.0"
"FW-AH-W60ML","Wardah Nature Daily Aloe Hydramild Facial Wash 60 ml","60.0"
"HS-AHHGELN2-W","Wardah Nature Daily Aloe Hydramild Hand Gel 50 ml","45.0"
"HS-NDHGCSR-W","Wardah Nature Daily Aloe Hydramild Hand Gel 50 ml CSR","43.45"
"HS-AHHGEL-W","Wardah Nature Daily Aloe Hydramild Hand Sanitizer 100 ml","107.14"
"HS-NDAHHGN2-W","Wardah Nature Daily Aloe Hydramild Hand Sanitizer 240 ml","257.83000008"
"HBW-NDAHHW-W","Wardah Nature Daily Aloe Hydramild Hand Wash 200 ml","210.0"
"HBW-NDAHHWN2-W","Wardah Nature Daily Aloe Hydramild Hand Wash 250 ml","262.5"
"HBW-NDAHHWN3-W","Wardah Nature Daily Aloe Hydramild Hand Wash 4 L","4200.0"
"M-AHC-W40ML","Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml","38.4"
"HBL-AHMG-W100ML","Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml","98.0"
"HS-NDAHSS-W","Wardah Nature Daily Aloe Hydramild Sanitizer Spray 100 ml","0.0"
"SRM-AH-W5X5ML","Wardah Nature Daily Aloe Hydramild Serum 5 x 5ml","35.0"
"HBL-RAHMG-W","Wardah Nature Daily Aloe Multifunction Gel 100 ml","0.0"
"FM-NDASR-W","Wardah Nature Daily Alpine Apple Nutritive Gel Capsule Mask 10 ml","10.0"
"FM-NDAAB-W","Wardah Nature Daily Amazonian Acai Berry Antioxidant Capsule Mask 10 ml","10.122"
"FM-NDOES-W","Wardah Nature Daily Milky Oat Exfoliating Scrub Capsule Mask 10 ml","10.228"
"FM-MCC-W60ML","Wardah Nature Daily Mineral+ Clarifying Clay Mask 60 ml","71.85"
"FW-MCF-W100ML","Wardah Nature Daily Mineral+ Clarifying Facial Foam 100 ml","97.83"
"FW-MCF-W60ML","Wardah Nature Daily Mineral+ Clarifying Facial Foam 60 ml","58.698"
"FM-NDOPB-W","Wardah Nature Daily Orange Pomelo Brightening Wash Off Capsule Mask 10 ml","10.231"
"CM-SB-W150ML","Wardah Nature Daily Seaweed Balancing Cleanser 150 ml","150.21"
"FM-SB-W60ML","Wardah Nature Daily Seaweed Balancing Facial Mask 60 ml","66.0"
"FS-SB-W100ML","Wardah Nature Daily Seaweed Balancing Facial Scrub 100 ml","101.42"
"FS-SB-W60ML","Wardah Nature Daily Seaweed Balancing Facial Scrub 60 ml","60.852"
"FW-SB-W100ML","Wardah Nature Daily Seaweed Balancing Facial Wash 100 ml","101.29"
"FW-SB-W60ML","Wardah Nature Daily Seaweed Balancing Facial Wash 60 ml","60.0"
"FT-SB-W150ML","Wardah Nature Daily Seaweed Balancing Toner 150 ml","150.0"
"REM-SBMW-W100ML","Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","100.0"
"REM-SBMW-W240ML","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","240.0"
"IN-SC-W30G","Wardah Nature Daily Seaweed Intensive Night Cream 30 g","30.0"
"SRM-ESE-W100ML","Wardah Nature Daily Seaweed Primary Skin Hydrating Booster 100 ml","100.0"
"MA-NDSAV-W","Wardah Nature Daily Sheet Mask Aloe Vera 20 ml","20.0"
"MA-NDSGT-W","Wardah Nature Daily Sheet Mask Green Tea 20 ml","20.0"
"MA-NDSRI-W","Wardah Nature Daily Sheet Mask Rice 20 ml","20.0"
"MA-NDSRO-W","Wardah Nature Daily Sheet Mask Rose 20 ml","20.0"
"MA-NDSVC-W","Wardah Nature Daily Sheet Mask Vitamin C 20 ml","20.0"
"MA-MSND-W","Wardah Nature Daily SuperSerum Mask 20 ml","20.4"
"MA-MSNDP-W","Wardah Nature Daily SuperSerum Mask 20 ml <SFG>","20.4"
"FM-NDTOC-W","Wardah Nature Daily Tea Tree Oil Control Clay Capsule Mask 10 ml","10.0"
"M-WHPG-W40ML","Wardah Nature Daily Witch Hazel Purifying Moisturizer Gel 40 ml","38.4"
"SRM-WHP-W5X5ML","Wardah Nature Daily Witch Hazel Purifying Serum 5 x 5 ml","35.0"
"SRM-NLBP-W","Wardah Nature Lab Bi-Phase Serum 30 ml","0.0"
"FT-NLC-W","Wardah Nature Lab Cream Toner 100 ml","0.0"
"FM-NL-W","Wardah Nature Lab Mask 40 g","40.0"
"FW-NL-W","Wardah Nature Lab Milky Jelly Cleanser 100 ml","0.0"
"SRM-NLP-W","Wardah Nature Lab Peeling Serum 30 ml","0.0"
"L-NSN01-W3.9GR","Wardah Nude Lipstick 01 Sugary Nude 3.9 gr (Pc(s))","3.9"
"L-NCR02-W3.9GR","Wardah Nude Lipstick 02 Creamy Rose 3.9 gr (Pc(s))","3.9"
"L-NPH03-W3.9GR","Wardah Nude Lipstick 03 Pure Hazelnut 3.9 gr (Pc(s))","3.9"
"L-NPC04-W3.9GR","Wardah Nude Lipstick 04 Peach Caramel 3.9 gr (Pc(s))","3.9"
"L-NCB05-W3.9GR","Wardah Nude Lipstick 05 Crimson Brown 3.9 gr (Pc(s))","3.9"
"L-NMP06-W3.9GR","Wardah Nude Lipstick 06 Modest Plum 3.9 gr (Pc(s))","3.9"
"HC-NS-W170ML","Wardah Nutri Shine Conditioner 170 ml (Pc(s))","168.3425"
"S-NSN3-W","Wardah Nutri Shine Shampoo 160 ml","165.008"
"S-RNSSEC-W","Wardah Nutri Shine Shampoo 170 ml","175.321"
"S-NSSEC-W","Wardah Nutri Shine Shampoo 170 ml","172.431"
"S-NS-W170ML","Wardah Nutri Shine Shampoo 170 ml (pc(s))","175.321"
"S-NSGWP-W170ML","Wardah Nutri Shine Shampoo 170 ml + GWP Sisir","170.0"
"S-NSSI-W","Wardah Nutri Shine Shampoo 170 ml Silent Improvement","0.0"
"MZ-W1M2-W150ML","Wardah Olive Oil For Massage 150 ml","133.549999995"
"P-SCR1702-W","Wardah Package Scarf Ramadhan 2017 02 (Pc(s))","1.0"
"P-SCR1703-W","Wardah Package Scarf Ramadhan 2017 03 (Pc(s))","1.0"
"P-S1E-W","Wardah Package Shampoo 1","1.0"
"P-S2E-W","Wardah Package Shampoo 2","1.0"
"P-S3E-W","Wardah Package Shampoo 3","1.0"
"P-S4E-W","Wardah Package Shampoo 4","1.0"
"P-S5E-W","Wardah Package Shampoo 5","1.0"
"P-S6E-W","Wardah Package Shampoo 6","1.0"
"P-S7E-W","Wardah Package Shampoo 7","1.0"
"P-S8E-W","Wardah Package Shampoo 8","1.0"
"B-PBTUBB-W","Wardah Perfect Bright BB Powder 50 g","50.0"
"M-PBNC20-W","Wardah Perfect Bright Bright + Night Glow Night Moisturizer 20 ml","20.24"
"REM-RPBTUMW-W","Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml","100.6869"
"FW-PBNW100-W","Wardah Perfect Bright Cooling Bright Jelly Facial Foam 100 ml","105.0"
"FW-RPBCFLO100-W","Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml","105.0"
"FW-RPBCFLO50-W","Wardah Perfect Bright Creamy Foam Bright + Oil Control 50 ml","52.5"
"FW-RPBCFLS100-W","Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml","105.0"
"FW-RPBCFLS50-W","Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 50 ml","52.5"
"FW-RPBCFLSN3H-W","Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 6 x 20 ml (Hanger)","126.0"
"FW-RPBCFLSN3-W","Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 6 x 20 ml (Non Hanger)","126.0"
"FW-PBCFLO100-W","Wardah Perfect Bright Creamy Foam Brightening + Oil Control (Pc(s)) 100 ml","99.18"
"FW-PBCFLO-W100ML","Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml (Pc(s))","99.18"
"FW-PBCFLOP-W","Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml <SFG>","0.0"
"P-PBCFLO100NFSSHFT-W","Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml bundling Wardah NFS Sachet Hairfall Treatment Shampoo 10 ml","0.0"
"FW-PBCFLO50-W","Wardah Perfect Bright Creamy Foam Brightening + Oil Control 50 ml (Pc(s))","49.59"
"FW-PBCFLO-W60ML","Wardah Perfect Bright Creamy Foam Brightening + Oil Control 60 ml (Pc(s))","59.508"
"FW-PBCFLS-W100ML","Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml (Pc(s))","99.48"
"FW-PBCFLS100-W","Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml (Pc(s))","99.48"
"FW-PBCFLSP-W","Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml <SFG>","0.0"
"FW-PBCFLS50-W","Wardah Perfect Bright Creamy Foam Brightening + Smoothing 50 ml (Pc(s))","49.74"
"FW-PBCFLSN3-W","Wardah Perfect Bright Creamy Foam Brightening + Smoothing 6 x 20 ml","119.376"
"FW-PBCFLS-W60ML","Wardah Perfect Bright Creamy Foam Brightening + Smoothing 60 ml (Pc(s))","59.688"
"FW-PBCFLSN3H-W","Wardah Perfect Bright Creamy Foam Brightening + Smoothing with Hanger 6 x 20 ml","119.376"
"M-PBL-W20ML","Wardah Perfect Bright Lightening Moisturizer 20 ml (Pc(s))","19.6"
"M-RPBSPF30-W","Wardah Perfect Bright Moisturizer Bright + Oil Control SPF 30 PA+++ 20 ml","21.04"
"M-RPBNS20-W","Wardah Perfect Bright Moisturizer Bright + Smooth Glow SPF 30 PA+++ 20 ml","20.406"
"M-RPBNS-W20ML","Wardah Perfect Bright Moisturizer Normal Skin 20 ml (Pc(s))","20.0"
"M-RPBSPF-W20ML","Wardah Perfect Bright Moisturizer SPF 28 20 ml","19.6"
"FM-PBPO-W60ML","Wardah Perfect Bright Peel Off Mask 60 ml","63.162"
"M-PBPC-W","Wardah Perfect Bright Powder Cream 20 ml","20.894"
"SRM-PB-W","Wardah Perfect Bright Super-Glow Berry Serum 8 ml","8.16"
"MA-MSPB-W","Wardah Perfect Bright SuperSerum Mask 20 ml","20.4"
"MA-MSPBP-W","Wardah Perfect Bright SuperSerum Mask 20 ml <SFG>","20.4"
"M-PBTUC-W","Wardah Perfect Bright Tone Up Cream 20 ml","20.0"
"REM-PBTUMW-W","Wardah Perfect Bright Tone Up Micellar Water 100 ml","100.99"
"REM-PBTUMWN2-W","Wardah Perfect Bright Tone Up Micellar Water 50 ml","50.495"
"MA-PB-W","Wardah Perfect Bright Tone Up Sheet Mask 20 ml","20.2"
"P-PRFA-W","Wardah Perfection Package A","1.0"
"P-PRFB-W","Wardah Perfection Package B","1.0"
"P-PRFC-W","Wardah Perfection Package C","1.0"
"P-CDL-W","Wardah Pouch C-Defense Light Package (Pc(s))","1.0"
"MY-PCDL-W","Wardah Pouch C-Defense Light Package Malaysia","1.0"
"P-CDN-W","Wardah Pouch C-Defense Natural Package (Pc(s))","1.0"
"MY-PCDN-W","Wardah Pouch C-Defense Natural Package Malaysia","1.0"
"MUK-P-W","Wardah Professional Make Up Kit (Pc(s))","1.0"
"PUFF-W0N-WP","Wardah Puff NBR","1.0"
"MZ-W1M1-W50ML","Wardah Pure Olive Oil 50 ml","50.14"
"MZ-W2TM1-W50ML","Wardah Pure Olive Oil Tester 50 ml (Pc(s))","0.0"
"CM-W3CNO-W150ML","Wardah Purifying Cleanser 150 ml (Pc(s))","144.0"
"SRM-W3NO-W5X5ML","Wardah Purifying Facial Serum 5x5 ml (Pc(s))","35.0"
"M-W3PG-W40ML","Wardah Purifying Moisturizer Gel 40 ml (Pc(s))","38.4"
"FT-W3NO-W150ML","Wardah Purifying Toner 150 ml (Pc(s))","150.0"
"P-RPB01-W","Wardah Ramadhan Package Bundle 1","0.0"
"P-RPB02-W","Wardah Ramadhan Package Bundle 2","0.0"
"P-RPB03-W","Wardah Ramadhan Package Bundle 3","0.0"
"CUS-CLPGCRA-W","Wardah Refill Colorfit Perfect Glow Cushion 11C Pink Fair","15.0"
"CUS-CLPGCRB-W","Wardah Refill Colorfit Perfect Glow Cushion 22N Light Ivory","15.0"
"CUS-CLPGCRC-W","Wardah Refill Colorfit Perfect Glow Cushion 23W Warm Ivory","15.0"
"CUS-CLPGCRD-W","Wardah Refill Colorfit Perfect Glow Cushion 32N Neutral Beige","15.0"
"CUS-CLPGCRE-W","Wardah Refill Colorfit Perfect Glow Cushion 33W Olive Beige","15.0"
"CUS-CLPGCRG-W","Wardah Refill Colorfit Perfect Glow Cushion 43N Neutral Sand","15.0"
"CUS-CLPGCRF-W","Wardah Refill Colorfit Perfect Glow Cushion 43W Golden Sand","15.0"
"CUS-CLPGCRH-W","Wardah Refill Colorfit Perfect Glow Cushion 52N Almond","15.0"
"B-W1RCL01-W14GR","Wardah Refill Compact Powder 01 Light Beige 14 gr","14.0"
"B-W0RCL04-W14GR","Wardah Refill Compact Powder 04 Natural 14 gr","14.0"
"B-W3RELCP01-W14G","Wardah Refill Evd Lum Compact Powder 01 Light Beige 14 g (Pc(s))","14.0"
"B-W3RELCP02-W14G","Wardah Refill Evd Lum Compact Powder 02 Beige 14 g (Pc(s))","14.0"
"B-W3RELCP03-W14G","Wardah Refill Evd Lum Compact Powder 03 Ivory 14 g (Pc(s))","14.0"
"B-W3RELCP04-W14G","Wardah Refill Evd Lum Compact Powder 04 Natural 14 g (Pc(s))","30.0"
"B-W3RELFP01-W30G","Wardah Refill Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","30.0"
"B-W3RELFP02-W30G","Wardah Refill Evd Lum Face Powder 02 Beige 30 g (Pc(s))","30.0"
"B-W3RELFP03-W30G","Wardah Refill Evd Lum Face Powder 03 Ivory 30 g (Pc(s))","30.0"
"B-W3RELFP04-W30G","Wardah Refill Evd Lum Face Powder 04 Natural 30 g (Pc(s))","30.0"
"TC-W3RELLB1-W12G","Wardah Refill Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","12.0"
"TC-W3RELB2-W12G","Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","12.0"
"TC-W3RELI3-W12G","Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","12.0"
"TC-W3RELLI4-W12G","Wardah Refill Evd Lum Two Way Cake 04 Light Ivory 12 g (Pc(s))","12.0"
"CUS-RREFC01-W","Wardah Refill Exclusive Flawless Cover Cushion 01 Light Beige 15 g","15.0"
"CUS-REFC01-W","Wardah Refill Exclusive Flawless Cover Cushion 01 Light Beige 15 g","15.0"
"CUS-RREFC02-W","Wardah Refill Exclusive Flawless Cover Cushion 02 Honey Beige 15 g","15.0"
"CUS-REFC02-W","Wardah Refill Exclusive Flawless Cover Cushion 02 Honey Beige 15 g","15.0"
"CUS-RREFC03-W","Wardah Refill Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g","15.0"
"CUS-REFC03-W","Wardah Refill Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g","15.0"
