FACTORY,ITEM CODE / BESAR BATCH,PROCESS TYPE,ROUTING TYPE,ITEM CODE,REFILL CODE,BULK CODE,ITEM NAME,REFILL NAME,BULK NAME,BULK SIZE PRIORITY,NUMBER OF COMPONENT,FM BULK SIZE (KG),MPQ OLAH (KG),MPQ SUPPLY KUNCI (KG),MPQ KEMAS (PCS),MPQ SUPPLY LOG (PCS),OUTPUT PRESSING (PCS/MIN),OUTPUT LABELLING (PCS/MIN),OUTPUT FILLING (PCS/MIN),OUTPUT FILLING/PACKING (PCS/MIN),LINE CODE WEIGHING,LINE CODE PREMIX,LINE CODE MILLING,LINE CODE MIXING,LINE CODE GRINDING,LINE CODE ADJUST,LINE CODE QC BULK,LINE CODE SIEVING,LINE CODE LABELLING,LINE CODE PRESSING,LINE CODE FILLING,LINE CODE FILLING/PACKING,LEADTIME WEIGHING (MIN),LEADTIME PREMIX (HOUR),LEADTIME MILLING (HOUR),LEADTIME MIXING (HOUR),LEADTIME GRINDING (HOUR),LEADTIME ADJUST (HOUR),LEADTIME QC BULK (HOUR),LEADTIME SIEVING (HOUR),LEADTIME LABELLING (HOUR),LEADTIME PRESSING (HOUR),LEADTIME FILLING (HOUR),LEADTIME FILLING/PACKING (HOUR),LEADTIME QC FG (HOUR),LEADTIME KARANTINA (HOUR),TOTAL LEADTIME (DAYS),JUMLAH OPERATOR WEIGHING,JUMLAH OPERATOR PREMIX,JUMLAH OPERATOR MILLING,JUMLAH OPERATOR MIXING,JUMLAH OPERATOR GRINDING,JUMLAH OPERATOR QC BULK,JUMLAH OPERATOR SIEVING,JUMLAH OPERATOR LABELLING,JUMLAH OPERATOR PRESSING,JUMLAH OPERATOR FILLING,JUMLAH OPERATOR FILLING/PACKING,STATUS PEARLIZE,PDT PREMIX CUCI KASAR (HOUR),PDT PREMIX CUCI BERSIH (HOUR),PDT MILLING CUCI KASAR (HOUR),PDT MILLING CUCI BERSIH (HOUR),PDT MIXING CUCI KASAR (HOUR),PDT MIXING CUCI BERSIH (HOUR),PDT GRINDING CUCI KASAR (HOUR),PDT GRINDING CUCI BERSIH (HOUR),SET UP MESIN AWAL (MIN),SET UP MESIN LANJUTAN (MIN),PERSIAPAN (MIN),HELLOM TIME (MIN),GANTI KAIN (MIN),BBM (MIN),CHANGE OVER (MIN),CUCI MESIN (MIN),PENCAIRAN BULK (MIN),WARNA BULK,ASUMSI JUMLAH SHIFT,PDT TANPA CO (HOUR),PDT DENGAN CO (HOUR),LEADTIME KOTOR PREMIX (HOUR),LEADTIME KOTOR MILLING (HOUR),LEADTIME KOTOR MIXING (HOUR),LEADTIME KOTOR LABELLING (HOUR),LEADTIME KOTOR PRESSING (HOUR),LEADTIME KOTOR FILLING (HOUR),LEADTIME KOTOR FILLING/PACKING (HOUR),SHRINK MACHINE,LAST MODIFIED ON,LAST MODIEFIED BY,NOTES
JTK02,F-L01VC-OMG/300,STD,LR04,F-L01VC-OMG,,F-L01-BULK,OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory,,OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory,NOMINAL_LINE,1,300,300,275,9504,9790,,,,16,LWE01,,LRM01,LVL01,,LVL01,QC BULK,,,,,BOP10,60,,4,8,,3,1,,,,,9.9,,,7,,,,,,1,,,,,9,-,,,0,1.5,2,3,,,30,10,0,20,0,10,0,60,0,gelap,1,2.16666666666667,2.16666666666667,,5.5,11,,,,12.0666666666667,Yes,2022-06-09 04:52,Suniarsih Utami,
JTK06,MY-LREMO36-W/0,STD,RR01,MY-LREMO36-W,,,Malaysia Wardah Exclusive Moist Lipstick 36 Sugary Pink 3.5 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,12,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00138888888888889,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501388888888889,No,2022-03-22 16:14,OdooBot,
JTK06,L-W2TE35-W3.8GR/0,STD,RR01,L-W2TE35-W3.8GR,,,Wardah Tester Container Exclusive Lipstick 35 Great Berry 3.8 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK02,F-HGFW22-MO/180,STD,LR16,F-HGFW22-MO,,F-HGFW22-BULK,MAKE OVER Hydrastay Glow Fluid Foundation W22 Warm Ivory 35 ml,,MAKE OVER Hydrastay Glow Fluid Foundation W22 Warm Ivory,NOMINAL_LINE,1,180,180,161,4100,4223,,,7,,LWE02,,LRM02,LVL07,,LVL07,QC BULK,,,,EMP01,,127,,4.3,5.56,,2,1,,,,9.76190476190476,,0.3,2,5,,,,,,1,,,,8,,-,,,0,1.5,1.5,3,,,15,10,0,20,0,10,0,40,0,gelap,0,1.58333333333333,1.58333333333333,,5.8,8.56,,,11.3452380952381,,No,2022-08-03 07:06,Administrator,
JTK04,L-CVM08WDDR0-W/0,SFGPack,SR12,L-CVM08WDDR0-W,,,Digital Printed CVM Lip Mousse 08 WD Special Ed. W,,,NOMINAL_LINE,,0,0,0,1,1,,2,,,,,,,,,QC BULK,,SDP01,,,,,,,,,0,0,,0.00833333333333333,,,,0,0,5,,,,,,1,,1,,,,-,,,,,,,,,0,0,10,5,0,0,0,0,0,-,,0.25,0.25,,,,0.258333333333333,,,,No,2022-03-22 16:14,OdooBot,
JTK04,WARN-PFCSR-BULK/10,SFGBulk,SR03,WARN-PFCSR-BULK,,,Pasta Warna Found Cream Si 2 Red 217 R 0722236,,,NOMINAL_LINE,1,10,10,9.5,0,0,,,,,SWE01,SPM03D,SRM06,,,,QC BULK,,,,,,15,0.5,1.5,,,0,0.5,,,,,,0,0,5,2,1,1,,,1,,,,,,-,0,0,0,0.25,,,,,0,0,0,0,0,0,0,0,0,-,0,0,0,0.5,1.75,,,,,,No,2022-08-12 06:41,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK04,WARN-PFCSR-BULK/5,SFGBulk,SR03,WARN-PFCSR-BULK,,,Pasta Warna Found Cream Si 2 Red 217 R 0722236,,,NOMINAL_LINE,1,5,5,5,0,0,,,,,SWE01,SPM03D,SRM06,,,,QC BULK,,,,,,15,0.5,1.25,,,0,0.5,,,,,,0,0,5,2,1,1,,,1,,,,,,-,0,0,0,0.25,,,,,0,0,0,0,0,0,0,0,0,-,0,0,0,0.5,1.5,,,,,,No,2022-08-12 06:41,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK02,SS-NFSSBAT30-EM/186,STD,LR02,SS-NFSSBAT30-EM,,SS-SBAT30-BULK,Emina NFS Sun Battle SPF 30 PA+++ 12 ml,,EMINA Sun Battle SPF 30 PA+++,NOMINAL_LINE,1,186,186,171,12230,12600,,,65,20,LWE02,,,LVL07,,LVL07,QC BULK,,,,TUP08B,LTE01,60,,,4.5,,0,1,,,,3.13589743589744,10.1916666666667,0.3,2,6,,,,,,1,,,,3,3,-,,,,,0,1.5,,,40,0,0,10,0,0,60,30,0,terang,1,1.33333333333333,2.33333333333333,,,6,,,4.46923076923077,11.525,No,2022-07-14 00:51,Dhyah Ayu Saraswati Devany,
JTK02,SS-NFSSBAT30-EM/155,STD,LR02,SS-NFSSBAT30-EM,,SS-SBAT30-BULK,Emina NFS Sun Battle SPF 30 PA+++ 12 ml,,EMINA Sun Battle SPF 30 PA+++,SECONDARY_LINE,1,155,155,135,10944,11492,,,65,20,LWE02,,,LVL07,,LVL07,QC BULK,,,,TUP08B,LTE01,60,,,4.5,,0,1,,,,2.80615384615385,9.12,0.3,2,6,,,,,,1,,,,3,3,-,,,,,0,1.5,,,40,0,0,10,0,0,60,30,0,gelap,1,1.33333333333333,2.33333333333333,,,6,,,4.13948717948718,10.4533333333333,No,2022-07-14 00:51,Dhyah Ayu Saraswati Devany,
JTK06,F-W2TELLB51-W40ML/0,STD,RR01,F-W2TELLB51-W40ML,,,Wardah Tester Container Evd Lum Liquid Foundation 02 Light Beige 40 ml (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,BP-TBMSR-W200ML/0,STD,RR01,BP-TBMSR-W200ML,,,Wardah Tester Body Mist SPARKS 200 ml (pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK04,LT-CR04-EM/15,STD,SR09,LT-CR04-EM,,LT-CR04-BULK,Emina Creamytint 04 Wild Berry 3.6 g,,Emina Creamytint 04 Wild Berry,NOMINAL_LINE,1,15,15,14,3564,3670.92,,,,21,SWE01,SPM03D,SRM06,SVB01,,SVB01,QC BULK,,,,,BTP02,60,1,2,4,,5,0.5,,,,,2.82857142857143,0.5,2,5,2,1,1,,,1,,,,,8,-,0,0,0,0.25,0,1.25,,,0,0,5,10,0,0,0,0.25,0,-,1,0.254166666666667,0.254166666666667,1,2.25,5.25,,,,3.0827380952381,No,2022-08-12 06:41,OdooBot,
JTK06,P-CD2-W/0,STD,RR01,P-CD2-W,,,Festive Radiant Look Hampers,,,NOMINAL_LINE,,0,0,0,1000,1000,,,,6,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,2.77777777777778,0.5,2,4,,,,,,1,,,,,3,-,,,,,,,,,,,15,,,,,,,-,,0.25,0.25,,,,,,,3.02777777777778,No,2022-03-22 16:14,OdooBot,
JTK02,BOTS-MPASFT50-EM/0,SFGPack,LR13,BOTS-MPASFT50-EM,,,Botol Sticker Ms. Pimple Acne Solution Face Toner 50 E,,,NOMINAL_LINE,,0,0,0,1,1,,2,,,,,,,,,QC BULK,,LBL06,,,,,,,,,0,0,,0.00833333333333333,,,,0,0,5,,,,,,1,,1,,,,-,,,,,,,,,10,0,0,10,0,10,0,0,,-,,0.5,0.5,,,,0.508333333333333,,,,No,2022-03-22 16:14,OdooBot,
JTK02,BOTS-MPASFT50-EM/0,SFGPack,LR13,BOTS-MPASFT50-EM,,,Botol Sticker Ms. Pimple Acne Solution Face Toner 50 E,,,NOMINAL_LINE,,0,0,0,1,1,,2,,,,,,,,,QC BULK,,LBL05,,,,,,,,,0,0,,0.00833333333333333,,,,0,0,5,,,,,,1,,1,,,,-,,,,,,,,,10,0,0,10,0,10,0,0,,-,,0.5,0.5,,,,0.508333333333333,,,,No,2022-03-22 16:14,OdooBot,
JTK06,FS-TL-W60GR/0,STD,RR01,FS-TL-W60GR,,,Wardah Tester Lightening Facial Scrub 60 gr,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-MASKEEVE-W/0,STD,RR01,MY-MASKEEVE-W,,,Malaysia Wardah EyeXpert The Volume Expert Mascara 7 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,240,240,,,,18,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.222222222222222,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.722222222222222,No,2022-03-22 16:14,OdooBot,
JTK01,TC-PC06-MO12G/10,STD,PR01,TC-PC06-MO12G,,TC-PC06-BULK,MAKE OVER Perfect Cover TWC 06 Cappuccino 12 g (Pc(s)),,Perfect Cover TWC 06 Capuccino,NOMINAL_LINE,1,10,10,10,576,593,,,,28,PWE01,,,PSM07,PVT07,PSM07,QC BULK,RUSSEL01,,,,PNP02,55,,,2,2,7.5,0.5,1,,,,0.342857142857143,0.5,14,4,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,3,,,,1.42619047619048,No,2022-06-30 07:54,Maryam Hadi,
JTK02,M-PSRT20-MO/30,STD,LR15,M-PSRT20-MO,,M-PSRT20-BULK,MAKE OVER Powerskin Radiant Tinted Moisturizer 20 Light Beige 40 ml,,MAKE OVER Powerskin Radiant Tinted Moisturizer 20 Light Beige,NOMINAL_LINE,1,30,30,23.6,490,645,,,,25,LWE02,,,LVL04,,LVL04,QC BULK,,,,,BOP10,45,,,9,,3,1,,,,,0.326666666666667,0.3,2,5,,,,,,1,,,,,12,-,,,,,0,3,,,30,0,0,10,0,0,0,60,0,terang,0,1.66666666666667,1.66666666666667,,,12,,,,1.99333333333333,No,2022-08-25 03:15,Fawziah Ghina Saraswati,
JTK02,HBW-EHB-KA/1000,STD,LR15,HBW-EHB-KA,,HBW-EHB-BULK,Kahf Energizing Hair and Body Wash 200 ml,,Kahf Energizing Hair and Body Wash Bulk,NOMINAL_LINE,1,1000,1000,1000,4670,4811,,,,10,LWE01,,,LVB04,,LVB04,QC BULK,,,,,EMP02,60,,,6,,0,1,,,,,7.78333333333333,0.3,2,5,,,,,,1,,,,,5,-,,,,,1.5,1.5,,,30,10,0,20,0,10,0,30,0,gelap,0,1.66666666666667,1.66666666666667,,,7.5,,,,9.45,No,2022-08-31 09:16,Fawziah Ghina Saraswati,
JTK04,CON-C-MO11ML/50,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-C-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Coklat Bulk,SECONDARY_LINE,5,50,10,9.5,4320,4380,,,,4,SWE01,SPM03D,SRM06,SMX03,,SMX03,QC BULK,,,,,SAP01,60,1,1.5,2.5,,2,0.5,,,,,18,0.5,2,10,2,1,1,1,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1,1.75,2.75,,,,18.2541666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/50,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-UM-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Ungu Muda Bulk,SECONDARY_LINE,3,50,10,9.5,4320,4380,,,,4,SWE01,SPM03D,SRM06,SMX03,,SMX03,QC BULK,,,,,SAP01,60,1,1.5,2.5,,2,0.5,,,,,18,0.5,2,10,2,1,1,1,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1,1.75,2.75,,,,18.2541666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/50,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-LB-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Light Beige Bulk,SECONDARY_LINE,1,50,10,9.5,4320,4380,,,,4,SWE01,SPM03D,SRM06,SMX03,,SMX03,QC BULK,,,,,SAP01,60,1,1.5,2.5,,2,0.5,,,,,18,0.5,2,10,2,1,1,1,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1,1.75,2.75,,,,18.2541666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/50,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-B-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Beige Bulk,SECONDARY_LINE,2,50,10,9.5,4320,4380,,,,4,SWE01,SPM03D,SRM06,SMX03,,SMX03,QC BULK,,,,,SAP01,60,1,1.5,2.5,,2,0.5,,,,,18,0.5,2,10,2,1,1,1,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1,1.75,2.75,,,,18.2541666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/50,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-HM-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Hijau Muda Bulk,SECONDARY_LINE,4,50,10,9.5,4320,4380,,,,4,SWE01,SPM03D,SRM06,SMX03,,SMX03,QC BULK,,,,,SAP01,60,1,1.5,2.5,,2,0.5,,,,,18,0.5,2,10,2,1,1,1,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1,1.75,2.75,,,,18.2541666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/5,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-B-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Beige Bulk,NOMINAL_LINE,2,5,1,0.75,312,327,,,,4,SWE01,SMU01,SRMLAB,SMX04,,SMX04,QC BULK,,,,,SAP01,45,0.5,0.75,2.25,,2,0.5,,,,,1.3,0.5,2,10,2,1,1,,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,0.5,1,2.5,,,,1.55416666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/5,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-C-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Coklat Bulk,NOMINAL_LINE,5,5,1,0.75,312,327,,,,4,SWE01,SMU01,SRMLAB,SMX04,,SMX04,QC BULK,,,,,SAP01,45,0.5,0.75,2.25,,2,0.5,,,,,1.3,0.5,2,10,2,1,1,,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,0.5,1,2.5,,,,1.55416666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/5,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-UM-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Ungu Muda Bulk,NOMINAL_LINE,3,5,1,0.75,312,327,,,,4,SWE01,SMU01,SRMLAB,SMX04,,SMX04,QC BULK,,,,,SAP01,45,0.5,0.75,2.25,,2,0.5,,,,,1.3,0.5,2,10,2,1,1,,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,0.5,1,2.5,,,,1.55416666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/5,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-LB-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Light Beige Bulk,NOMINAL_LINE,1,5,1,0.75,312,327,,,,4,SWE01,SMU01,SRMLAB,SMX04,,SMX04,QC BULK,,,,,SAP01,45,0.5,0.75,2.25,,2,0.5,,,,,1.3,0.5,2,10,2,1,1,,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,0.5,1,2.5,,,,1.55416666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,CON-C-MO11ML/5,MULTIPLEBULK,SR09,CON-C-MO11ML,,CON-C-HM-BULK,MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s)),,Make Over Camouflage Cream Hijau Muda Bulk,NOMINAL_LINE,4,5,1,0.75,312,327,,,,4,SWE01,SMU01,SRMLAB,SMX04,,SMX04,QC BULK,,,,,SAP01,45,0.5,0.75,2.25,,2,0.5,,,,,1.3,0.5,2,10,2,1,1,,,1,,,,,7,-,0,0,0,0.25,0,0.25,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,0.5,1,2.5,,,,1.55416666666667,No,2022-08-25 14:20,Widara Novianti,
JTK04,"F-W3ELCECSP-W8,5G/15",STD,SR09,"F-W3ELCECSP-W8,5G",,F-W0CLUSP-BULK,"Wardah Evd Lum Creamy Foundation Extra Cover 01 Sheer Pink 8,5 g (Pc(s))",,Wardah Everyday Luminous Creamy Foundation Extra Cover 01 Sheer Pink Bulk (Kg),NOMINAL_LINE,1,15,15,14,1392,1461,,,,20,SWE01,SPM03D,SRM06,SMX03,,SMX03,QC BULK,,,,,FOP03,60,1,1.5,3.5,,1,0.5,,,,,1.16,0.5,2,4,2,1,1,1,,1,,,,,8,-,0,0,0,0.25,0,0,,,0,0,5,10,0,0,0,0.25,0,-,1,0.254166666666667,0.254166666666667,1,1.75,3.5,,,,1.41416666666667,No,2022-08-31 10:17,Widara Novianti,
JTK02,M-CSAHG-W/200,STD,LR02,M-CSAHG-W,,M-CSAHG-BULK,Wardah Crystallure Supreme Advanced Hydra Gel 50 g,,Moisturizer-pelembab Crystallure Supreme Advanced Bulk (Kg),NOMINAL_LINE,1,200,200,200,3414,3712,,,12,5,LWE02,,,LVL07,,LVL07,QC BULK,,,,EMP03B,OSP01,90,,,7.5,,0,1,,,,4.74166666666667,11.38,0.3,2,5,,,,,,1,,,,8,5,-,,,,,0,1.5,,,15,0,0,10,0,0,0,40,0,terang,0,1.08333333333333,1.08333333333333,,,9,,,5.825,12.4633333333333,No,2022-08-03 07:06,Administrator,
JTK02,M-CSAHG-W/150,STD,LR02,M-CSAHG-W,,M-CSAHG-BULK,Wardah Crystallure Supreme Advanced Hydra Gel 50 g,,Moisturizer-pelembab Crystallure Supreme Advanced Bulk (Kg),SECONDARY_LINE,1,150,150,135,2556,2684,,,12,5,LWE02,,,LVL12,,LVL12,QC BULK,,,,EMP03B,OSP01,90,,,7.5,,0,1,,,,3.55,8.52,0.3,2,5,,,,0,,1,,,,8,5,-,,,,,0,1.5,,,15,0,0,10,0,0,0,40,0,terang,0,1.08333333333333,1.08333333333333,,,9,,,4.63333333333333,9.60333333333333,No,2022-08-03 07:06,Administrator,
JTK06,L-TPPP-W10GR/0,STD,RR01,L-TPPP-W10GR,,,Wardah Tester Pinky Peach Lip Palette 10 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK02,FM-CTCMP-EM/50,STD,LR15,FM-CTCMP-EM,,FM-CTCMP-BULK,Emina Capsule Treat Clay Mask Pomegranate 10 ml,,Emina Capsule Treat Clay Mask Pomegranate Bulk,NOMINAL_LINE,1,50,50,47,2912,3012,,,,14,LWE02,,,LVL05,,LVL05,QC BULK,,,,,EMP03,60,,,5,,0,1,,,,,3.46666666666667,0.3,2,5,,,,,,1,,,,,8,-,,,,,0,2,,,30,0,0,10,0,0,0,40,0,terang,0,1.33333333333333,1.33333333333333,,,7,,,,4.8,No,2022-03-22 16:14,OdooBot,
JTK06,MY-TFDF-W4.5G/0,STD,RR01,MY-TFDF-W4.5G,,,"Malaysia Wardah Tester Double Function Kit 4,5 gr",,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK04,MY-RAPBB-W/200,STD,SR11,MY-RAPBB-W,,A-BPCB-BULK,Malaysia Wardah Acnederm Pore Blackhead Balm 20 g,,Wardah Acnederm Pore Blackhead Balm,NOMINAL_LINE,1,200,200,197,9840,9840,,,,15,SWE01,,,SVB05,,SVB05,QC BULK,,,,,JRP02,90,,,3,,0,0.5,,,,,10.9333333333333,2,14,5,2,,,1,,1,,,,,7,-,,,,,0,3.5,,,0,0,5,10,0,0,0,0.25,0,-,6,0.254166666666667,0.254166666666667,,,6.5,,,,11.1875,No,2022-08-12 06:41,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK04,MY-RAPBB-W/160,STD,SR11,MY-RAPBB-W,,A-BPCB-BULK,Malaysia Wardah Acnederm Pore Blackhead Balm 20 g,,Wardah Acnederm Pore Blackhead Balm,NOMINAL_LINE,1,160,160,148,7728,7728,,,,15,SWE01,,,SVB05,,SVB05,QC BULK,,,,,JRP02,60,,,3,,0,0.5,,,,,8.58666666666667,2,14,5,2,,,1,,1,,,,,7,-,,,,,0,3.5,,,0,0,5,10,0,0,0,0.25,0,-,1,0.254166666666667,0.254166666666667,,,6.5,,,,8.84083333333333,No,2022-08-12 06:41,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK04,MY-RAPBB-W/120,STD,SR11,MY-RAPBB-W,,A-BPCB-BULK,Malaysia Wardah Acnederm Pore Blackhead Balm 20 g,,Wardah Acnederm Pore Blackhead Balm,NOMINAL_LINE,1,120,120,118,5760,5932,,,,15,SWE01,,,SVB05,,SVB05,QC BULK,,,,,JRP02,60,,,3,,0,0.5,,,,,6.4,2,14,5,2,,,1,,1,,,,,7,-,,,,,0,3.5,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,,,6.5,,,,6.65416666666667,No,2022-08-12 06:41,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK04,MY-RAPBB-W/40,STD,SR11,MY-RAPBB-W,,A-BPCB-BULK,Malaysia Wardah Acnederm Pore Blackhead Balm 20 g,,Wardah Acnederm Pore Blackhead Balm,NOMINAL_LINE,1,40,40,39,624,624,,,,15,SWE01,,,SDM07,,SDM07,QC BULK,,,,,JRP02,45,,,2,,0,0.5,,,,,0.693333333333333,2,14,5,2,,,1,,1,,,,,7,-,,,,,0,1,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,,,3,,,,0.9475,No,2022-08-12 06:41,OdooBot,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK02,MY-MRRYDCN2-W/600,STD,LR15,MY-MRRYDCN2-W,,M-RRYDC-BULK,Malaysia Wardah Renew You Day Cream 30 g (Pc(s)),,Wardah Renew You Day Cream,NOMINAL_LINE,1,600,600,570,18120,19026,,,,12,LWE01,,,LVB01,,LVB01,QC BULK,,,,,JAP03,60,,,5,,0,1,,,,,25.1666666666667,0.3,2,3,,,,,,1,,,,,8,-,,,,,0,2,,,30,30,0,40,0,30,0,30,0,terang,1,2.66666666666667,2.66666666666667,,,7,,,,27.8333333333333,No,2022-06-30 06:40,Maryam Hadi,
