"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-SAMDMFTR1-EPET","2303747","3","2"
"STIC-SAMDLMUR1-EPET","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-EDTHF2-K","2200055","2","2"
"STIC-EDTHF2R1-K","2200055","2","2"
"STIC-EDTIW2-K","2200055","2","2"
"STIC-EDTIW2R1-K","2200055","2","2"
"STIC-EDTRO2-K","2200055","2","2"
"STIC-EDTRO2R1-K","2200055","2","2"
"STIC-EDTTB2-K","2200055","2","2"
"STIC-EDTTB2R1-K","2200055","2","2"
"STIC-SAVHS100-E","2200066","3","2"
"STIC-SAMGDTC250-IXPE","","",""
"STIC-SLFM60R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-SLFM60R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-SLMOIWR1-W100","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-SLMOIWR0-W100","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-SLMOW50R0-W50","","",""
"STIC-SMPASFT100-E","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-SMPASFT100R1-E","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-SMPASFT50-E","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-SAMMIABR1-EPEW","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-SMPASET100-E","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-MPASFTR0-EVG","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-NBO5-K","2200066","3","2"
"STIC-SNDAHHW4L-W","2200055","2","2"
"STIC-SNPTE100R0-E","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"STIC-SPBTUMWR1-W","2306552","3","2"
"","2306552","3","2"
"","2306552","3","2"
"STIC-SAMPCCC250-IX","2303747","3","2"
"","2303747","3","2"
"STIC-SAMPCCC500-IX","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-SAMPPCC250-IX","2303747","3","2"
"","2303747","3","2"
"STIC-SAMPPCC500-IX","2303747","3","2"
"","2303747","3","2"
"STIC-SAMPSPC250-IX","2303747","3","2"
"","2303747","3","2"
"STIC-SAMPSPC500-IX","2303747","3","2"
"","2303747","3","2"
"STIC-SAMPVAC250-IX","2303747","3","2"
"","2303747","3","2"
"STIC-SAMPVAC500-IX","2303747","3","2"
"","2303747","3","2"
"STIC-SPHASFTR0-EVG","","",""
"STIC-SPLDC30A-W","","",""
"STIC-SPLNC30A-W","","",""
"STIC-SPLGMR0-MOMD","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-PBPOMW200R0-MO","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-PCO190R0-MO","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-SPWCMR1-MOMD","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-SPRTMR0-MOMDO","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-SAMSETC500-IXPE","","",""
"STIC-SAMSSN500-IX","","",""
"STIC-SAMSSSN500-IX","","",""
"STIC-SAMSSSR500-IX","","",""
"STIC-SAMSSSS500-IX","","",""
"STIC-SSBFT100-E","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-SSBFT50-E","2200015","1","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-SBGS240R1-PVG","2303751","3","2"
"","2200044","3","2"
"STIC-SAMBSFTR2-EPET","2303747","3","2"
"STIC-SAMWPFTR1-EPET","2303747","3","2"
"STIC-SBIOR0-BD","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-SBSCR0-ENF","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-SCTHER-WVT","","",""
"STIC-SCPGCR0-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-SDMCR0-E","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-SDGTO1C100-T","2200055","3","2"
"STIC-SEFCCR1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-SEFCCR0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-SHLGCR0-MO","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-SEMLMR0-W","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"","2200015","3","2"
"STIC-KITR0-K","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-SEALR0-L","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-SMWR0-MO","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-SNFSBR0-TV","","",""
"STIC-SEPR0-WM","2200055","2","2"
"","2200055","2","2"
"STIC-SEPJGR0-L","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-SEPJGR1-L","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-SEPOR0-X","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-SSACR0-IP","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-SEKITR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-SEKITR1-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-SDR0-E","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-SBUR1-MSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-SGESPALMO-PPT2W","2303751","3","2"
"STIC-SEC240IX-PE39G","","",""
"STIC-SEC750IX-PE31G","","",""
"STIC-SES240IX-PE39G","","",""
"STIC-SES750IX-PE31G","","",""
"STIC-SGSPSM-1WNF","2200055","2","2"
"STIC-SCNL100-IXPSB","","",""
"STIC-SCPN100-IXPSB","","",""
"STIC-SCPR100-IXPSB","","",""
"STIC-SCPS100-IXPSB","","",""
"STIC-TESTER-WPSM","2200055","2","2"
"STIC-TRYMER1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-TUBNFPM-MO","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-WPTCMR0-MO","2200066","3","2"
"STIC-TBGS100R1-C4054","","",""
"STIC-TCSL100R1-PC405","","",""
"STIC-THMS100R1-PC405","","",""
"STIC-TNCLB10R1-PC405","","",""
"STIC-TNCA100R1-PC405","","",""
"STIC-TNCC100R1-PC405","","",""
"STIC-TNCG100R1-PC405","","",""
"STIC-TNCK100R1-PC405","","",""
"STIC-TRS100R1-PC4054","","",""
"STIC-TSIT40PV-40336V","","",""
"STIC-TSSPAE40PV-4033","","",""
"STIC-TCVSR1-IXCOC","2200015","3","2"
"STIC-BTOR3-MO","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-FTOR3-MO","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-TWCPALMO-PPT2W1","2303751","3","2"
"STIC-UCLMF01R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF02R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF03R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF04R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF05R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF06R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF07R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF08R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-UCLMF09R1-MOMSF","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-VBPCCPGR0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPCCPLR0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPCCPPR0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPCCPYR0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBCPTCLC01-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBCPTCLC02-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBCPTCLC03-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB01R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB02R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB03R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB04R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB05R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB06R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB07R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB08R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB09R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB10R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB11R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VBPTMLCB12R0-MO","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"","2200066","3","2"
"STIC-VCVMLM1R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM1R2-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVMLM1R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-VCVMLM2R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM2R2-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVMWD02R0-W","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"STIC-VCVMLM2R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-VCVMLM3R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM3R2-W","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMWD03R0-W","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"STIC-VCVMLM4R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM4R2-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVMWD04R0-W","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"STIC-VCVMLM5R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM5R2-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVMLM6R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM6R2-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVMWD06R0-W","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"STIC-VCVMLM6R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-VCVMLM7R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM7R2-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVMWD07R0-W","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"","2303747","2","2"
"STIC-VCVMLM8R1-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM8R2-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVMWD08R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-VCVMLM9R1-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVML9R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-VCVMLM10R1-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVML10R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM11R1-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVML11R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCVMLM12R1-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVML12R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-VCVMLM13R1-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVML13R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"STIC-VCVMLM14R1-W","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-VCVML14R0-W","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"","2303747","4","2"
"STIC-VCMP22NR1-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCMP22NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCMP23WR1-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCMP23WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCMP32NR1-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCMP32NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCMP43WR1-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCMP43WR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPGC11CR0-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCPGC22NR0-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCPGC23WR0-W","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"","2200055","3","2"
"STIC-VCPGC32NR0-W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-VCPGC33WR0-W","2200055","3","2"
