"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days"
"BOTO-GMUSQB20R0-B","2308295","10","2"
"BOTO-GNBHOR0-K","2200025","15","2"
"BOTO-GNBOR0-K","2200113","15","2"
"","2200025","15","2"
"BOTO-GPCS20R0-BL","2308295","12","2"
"BOTO-GPLMR0-MO","2200025","15","2"
"","2200025","15","2"
"","2200025","15","2"
"","2200113","15","2"
"","2200113","15","2"
"","2200113","15","2"
"BOTO-GPRTMR0-MO","2200113","15","2"
"BOTO-GPWCMR0-MO","","",""
"BOTO-GROEDP100R0-K","2306553","10","2"
"BOTO-GSOEDP100R0-K","2306553","10","2"
"BOTO-GSCSFR0-W","2308295","14","2"
"BOTO-GYPCS20R0-BL","2308295","12","2"
"BOTO-GS01ABR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS01ABR1-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS02ASR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS02ASR1-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS03CRR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS03CRR1-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS04PSR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS04PSR1-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS05SDR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-GS05SDR1-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"BOTO-AHRMS30R0-W","2200120","14","2"
"","2200120","14","2"
"","2200120","14","2"
"","2200120","14","2"
"","2200120","14","2"
"","2200120","14","2"
"BOTO-HRIT100R0-W","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"BOTO-HRIT100R1-WKIM","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"","2200042","8","2"
"BOTO-HFTS170-WHDPE","2200019","8","2"
"BOTO-HFTS1702R3-W","2200028","4","2"
"","2200028","4","2"
"","2200028","4","2"
"BOTO-HFTS1702RX-W","2200028","4","2"
"BOTO-HFTS1702R0-W","2200028","4","2"
"","2200028","4","2"
"BOTO-HFTS170IIR0-WHDP","","",""
"BOTO-HFTS170R1-WHDPE","2200019","8","2"
"BOTO-HFTS170R2-WHDPE","","",""
"BOTO-HFTS170R3-W","2200028","4","2"
"BOTO-HFTS170R4-W","2200019","4","2"
"BOTO-ICABER0-W","2200060","9","2"
"","2200060","9","2"
"","2200060","9","2"
"BOTO-IBBM1R0-WPETG","2200032","17","2"
"","2200032","16","2"
"BOTO-IBBM2R0-WPETG","2200032","16","2"
"","2200032","17","2"
"","2200032","16","2"
"BOTO-IEIMLR0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"BOTO-IMLMPR0-W","2200120","14","2"
"","2200120","14","2"
"BOTO-IMLCR0-MO","2200120","14","2"
"BOTO-JKLTS05R0-OMG","","",""
"BOTO-JKLTSR0-OMG","2300367","12","2"
"","2300367","12","2"
"","2300367","12","2"
"","2300367","12","2"
"BOTO-LIWMR0-MO","2200034","14","2"
"","2307799","8","2"
"","2200034","14","2"
"","2307799","8","2"
"BOTO-LWMR0-OMG","","",""
"BOTO-LFT125R1-W","2305884","4","2"
"","2305884","4","2"
"BOTO-LFT125R2-W","2305884","4","2"
"","2305884","4","2"
"","2305884","4","2"
"","2305884","4","2"
"","2305884","4","2"
"BOTO-LFT125R0-W","2305884","4","2"
"","2305884","4","2"
"BOTO-LLC01LR0-W","2200120","1","2"
"","2200120","14","2"
"","2200120","14","2"
"BOTO-LLC02BR0-W","2200120","8","2"
"","2200120","14","2"
"","2200120","14","2"
"BOTO-MPR0-EM","","",""
"BOTO-MMSR1-ELM","2200108","11","2"
"BOTO-MPR1-EM","2200120","14","2"
"","2200120","14","2"
"BOTO-MKLCCEKIMR0-OMG","2200044","4","2"
"BOTO-MKLCKIMR0-OMG","2200044","6","2"
"BOTO-MKLCR0-OMG","2200089","6","2"
"","2200089","6","2"
"","2200089","6","2"
"","2200089","6","2"
"","2200089","6","2"
"","2304377","1","2"
"BOTO-MUACNS-W","","",""
"BOTO-MUAS-X","","",""
"BOTO-MUCHS1-T","","",""
"BOTO-MUCHS2-T","2200025","4","2"
"BOTO-MUD3S-X","2302356","5","2"
"BOTO-MUE340-W","","",""
"BOTO-MUFMOR0-WPET","2200103","4","2"
"BOTO-MURYUMS30-W","2200025","4","2"
"","2200025","4","2"
"BOTO-MU2RYUMS30-W","2200025","4","2"
"BOTO-MUV100-X","","",""
"BOTO-NPM01R0-E","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"BOTO-NPM02R0-E","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"BOTO-NSS170-WHDPE","2200019","8","2"
"","2200019","8","2"
"","2200019","8","2"
"","2200019","8","2"
"BOTO-NSS1702R1-W","2200028","4","2"
"","2200028","4","2"
"","2200028","4","2"
"BOTO-NSS1702R2-W","2200028","4","2"
"","2200028","4","2"
"BOTO-NSS1702R0-W","2200028","4","2"
"BOTO-NSS170IIR0-WHDP","","",""
"BOTO-NSS170R2-WHDPE","2200019","4","2"
"BOTO-OCABER0-W","2200060","9","2"
"","2200060","9","2"
"","2200060","9","2"
"","2200060","9","2"
"BOTO-PET5024-W","2200042","4","2"
"","2200042","4","2"
"BOTO-PETBMR0-EPET","2200103","12","2"
"BOTO-PETBR200NR-WPET","2200085","5","2"
"BOTO-PPBM10R0-E","2302356","11","2"
"","2302356","11","2"
"","2302356","11","2"
"","2302356","11","2"
"BOTO-PSLTR0-MO","2306377","11","2"
"","2306377","11","2"
"BOTO-PLTCR0-MO","2306377","11","2"
"BOTO-PLPRR0-MO","2306377","11","2"
"BOTO-PEPR0-MO","2200108","11","2"
"","2200108","11","2"
"BOTO-PFMMSP-MOPET","2200001","14","2"
"","2200001","14","2"
"","2200001","14","2"
"","2200001","14","2"
"BOTO-PPLLCBR0-MO","2200032","15","2"
"","2200032","17","2"
"BOTO-PPLLR0-MO","2200032","15","2"
"","2200032","15","2"
"","2200032","17","2"
"","2200032","15","2"
"BOTO-PTMLCR0-MO","2306377","11","2"
"BOTO-PTMLCR1-MO","2306377","11","2"
"","2306377","11","2"
"BOTO-PTMLCR2-MO","","",""
"BOTO-PVLSR0-MO","2306377","11","2"
"","2306377","11","2"
"BOTO-PWLF24H-MO","2200025","16","2"
"BOTO-PWLFR-MO","2200025","11","2"
"BOTO-RYTERV100-W","2200042","4","2"
"","2200042","4","2"
"","2200042","4","2"
"","2200042","4","2"
"BOTO-RYTE50R0-W","2200001","14","2"
"","2200001","14","2"
"","2200001","14","2"
"BOTO-RHBW-K","2200036","4","2"
"","2200036","4","2"
"","2200036","4","2"
"BOTO-RYTER1-WPET","","",""
"BOTO-RYTE50R0-WPET","2200001","14","2"
"","2200001","14","2"
"BOTO-RYTER0-WPET","2200001","14","2"
"","2200001","14","2"
"","2200001","14","2"
"","2200001","14","2"
"BOTO-RCABER0-W","2200060","9","2"
"","2200060","9","2"
"","2200060","9","2"
"","2200060","9","2"
"BOTO-ADS170LF-WHDPE","","",""
"BOTO-ADS170-WHDPE","2200019","4","2"
"","2200019","4","2"
"","2200019","4","2"
"BOTO-ADS170IIR0-WHDP","","",""
"BOTO-ADS170R2-WHDPE","2200019","4","2"
"","2200019","4","2"
"BOTO-ADS170R3-WHDPE","","",""
"BOTO-SO10R0-B","2308295","10","2"
"BOTO-TIMLCFPR0-MO","2200120","14","2"
"BOTO-TIMLCMVR0-MO","2200120","14","2"
"BOTO-TVEMR1-WAL","2200032","19","2"
"","2200032","16","2"
"BOTO-TVEMR2-WAL","2200032","16","2"
"","2200032","16","2"
"","2200032","19","2"
"","2200032","16","2"
"BOTO-WLSR0-E","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"BOTO-WSPTE50R0-WPET","2200001","14","2"
"","2200001","14","2"
"BOTO-WSPTER0-WPET","2200001","14","2"
"","2200001","14","2"
"","2200001","14","2"
"","2200001","14","2"
"BOTO-PCMR1-E","2200120","14","2"
"","2200120","14","2"
"BOTO-PIMLMPR0-W","2200120","14","2"
"BOTO-PIMLCR1-MO","2200120","14","2"
"","2200120","14","2"
"BOTO-PTCLCR0-MO","2200120","14","2"
"","2200120","14","2"
"BOTO-PSHSLWR0-MO","","",""
"BOTO-HSLWR0-MO","2200120","14","2"
"BOTO-HSLWR1-MO","2200120","14","2"
"BOTO-WCMSR0-ELM","2200032","17","2"
"","2200032","16","2"
"BOTO-WEIMLR0-IP","2200089","4","2"
"BOTO-WGLHTR0-MO","2309284","11","2"
"","2309284","11","2"
"BOTO-WGSRV01R0-E","","",""
"BOTO-WGSRV02R0-E","","",""
"BOTO-WGSRV03R0-E","","",""
"BOTO-WGSRV04R0-E","","",""
"BOTO-WGSRV05R0-E","","",""
"BOTO-WGSRV06R0-E","","",""
"BOTO-WGSRV07R0-E","","",""
"BOTO-WGSRV08R0-E","","",""
"BOTO-WGSRV09R0-E","","",""
"BOTO-WGSRV10R0-E","","",""
"BOTO-WHGFHLR0-IP","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTO-WILSLSR0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"BOTO-WJKLTSR1-OMG","2300367","12","2"
"","2300367","12","2"
"","2300367","12","2"
"BOTO-WMMSR0-ELM","2200032","16","2"
"BOTO-WPM01R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"BOTO-WPM02R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"BOTO-WPM03R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"BOTO-WPM04R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"BOTO-WPM05R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"BOTO-WPM06R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTO-WPM07R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","112","2"
"BOTO-WPM08R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTO-WPM09R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTO-WPM10R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTO-WPM11R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTO-WPM12R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTO-WPM13R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"BOTT-CAFPR1-WPS","2200004","4","2"
"BOTT-CLUMFPR1-WPS","2200004","4","2"
"BOX-CPMM-E","","",""
"BOX-CPRT-E","","",""
"BOX-CPSS-E","","",""
"BOX-CDPR22-W","2306986","4","2"
"BOX-EPR22-E","2309105","4","2"
"BOX-EMLCPR0-WAC","","",""
"BOX-HSB22-L","2306986","4","2"
"BOX-INSTAR-W","","",""
"BOX-ISUE-IP","2306986","4","2"
"BOX-ISULL-IP","2306986","4","2"
"BOX-MORBS22-MO","2306986","4","2"
"BOX-MORSS22-MO","2306986","4","2"
"BOX-PQBK-EILD","","",""
"BOX-RBIGSA-W","","",""
"BOX-RBIGSB-W","","",""
"BOX-RSMALLSA-W","","",""
"BOX-RSMALLSB-W","","",""
"BOX-RDLFBPMO-GB4LD","","",""
"BOX-SBASBB-MO","","",""
"BOX-SFSSB-MO","","",""
"BOX-SGSSB-MO","","",""
"BOX-SIGSBB-MO","","",""
"BOX-SPHBG-MOFD","2200097","4","2"
"BOX-SPPRO-MOFD","2200097","4","2"
"BOX-WDR22-W","2309105","4","2"
"BOX-WSR22-W","2309105","4","2"
"BOX-BWSBP-WLD","2200097","4","2"
"BOX-SWSBP-WLD","2200097","4","2"
"LEAF-WSBP-WLD","2303752","4","2"
"BOX-TBBP-MOWP","2200097","4","2"
"BOX-TITGP-MOWP","2200097","4","2"
"SMAS-BSESMR0-E","2300964","12","2"
"M-BSCE20-X","","",""
"FW-BSAPE50-X","","",""
"BRO-PHW2013-A1910","2200097","4","2"
"EBM-BSEDAMO-X","2304792","20","2"
"EBM-BSEDAR1-MO","2304792","20","2"
"EBM-BSEDAR2-MO","","",""
"EBM-BSEDCLR1-MO","2304792","20","2"
"EBM-BSEDCLR2-MO","","",""
"EBM-BSEDMR1-MO","2304792","20","2"
"EBM-BSEDMR2-MO","","",""
"BRUS-AEXEBK-WMSF","2305717","14","2"
"BRUS-CQEPR0-W","2308855","12","2"
"BRUS-CPCCC01R0-W","2200120","14","2"
"","2200120","14","2"
"BRUS-CPCCC02R0-W","2200120","14","2"
"","2200120","14","2"
"BRUS-DEESR0-MOSH","2309571","15","2"
"","2309571","15","2"
"","2304171","15","2"
"BRUS-DESAEXEBKR1-W","2308855","13","2"
"","2308855","13","2"
"BRUS-DESAEXEBK-WMSF","2305717","14","2"
"","2305717","14","2"
"","2305717","14","2"
"BRUS-EBOR0-WRL","2309571","15","2"
"","2304171","15","2"
"","2309571","15","2"
"","2309571","15","2"
"BRUS-EEPR0-WRL","2309571","15","2"
"","2309571","15","2"
"","2309571","15","2"
"","2304171","15","2"
"BRUS-ISCEPR0-WRGF","2309571","15","2"
"","2304171","15","2"
"","2309571","15","2"
"","2309571","15","2"
"BRUS-MAR0-MO","2305717","14","2"
"","2305717","14","2"
"","2309571","14","2"
"","2309571","8","2"
"","2309571","14","2"
"","2309571","8","2"
"","2309571","14","2"
"","2309571","8","2"
"BRUS-MMR0-MO","2305717","14","2"
"","2305717","14","2"
"","2309571","14","2"
"","2309571","8","2"
"","2309571","14","2"
"","2309571","14","2"
"","2309571","8","2"
"","2309571","8","2"
"BRUS-P5R0-MO","2302221","14","6"
"BRUS-SR0-E","2302221","14","6"
"BRUS-TSESR0-MO","2309571","15","2"
"","2304171","15","2"
"","2309571","15","2"
"","2309571","15","2"
"BW-P1R0-X","2303309","4","2"
"","2303309","4","2"
"NFSB-PBCFHFS-W","2200105","4","2"
"BUSA-CMMOD59T9-H","2200054","5","2"
"","2200054","5","2"
"CAP-CIPLP-W","2200123","3","2"
"CAPA-EMLSR0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WLSR0-E","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-CWPEPR0-MO","2200108","11","2"
"CAPA-WLWMR0-OMG","","",""
"CAPA-ALMR1-WABS","2200032","16","2"
"","2200032","16","2"
"","2200032","16","2"
"","2200032","17","2"
"CAPA-CMLCR0-W","2200089","4","2"
"CAPA-CLVMR0-E","2200120","15","2"
"","2200120","14","2"
"","2200120","14","2"
"","2200120","15","2"
"","2200120","14","2"
"","2200120","14","2"
"","2200120","15","2"
"","2200120","14","2"
"CAPA-CMR0-EM","2200120","14","2"
"","2200120","14","2"
"CAPA-CMSR0-ELM","2200032","16","2"
"","2200032","17","2"
"CAPA-EMLCAC-W","2200044","6","2"
"CAPA-ECLTR0-WASABS","2200120","14","2"
"","2200120","14","2"
"CAPA-EMLCR2-W","2200044","6","2"
"","2200044","6","2"
"CAPA-EMLCR0-W","2200044","6","2"
"CAPA-EDGLR0-EAABS","","",""
"CAPA-EXBLSR0-W","2200163","10","2"
"","2200163","10","2"
"","2200163","10","2"
"","2200163","10","2"
"CAPA-EXLWMR0-W","2200120","11","2"
"","2200120","11","2"
"","2200120","11","2"
"CAPA-GS01ABR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"CAPA-GS02ASR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"CAPA-GS03CRR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"CAPA-GS04PSR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"CAPA-GS05SDR0-E","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"","2200131","10","2"
"CAPA-GSRV01R0-E","","",""
"CAPA-GSRV02R0-E","","",""
"CAPA-GSRV03R0-E","","",""
"CAPA-GSRV04R0-E","","",""
"CAPA-GSRV05R0-E","","",""
"CAPA-GSRV06R0-E","","",""
"CAPA-GSRV07R0-E","","",""
"CAPA-GSRV08R0-E","","",""
"CAPA-GSRV09R0-E","","",""
"CAPA-GSRV10R0-E","","",""
"CAPA-IBBM1R0-WABSM","2200032","17","2"
"","2200032","16","2"
"CAPA-IBBM2R0-WABSM","2200032","16","2"
"","2200032","17","2"
"CAPA-IMLMPR0-W","2200120","14","2"
"CAPA-IMLCR0-MO","2200120","14","2"
"","2200120","14","2"
"CAPA-LIWMR0-MO","2200034","14","2"
"","2307799","14","2"
"","2307799","14","2"
"","2200034","14","2"
"","2307799","14","2"
"","2307799","14","2"
"CAPA-LLC01LR0-W","2200120","8","2"
"","2200120","14","2"
"","2200120","14","2"
"CAPA-LLC02BR0-W","2200120","8","2"
"","2200120","14","2"
"","2200120","14","2"
"CAPA-LLS-EAH","2200006","16","2"
"","2200006","16","2"
"CAPA-MIMLCR0-TV","","",""
"CAPA-MPR0-EM","2200120","14","2"
"","2200120","14","2"
"","2200120","14","2"
"CAPA-MMSR0-ELM","2200032","16","2"
"","2200032","17","2"
"CAPA-NPM01R0-E","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"CAPA-NPM02R0-E","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"","2309980","10","2"
"CAPA-PCM7R0-W","2200032","16","2"
"","2200032","17","2"
"CAPA-PM01R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"CAPA-PM02R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"CAPA-PM03R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"CAPA-PM04R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"CAPA-PM05R0-E","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"","2309284","14","2"
"CAPA-PM06R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PM07R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PM08R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PM09R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PM010R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PM11R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PM12R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PM13R0-E","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"","2309284","12","2"
"CAPA-PPLLCBR0-MO","2200032","17","2"
"","2200032","15","2"
"CAPA-PPLLR0-MO","2200032","15","2"
"","2200032","15","2"
"","2200032","17","2"
"","2200032","15","2"
"CAPA-PTCLCR0-MO","2200120","14","2"
"","2200120","14","2"
"CAPA-SMUBCCR0-E","2200006","13","2"
"","2200006","13","2"
"","2200006","13","2"
"CAPA-SMUBCR0-E","2200006","16","2"
"","2200006","16","2"
"","2200006","16","2"
"CAPA-SMULGR0-E","2200006","16","2"
"","2200006","16","2"
"","2200006","16","2"
"CAPA-SMULMR0-E","2200006","16","2"
"","2200006","16","2"
"","2200006","16","2"
"CAPA-SMULCR0-E","2200006","16","2"
"","2200006","16","2"
"","2200006","16","2"
"CAPA-SMUMR0-E","2200006","16","2"
"","2200006","16","2"
"","2200006","16","2"
"CAPA-SLAMR0-E","2200032","15","2"
"","2200032","15","2"
"","2200032","17","2"
"CAPA-SGEL-WAABS","2200101","16","2"
"CAPA-SLEL-WABS","2200032","15","2"
"","2200032","15","2"
"","2200032","17","2"
"","2200032","15","2"
"CAPA-TVEMR2-WAL","2200032","16","2"
"","2200032","16","2"
"","2200032","16","2"
"","2200032","19","2"
"CAPA-TVEM-WAL","","",""
"CAPA-TMUBCBMC-X","2200006","4","2"
"CAPA-TMUMMC-X","2200006","4","2"
"CAPA-WCADLPR0-W","2200089","4","2"
"CAPA-WCVMLM1R1-W","2200044","6","2"
"CAPA-WCVMLM1R2-W","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM1R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM2R1-W","","",""
"CAPA-WCVMLM2R2-W","2200089","4","2"
"CAPA-WCVMLM2R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM3R1-W","2200044","6","2"
"CAPA-WCVMLM3R2-W","2200089","4","2"
"CAPA-WCVMLM3R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM4R1-W","2200044","6","2"
"CAPA-WCVMLM4R2-W","2200089","1","2"
"CAPA-WCVMLM4R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM5R1-W","2200044","6","2"
"CAPA-WCVMLM5R2-W","2200089","4","2"
"CAPA-WCVMLM5R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM6R1-W","","",""
"CAPA-WCVMLM6R2-W","2200089","4","2"
"CAPA-WCVMLM6R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM7R1-W","2200044","6","2"
"CAPA-WCVMLM7R2-W","2200089","4","2"
"CAPA-WCVMLM7R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVMLM8R1-W","2200044","6","2"
"CAPA-WCVMLM8R2-W","2200089","1","2"
"CAPA-WCVMLM8R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML9R1-W","2200089","4","2"
"CAPA-WCVML9R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML10R1-W","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML10R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML11R1-W","2200089","4","2"
"CAPA-WCVML11R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML12R1-W","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML12R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML13R1-W","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML13R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCVML14R1-W","2200089","4","2"
"CAPA-WCVML14R0-W","2200089","4","2"
"","2200089","4","2"
"","2200089","4","2"
"CAPA-WCMSR1-ELM","2200108","11","2"
"CAPA-WCTR0-E","2306377","11","2"
"CAPA-WCPRLR0-W","2200120","14","2"
"","2200120","14","2"
"","2200120","14","2"
"","2200120","14","2"
"CAPA-WEMLNSR0-W","2200089","4","2"
