SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
STIC-PPCSLLHGP-88SV;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6672;202104;
STIC-PPCWSLR1HG-18SV;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6673;202104;
STIC-PPHM24R2HG-3152;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6674;202104;
STIC-PPHM72R1HG-1158;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6675;202104;
STIC-PPNCCN240-PPVG;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;6676;202104;
STIC-PPNS224R2H-3152;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6677;202104;
STIC-PPNS272R1H-1158;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6678;202104;
STIC-PPPS172R1H-1158;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6679;202104;
STIC-PPRUVSAP-WM;2200066;1;3;2;50000;100;PELITA ABADI JAYA, CV;6680;202221;
STIC-PQLMP1R0-W;2200055;1;2;2;40000;100;MITRA ABADI PRINTING;6681;202219;
STIC-PQLMP2R0-W;2200055;1;2;2;40000;100;MITRA ABADI PRINTING;6682;202219;
STIC-PQLMP3R0-W;2200055;1;2;2;40000;100;MITRA ABADI PRINTING;6683;202219;
STIC-PQLMP4R0-W;2200055;1;2;2;40000;100;MITRA ABADI PRINTING;6684;202219;
STIC-PQNAMCH-E;2200066;1;3;2;50000;100;PELITA ABADI JAYA, CV;6685;202109;
STIC-PSCLOCR0-CL;2200066;1;3;2;6500;100;PELITA ABADI JAYA, CV;6686;202228;
STIC-PSHSNANH45-81SV;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6687;202104;
STIC-PSMMPET100-E;2303747;1;4;2;200;100;SATYAMITRA LABELJAYA P., PT;6688;202152;
STIC-PSMMPTB100R0-E;2303747;1;2;2;100;100;SATYAMITRA LABELJAYA P., PT;6689;202144;
STIC-PSSBGS24CH-D78S;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6690;202104;
STIC-PSSBGS72HG-1158;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6691;202104;
STIC-PSSCSL24CH-D78S;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6692;202130;
STIC-PSSCSL24SH-3152;2303751;1;3;2;10000;100;THEIA DIGILAB INDONESIA, PT;6693;202130;
STIC-PSSCSL72HG-1158;2303751;1;3;2;2500;100;THEIA DIGILAB INDONESIA, PT;6694;202130;
STIC-PSSHMS24CH-D78S;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6695;202104;
STIC-PSSHMS24SH-3152;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6696;202104;
STIC-PSSHMS72HG-1158;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6697;202104;
STIC-PSSOBS15BH-7814;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6698;202104;
STIC-PSSOBS15DH-5654;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6699;202104;
STIC-PSSOBS24CH-D78S;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6700;202104;
STIC-PSSOBS24SH-3182;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6701;202104;
STIC-PSSOBS72HG-1158;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6702;202104;
STIC-PSSRS720HG-1158;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6703;202104;
STIC-PT1AASGR1-WM;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6704;202203;
STIC-PT1AASGR1-WM;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6705;202204;
STIC-PT2AASGR0-WM;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6706;202104;
STIC-PT2AASGR0-WM;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6707;202204;
STIC-PTAPFC-WMC;2200066;1;3;2;2000;100;PELITA ABADI JAYA, CV;6708;202104;
STIC-PTBBBBC20NR0-E;2200015;1;4;2;59000;100;BEST LABEL, PT;6709;202123;
STIC-PTCDECW100-WMC;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;6710;202104;
STIC-PTCJFMR0-E;2200055;1;3;2;2800;100;MITRA ABADI PRINTING;6711;202222;
STIC-PTLFM-WMC;2200066;1;3;2;2000;100;PELITA ABADI JAYA, CV;6712;202104;
STIC-PTLFS60RC-WMC;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;6713;202104;
STIC-PTLGW100-WMC;2200066;1;3;2;2000;100;PELITA ABADI JAYA, CV;6714;202104;
STIC-PTLGW60RC-WMC;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;6715;202104;
STIC-PTPBCFO100-WMC;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6716;202104;
STIC-PTPBCFO60-WMC;2200055;1;2;2;3000;100;MITRA ABADI PRINTING;6717;202104;
STIC-PTPBCFS100-WMC;2200055;1;2;2;2000;100;MITRA ABADI PRINTING;6718;202104;
STIC-PTPBCFS60-WMC;2200066;1;3;2;2000;100;PELITA ABADI JAYA, CV;6719;202104;
STIC-PTPBLM20-WMV;2200066;1;3;2;500;100;PELITA ABADI JAYA, CV;6720;202104;
STIC-PTPBPOM-WM;2200066;1;3;2;2000;100;PELITA ABADI JAYA, CV;6721;202104;
STIC-PTRYFW-WMC;2200055;1;2;2;2000;100;MITRA ABADI PRINTING;6722;202104;
STIC-PTSBFM-WMC;2200066;1;3;2;2000;100;PELITA ABADI JAYA, CV;6723;202104;
STIC-PTSBFS100-WMC;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6724;202104;
STIC-PTSBFS60-WMC;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;6725;202104;
STIC-PTSBFW100-WMC;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6726;202104;
STIC-PTSG3040-WMV;2200066;1;4;2;500;100;PELITA ABADI JAYA, CV;6727;202204;
STIC-QCADLP00R0-W;2200055;1;3;2;15000;100;MITRA ABADI PRINTING;6728;202151;
STIC-QCADLP13R0-W;2200055;1;3;2;15000;100;MITRA ABADI PRINTING;6729;202151;
STIC-QCADLP14R0-W;2200055;1;3;2;15000;100;MITRA ABADI PRINTING;6730;202151;
STIC-QCADLP15R0-W;2200055;1;3;2;15000;100;MITRA ABADI PRINTING;6731;202151;
STIC-QCADLP16R0-W;2200055;1;3;2;15000;100;MITRA ABADI PRINTING;6732;202151;
STIC-QCADLP17R0-W;2200055;1;3;2;15000;100;MITRA ABADI PRINTING;6733;202151;
STIC-QCHCL10R0-MO;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6734;202203;
STIC-QCHCL11R0-MO;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6735;202203;
STIC-QCHCL2R0-MO;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6736;202203;
STIC-QCHCL6R0-MO;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6737;202203;
STIC-QCHCL8R0-MO;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6738;202203;
STIC-QCHCL9R0-MO;2200055;1;2;2;1000;100;MITRA ABADI PRINTING;6739;202203;
STIC-QCPUDSR0-MO;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;6740;202211;
STIC-QETC2R0-WRL;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6741;202104;
STIC-QETC3R0-WRL;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6742;202104;
STIC-QETC4R0-WRL;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6743;202104;
STIC-QETC5R0-WRL;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6744;202104;
STIC-QETCR2R0-WRL;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6745;202104;
STIC-QETCR3R0-WRL;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6746;202104;
STIC-QIBBM01-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6747;202129;
STIC-QIBBM02-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6748;202130;
STIC-QIGCL01-W;2200066;1;3;2;1500;100;PELITA ABADI JAYA, CV;6749;202129;
STIC-QIGCL02-W;2200066;1;3;2;1500;100;PELITA ABADI JAYA, CV;6750;202129;
STIC-QIMLMP01-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6751;202129;
STIC-QIMLMP02-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6752;202129;
STIC-QIMLMP06-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6753;202130;
STIC-QIMLMP07-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6754;202129;
STIC-QIMMBC11-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6755;202129;
STIC-QIMMBC12-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6756;202129;
STIC-QIMMBC13-W;2200066;1;3;2;3000;100;PELITA ABADI JAYA, CV;6757;202129;
STIC-QLMP1R0-W;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6758;202203;
STIC-QLMP2R0-W;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6759;202203;
STIC-QLMP3R0-W;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6760;202203;
STIC-QLMP4R0-W;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6761;202104;
STIC-QPCFC62R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;6762;202203;
STIC-QPCFN10R0-MO;2200055;1;2;2;2500;100;MITRA ABADI PRINTING;6763;202203;
STIC-QPCFN30R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;6764;202203;
STIC-QPCFW22R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;6765;202203;
STIC-QPCFW33R0-MO;2200055;1;2;2;5000;100;MITRA ABADI PRINTING;6766;202203;
STIC-QRAACS15-W;2200066;1;3;2;8000;100;PELITA ABADI JAYA, CV;6767;202202;
STIC-QRADS-W;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6768;202215;
STIC-QRBBCSP-W;2200161;1;13;2;5000;100;EXPRESS GRAFIKA, PT;6769;202213;
STIC-QRDFS-W;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6770;202215;
STIC-QREMUR-W;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6771;202211;
STIC-QRERBSAS30-T;2200055;1;1;2;3000;100;MITRA ABADI PRINTING;6772;202151;
STIC-QRLESM-W;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6773;202215;
STIC-QRMFMP-E;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6774;202215;
STIC-QRMFMR-E;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6775;202215;
STIC-QRMFTTO-E;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6776;202215;
STIC-QRNSS-W;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6777;202215;
STIC-QRNZASS30-T;2200055;1;4;2;3000;100;MITRA ABADI PRINTING;6778;;
STIC-QROCR0-CL;2200066;1;3;2;6500;100;PELITA ABADI JAYA, CV;6779;202228;
STIC-QRPCEDT-W;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;6780;202211;
STIC-QTEMMR0-W;2200055;1;2;2;10000;100;MITRA ABADI PRINTING;6781;202104;
STIC-RP22-K;2200097;1;4;2;6300;100;WARNA KREASI SELARAS, PT;6782;202205;
STIC-SABFS-WL;2306552;1;4;2;25000;100;MULTI COLOR JAKARTA INDONESIA, PT;6783;202211;
STIC-SABTS-WL;2306552;1;4;2;25000;100;MULTI COLOR JAKARTA INDONESIA, PT;6784;202211;
STIC-SAMBSCKR2-EGCC;2303747;1;4;2;3000;100;SATYAMITRA LABELJAYA P., PT;6785;202208;
STIC-SAMBSCPR2-EGCC;2303747;1;4;2;3000;100;SATYAMITRA LABELJAYA P., PT;6786;202208;
STIC-SAMBSCWR2-EGCC;2303747;1;4;2;3000;100;SATYAMITRA LABELJAYA P., PT;6787;202208;
STIC-SAMCMCLR2-EPEW;2303747;1;3;2;5000;100;SATYAMITRA LABELJAYA P., PT;6788;202104;
STIC-SAMDLMUR1-EPET;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6789;202104;
STIC-SAMDMFTR1-EPET;2303747;1;3;2;5000;100;SATYAMITRA LABELJAYA P., PT;6790;202104;
STIC-SAMMIABR1-EPEW;2303747;1;3;2;5000;100;SATYAMITRA LABELJAYA P., PT;6791;202104;
STIC-SAMPCCC500-IX;2303747;1;3;2;2500;100;SATYAMITRA LABELJAYA P., PT;6792;202104;
STIC-SAVFMR0-E;2200015;1;3;2;10000;100;BEST LABEL, PT;6793;202104;
STIC-SBGS240R1-PVG;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6794;202104;
STIC-SBIOR0-BD;2200066;1;3;2;20000;100;PELITA ABADI JAYA, CV;6795;202148;
STIC-SBMB100R1-W;2200015;1;3;2;30000;100;BEST LABEL, PT;6796;202143;
STIC-SBMJ100-WGCC;2200015;1;3;2;30000;100;BEST LABEL, PT;6797;202104;
STIC-SBMJ100R1-W;2200015;1;3;2;30000;100;BEST LABEL, PT;6798;202143;
STIC-SBMPC100-WGCC;2200015;1;3;2;30000;100;BEST LABEL, PT;6799;202104;
STIC-SBMPC100R1-W;2200015;1;3;2;30000;100;BEST LABEL, PT;6800;202143;
STIC-SBMPR100-WGCC;2200015;1;3;2;30000;100;BEST LABEL, PT;6801;202104;
STIC-SBMPR100R1-W;2200015;1;3;2;30000;100;BEST LABEL, PT;6802;202143;
STIC-SBMPS100R1-W;2200015;1;3;2;30000;100;BEST LABEL, PT;6803;202143;
STIC-SBSFT100-E;2303747;1;3;2;25000;100;SATYAMITRA LABELJAYA P., PT;6804;202227;
STIC-SBSFT50-E;2200015;1;3;2;25000;100;BEST LABEL, PT;6805;202120;
STIC-SBUR1-MSF;2303751;1;3;2;5000;100;THEIA DIGILAB INDONESIA, PT;6806;202104;
STIC-SCPGCR0-W;2303747;1;4;2;50000;100;SATYAMITRA LABELJAYA P., PT;6807;202208;
STIC-SDGTO1C100-T;2200055;1;3;2;10000;100;MITRA ABADI PRINTING;6808;202227;
STIC-SDMCR0-E;2303747;1;3;2;50000;100;SATYAMITRA LABELJAYA P., PT;6809;202231;
STIC-SDR0-E;2303747;1;4;2;30000;100;SATYAMITRA LABELJAYA P., PT;6810;202151;
STIC-SEALR0-L;2200066;1;3;2;20000;100;PELITA ABADI JAYA, CV;6811;202204;
STIC-SEFCCR0-W;2303747;1;3;2;100000;100;SATYAMITRA LABELJAYA P., PT;6812;202104;
STIC-SEFCCR1-W;2303747;1;3;2;30000;100;SATYAMITRA LABELJAYA P., PT;6813;202227;
