SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
BOTO-CLFR0-OMG;2305884;1;4;2;30000;782;NATAMAS PLAST, PT;50;202104;
BOTO-CLVMR0-E;2200120;1;15;2;10000;1750;SHAMROCK (HK) LIMITED;51;202208;
BOTO-CMLCR0-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;52;202207;
BOTO-CMR0-EM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;53;202206;
BOTO-COS10-W;2200151;1;9;2;10000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;54;202209;
BOTO-CPRLR0-W;2200120;1;14;2;15000;100;SHAMROCK (HK) LIMITED;55;202206;
BOTO-CSET125R0-W;2305884;1;4;2;10000;375;NATAMAS PLAST, PT;56;202111;
BOTO-CSET125R1-W;2305884;1;4;2;10000;375;NATAMAS PLAST, PT;57;202123;
BOTO-CSPTE1000R0-W;2200042;1;8;2;20000;318;JAYATAMA SELARAS, PT;58;202109;
BOTO-CSPTE30-W;2200004;1;4;2;25000;666;ALBEA RIGID PACKAGING, PT;59;202217;
BOTO-CSPTE50R0-W;2200001;1;14;2;10000;100;A.BEST INTER PRODUCTS CO.,LTD;60;202104;
BOTO-CTKBE10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;61;202148;
BOTO-CTR0-E;2306377;1;11;2;50000;100;YU RONG COSMETICS PACKAGING LIMITED;62;202104;
BOTO-CVML10R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;63;202217;
BOTO-CVML10R1-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;64;202217;
BOTO-CVML11R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;65;202217;
BOTO-CVML11R1-W;2200089;1;1;2;50000;630;TECHPACK ASIA, PT;66;202146;
BOTO-CVML12R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;67;202217;
BOTO-CVML12R1-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;68;202217;
BOTO-CVML13R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;69;202217;
BOTO-CVML13R1-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;70;202217;
BOTO-CVML14R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;71;202217;
BOTO-CVML14R1-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;72;202146;
BOTO-CVML9R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;73;202217;
BOTO-CVML9R1-W;2200089;1;1;2;50000;630;TECHPACK ASIA, PT;74;202146;
BOTO-CVMLM1R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;75;202217;
BOTO-CVMLM1R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;76;202104;
BOTO-CVMLM1R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;77;202146;
BOTO-CVMLM2R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;78;202217;
BOTO-CVMLM2R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;79;202146;
BOTO-CVMLM3R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;80;202217;
BOTO-CVMLM3R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;81;202146;
BOTO-CVMLM4R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;82;202217;
BOTO-CVMLM4R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;83;202146;
BOTO-CVMLM5R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;84;202217;
BOTO-CVMLM5R2-W;2200089;1;1;2;50000;630;TECHPACK ASIA, PT;85;202146;
BOTO-CVMLM6R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;86;202217;
BOTO-CVMLM6R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;87;202146;
BOTO-CVMLM7R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;88;202217;
BOTO-CVMLM7R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;89;202104;
BOTO-CVMLM7R2-W;2200089;1;4;2;50000;630;TECHPACK ASIA, PT;90;202146;
BOTO-CVMLM8R0-W;2200089;1;4;2;25000;630;TECHPACK ASIA, PT;91;202217;
BOTO-CVMLM8R1-W;2200044;1;6;2;100000;800;KEMAS INDAH MAJU, PT;92;202104;
BOTO-CVMLM8R2-W;2200089;1;1;2;50000;630;TECHPACK ASIA, PT;93;202146;
BOTO-DFS170R1-WHDPE;2200019;1;8;2;100980;255;BUMIMULIA INDAH LESTARI, PT;94;202104;
BOTO-DFS170R1-WHDPE;2200028;1;8;2;100000;255;DYNAPLAST, PT;95;202201;
BOTO-DROR0-K;2200028;1;4;2;30000;680;DYNAPLAST, PT;96;202201;
BOTO-ECLT01R0-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;97;202206;
BOTO-ECLT01R1-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;98;202206;
BOTO-ECLT02R0-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;99;202206;
BOTO-ECLT02R1-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;100;202206;
BOTO-ECLT03R0-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;101;202206;
BOTO-ECLT03R1-WPETM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;102;202206;
BOTO-EHBW-K;2200036;1;4;2;20000;185;HIDAYAT PUTRA INDUSTRI, PT;103;202204;
BOTO-ELMFR0-W;2200028;1;4;2;50000;1080;DYNAPLAST, PT;104;202201;
BOTO-ELSAR1-W;2200014;1;4;2;100000;3000;BERLINA TBK, PT;105;202202;
BOTO-EMLCR0-W;2200044;1;6;2;300000;800;KEMAS INDAH MAJU, PT;106;202205;
BOTO-EMLCR1-W;2200044;1;6;2;300000;800;KEMAS INDAH MAJU, PT;107;202104;
BOTO-EMLNSR0-W;2200089;1;4;2;150000;630;TECHPACK ASIA, PT;108;202217;
BOTO-EMLSR0-W;2200089;1;4;2;100000;693;TECHPACK ASIA, PT;109;202131;
BOTO-EXBLSR0-W;2200163;1;10;2;10000;1200;HUARUI PACKAGING TECH (HANGZHOU) CO.,LTD.;110;202212;
BOTO-EXLWMR0-W;2200120;1;11;2;100000;1750;SHAMROCK (HK) LIMITED;111;202139;
BOTO-G150LFTRC-WHD;2200036;1;4;2;6417;279;HIDAYAT PUTRA INDUSTRI, PT;112;202104;
BOTO-G150WSELG-WHD;2200036;1;4;2;6417;279;HIDAYAT PUTRA INDUSTRI, PT;113;202104;
BOTO-GA1302R1-MOF;2200025;1;26;2;30000;100;CHUNJING GLASS PRODUCTS CO.LTD;114;202104;
BOTO-GA1302R1-MOF;2303688;1;26;2;30000;100;JIEYANG SEN FA PLASTIC CO. LTD;115;202104;
BOTO-GAACS15R1-W;2306553;1;9;2;35000;288;DERMA KEMAS TEJAHAKARA, PT;116;202211;
BOTO-GAACS15R2-W;2306553;1;9;2;35000;288;DERMA KEMAS TEJAHAKARA, PT;117;202212;
BOTO-GAACS15R3-W;2306553;1;9;2;35000;288;DERMA KEMAS TEJAHAKARA, PT;118;202230;
BOTO-GAACS20-W;2306553;1;9;2;35000;288;DERMA KEMAS TEJAHAKARA, PT;119;202145;
BOTO-GABSR0-K;2200025;1;15;2;15000;100;CHUNJING GLASS PRODUCTS CO.LTD;120;202209;
BOTO-GABSR0-K;2200113;1;15;2;15000;100;KARDINANG TRADING (HK) LIMITED;121;202104;
BOTO-GBHT100R0-L;2200042;1;8;2;10000;318;JAYATAMA SELARAS, PT;122;202109;
BOTO-GBHT30-L;2200004;1;5;2;25000;666;ALBEA RIGID PACKAGING, PT;123;202214;
BOTO-GBHT30PSF-L;2200004;1;4;2;200;200;ALBEA RIGID PACKAGING, PT;124;202216;
BOTO-GBMC100-L;2200008;1;4;2;10000;672;ANUGRAH LUMEI RAYA, PT;125;202109;
BOTO-GBMC225-X;2200001;1;10;2;5000;144;A.BEST INTER PRODUCTS CO.,LTD;126;202139;
BOTO-GBSRS20-L;2302356;1;9;2;20000;700;NINGBO SOMEWANG PACKAGING CO., LTD;127;202211;
BOTO-GCBCS20R0-BL;2308295;1;12;2;10000;210;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;128;202235;
BOTO-GCBE6R0-W;2200151;1;15;2;250000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;129;202104;
BOTO-GCDSW-GPOP2W;2200151;1;15;2;30000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;130;202104;
BOTO-GCSROSR0-W;2200025;1;15;2;10000;100;CHUNJING GLASS PRODUCTS CO.LTD;131;202209;
BOTO-GCSROSR0-W;2200113;1;15;2;10000;100;KARDINANG TRADING (HK) LIMITED;132;202104;
BOTO-GEDTHF-K;2306553;1;6;2;40000;126;DERMA KEMAS TEJAHAKARA, PT;133;202104;
BOTO-GEDTIW-K;2306553;1;17;2;40000;126;DERMA KEMAS TEJAHAKARA, PT;134;202104;
BOTO-GEDTRO-K;2306553;1;17;2;40000;126;DERMA KEMAS TEJAHAKARA, PT;135;202104;
BOTO-GEDTTB-K;2306553;1;17;2;40000;126;DERMA KEMAS TEJAHAKARA, PT;136;202104;
BOTO-GELF20ML-GFRO;2310113;1;25;2;50000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;137;202203;
BOTO-GELFRLR0-W;2306553;1;12;2;100000;10000;DERMA KEMAS TEJAHAKARA, PT;138;202104;
BOTO-GFSBA15R0-GG;2200151;1;18;2;30000;312;FLYING DRAGON INTL INDUSTRY CO., LTD;139;202144;
BOTO-GFSDB15R0-GG;2200151;1;21;2;30000;312;FLYING DRAGON INTL INDUSTRY CO., LTD;140;202144;
BOTO-GHGFFR0-MO;2200025;1;13;2;20000;100;CHUNJING GLASS PRODUCTS CO.LTD;141;202209;
BOTO-GHLTBR0-MO;2200025;1;15;2;20000;100;CHUNJING GLASS PRODUCTS CO.LTD;142;202209;
BOTO-GLSA30R1-W;2306553;1;8;2;100000;610;DERMA KEMAS TEJAHAKARA, PT;143;202230;
BOTO-GMOF986FTD-P2W;2303688;1;26;2;100000;100;JIEYANG SEN FA PLASTIC CO. LTD;144;202104;
BOTO-GMOF986FTD-P2W;2310113;1;25;2;10080;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;145;202203;
BOTO-GMUAF-MO;2200025;1;4;2;4800;100;CHUNJING GLASS PRODUCTS CO.LTD;146;202209;
BOTO-GMUAF-MO;2200113;1;6;2;4800;100;KARDINANG TRADING (HK) LIMITED;147;202108;
BOTO-GMUATB-MO;2200025;1;4;2;5850;100;CHUNJING GLASS PRODUCTS CO.LTD;148;202209;
BOTO-GMUCLT-W;2306553;1;15;2;400;400;DERMA KEMAS TEJAHAKARA, PT;149;202214;
BOTO-GMUSQB20R0-B;2308295;1;10;2;200;200;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;150;202210;
BOTO-GNBO5-K;2306553;1;3;2;10000;765;DERMA KEMAS TEJAHAKARA, PT;151;202104;
BOTO-GNBOR0-K;2200025;1;15;2;15000;100;CHUNJING GLASS PRODUCTS CO.LTD;152;202209;
BOTO-GNBOR0-K;2200113;1;15;2;15000;100;KARDINANG TRADING (HK) LIMITED;153;202104;
BOTO-GNSMS30-T;2200025;1;10;2;10000;160;CHUNJING GLASS PRODUCTS CO.LTD;154;202133;
BOTO-GPCS20R0-BL;2308295;1;12;2;10000;210;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;155;202235;
BOTO-GPGS20R0-OMG;2306553;1;14;2;100000;288;DERMA KEMAS TEJAHAKARA, PT;156;202217;
BOTO-GPLMR0-MO;2200025;1;15;2;25000;100;CHUNJING GLASS PRODUCTS CO.LTD;157;202209;
BOTO-GPLMR0-MO;2200113;1;15;2;10000;100;KARDINANG TRADING (HK) LIMITED;158;202104;
BOTO-GPRTMR0-MO;2200113;1;15;2;25000;100;KARDINANG TRADING (HK) LIMITED;159;202104;
BOTO-GPSMUEDPMO100-K;2306553;1;17;2;204;204;DERMA KEMAS TEJAHAKARA, PT;160;202226;
BOTO-GPSMUEDPRO100-K;2306553;1;17;2;204;204;DERMA KEMAS TEJAHAKARA, PT;161;202226;
BOTO-GROEDP100R0-K;2306553;1;10;2;30000;66;DERMA KEMAS TEJAHAKARA, PT;162;202233;
BOTO-GRYAASW-GPPP1WH;2200119;1;15;2;30000;100;HANGZHOU SHUJIE PACKAGING CO., LTD;163;202148;
BOTO-GRYAASW-GPPP1WH;2200151;1;15;2;30000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;164;202153;
BOTO-GS01ABR1-E;2200131;1;10;2;100000;100;DERIK INDUSTRIAL CO.,LTD;165;202201;
BOTO-GS02ASR1-E;2200131;1;10;2;100000;100;DERIK INDUSTRIAL CO.,LTD;166;202201;
BOTO-GS03CRR1-E;2200131;1;10;2;100000;100;DERIK INDUSTRIAL CO.,LTD;167;202201;
BOTO-GS04PSR1-E;2200131;1;10;2;100000;100;DERIK INDUSTRIAL CO.,LTD;168;202201;
BOTO-GS05SDR1-E;2200131;1;10;2;100000;100;DERIK INDUSTRIAL CO.,LTD;169;202201;
BOTO-GSC15-GG;2200151;1;15;2;90;90;FLYING DRAGON INTL INDUSTRY CO., LTD;170;;
BOTO-GSCSFR0-W;2308295;1;14;2;20000;100;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;171;202104;
BOTO-GSF15-GG;2200151;1;15;2;130;130;FLYING DRAGON INTL INDUSTRY CO., LTD;172;;
BOTO-GSOEDP100R0-K;2306553;1;10;2;30000;66;DERMA KEMAS TEJAHAKARA, PT;173;202233;
BOTO-GWSEW-GPW;2200151;1;15;2;30000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;174;202104;
BOTO-GWSMS30-T;2200025;1;10;2;5000;160;CHUNJING GLASS PRODUCTS CO.LTD;175;202133;
BOTO-GYPCS20R0-BL;2308295;1;12;2;10000;210;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;176;202235;
BOTO-HDPEBC250L-X;2302356;1;10;2;300;300;NINGBO SOMEWANG PACKAGING CO., LTD;177;202226;
BOTO-HFTS1702R0-W;2200028;1;4;2;100100;200;DYNAPLAST, PT;178;202201;
BOTO-HFTS1702R3-W;2200028;1;4;2;100000;200;DYNAPLAST, PT;179;202210;
BOTO-HFTS170R3-W;2200028;1;4;2;100100;200;DYNAPLAST, PT;180;202219;
BOTO-HRIT100R0-W;2200042;1;8;2;10000;318;JAYATAMA SELARAS, PT;181;202205;
BOTO-HRIT100R1-WKIM;2200042;1;8;2;10000;318;JAYATAMA SELARAS, PT;182;202205;
BOTO-HRKT30R0-W;2200004;1;4;2;25000;666;ALBEA RIGID PACKAGING, PT;183;202111;
BOTO-HSLWR1-MO;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;184;202206;
BOTO-HW100NP-DK12033;2200004;1;6;2;10200;510;ALBEA RIGID PACKAGING, PT;185;202104;
BOTO-HWR0-BD;2305884;1;2;2;10000;168;NATAMAS PLAST, PT;186;202133;
BOTO-IBBM1R0-WPETG;2200032;1;17;2;50000;100;ESMIN CO., LTD.;187;202104;
BOTO-IBBM2R0-WPETG;2200032;1;17;2;50000;100;ESMIN CO., LTD.;188;202104;
BOTO-ICABER0-W;2200060;1;9;2;20000;10000;MS UNION INTERNASIONAL, PT;189;202201;
BOTO-IEIMLR0-W;2200089;1;4;2;75000;630;TECHPACK ASIA, PT;190;202217;
BOTO-IMLCR0-MO;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;191;202206;
BOTO-IMLMPR0-W;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;192;202206;
BOTO-K200PET-X;2200008;1;4;2;30150;402;ANUGRAH LUMEI RAYA, PT;193;202202;
BOTO-KMUMFS-X;2200141;1;4;2;100;100;GOLDION ALUMINDO UTAMA, PT;194;202108;
BOTO-L100EEMUR-WHD;2200036;1;6;2;10000;429;HIDAYAT PUTRA INDUSTRI, PT;195;202204;
BOTO-L100EEMUR1-WHD;2200036;1;4;2;10296;429;HIDAYAT PUTRA INDUSTRI, PT;196;202104;
BOTO-L100EEMURR2-WHD;2200036;1;4;2;10296;429;HIDAYAT PUTRA INDUSTRI, PT;197;202235;
BOTO-L100GR0-W;2200036;1;4;2;25000;429;HIDAYAT PUTRA INDUSTRI, PT;198;202204;
BOTO-L200BLA-PP;2200028;1;4;2;54244;284;DYNAPLAST, PT;199;202201;
BOTO-L200NAT-PP;2200028;1;4;2;54244;284;DYNAPLAST, PT;200;202201;
BOTO-L450BLA-PP;2200028;1;5;2;10044;108;DYNAPLAST, PT;201;202201;
BOTO-L450NAT-PP;2200028;1;4;2;45036;108;DYNAPLAST, PT;202;202104;
BOTO-L50EEMURR1-WHD;2200036;1;4;2;10080;720;HIDAYAT PUTRA INDUSTRI, PT;203;202104;
BOTO-L50EEMURR2-WHD;2200036;1;4;2;10080;720;HIDAYAT PUTRA INDUSTRI, PT;204;202235;
BOTO-L50NAT-UPP;2200036;1;4;2;10080;720;HIDAYAT PUTRA INDUSTRI, PT;205;202104;
BOTO-LFT125R0-W;2305884;1;4;2;75000;375;NATAMAS PLAST, PT;206;;
BOTO-LFT125R1-W;2305884;1;4;2;75000;375;NATAMAS PLAST, PT;207;202104;
BOTO-LFT125R2-W;2305884;1;4;2;75000;375;NATAMAS PLAST, PT;208;202129;
BOTO-LIWMR0-MO;2307799;1;8;2;20000;100;HCP PACKAGING HONG KONG, LTD;209;202104;
BOTO-LLC01LR0-W;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;210;202206;
BOTO-LLC02BR0-W;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;211;202206;
BOTO-LLS-EPETG;2200006;1;16;2;20000;100;ALLEN & THOMAS CO.,LTD;212;202104;
BOTO-MF01LR0-E;2305884;1;4;2;10000;782;NATAMAS PLAST, PT;213;202229;
BOTO-MF02NR0-E;2305884;1;4;2;10000;782;NATAMAS PLAST, PT;214;202229;
BOTO-MF03CR0-E;2305884;1;4;2;10000;782;NATAMAS PLAST, PT;215;202229;
BOTO-MF04MR0-E;2305884;1;4;2;10000;782;NATAMAS PLAST, PT;216;202229;
BOTO-MKLCR0-OMG;2200089;1;6;2;100000;630;TECHPACK ASIA, PT;217;202207;
BOTO-MPR1-EM;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;218;202104;
BOTO-MU2RYUMS30-W;2200025;1;4;2;200;1;CHUNJING GLASS PRODUCTS CO.LTD;219;202141;
BOTO-MUCHS2-T;2200025;1;4;2;200;100;CHUNJING GLASS PRODUCTS CO.LTD;220;202209;
BOTO-MUD3S-X;2302356;1;5;2;200;200;NINGBO SOMEWANG PACKAGING CO., LTD;221;;
BOTO-MUEMPFS30-X;2306553;1;6;2;1000;610;DERMA KEMAS TEJAHAKARA, PT;222;202149;
BOTO-MUFMOR0-WPET;2200103;1;4;2;100;100;ZHEJIANG JM INDUSTRY CO., LTD;223;202203;
BOTO-MUMGTBW-BD;2305884;1;2;2;200;100;NATAMAS PLAST, PT;224;202131;
BOTO-MUMSSBW-BD;2305884;1;2;2;200;100;NATAMAS PLAST, PT;225;202131;
BOTO-MUMYBW-BD;2305884;1;2;2;200;100;NATAMAS PLAST, PT;226;202131;
BOTO-MURF200-X;2200008;1;4;2;200;100;ANUGRAH LUMEI RAYA, PT;227;202202;
BOTO-MURYUMS30-W;2200025;1;4;2;200;200;CHUNJING GLASS PRODUCTS CO.LTD;228;202140;
BOTO-MUSBL40-L;2200004;1;2;2;200;100;ALBEA RIGID PACKAGING, PT;229;202234;
BOTO-NDAHBW250-W;2200036;1;4;2;50000;210;HIDAYAT PUTRA INDUSTRI, PT;230;202104;
BOTO-NFSSNP5-E;2200014;1;3;2;1900;1900;BERLINA TBK, PT;231;202206;
BOTO-NPBRT100-T;2200042;1;4;2;10000;318;JAYATAMA SELARAS, PT;232;202145;
BOTO-NPM01R0-E;2309980;1;10;2;20000;10080;ZHUHAI SHENGHUI PLASTIC PRODUCTS CO.,LTD;233;202209;
BOTO-NPM02R0-E;2309980;1;10;2;20000;10080;ZHUHAI SHENGHUI PLASTIC PRODUCTS CO.,LTD;234;202209;
BOTO-NSS170-WHDPE;2200019;1;8;2;50000;255;BUMIMULIA INDAH LESTARI, PT;235;202207;
BOTO-NSS1702R1-W;2200028;1;4;2;100000;200;DYNAPLAST, PT;236;202219;
BOTO-NSS1702R2-W;2200028;1;4;2;100000;200;DYNAPLAST, PT;237;202230;
BOTO-OCABER0-W;2200060;1;9;2;10000;1000;MS UNION INTERNASIONAL, PT;238;202104;
BOTO-OMGPGT100-OMG;2200042;1;3;2;60000;250;JAYATAMA SELARAS, PT;239;202143;
BOTO-PCMR1-E;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;240;202104;
BOTO-PCMWPSFB-W;2200032;1;17;2;24000;100;ESMIN CO., LTD.;241;202104;
BOTO-PET100ML39-X;2200008;1;4;2;30316;689;ANUGRAH LUMEI RAYA, PT;242;202104;
BOTO-PET100W-WPET;2200042;1;4;2;50000;330;JAYATAMA SELARAS, PT;243;202104;
BOTO-PET300R0-GG;2305884;1;4;2;600;600;NATAMAS PLAST, PT;244;202151;
BOTO-PET300R0-WL;2305884;1;4;2;30000;112;NATAMAS PLAST, PT;245;202229;
BOTO-PET5024-W;2200042;1;4;2;50000;240;JAYATAMA SELARAS, PT;246;202205;
BOTO-PET60TCD18-;2200085;1;4;2;10780;980;SOLUSI PRIMA PACKAGING, PT;247;202104;
BOTO-PETBR200NR-WPET;2200085;1;5;2;10432;297;SOLUSI PRIMA PACKAGING, PT;248;202108;
BOTO-PETCHEERS100-X;2200042;1;4;2;100000;288;JAYATAMA SELARAS, PT;249;202233;
BOTO-PETE250-ELL;2200042;1;7;2;50000;128;JAYATAMA SELARAS, PT;250;202221;
BOTO-PETE450-ELL;2200042;1;7;2;50000;67;JAYATAMA SELARAS, PT;251;202221;
BOTO-PETMUPS1-GG;2305884;1;2;2;600;600;NATAMAS PLAST, PT;252;;
BOTO-PETRF100B-X;2200042;1;4;2;100000;330;JAYATAMA SELARAS, PT;253;202205;
BOTO-PETRF100C-X;2305884;1;4;2;100000;413;NATAMAS PLAST, PT;254;202147;
BOTO-PETRF200-X;2200008;1;4;2;10000;360;ANUGRAH LUMEI RAYA, PT;255;202202;
BOTO-PETRF60M-W;2200008;1;4;2;50000;1153;ANUGRAH LUMEI RAYA, PT;256;202104;
BOTO-PFMMSP-MOPET;2200001;1;14;2;5000;100;A.BEST INTER PRODUCTS CO.,LTD;257;202104;
BOTO-PIMLCR1-MO;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;258;202206;
BOTO-PIMLMPR0-W;2200120;1;14;2;24000;100;SHAMROCK (HK) LIMITED;259;202206;
BOTO-PMPASFS30-E;2306553;1;6;2;100000;610;DERMA KEMAS TEJAHAKARA, PT;260;;
BOTO-PNPSS40R0-E;2306553;1;6;2;30000;610;DERMA KEMAS TEJAHAKARA, PT;261;202141;
BOTO-PPLLCBR0-MO;2200032;1;17;2;5000;100;ESMIN CO., LTD.;262;202104;
BOTO-PPLLR0-MO;2200032;1;17;2;10000;100;ESMIN CO., LTD.;263;202205;
BOTO-PS35WF-P1WG;2303688;1;26;2;100000;100;JIEYANG SEN FA PLASTIC CO. LTD;264;202104;
BOTO-PS35WF-P1WG;2310113;1;26;2;30000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;265;202203;
BOTO-PSCRMSR0-W;2200120;1;14;2;200;100;SHAMROCK (HK) LIMITED;266;202206;
BOTO-PSEARTH2501-W;2200042;1;4;2;600;120;JAYATAMA SELARAS, PT;267;202143;
BOTO-PSEARTH2502-W;2200042;1;4;2;600;600;JAYATAMA SELARAS, PT;268;202214;
BOTO-PSEXLWMR0-W;2200120;1;14;2;300;100;SHAMROCK (HK) LIMITED;269;202206;
BOTO-PSF2R1-MO;2309284;1;2;2;99;99;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;270;202133;
BOTO-PSFCLVMR0-E;2200120;1;3;2;400;400;SHAMROCK (HK) LIMITED;271;202206;
BOTO-PSFCOTR0-B;2200008;1;5;2;600;600;ANUGRAH LUMEI RAYA, PT;272;202232;
BOTO-PSFEBALSR0-W;2200108;1;3;2;200;200;NINGBO WINMATE COSMETIC PACKAGING CO.,LTD;273;202150;
BOTO-PSFEMLSR0-W;2200089;1;2;2;310;100;TECHPACK ASIA, PT;274;202131;
BOTO-PSFHR0-IP;2309284;1;3;2;200;200;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;275;202140;
BOTO-PSFHV2R0-IP;2309284;1;3;2;100;100;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;276;202140;
BOTO-PSFHV3R0-IP;2309284;1;3;2;100;100;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;277;202140;
BOTO-PSFHV4R0-IP;2309284;1;3;2;100;100;GUANGDONG EFA PACKAGING INDUSTRIAL CO., LTD.;278;202140;
BOTO-PSFIPSSR0-MO;2200115;1;2;2;200;200;NINGBO YUNWU PLASTICS CO.,LTD;279;202233;
BOTO-PSFPBTUMW100-W;2200042;1;4;2;300;300;JAYATAMA SELARAS, PT;280;202205;
BOTO-PSFPSSR0-MO;2200115;1;2;2;200;200;NINGBO YUNWU PLASTICS CO.,LTD;281;202233;
BOTO-PSFPSSTMR0-MO;2200004;1;4;2;250;100;ALBEA RIGID PACKAGING, PT;282;202214;
BOTO-PSFRYIS15-W;2302356;1;2;2;230;100;NINGBO SOMEWANG PACKAGING CO., LTD;283;202229;
BOTO-PSFRYIS30-W;2302356;1;2;2;230;100;NINGBO SOMEWANG PACKAGING CO., LTD;284;202229;
BOTO-PSFTOR0-B;2200008;1;4;2;200;200;ANUGRAH LUMEI RAYA, PT;285;202212;
BOTO-PSFUSSF90-T;2302336;1;4;2;200;100;NEW RED&WHITE MANUFACTORY, PT;286;;
BOTO-PSFWLSR0-E;2200089;1;2;2;250;100;TECHPACK ASIA, PT;287;202130;
BOTO-PSGELF01L-MO;2308295;1;2;2;400;100;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;288;202136;
BOTO-PSGELF01YT-MO;2307864;1;2;2;400;100;YIH TAI GLASS INDUSTRIAL CO., LTD;289;202136;
BOTO-PSIPSSR0-MO;2200115;1;7;2;600;600;NINGBO YUNWU PLASTICS CO.,LTD;290;202210;
BOTO-PSLTR0-MO;2306377;1;11;2;10000;100;YU RONG COSMETICS PACKAGING LIMITED;291;202104;
BOTO-PSMASR0-MO;2307799;1;4;2;900;100;HCP PACKAGING HONG KONG, LTD;292;;
BOTO-PSMUBADS30-K;2302356;1;2;2;200;100;NINGBO SOMEWANG PACKAGING CO., LTD;293;202229;
BOTO-PSMUFT100-K;2305884;1;4;2;200;200;NATAMAS PLAST, PT;294;202226;
BOTO-PSMUS20-OMG;2306553;1;6;2;400;400;DERMA KEMAS TEJAHAKARA, PT;295;202207;
BOTO-PSPSSR0-MO;2200115;1;7;2;600;600;NINGBO YUNWU PLASTICS CO.,LTD;296;202210;
BOTO-PSPSSTMR0-MO;2200004;1;2;2;200;100;ALBEA RIGID PACKAGING, PT;297;202211;
BOTO-PSREPAROR0-MO;2306377;1;2;2;600;600;YU RONG COSMETICS PACKAGING LIMITED;298;202215;
BOTO-PSSO10R0-B/LB;2308295;1;8;2;200;200;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;299;202148;
