"Product/Internal Reference","Product/Product Name","Location","Lot/Serial Number","Inventoried Quantity","Reserved Quantity","Unit of Measure"
"ACTI-GRPLMD-X","AAG3-BLBJA","JTK 6/Stock/RM/Release-RM","GBMJTK6/JD12066","0.00339999999999918","0.0","kg"
"SILI-DC23-","SLC1-CBACF","JTK 6/Stock/RM/GOR-C-01","GBMJTK6/JD12103","0.00216999999997824","0.0","kg"
"PARF-VVDVMH-X","PRF1-BLBIA","JTK 6/Stock/RM/GD-AC-PAL-03","GBMJTK6/JD01002","24.93208","0.0","kg"
"PARF-WSGRM-X","PRF1-BLBIH","JTK 6/Stock/RM/GD-AC-PAL-05","GBMJTK6/JD01005","74.93433","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JD13047","19.97658","0.0","kg"
"SILI-BLSDE-X","SLC1-BLBJB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JD12028","0.00364999999996485","0.0","kg"
"SUN-SSFMBC-X","SCR3-BLBGF","JTK 6/Stock/RM/Release-RM","GBMJTK6/JD11053","0.00295999999997321","0.0","kg"
"SUN-SSFMBC-X","SCR3-BLBGF","JTK 6/Stock/RM/Release-RM","GBMJTK6/JD11054","0.000799999999969714","0.0","kg"
"EXTR-CRNEGN-X","WBE1-BBABB","JTK 6/Stock/RM/GD-AC-B4","GBMJTK6/JD18026","24.92902","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JD13048","19.97223","0.0","kg"
"SILI-1202-","SLC1-ABA","JTK 6/Stock/RM/Repack-RM","GBMJTK6/IL22040","4700.0","0.0","g"
"MYRI-MYTM-X","RHM3-AEF","JTK 6/Stock/RM/AA-02A2","GBMJTK6/JC04012","150000.0","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/GG-E-02","GBMJTK6/JA28054","24987.85","0.0","g"
"WARN-C196619-R6-K","CLR3-RED-AAE","JTK 6/Stock/RM/GG-E-01","GBMJTK6/JA14035","25000.0","0.0","g"
"ALAN--AK-K","SAI3-AAB","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JC24084","15000.0","0.0","g"
"ACTI-RCLRP-X","MCR1-AJABB","JTK 6/Stock/RM/GD-AC-C2","GBMJTK6/JD19165","4.95826","0.0","kg"
"ACTI-RCLRP-X","MCR1-AJABB","JTK 6/Stock/RM/GD-AC-C2","GBMJTK6/JD19164","0.00825999999999993","8.88178419700125e-16","kg"
"CARB-C980P-X","RHM3-AED","JTK 6/Stock/RM/GG-I1-04","GBMJTK6/HD16032","40000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-I1-04","GBMJTK6/GG29156","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-I1-04","GBMJTK6/GI27130","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-I1-04","GBMJTK6/GG29154","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-G1-08","GBMJTK6/GB25119","20000.0","0.0","g"
"EMUL-TGI20-X","EMS1-ABD","JTK 6/Stock/RM/GOR-A-35","GBMJTK6/JD19069","89955.08","0.0","g"
"EMUL-TGI20-X","EMS1-ABD","JTK 6/Stock/RM/GOR-A-35","GBMJTK6/JD19068","53955.08","0.0","g"
"VITC-ASYA-X","VES3-AAC","JTK 6/Stock/RM/GG-C1-05","GBMJTK6/HD20076","15000.0","0.0","g"
"WARN-TPA502-X","CLR3-RED-ABG","JTK 6/Stock/RM/GG-H1-06","GBMJTK6/GG1143","25000.0","0.0","g"
"SILI-KSPO-X","SLC1-ADA","JTK 6/Stock/RM/GG-H1-05","GBMJTK6/JC30079","14.98614","0.0","kg"
"SILI-KFFA-X","SLC1-ACI","JTK 6/Stock/RM/GG-E1-01","GBMJTK6/JB16098","0.00138999999999889","0.0","kg"
"POWD-TKLTS-X","PWD3-AHE","JTK 6/Stock/RM/GG-C1-02","GBMJTK6/IH03073","25.0","0.0","kg"
"WARN-BGM103RP-X","CLR3-RED-ABH","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HA13087","10000.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/GL16159","5000.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HK16053","1000.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HK23061","1000.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HF04030","4000.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HA06045","6000.0","0.0","g"
"WARN-BGM103BP-X","CLR3-BLK-AAJ","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HL14090","10000.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HF04031","4000.0","0.0","g"
"WARN-C338--K","CLR3-YLW-AAB","JTK 6/Stock/RM/GG-C1-07","GBMJTK6/JD01050","49986.31","0.0","g"
"WARN-6000G-","CLR3-GLD-AAC","JTK 6/Stock/RM/GG-B1-01","GBMJTK6/IL20091","10000.0","0.0","g"
"EMO-BSLDMZ-X","EMO1-BAAAC","JTK 6/Stock/RM/GOR-C-47","GBMJTK6/JD25031","0.00312999999997032","0.0","kg"
"POWD-GHDS-X","PWD3-BAAAE","JTK 6/Stock/RM/GG-I1-07","GBMJTK6/JD25022","0.0030699999999797","0.0","kg"
"POWD-GHHDI-X","PWD3-BAAAD","JTK 6/Stock/RM/GG-I1-07","GBMJTK6/JD25023","0.00247999999999848","0.0","kg"
"EMU-WCKL-X","EMO1-AHC","JTK 6/Stock/RM/GG-C1-05","GBMJTK6/GL17107","31.76","0.0","kg"
"ACTI-SPM3-X","APL1-AAB","JTK 6/Stock/RM/GG-C1-05","GBMJTK6/HA28087","24800.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/GG-C1-04","GBMJTK6/HJ19113","2000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-I1-04","GBMJTK6/GI0914","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-I1-04","GBMJTK6/GC0420","20000.0","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-I1-04","GBMJTK6/HA27104","40000.0","0.0","g"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GG-G1-01","GBMJTK6/IG07021","20.0","0.0","kg"
"PURA--PH90-K","MST1-AAH","JTK 6/Stock/RM/GOR-E-17","GBMJTK6/JD19118","24897.59","0.0","g"
"ACTI-VCR-X","APL3-AAF","JTK 6/Stock/RM/GG-B2-02","GBMJTK6/HJ19126","10000.0","0.0","g"
"OIL-PAO-X","OBW1-ABD","JTK 6/Stock/RM/GG-A2-02","GBMJTK6/IL08006","75000.0","0.0","g"
"OIL-BLWHMO-X","EMO1-AAC","JTK 6/Stock/RM/GOR-C-03","GBMJTK6/JD26048","9.99999883788405e-06","0.0","g"
"HDRL-GLDWBZ-X","HRC1-ABA","JTK 6/Stock/RM/GG-B2-03","GBMJTK6/JB24060","24929.18","0.0","g"
"PRE-VLEHG-X","PRV1-BFACB","JTK 6/Stock/RM/GG-B2-03","GBMJTK6/IL21002","20.0","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GG-B2-03","GBMJTK6/IG21027","10.0","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GG-B2-03","GBMJTK6/IG07021","30.0","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GG-B2-03","GBMJTK6/IF30057","30.0","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GG-B2-04","GBMJTK6/IJ13071","10.0","0.0","kg"
"EMUL-KF68-X","SLC1-ADF","JTK 6/Stock/RM/CA-07A1","GBMJTK6/JD27142","9.99999792838935e-06","0.0","g"
"ZINC-ZNOLYS-X","PWD3-ACA","JTK 6/Stock/RM/CA-09B2","GBMJTK6/JD27108","19980.53","0.0","g"
"ACTI-GRR-X","AAG1-ABD","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JB23079","957.82","0.0","g"
"ACTI-GRR-X","AAG1-ABD","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JB23080","957.82","0.0","g"
"EMO-TSPLT-X","EMO1-BIBAJ","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JC23111","10.94415","0.0","kg"
"EMO-TSPLT-X","EMO1-BIBAJ","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JC23110","4.92144","0.0","kg"
"ACTI-ECTC-X","APL3-AAC","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JC22045","2976.02","0.0","g"
"ACTI-ECTC-X","APL3-AAC","JTK 6/Stock/RM/AA-01C1","GBMJTK6/JC22043","1987.2","9.59232693276135e-14","g"
"EMU-PS-","EMO1-ABG","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JC28068","9.99999798523277e-06","0.0","g"
"EXTR-JPBBR-X","OBW1-ABH","JTK 6/Stock/RM/AA-01C2","GBMJTK6/HD09017","0.948","0.0","kg"
"EXTR-JPBBR-X","OBW1-ABH","JTK 6/Stock/RM/AA-01C2","GBMJTK6/JC09071","4.82585","0.0","kg"
"ACTI-RCLRP-X","MCR1-AJABB","JTK 6/Stock/RM/GD-AC-B2","GBMJTK6/JD26078","4.95862","0.0","kg"
"ACTI-VCR-X","APL3-AAF","JTK 6/Stock/RM/AA-02C1","GBMJTK6/HL28097","1000.0","0.0","g"
"ACTI-WLHA-AM","WBE1-ADA","JTK 6/Stock/RM/AA-01C1","GBMJTK6/HC12047","15.0","0.0","kg"
"EMU-SROL-X","EMO1-AGA","JTK 6/Stock/RM/AA-01C2","GBMJTK6/IL28030","30.0","0.0","kg"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-02C2","GBMJTK6/HK04148","7000.0","0.0","g"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-02C2","GBMJTK6/HL21093","5000.0","0.0","g"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-02C2","GBMJTK6/HJ05168","8000.0","0.0","g"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-02C2","GBMJTK6/HJ19139","10000.0","0.0","g"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-03C1","GBMJTK6/HK09107","5000.0","0.0","g"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-03C1","GBMJTK6/HJ26087","10000.0","0.0","g"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-03C1","GBMJTK6/HL14129","5000.0","0.0","g"
"WARN-RED33-X","CLR3-RED-ABC","JTK 6/Stock/RM/AA-03C1","GBMJTK6/HK16061","5000.0","0.0","g"
"ACTI-VCR-X","APL3-AAF","JTK 6/Stock/RM/AA-03C2","GBMJTK6/HK04153","8000.0","0.0","g"
"WARN-UPRPL589-X","CLR3-PNK-AAB","JTK 6/Stock/RM/AA-03C2","GBMJTK6/HJ05173","2000.0","0.0","g"
"WARN-CSR28-X","CLR3-PNK-AAF","JTK 6/Stock/RM/AA-03C2","GBMJTK6/HD24006","1000.0","0.0","g"
"EMUL-LCG-X","RHM3-AFH","JTK 6/Stock/RM/AA-03C2","GBMJTK6/HK04165","4900.0","0.0","g"
"EMUL-LCG-X","RHM3-AFH","JTK 6/Stock/RM/AA-03C2","GBMJTK6/HK13044","5000.0","0.0","g"
"PARF-OSLF-SP119881-X","PRF1-AIB","JTK 6/Stock/RM/GOR-F-17","GBMJTK6/JD26089","174955.7","0.0","g"
"SUNS-PNGEX-X","SCR3-ABD","JTK 6/Stock/RM/AA-04C1","GBMJTK6/IJ28022","7.98538","0.0","kg"
"WARN-C811RD-X","CLR3-WHT-AAE","JTK 6/Stock/RM/AA-04C1","GBMJTK6/II14031","17900.42","0.0","g"
"SUCR-AC01-X","EMS1-ACD","JTK 6/Stock/RM/AA-05C1","6FD1707","10000.0","0.0","g"
"EMU-CTL8-X","EMO1-AGI","JTK 6/Stock/RM/GG-C-01","GBMJTK6/HF10032","175000.0","0.0","g"
"WARN-OTS2Y-X","CLR3-YLW-ABE","JTK 6/Stock/RM/AA-05C1","GBMJTK6/FG1304","1545.0","0.0","g"
"WARN-DCR7-X","CLR3-RED-ABJ","JTK 6/Stock/RM/GG-D-08","1EA3140","45000.0","0.0","g"
"WARN-CB--K","CLR3-BLU-AAC","JTK 6/Stock/RM/AA-05C1","GBMJTK6/GH2045","2500.0","0.0","g"
"ASAM-A-CAAH-K","PRV3-AAH","JTK 6/Stock/RM/AA-05C1","GBMJTK6/II02017","1000.0","0.0","g"
"SILI-GRPSQ-X","PWD3-AFH","JTK 6/Stock/RM/AA-05C1","GBMJTK6/GJ09083","8000.0","0.0","g"
"WARN-CLRBDX-X","CLR3-VLT-AAE","JTK 6/Stock/RM/AA-05C2","GBMJTK6/GG31130","9000.0","0.0","g"
"WARN-DBG-","CLR3-BLU-AAE","JTK 6/Stock/RM/AA-05C1","AI30","18900.0","0.0","g"
"WARN-GAG001-BAS","CLR3-BRW-AAH","JTK 6/Stock/RM/AA-05C1","AI30","16000.0","0.0","g"
"VITA-B3UP-X","AAG3-AAI","JTK 6/Stock/RM/AA-05C2","GBMJTK6/GL10051","70.0","0.0","g"
"WARN-CB--K","CLR3-BLU-AAC","JTK 6/Stock/RM/AA-05C2","GBMJTK6/GH2045","7500.0","0.0","g"
"EMUL-DERMSOLP-","SRF1-AAC","JTK 6/Stock/RM/AA-05C2","GBMJTK6/ID12120","3000.0","3000.0","g"
"OIL-LXFS-X","DSP1-AAI","JTK 6/Stock/RM/AA-05C2","GBMJTK6/IC26019","0.7","0.0","kg"
"WARN-FG-820C-K","CLR3-GRN-AAC","JTK 6/Stock/RM/AA-05C2","121226","15000.0","0.0","g"
"WARN-GTG006--K","CLR3-YLW-AAF","JTK 6/Stock/RM/AA-05C2","130219","12500.0","0.0","g"
"WARN-CLOV--K","CLR3-VLT-AAC","JTK 6/Stock/RM/AA-05C2","GBMJTK6/GA08103","8500.0","0.0","g"
"WARN-BGM103YP-X","CLR3-WHT-AAH","JTK 6/Stock/RM/AA-04C2","GBMJTK6/HA13086","49962.1","0.0","g"
"SILC-MKOL-X","RHM3-AFA","JTK 6/Stock/RM/AA-06B1","GBMJTK6/IK30134","12000.0","0.0","g"
"WARN-CSR22-X","CLR3-RED-ADB","JTK 6/Stock/RM/AA-04C2","GBMJTK6/GH27205","15000.0","0.0","g"
"WARN-FG-820C-K","CLR3-GRN-AAC","JTK 6/Stock/RM/AA-05C1","121226","5100.0","0.0","g"
"MICA-PF-5-X","PWD3-ABB","JTK 6/Stock/RM/AA-05C1","6FA0525","775.0","0.0","g"
"EMU-LPNT-X","EMO1-AEA","JTK 6/Stock/RM/AA-05C1","GBMJTK6/IH23081","1000.0","0.0","g"
"WARN-14032-X","CLR3-RED-ACJ","JTK 6/Stock/RM/AA-05C1","GBMJTK6/IA28060","1000.0","0.0","g"
"ZINC-ZNOLYS-X","PWD3-ACA","JTK 6/Stock/RM/CA-09B2","GBMJTK6/JE11035","39975.39","0.0","g"
"SERI-JAS-X","PWD3-AFF","JTK 6/Stock/RM/GG-E1-08","GBMJTK6/GB1284","8900.0","0.0","g"
"EXTR-CYPEX-X","WBE1-ADF","JTK 6/Stock/RM/GD-AC-C5","GBMJTK6/JE10065","0.0013399999999999","0.0","kg"
"ACTI-RCLRP-X","MCR1-AJABB","JTK 6/Stock/RM/GD-AC-C5","GBMJTK6/JE10086","9.92902","0.0","kg"
"ACTI-SRCM-X","SAI1-AAD","JTK 6/Stock/RM/GD-AC-D2","GBMJTK6/JE10084","9949.13","0.0","g"
"EXTR-CHEN-X","HRC1-ABD","JTK 6/Stock/RM/GD-AC-PAL-03","GBMJTK6/JE11116","0.00920999999999594","0.0","kg"
"THIC-MNTVL-X","RHM3-AEG","JTK 6/Stock/RM/DA-08B2","GBMJTK6/JE10146","149969.52","0.0","g"
"EMUL-KF6028-X","EMS1-ABJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JB09127","12937.67","0.0","g"
"CRO1-SS-","WAX3-AAG","JTK 6/Stock/RM/AA-06C2","GBMJTK6/JD27217","9973.04","0.0","g"
"CRO1-SS-","WAX3-AAG","JTK 6/Stock/RM/AA-06C2","GBMJTK6/JD27216","9975.03","0.0","g"
"PARF-AMSKLG-X","PRF1-AJJ","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JC17087","0.0475199999999989","0.0","kg"
"PENG-STPHL-X","PRV1-ABG","JTK 6/Stock/RM/GOR-E-27","GBMJTK6/JE13017","8.00000000005241e-05","0.0","kg"
"EXTR-PHTSGE-X","WBE1-ACJ","JTK 6/Stock/RM/Release-RM","GBMJTK6/JE18006","0.00128999999999913","0.0","kg"
"SUNS-PRSHMS-X","SCR1-ABD","JTK 6/Stock/RM/EA-03A1","GBMJTK6/JE11053","0.00450999999999624","0.0","kg"
"ACTI-YZEX-X","WBE1-BCACF","JTK 6/Stock/RM/AA-06C2","GBMJTK6/JE11058","9.94244","0.0","kg"
"ACTI-TXPP-X","WHT1-AAH","JTK 6/Stock/RM/AA-07C1","GBMJTK6/JE10082","0.000349999999999184","0.000349999999999184","kg"
"RHM-VLVABE-X","RHM2-BIBCB","JTK 6/Stock/RM/AA-07C1","GBMJTK6/JE12108","1.6165","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JE11027","9.97182","0.0","kg"
"WARN-A407-X","CLR3-YLW-ABD","JTK 6/Stock/RM/GG-E-01","GBMJTK6/JE10053","24984.48","0.0","g"
"ACTM-Q10-X","AAG1-AAB","JTK 6/Stock/RM/Release-RM","GBMJTK6/JE19027","0.00299999999992906","0.0","g"
"WARN-TMRD-X","CLR3-WHT-AAD","JTK 6/Stock/RM/Repack-RM","GBMJTK6/GB28108","20400.0","0.0","g"
"WARN-TPA502-X","CLR3-RED-ABG","JTK 6/Stock/RM/GG-E1-07","GBMJTK6/HI03024","25000.0","0.0","g"
"EDG-PLCG-X","MST1-ABD","JTK 6/Stock/RM/GOR-A-25","GBMJTK6/JE09025","24952.93","0.0","g"
"WARN-TPA502-X","CLR3-RED-ABG","JTK 6/Stock/RM/GG-F1-07","GBMJTK6/HL15049","25000.0","0.0","g"
"WARN-TPA502-X","CLR3-RED-ABG","JTK 6/Stock/RM/GG-F1-07","GBMJTK6/HL22070","50000.0","0.0","g"
"POWD-MCSLKDB-X","PWD3-BAAAI","JTK 6/Stock/RM/GOR-D-55","GBMJTK6/IJ18126","70.0","0.0","kg"
"SCRU-ECBTS-X","VES3-AKABJ","JTK 6/Stock/RM/GOR-A-13","GBMJTK6/JE25099","9.9689","0.0","kg"
"ZINC-ZNOLYS-X","PWD3-ACA","JTK 6/Stock/RM/CA-09B2","GBMJTK6/JE24075","79967.4","0.0","g"
"SILC-AERSLR-X","RHM3-BHAFD","JTK 6/Stock/RM/CA-10B2","GBMJTK6/JE27061","39.92828","0.0","kg"
"WARN-FW108S-X","CLR3-WHT-AAF","JTK 6/Stock/RM/GG-G1-09","GBMJTK6/JE17065","24981.25","0.0","g"
"RHM-MKMSS-X","RHM3-BIBAF","JTK 6/Stock/RM/AA-02C1","GBMJTK6/JE25172","0.000309999999998922","0.0","kg"
"PARF-CWGT-X","PRF1-BIBAE","JTK 6/Stock/RM/Release-RM","GBMJTK6/JE30103","0.00145999999999802","0.0","kg"
"BENT-TXID18-X","SLC2-AAI","JTK 6/Stock/RM/GG-D-07","GBMJTK6/GA08204","75000.0","0.0","g"
"BENT-TXID18-X","SLC2-AAI","JTK 6/Stock/RM/GG-D-07","GBMJTK6/GC19125","90000.0","0.0","g"
"BENT-TXID18-X","SLC2-AAI","JTK 6/Stock/RM/GG-D-07","GBMJTK6/GC19126","15000.0","0.0","g"
"ZINC-10PL-X","SCR3-AAI","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JC29110","7982.59","0.0","g"
"PARF-PCNDLF-X","PRF1-BKBEI","JTK 6/Stock/RM/GD-AC-A1","GBMJTK6/JE17160","149.93107","0.0","kg"
"WARN-COGO--K","CLR3-YLW-AAD","JTK 6/Stock/RM/GG-B2-06","GBMJTK6/JC24075","99982.8","0.0","g"
"SILI-1202-","SLC1-ABA","JTK 6/Stock/RM/GOR-B-06","GBMJTK6/JE31041","40954.22","0.0","g"
"ACTI-IVLNC-X","AAG3-BLBFD","JTK 6/Stock/RM/AA-09C2","GBMJTK6/JE30027","9.98281","0.0","kg"
"ACTI-IVLNC-X","AAG3-BLBFD","JTK 6/Stock/RM/AA-09C2","GBMJTK6/JE10014","39.98059","0.0","kg"
"ACTI-IVLNC-X","AAG3-BLBFD","JTK 6/Stock/RM/AA-02C1","GBMJTK6/JF03013","9.97807","0.0","kg"
"WARN-CLONAR-424CB-K","CLR3-RED-ABA","JTK 6/Stock/RM/GG-D1-02","GBMJTK6/FI1739","25000.0","0.0","g"
"WAX-KW8P-X","WAX3-ADA","JTK 6/Stock/RM/Release-RM","GBMJTK6/JE31170","13962.75","0.0","g"
"PARF-MJSDMB-X","PRF1-BLBJF","JTK 6/Stock/RM/GOR-E-31","GBMJTK6/JE17173","100.0","0.0","kg"
"LAN-99-X","SLV1-AAH","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JD27198","9.99999883788405e-06","0.0","g"
"ACTI-APSC-X","WHT1-AAF","JTK 6/Stock/RM/AA-08C1","GBMJTK6/JE20152","2936.16","0.0","g"
"ACTI-MDIC-X","AAG1-AAF","JTK 6/Stock/RM/GD-AC-C3","GBMJTK6/JF02087","942.16","0.0","g"
"SILI-KFFA-X","SLC1-ACI","JTK 6/Stock/RM/CA-07A1","GBMJTK6/JF02091","0.00945999999999714","0.0","kg"
"SILI-KSGFT-X","SLC2-BIBAI","JTK 6/Stock/RM/GOR-A-33","GBMJTK6/JF02090","0.00445999999999813","0.0","kg"
"WARN-C196619-R6-K","CLR3-RED-AAE","JTK 6/Stock/RM/GG-C1-02","GBMJTK6/JE31066","24984.49","0.0","g"
"WARN-YLW3AS-X","CLR3-YLW-AAJ","JTK 6/Stock/RM/GG-F1-01","GBMJTK6/JE30062","239979.91","0.0","g"
"WARN-C335138--K","CLR3-RED-AAC","JTK 6/Stock/RM/GG-I1-03","GBMJTK6/JE24090","44974.78","1.69464442478784e-12","g"
"PARF-RBM3E-X","PRF1-AGH","JTK 6/Stock/RM/GD-AC-C4","GBMJTK6/JE17169","964.7","0.0","g"
"ACTI-MGCPW-X","AAG3-AAH","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/HK30059","1.0","0.0","kg"
"PARF-FUN819-X","PRF1-ADD","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/IL20131","25000.0","0.0","g"
"PARF-MNRWVSA-X","PRF1-AHI","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JA10128","25.0","0.0","kg"
"PARF-ISPSP-X","PRF1-ADE","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/IG29044","100000.0","0.0","g"
"PARF-R1422-X","PRF1-ADI","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/IJ07069","25000.0","0.0","g"
"EMU-SROL-X","EMO1-AGA","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/IL15060","10.0","0.0","kg"
"EMU-SROL-X","EMO1-AGA","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/IL24064","30.0","0.0","kg"
"ACTI-AFEW-X","SCR1-AAG","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/GE2734","5000.0","0.0","g"
"PARF-OL-R 0714768","PRF1-ACJ","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JB03124","1964.53","0.0","g"
"ACTI-AFEW-X","SCR1-AAG","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/GE2730","63000.0","0.0","g"
"ACTI-AFEW-X","SCR1-AAG","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/GJ22153","47000.0","0.0","g"
"ACTI-AFEW-X","SCR1-AAG","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JA28040","9916.22","0.0","g"
"ACTI-AFEW-X","SCR1-AAG","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/GF2574","26000.0","0.0","g"
"PENG-DDG226-X","PRV1-AAI","JTK 6/Stock/RM/GOR-E-52","GBMJTK6/JF06128","199940.05","0.0","g"
"WARN-GAG001-BAS","CLR3-BRW-AAH","JTK 6/Stock/RM/Gudang NDC","AD19.2","14000.0","0.0","g"
"CLR-CWBFBW-X","CLR1-BLU-AAJ","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/II07120","1.0","0.0","kg"
"SILC-AERSLR-X","RHM3-BHAFD","JTK 6/Stock/RM/GOR-C-17","GBMJTK6/JF03020","119.99702","0.0","kg"
"SILC-AERSLR-X","RHM3-BHAFD","JTK 6/Stock/RM/GOR-C-17","GBMJTK6/JF03019","9.9973","0.0","kg"
"PARF-RLVNL-X","PRF1-BLBHE","JTK 6/Stock/RM/GD-AC-A4","GBMJTK6/JE27143","74.85685","0.0","kg"
"ABIL-WE09-X","EMS1-AAF","JTK 6/Stock/RM/GOR-D-04","GBMJTK6/JF06089","9.99998883344233e-06","0.0","g"
"RHM-VLVABE-X","RHM2-BIBCB","JTK 6/Stock/RM/GOR-A-12","GBMJTK6/JF07074","40.91047","0.0","kg"
"EMO-SLCHS-X","DSP1-BHAFE","JTK 6/Stock/RM/GOR-A-35","GBMJTK6/JF07084","9.99999999784507e-06","0.0","kg"
"PARF-HGTEA-X","PRF1-BCACC","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JD11086","549.95333","0.0","kg"
"PARF-HGTEA-X","PRF1-BCACC","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JD11087","299.95333","0.0","kg"
"PARF-HGTEA-X","PRF1-BCACC","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JC07084","299.90536","0.0","kg"
"WARN-WDCB2-X","CLR1-BLK-AAH","JTK 6/Stock/RM/GOR-A-33","GBMJTK6/JE31212","35923.74","0.0","g"
"PARF-WGTIMP-X","PRF1-BCACD","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JE09045","174.95944","0.0","kg"
"PARF-HGTEA-X","PRF1-BCACC","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JB25095","49.95396","0.0","kg"
"PARF-CRMOD-X","PRF1-BCACE","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JE12085","1574.93938","0.0","kg"
"VITA-B3PC-X","AAG3-AAF","JTK 6/Stock/RM/Repack-RM","GBMJTK6/JE25071","10000.0","0.0","g"
"WARN-WDCB2-X","CLR1-BLK-AAH","JTK 6/Stock/RM/GOR-A-35","GBMJTK6/JF07075","17936.86","0.0","g"
"PARF-HGTEA-X","PRF1-BCACC","JTK 6/Stock/RM/Gudang NDC","GBMJTK6/JB25094","24.95396","0.0","kg"
