"Korporat Code","Name"
"L-EVCL02-W5.5G","Wardah Everyday Cheek and Lip Tint 02 My Baerry! 5.5 g"
"L-EVCL02-W6G","Wardah Everyday Cheek and Lip Tint 02 My Baerry! 6 g"
"L-EVCL03-BULK","Wardah Everyday Cheek and Lip Tint 03 Pink On Point !"
"L-EVCL03-W5.5G","Wardah Everyday Cheek and Lip Tint 03 Pink on Point! 5.5 g"
"L-EVCL03-W6G","Wardah Everyday Cheek and Lip Tint 03 Pink on Point! 6 g"
"LB-EVFSG-BULK","Wardah Everyday Fruity Sheer Lip Balm Grape"
"LB-EVFSG-W4G","Wardah Everyday Fruity Sheer Lip Balm Grape 4 g"
"LB-EVFSGSE-W","Wardah Everyday Fruity Sheer Lip Balm Picnic Edition Grape 4 g"
"LB-EVFSSSE-W","Wardah Everyday Fruity Sheer Lip Balm Picnic Edition Strawberry 4 g"
"LB-EVFSS-BULK","Wardah Everyday Fruity Sheer Lip Balm Strawberry"
"LB-EVFSS-W4G","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g"
"F-W0CLUSP-BULK","Wardah Everyday Luminous Creamy Foundation Extra Cover 01 Sheer Pink Bulk (Kg)"
"F-EVLLF01-W","Wardah Everyday Luminous Liquid Foundation – 01 Natural White 35 ml"
"F-EVLLF02-W","Wardah Everyday Luminous Liquid Foundation – 02 Light Beige 35 ml"
"F-EVLLF03-W","Wardah Everyday Luminous Liquid Foundation – 03 Beige 35 ml"
"F-EVLLF04-W","Wardah Everyday Luminous Liquid Foundation – 04 Natural 35 ml"
"LB-EVLNGT-BULK","Wardah Everyday Moisture Lip Nutrition Green Tea"
"LB-EVLNGT-W4G","Wardah Everyday Moisture Lip Nutrition Green Tea 4 g"
"LB-EVLNH-BULK","Wardah Everyday Moisture Lip Nutrition Honey"
"LB-EVLNH-W4G","Wardah Everyday Moisture Lip Nutrition Honey 4 g"
"B-ESFBBLP-W8GR","Wardah Everyday Shine Free BB Loose Powder 8 gr (Pc(s))"
"L-EVLCR1-BULK","Wardah Everyday! Matte Lip Shot 01 #fyp"
"L-EVLCR1-W","Wardah Everyday! Matte Lip Shot 01 #fyp 1.8 g"
"L-EVLCR2-BULK","Wardah Everyday! Matte Lip Shot 02 #throwback"
"L-EVLCR2-W","Wardah Everyday! Matte Lip Shot 02 #throwback 1.8 g"
"L-EVLCR3-BULK","Wardah Everyday! Matte Lip Shot 03 #nowplaying"
"L-EVLCR3-W","Wardah Everyday! Matte Lip Shot 03 #nowplaying 1.8 g"
"L-EVLCR4-BULK","Wardah Everyday! Matte Lip Shot 04 #ootd"
"L-EVLCR4-W","Wardah Everyday! Matte Lip Shot 04 #ootd 1.8 g"
"L-EVLCR5-BULK","Wardah Everyday! Matte Lip Shot 05 #mood"
"L-EVLCR5-W","Wardah Everyday! Matte Lip Shot 05 #mood 1.8 g"
"BO-E01-W-BULK","Wardah Exclusive Blush On 01 Rosy Pink"
"BO-E01-W","Wardah Exclusive Blush On 01 Rosy Pink 6.5 g"
"BO-E02-W-BULK","Wardah Exclusive Blush On 02 Coral Peach"
"BO-E02-W","Wardah Exclusive Blush On 02 Coral Peach 6.5 g"
"BO-RE02-W","Wardah Exclusive Blush On 02 Revamp Coral Peach 6.5 g"
"BO-RE01-W","Wardah Exclusive Blush On Revamp 01 Rosy Pink 6.5 g"
"BRUS-EBS-W","Wardah Exclusive Brush Set"
"CON-E01-BULK","Wardah Exclusive Concealer 01"
"CON-E01-W","Wardah Exclusive Concealer 01 6.5 g"
"CON-E02-BULK","Wardah Exclusive Concealer 02"
"CON-E02-W","Wardah Exclusive Concealer 02 6.5 g"
"CON-E03-BULK","Wardah Exclusive Concealer 03"
"CON-E03-W","Wardah Exclusive Concealer 03 6.5 g"
"CON-E04-BULK","Wardah Exclusive Concealer 04"
"CON-E04-W","Wardah Exclusive Concealer 04 6.5 g"
"F-RECF01-BULK","Wardah Exclusive Creamy Foundation 01 Light Beige"
"F-WOECB5101-W10GR","Wardah Exclusive Creamy Foundation 01 Light Beige 10 gr (pc(s))"
"F-RECF01-W","Wardah Exclusive Creamy Foundation 01 Light Beige 12 g"
"F-RECF02-BULK","Wardah Exclusive Creamy Foundation 02 Sheer Pink"
"F-WOECSP02-W10GR","Wardah Exclusive Creamy Foundation 02 Sheer Pink 10 gr (pc(s))"
"F-RECF02-W","Wardah Exclusive Creamy Foundation 02 Sheer Pink 12 g"
"F-RECF03-BULK","Wardah Exclusive Creamy Foundation 03 Sandy Beige"
"F-WOECSB03-W10GR","Wardah Exclusive Creamy Foundation 03 Sandy Beige 10 gr (pc(s))"
"F-RECF03-W","Wardah Exclusive Creamy Foundation 03 Sandy Beige 12 g"
"F-RECF04-BULK","Wardah Exclusive Creamy Foundation 04 Natural"
"F-WOECN04-W10GR","Wardah Exclusive Creamy Foundation 04 Natural 10 gr (pc(s))"
"F-RECF04-W","Wardah Exclusive Creamy Foundation 04 Natural 12 g"
"F-RECF05-BULK","Wardah Exclusive Creamy Foundation 05 Coffee Beige"
"F-WOECCB05-W10GR","Wardah Exclusive Creamy Foundation 05 Coffee Beige 10 gr (pc(s))"
"F-RECF05-W","Wardah Exclusive Creamy Foundation 05 Coffee Beige 12 g"
"ES-EP01-W","Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g"
"ES-EP02-W","Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g"
"CUS-EFC01I-W","Wardah Exclusive Flawless Cover Cushion 01 Improve 15 g"
"CUS-R2EFC01-W","Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g"
"CUS-EFC01-W","Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g"
"CUS-EFC01LE-W","Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g Limited Edition"
"CUS-EFC02-W","Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g"
"CUS-R2EFC02-W","Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g"
"CUS-EFC02LE-W","Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g Limited Edition"
"CUS-EFC02I-W","Wardah Exclusive Flawless Cover Cushion 02 Improve 15 g"
"CUS-EFC03I-W","Wardah Exclusive Flawless Cover Cushion 03 Improve 15 g"
"CUS-EFC03-W","Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g"
"CUS-R2EFC03-W","Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g"
"CUS-EFC03LE-W","Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g Limited Edition"
"CUS-EFC04I-W","Wardah Exclusive Flawless Cover Cushion 04 Improve 15 g"
"CUS-EFC04-W","Wardah Exclusive Flawless Cover Cushion 04 Natural 15 g"
"CUS-R2EFC04-W","Wardah Exclusive Flawless Cover Cushion 04 Natural 15 g"
"CUS-EFC04LE-W","Wardah Exclusive Flawless Cover Cushion 04 Natural 15 g Limited Edition"
"CUS-EFC05-BULK","Wardah Exclusive Flawless Cover Cushion 05 Coffee Beige"
"CUS-EFC05-W","Wardah Exclusive Flawless Cover Cushion 05 Coffee Beige 15 g"
"CUS-EFC05I-W","Wardah Exclusive Flawless Cover Cushion 05 Improve 15 g"
"CUS-EFC06-BULK","Wardah Exclusive Flawless Cover Cushion 06 Cream Beige"
"CUS-EFC06-W","Wardah Exclusive Flawless Cover Cushion 06 Cream Beige 15 g"
"CUS-EFC06I-W","Wardah Exclusive Flawless Cover Cushion 06 Improve 15 g"
"CUS-EFC01C-W","Wardah Exclusive Flawless Cover Cushion Collab 01 Light Beige 15 g"
"CUS-EFC02C-W","Wardah Exclusive Flawless Cover Cushion Collab 02 Honey Beige 15 g"
"CUS-EFC03C-W","Wardah Exclusive Flawless Cover Cushion Collab 03 Sandy Beige 15 g"
"CUS-EFC04C-W","Wardah Exclusive Flawless Cover Cushion Collab 04 Natural 15 g"
"CUS-R2EFC01-BULK","Wardah Exclusive Flawless Cover Cushion Revamp 01"
"CUS-R2EFC02-BULK","Wardah Exclusive Flawless Cover Cushion Revamp 02"
"CUS-R2EFC03-BULK","Wardah Exclusive Flawless Cover Cushion Revamp 03"
"CUS-R2EFC04-BULK","Wardah Exclusive Flawless Cover Cushion Revamp 04"
"FA-EGH-BULK","Wardah Exclusive Glowing Highlighter"
"FA-EGH-W","Wardah Exclusive Glowing Highlighter 6.5 g"
"L-ELT-W","Wardah Exclusive Lip Topper 4 ml"
"L-EWRC39-W3,8GRAM","Wardah Exclusive Lipstick 39 3,8 g"
"F-RELF01-BULK","Wardah Exclusive Liquid Foundation 01"
"F-RELF01-W","Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml"
"F-RRELF01-W","Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml"
"F-WOELB5101-W20ML","Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml (Pc(s))"
"F-RELF02-BULK","Wardah Exclusive Liquid Foundation 02"
"F-RELF02-W","Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml"
"F-RRELF02-W","Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml"
"F-WOELSP02-W20ML","Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml (Pc(s))"
"F-RELF03-BULK","Wardah Exclusive Liquid Foundation 03"
"F-WOELSB03-W20ML","Wardah Exclusive Liquid Foundation 03 Sandy Beige 20 ml"
"F-RELF03-W","Wardah Exclusive Liquid Foundation 03 Sandy Beige 20 ml"
"F-RRELF03-W","Wardah Exclusive Liquid Foundation 03 Sandy Beige 20 ml"
"F-RELF04-BULK","Wardah Exclusive Liquid Foundation 04 N"
"F-RRELF04-W","Wardah Exclusive Liquid Foundation 04 Natural 20 ml"
"F-RELF04-W","Wardah Exclusive Liquid Foundation 04 Natural 20 ml"
"F-WOELN04-W20ML","Wardah Exclusive Liquid Foundation 04 Natural 20 ml"
"F-RELF05-BULK","Wardah Exclusive Liquid Foundation 05 C"
"F-RRRELF05-W","Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml"
"F-WOELCB05-W20ML","Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml"
"F-RRELF05-W","Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml"
"F-RELF05-W","Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml"
"F-RELF06-W","Wardah Exclusive Liquid Foundation 06 Cream Beige 20 ml"
"L-REMA09-BULK","Wardah Exclusive Matte 09 Lipstick True Red"
"L-EMC01-W4GR","Wardah Exclusive Matte Lip Cream 01 Red-dicted 4 gr (Pc(s))"
"L-EMC01DP-W","Wardah Exclusive Matte Lip Cream 01 Red-dicted 4g"
"L-EMC02-W4GR","Wardah Exclusive Matte Lip Cream 02 Fuschionately 4 gr (pc(s))"
"L-EMC02DP-W","Wardah Exclusive Matte Lip Cream 02 Fuschionately 4g"
"L-EMC03-W4GR","Wardah Exclusive Matte Lip Cream 03 See You Latte 4 gr (pc(s))"
"L-EMC03DP-W","Wardah Exclusive Matte Lip Cream 03 See You Latte 4g"
"L-EMC04-W4GR","Wardah Exclusive Matte Lip Cream 04 Pink Me 4 gr (pc(s))"
"L-EMC04DP-W","Wardah Exclusive Matte Lip Cream 04 Pink Me 4g"
"L-EMC05-W4GR","Wardah Exclusive Matte Lip Cream 05 Speachless 4 gr (pc(s))"
"L-EMC05DP-W","Wardah Exclusive Matte Lip Cream 05 Speachless 4g"
"L-EMC06-W4GR","Wardah Exclusive Matte Lip Cream 06 Feeling Red 4 gr (Pc(s))"
"L-EMC06DP-W","Wardah Exclusive Matte Lip Cream 06 Feeling Red 4g"
"L-EMC07-W4GR","Wardah Exclusive Matte Lip Cream 07 Hello Ruby 4 gr (Pc(s))"
"L-EMC07DP-W","Wardah Exclusive Matte Lip Cream 07 Hello, Ruby 4g"
"L-EMC08-W4GR","Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4 gr (Pc(S))"
"L-EMC08DP-W","Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4g"
"L-EMC09DP-W","Wardah Exclusive Matte Lip Cream 09 Mauve On ! 4g"
"L-EMC09-W4GR","Wardah Exclusive Matte Lip Cream 09 Mauve On 4 gr (Pc(S))"
"L-EMC10-W4GR","Wardah Exclusive Matte Lip Cream 10 Berry Pretty 4 gr (Pc(s))"
"L-EMC10DP-W","Wardah Exclusive Matte Lip Cream 10 Berry Pretty 4g"
"L-EMC11DP-W","Wardah Exclusive Matte Lip Cream 11 Oh So Nude ! 4g"
"L-EMC11-W4GR","Wardah Exclusive Matte Lip Cream 11 Oh So Nude 4 gr (Pc(s))"
"L-EMC12-W4GR","Wardah Exclusive Matte Lip Cream 12 Plum It Up 4 gr (Pc(s))"
"L-EMC12DP-W","Wardah Exclusive Matte Lip Cream 12 Plum It Up 4g"
"L-EMC13-W4GR","Wardah Exclusive Matte Lip Cream 13 Fruit Punch 4 gr (Pc(s))"
"L-EMC13DP-W","Wardah Exclusive Matte Lip Cream 13 Fruit Punch 4g"
"L-EMC14-W4GR","Wardah Exclusive Matte Lip Cream 14 My Honey Bee 4 gr (Pc(s))"
"L-EMC14DP-W","Wardah Exclusive Matte Lip Cream 14 My Honey Bee 4g"
"L-EMC15-W4GR","Wardah Exclusive Matte Lip Cream 15 Pinky Plumise 4 gr (Pc(s))"
"L-EMC15DP-W","Wardah Exclusive Matte Lip Cream 15 Pinky Plumise 4g"
"L-EMC16-W4GR","Wardah Exclusive Matte Lip Cream 16 Heartbeet 4 gr (Pc(s))"
"L-EMC16DP-W","Wardah Exclusive Matte Lip Cream 16 Heartbeet 4g"
"L-EMC17-W4GR","Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4 gr (Pc(s))"
"L-EMC17DP-W","Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4g"
"L-EMC18-W4GR","Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4 gr (Pc(s))"
"L-EMC18DP-W","Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4g"
"L-EMC05MM-W","Wardah Exclusive Matte Lip Cream Blister 05 Speachless 4 g"
"L-EMC08MM-W","Wardah Exclusive Matte Lip Cream Blister 08 Pinkcredible 4 g"
"L-EMC09MM-W","Wardah Exclusive Matte Lip Cream Blister 09 Mauve On! 4 g"
"L-R2EMC01-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 01"
"L-R2EMC01-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 01 4 g"
"L-R2EMC03-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 03"
"L-R2EMC03-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 03 4 g"
"L-R2EMC05-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 05"
"L-R2EMC05-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 05 4 g"
"L-R2EMC06-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 06"
"L-R2EMC06-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 06 4 g"
"L-R2EMC07-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 07"
"L-R2EMC07-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 07 4 g"
"L-R2EMC08-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 08"
"L-R2EMC08-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 08 4 g"
"L-R2EMC09-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 09"
"L-R2EMC09-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 09 4 g"
"L-R2EMC11-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 11"
"L-R2EMC11-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 11 4 g"
"L-R2EMC12-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 12"
"L-R2EMC12-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 12 4 g"
"L-R2EMC13-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 13"
"L-R2EMC13-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 13 4 g"
"L-R2EMC14-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 14 4 g"
"L-R2EMC16-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 16"
"L-R2EMC16-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 16 4 g"
"L-R2EMC17-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 17"
"L-R2EMC17-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade 17 4 g"
"L-EMCA-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade A"
"L-EMCA-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade A 4 g"
"L-EMCB-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade B"
"L-EMCB-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade B 4 g"
"L-EMCC-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade C"
"L-EMCC-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade C 4 g"
"L-EMCD-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade D"
"L-EMCD-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade D 4 g"
"L-EMCE-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade E"
"L-EMCE-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade E 4 g"
"L-EMCF-BULK","Wardah Exclusive Matte Lip Cream Tukar Guling Shade F"
"L-EMCF-W","Wardah Exclusive Matte Lip Cream Tukar Guling Shade F 4 g"
"L-EMCAC08-W","Wardah Exclusive Matte Lip Cream X Ayang Cempaka 08 Pinkcredible 4 gr"
"L-EMCAC09-BULK","Wardah Exclusive Matte Lip Cream X Ayang Cempaka 09 Mauve On"
"L-EMCAC09-W","Wardah Exclusive Matte Lip Cream X Ayang Cempaka 09 Mauve On ! 4 gr"
"L-EMCAC10-W","Wardah Exclusive Matte Lip Cream X Ayang Cempaka 10 Berry Pretty 4 gr"
"L-REMA01-BULK","Wardah Exclusive Matte Lipstick 01 Pink"
"L-REMA01-W","Wardah Exclusive Matte Lipstick 01 Pink 3.5 g"
"L-REMA02-BULK","Wardah Exclusive Matte Lipstick 02 Magenta"
"L-REMA02-W","Wardah Exclusive Matte Lipstick 02 Magenta 3.5 g"
"L-REMA03-BULK","Wardah Exclusive Matte Lipstick 03 Red"
"L-REMA03-W","Wardah Exclusive Matte Lipstick 03 Red 3.5 g"
"L-REMA04-BULK","Wardah Exclusive Matte Lipstick 04 Orange"
"L-REMA04-W","Wardah Exclusive Matte Lipstick 04 Orange 3.5 g"
"L-REMA05-BULK","Wardah Exclusive Matte Lipstick 05 Peach"
"L-REMA05-W","Wardah Exclusive Matte Lipstick 05 Peach 3.5 g"
"L-REMA06-BULK","Wardah Exclusive Matte Lipstick 06 Dark Red"
"L-REMA06-W","Wardah Exclusive Matte Lipstick 06 Dark Red 3.5 g"
"L-REMA09-W","Wardah Exclusive Matte Lipstick 09 True Red 3.5 g"
"L-REMA12-BULK","Wardah Exclusive Matte Lipstick 12 Maroon"
"L-REMA12-W","Wardah Exclusive Matte Lipstick 12 Maroon 3.5 g"
"L-REMA13-BULK","Wardah Exclusive Matte Lipstick 13 Cocoa Look"
"L-REMA13-W","Wardah Exclusive Matte Lipstick 13 Cocoa Look 3.5 g"
"L-REMA16-BULK","Wardah Exclusive Matte Lipstick 16 Summer Pink"
"L-REMA16-W","Wardah Exclusive Matte Lipstick 16 Summer Pink 3.5 g"
"L-REMA17-BULK","Wardah Exclusive Matte Lipstick 17 Gorgeous Pink"
"L-REMA17-W","Wardah Exclusive Matte Lipstick 17 Gorgeous Pink 3.5 g"
"L-REMA18-BULK","Wardah Exclusive Matte Lipstick 18 Rossy Pink"
"L-REMA18-W","Wardah Exclusive Matte Lipstick 18 Rosy Pink 3.5 g"
"L-REMO20-BULK","Wardah Exclusive Moist Lipstick 20 Pink Pearl"
"L-REMO20-W","Wardah Exclusive Moist Lipstick 20 Pink Pearl 3.5 g"
"L-REMO21-BULK","Wardah Exclusive Moist Lipstick 21 Orchid Pink"
"L-REMO21-W","Wardah Exclusive Moist Lipstick 21 Orchid Pink 3.5 g"
"L-REMO23-BULK","Wardah Exclusive Moist Lipstick 23 Ruby Red"
"L-REMO23-W","Wardah Exclusive Moist Lipstick 23 Ruby Red 3.5 g"
"L-REMO26-BULK","Wardah Exclusive Moist Lipstick 26 Mango"
"L-REMO26-W","Wardah Exclusive Moist Lipstick 26 Mango 3.5 g"
"L-REMO29-BULK","Wardah Exclusive Moist Lipstick 29 Lavender"
"L-REMO29-W","Wardah Exclusive Moist Lipstick 29 Lavender 3.5 g"
"L-REMO30-BULK","Wardah Exclusive Moist Lipstick 30 Golden Coral"
"L-REMO30-W","Wardah Exclusive Moist Lipstick 30 Golden Coral 3.5 g"
"L-REMO32-BULK","Wardah Exclusive Moist Lipstick 32 Sheer Brown"
"L-REMO32-W","Wardah Exclusive Moist Lipstick 32 Sheer Brown 3.5 g"
"L-REMO35-BULK","Wardah Exclusive Moist Lipstick 35 Great Berry"
"L-REMO35-W","Wardah Exclusive Moist Lipstick 35 Great Berry 3.5 g"
"L-REMO36-BULK","Wardah Exclusive Moist Lipstick 36 Sugary Pink"
"L-REMO36-W","Wardah Exclusive Moist Lipstick 36 Sugary Pink 3.5 g"
"L-REMO41-BULK","Wardah Exclusive Moist Lipstick 41 Charming Red"
"L-REMO41-W","Wardah Exclusive Moist Lipstick 41 Charming Red 3.5 g"
"L-REMO43-BULK","Wardah Exclusive Moist Lipstick 43 Magnificent Red"
"L-REMO43-W","Wardah Exclusive Moist Lipstick 43 Magnificent Red 3.5 g"
"L-REMO46-BULK","Wardah Exclusive Moist Lipstick 46 Chic Magenta"
"L-REMO46-W","Wardah Exclusive Moist Lipstick 46 Chic Magenta 3.5 g"
"PRM-E-W","Wardah Exclusive Primer 25 g"
"ES-REP01-W","Wardah Exclusive Revamp Eyeshadow 01"
"ES-REP02-W","Wardah Exclusive Revamp Eyeshadow 02"
"FA-RE-W","Wardah Exclusive Revamp Highlighter"
"F-RRELF06-W","Wardah Exclusive Revamp Liquid Foundation 06"
"F-RRELF07-W","Wardah Exclusive Revamp Liquid Foundation 07"
"F-RRELF08-W","Wardah Exclusive Revamp Liquid Foundation 08"
"F-RRELF09-W","Wardah Exclusive Revamp Liquid Foundation 09"
"P-EXR-W","Wardah Exclusive Series Hampers"
"FA-E-W","Wardah Exclusive Setting Spray 50 ml"
"TC-W0EB4C1-W12GR","Wardah Exclusive Two Way Cake 01 Light Beige 12 gr (Pc(s))"
"TC-R2E01-W","Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g"
"TC-RE01-W","Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g"
"TC-R2E02-W","Wardah Exclusive Two Way Cake 02 Light Beige 12 g"
"TC-RE02-W","Wardah Exclusive Two Way Cake 02 Light Beige 12 g"
"TC-W0ESPC2-W12GR","Wardah Exclusive Two Way Cake 02 Sheer Pink 12 gr (pc(s))"
"TC-RE03-W","Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g"
"TC-R2E03-W","Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g"
"TC-W0ESBC3-W12GR","Wardah Exclusive Two Way Cake 03 Sandy Beige 12 gr (Pc(s))"
"TC-RE04-W","Wardah Exclusive Two Way Cake 04 Natural 12 g"
"TC-R2E04-W","Wardah Exclusive Two Way Cake 04 Natural 12 g"
"TC-W0ENC4-W12GR","Wardah Exclusive Two Way Cake 04 Natural 12 gr (Pc(s))"
"TC-RE05-W","Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g"
"TC-R2E05-W","Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g"
"TC-W0ECBC5-W12GR","Wardah Exclusive Two Way Cake 05 Coffee Beige 12 gr (Pc(s))"
"TC-R2E06-W","Wardah Exclusive Two Way Cake Revamp 06 12 g"
"TC-R2E07-W","Wardah Exclusive Two Way Cake Revamp 07 12 g"
"TC-R2E08-W","Wardah Exclusive Two Way Cake Revamp 08 12 g"
"L-EMM01-W","Wardah Exclusive moist & matte lipstick 01"
"L-EMM02-W","Wardah Exclusive moist & matte lipstick 02"
"L-EMM03-W","Wardah Exclusive moist & matte lipstick 03"
"L-EMM04-W","Wardah Exclusive moist & matte lipstick 04"
"L-EMM05-W","Wardah Exclusive moist & matte lipstick 05"
"L-EMM06-W","Wardah Exclusive moist & matte lipstick 06"
"L-EMM07-W","Wardah Exclusive moist & matte lipstick 07"
"L-EMM08-W","Wardah Exclusive moist & matte lipstick 08"
"L-EMM09-W","Wardah Exclusive moist & matte lipstick 09"
"L-EMM10-W","Wardah Exclusive moist & matte lipstick 10"
"L-EMM11-W","Wardah Exclusive moist & matte lipstick 11"
"L-EMM12-W","Wardah Exclusive moist & matte lipstick 12"
"EB-W1BL-W","Wardah Eye Brow Black"
"EB-W1BR-W","Wardah Eye Brow Brown"
"EL-W1B-WTA","Wardah Eye Liner Black"
"EL-W1C-WTA","Wardah Eye Liner Brown"
"EL-W1W-WTA","Wardah Eye Liner White"
"ES-W1A-W3,3GR","Wardah Eye Shadow A 3,3 gr (pc(s))"
"ES-W1B-W3,3GR","Wardah Eye Shadow B 3,3 gr (pc(s))"
"ES-W1C-W3,3GR","Wardah Eye Shadow C 3,3 gr"
"ES-W1D-W3,3GR","Wardah Eye Shadow D 3,3 gr (pc(s))"
"ES-W1E-W3,3GR","Wardah Eye Shadow E 3,3 gr (pc(s))"
"ES-W1F-W3,3GR","Wardah Eye Shadow F 3,3 gr (pc(s))"
"ES-W1G-W3,3GR","Wardah Eye Shadow G 3,3 gr (pc(s))"
"ES-W0H-W3,3GR","Wardah Eye Shadow H 3,3 gr"
"ES-W0I-W3,3GR","Wardah Eye Shadow I 3,3 gr (pc(s))"
"ES-W0J-W3,3GR","Wardah Eye Shadow J 3,3 gr (pc(s))"
"ES-W0K-W3,3GR","Wardah Eye Shadow K 3,3 gr"
"ES-W0L-W3,3GR","Wardah Eye Shadow L 3,3 gr (pc(s))"
"ES-W0M-W3,3GR","Wardah Eye Shadow M 3,3 gr (pc(s))"
"ES-W0N-W3,3GR","Wardah Eye Shadow N 3,3 gr (pc(s))"
"MASK-EEAL-W6GR","Wardah EyeXpert Aqua Lash Mascara 6 gr (Pc(s))"
"REM-EEM-W100ML","Wardah EyeXpert Eye & Lip Makeup Remover 100 ml"
"REM-EELM-W100ML","Wardah EyeXpert Eye & Lip Makeup Remover 100 ml"
"REM-EEM-W50ML","Wardah EyeXpert Eye & Lip Makeup Remover 50 ml"
"REM-EELM-W50ML","Wardah EyeXpert Eye & Lip Makeup Remover 50 ml"
"EB-EK-W3G","Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))"
"EB-REPBL-W","Wardah EyeXpert Eyebrow Pencil Black 1.14 g (Blister)"
"EB-EPBL-W","Wardah EyeXpert Eyebrow Pencil Black 1.14 g (Blister)"
"EB-EPBR-W","Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister)"
"EB-REPBR-W","Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister)"
"ES-ECL-W3,3GR","Wardah EyeXpert Eyeshadow Classic 3,3 gr"
"ES-EPS-W3,3GR","Wardah EyeXpert Eyeshadow Passionate 3,3 gr"
"EB-EXPMBD01-W","Wardah EyeXpert Matic Brow Definer 01 LIGHT BROWN 0.25 g"
"EB-EXPMBD02-W","Wardah EyeXpert Matic Brow Definer 02 DARK BROWN 0.25 g"
"EB-EXPMBD03-W","Wardah EyeXpert Matic Brow Definer 03 DARK GREY 0.25 g"
