"Korporat Code","Name"
"L-REMC15-W","Wardah Colorfit Matte Lip Cream 15 CREME SANDSATION 4g"
"L-REMC16-W","Wardah Colorfit Matte Lip Cream 16 MANDARIN GLOW 4g"
"L-REMC17-W","Wardah Colorfit Matte Lip Cream 17 SUNLIT PEACH 4g"
"L-REMC18-W","Wardah Colorfit Matte Lip Cream 18 SPICED ORANGE 4g"
"B-CLCLPA-W","Wardah Colorfit Mattifying Powder 22N Light Ivory 15 g"
"B-CLCLPB-W","Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g"
"B-CLCLPC-W","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g"
"B-CLCLPD-W","Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g"
"CUS-CLPGCA-BULK","Wardah Colorfit Perfect Glow Cushion 11C Pink Fair"
"CUS-CLPGCA-W","Wardah Colorfit Perfect Glow Cushion 11C Pink Fair 15 g"
"CUS-CLPGCB-BULK","Wardah Colorfit Perfect Glow Cushion 22N Light Ivory"
"CUS-CLPGCB-W","Wardah Colorfit Perfect Glow Cushion 22N Light Ivory 15 g"
"CUS-CLPGCC-BULK","Wardah Colorfit Perfect Glow Cushion 23W Warm Ivory"
"CUS-CLPGCC-W","Wardah Colorfit Perfect Glow Cushion 23W Warm Ivory 15 g"
"CUS-CLPGCD-BULK","Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige"
"CUS-CLPGCD-W","Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige 15 g"
"CUS-CLPGCE-BULK","Wardah Colorfit Perfect Glow Cushion 33W Olive Beige"
"CUS-CLPGCE-W","Wardah Colorfit Perfect Glow Cushion 33W Olive Beige 15 g"
"CUS-CLPGCG-BULK","Wardah Colorfit Perfect Glow Cushion 42N Neutral Sand"
"CUS-CLPGCG-W","Wardah Colorfit Perfect Glow Cushion 42N Neutral Sand 15 g"
"CUS-CLPGCF-BULK","Wardah Colorfit Perfect Glow Cushion 43W Golden Sand"
"CUS-CLPGCF-W","Wardah Colorfit Perfect Glow Cushion 43W Golden Sand 15 g"
"CUS-CLPGCH-BULK","Wardah Colorfit Perfect Glow Cushion 52N Almond"
"CUS-CLPGCH-W","Wardah Colorfit Perfect Glow Cushion 52N Almond 15 g"
"ES-CLPNB-01-BULK","Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 01"
"ES-CLPNB-02-BULK","Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 02"
"ES-CLPNB-03-BULK","Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 03"
"ES-CLPNB-04-BULK","Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 04"
"ES-CLPPB-01-BULK","Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 01"
"ES-CLPPB-02-BULK","Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 02"
"ES-CLPPB-03-BULK","Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 03"
"ES-CLPPB-04-BULK","Wardah Colorfit Quad Eye Palette 02 Rosé Aurora 04"
"ES-CLPWP-01-BULK","Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 01"
"ES-CLPWP-02-BULK","Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 02"
"ES-CLPWP-03-BULK","Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 03"
"ES-CLPWP-04-BULK","Wardah Colorfit Quad Eye Palette 03 Sunlit Blaze 04"
"P-CLR-W","Wardah Colorfit Series Hampers"
"L-CUM01-BULK","Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink"
"L-CUM01-W","Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink 3.6 g"
"L-CUM02-BULK","Wardah Colorfit Ultralight Matte Lipstick 02 Summer Peach"
"L-CUM02-W","Wardah Colorfit Ultralight Matte Lipstick 02 Summer Peach 3.6 g"
"L-CUM03-BULK","Wardah Colorfit Ultralight Matte Lipstick 03 Caramel Nude"
"L-CUM03-W","Wardah Colorfit Ultralight Matte Lipstick 03 Caramel Nude 3.6 g"
"L-CUM04-BULK","Wardah Colorfit Ultralight Matte Lipstick 04 Mocca Brown"
"L-CUM04-W","Wardah Colorfit Ultralight Matte Lipstick 04 Mocca Brown 3.6 g"
"L-CUM05-BULK","Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink"
"L-CUM05-W","Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g"
"L-CUM06-BULK","Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia"
"L-CUM06-W","Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia 3.6 g"
"L-CUM07-BULK","Wardah Colorfit Ultralight Matte Lipstick 07 Crimson Red"
"L-CUM07-W","Wardah Colorfit Ultralight Matte Lipstick 07 Crimson Red 3.6 g"
"L-CUM08-BULK","Wardah Colorfit Ultralight Matte Lipstick 08 Woodsy Brown"
"L-CUM08-W","Wardah Colorfit Ultralight Matte Lipstick 08 Woodsy Brown 3.6 g"
"L-CUMKORA-BULK","Wardah Colorfit Ultralight Matte Lipstick 09 Romantic Namsan"
"L-CUMKORA-W","Wardah Colorfit Ultralight Matte Lipstick 09 Romantic Namsan 3.6 g"
"L-CUMKORB-BULK","Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul"
"L-CUMKORB-W","Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g"
"L-CUMKORC-BULK","Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju"
"L-CUMKORC-W","Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju 3.6 g"
"L-CUMKORD-BULK","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami"
"L-CUMKORD-W","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g"
"L-CUMKORE-BULK","Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae"
"L-CUMKORE-W","Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae 3.6 g"
"L-CUMLE14-W","Wardah Colorfit Ultralight Matte Lipstick Limited Edition 14 3.6 g"
"L-CUMLE15-W","Wardah Colorfit Ultralight Matte Lipstick Limited Edition 15 3.6 g"
"L-CUMLE16-W","Wardah Colorfit Ultralight Matte Lipstick Limited Edition 16 3.6 g"
"L-CUMLE17-W","Wardah Colorfit Ultralight Matte Lipstick Limited Edition 17 3.6 g"
"L-CUMLE18-W","Wardah Colorfit Ultralight Matte Lipstick Limited Edition 18 3.6 g"
"L-CVM02LE-W","Wardah Colorfit Velvet Matte Lip Mousse - Women's Day Special Edition 02 Joyful Orange 4 g"
"L-CVM03LE-W","Wardah Colorfit Velvet Matte Lip Mousse - Women's Day Special Edition 03 Rose Ballerina 4 g"
"L-CVM04LE-W","Wardah Colorfit Velvet Matte Lip Mousse - Women's Day Special Edition 04 Pink Sweetheart 4 g"
"L-CVM06LE-W","Wardah Colorfit Velvet Matte Lip Mousse - Women's Day Special Edition 06 Fuchsia Lover 4 g"
"L-CVM07LE-W","Wardah Colorfit Velvet Matte Lip Mousse - Women's Day Special Edition 07 Red Pioneer 4 g"
"L-CVM08LE-W","Wardah Colorfit Velvet Matte Lip Mousse - Women's Day Special Edition 08 Brown Creator 4 g"
"L-CVM01-BULK","Wardah Colorfit Velvet Matte Lip Mousse 01 Brown Dreamer"
"L-CVM01-W","Wardah Colorfit Velvet Matte Lip Mousse 01 Brown Dreamer 4 g"
"L-CVM02-BULK","Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange"
"L-CVM02-W","Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g"
"L-CVM03-BULK","Wardah Colorfit Velvet Matte Lip Mousse 03 Rose Ballerina"
"L-CVM03-W","Wardah Colorfit Velvet Matte Lip Mousse 03 Rose Ballerina 4 g"
"L-CVM04-W","Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g"
"L-CVM04-BULK","Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweethearth"
"L-CVM05-BULK","Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve"
"L-CVM05-W","Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g"
"L-CVM06-W","Wardah Colorfit Velvet Matte Lip Mousse 06 Fuchsia Lover 4 g"
"L-CVM06-BULK","Wardah Colorfit Velvet Matte Lip Mousse 06 Fuschia Lover"
"L-CVM07-BULK","Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer"
"L-CVM07-W","Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer 4 g"
"L-CVM08-BULK","Wardah Colorfit Velvet Matte Lip Mousse 08 Brown Creator"
"L-CVM08-W","Wardah Colorfit Velvet Matte Lip Mousse 08 Brown Creator 4 g"
"L-CVM09-BULK","Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer"
"L-CVM09-W","Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g"
"L-CVM010-BULK","Wardah Colorfit Velvet Matte Lip Mousse 10 Lively Coral"
"L-CVM010-W","Wardah Colorfit Velvet Matte Lip Mousse 10 Lively Coral 4 g"
"L-CVM011-BULK","Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade"
"L-CVM011-W","Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade 4 g"
"L-CVM012-BULK","Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta"
"L-CVM012-W","Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g"
"L-CVM013-BULK","Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon"
"L-CVM013-W","Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g"
"L-CVM014-BULK","Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel"
"L-CVM014-W","Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel 4 g"
"L-CVM01CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 01"
"L-CVM01CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 01 4 g"
"L-CVM02CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 02"
"L-CVM02CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 02 4 g"
"L-CVM03CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 03"
"L-CVM03CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 03 4 g"
"L-CVM04CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 04"
"L-CVM04CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 04 4 g"
"L-CVM05CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 05"
"L-CVM05CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 05 4 g"
"L-CVM06CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 06"
"L-CVM06CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 06 4 g"
"L-CVM07CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 07"
"L-CVM07CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 07 4 g"
"L-CVM08CLB-BULK","Wardah Colorfit Velvet Matte Lip Mousse Collab 08"
"L-CVM08CLB-W","Wardah Colorfit Velvet Matte Lip Mousse Collab 08 4 g"
"L-CVM01RM-W","Wardah Colorfit Velvet Matte Lip Mousse x Ria Miranda 01 Brown Dreamer 4 g"
"L-CVM08RM-W","Wardah Colorfit Velvet Matte Lip Mousse x Ria Miranda 08 Brown Creator 4 g"
"L-CVM09RM-W","Wardah Colorfit Velvet Matte Lip Mousse x Ria Miranda 09 Ombre Charmer 4 g"
"L-CVM10RM-W","Wardah Colorfit Velvet Matte Lip Mousse x Ria Miranda 10 Lively Coral 4 g"
"L-CVM13RM-W","Wardah Colorfit Velvet Matte Lip Mousse x Ria Miranda 13 Sweet Cinnamon 4 g"
"TWC-CLFTA-W","Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g"
"TWC-CLFTB-W","Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g"
"TWC-CLFTC-W","Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g"
"TWC-CLFTD-W","Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g"
"TWC-CLFTE-W","Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g"
"TWC-CLFTG-W","Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g"
"TWC-CLFTF-W","Wardah Colorfit Velvet Powder Foundation 43W Golden Sand 11 g"
"TWC-CLFTH-W","Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g"
"TWC-CLFTRA-W","Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g"
"TWC-CLFTRB-W","Wardah Colorfit Velvet Powder Foundation Refill 22N Light Ivory 11 g"
"TWC-CLFTRC-W","Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g"
"TWC-CLFTRD-W","Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g"
"TWC-CLFTRE-W","Wardah Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11 g"
"TWC-CLFTRG-W","Wardah Colorfit Velvet Powder Foundation Refill 42N Neutral Sand 11 g"
"TWC-CLFTRF-W","Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g"
"TWC-CLFTRH-W","Wardah Colorfit Velvet Powder Foundation Refill 52N Almond 11 g"
"BUT-W0LG-W100ML","Wardah Creamy Body Butter With Lavender & Ginger 100 ml (pc(s))"
"BUT-W3LG-W150ML","Wardah Creamy Body Butter With Lavender & Ginger 150 ml (Pc(s))"
"BUT-W0LG-W50ML","Wardah Creamy Body Butter With Lavender & Ginger 50 ml (pc(s))"
"BUT-W0MP-W100ML","Wardah Creamy Body Butter With Milk & Pearl 100 ml (pc(s))"
"BUT-W3MP-W150ML","Wardah Creamy Body Butter With Milk & Pearl 150 ml (Pc(s))"
"BUT-W0MP-W50ML","Wardah Creamy Body Butter With Milk & Pearl 50 ml (pc(s))"
"BUT-W0O-W100ML","Wardah Creamy Body Butter With Olive 100 ml (pc(s))"
"BUT-W3O-W150ML","Wardah Creamy Body Butter With Olive 150 ml (Pc(s))"
"BUT-W0O-W50ML","Wardah Creamy Body Butter With Olive 50 ml (pc(s))"
"BUT-W0P-W100ML","Wardah Creamy Body Butter With Passion Fruit 100 ml (pc(s))"
"BUT-W3P-W150ML","Wardah Creamy Body Butter With Passion Fruit 150 ml (Pc(s))"
"BUT-W0P-W50ML","Wardah Creamy Body Butter With Passion Fruit 50 ml (pc(s))"
"BUT-W0R-W100ML","Wardah Creamy Body Butter With Rose 100 ml (pc(s))"
"BUT-W3R-W150ML","Wardah Creamy Body Butter With Rose 150 ml (Pc(s))"
"BUT-W0R-W50ML","Wardah Creamy Body Butter With Rose 50 ml (pc(s))"
"BUT-W0S-W100ML","Wardah Creamy Body Butter With Strawberry 100 ml (pc(s))"
"BUT-W3S-W150ML","Wardah Creamy Body Butter With Strawberry 150 ml (Pc(s))"
"BUT-W0S-W50ML","Wardah Creamy Body Butter With Strawberry 50 ml (pc(s))"
"M-RWSNC-BULK","Wardah Crystal Secret Bright Activating Night Cream"
"M-RWSNCN1-W","Wardah Crystal Secret Bright Activating Night Cream 15 ml"
"M-RWSNCN2-W","Wardah Crystal Secret Bright Activating Night Cream 30 g"
"M-RWSDC-BULK","Wardah Crystal Secret Brightening Day Cream"
"M-RWSDCN1-W","Wardah Crystal Secret Brightening Day Cream 15 ml"
"M-RWSDCN1P-W","Wardah Crystal Secret Brightening Day Cream 15 ml <SFG>"
"M-RWSDCN2-W","Wardah Crystal Secret Brightening Day Cream 30 g"
"M-RWSDCN3-W","Wardah Crystal Secret Brightening Day Cream 9 ml"
"M-RWSDCNP-W","Wardah Crystal Secret Brightening Day Cream 9 ml <SFG>"
"SRM-RWSIBS-BULK","Wardah Crystal Secret Dark Spot & Brightening Serum"
"SRM-RWSIBS-W","Wardah Crystal Secret Dark Spot & Brightening Serum 20 ml"
"SRM-RWSIBSNP-W","Wardah Crystal Secret Dark Spot & Brightening Serum 5 ml <SFG>"
"FT-RWSABHA-BULK","Wardah Crystal Secret Exfoliating Toner"
"FT-RWSABHA-W","Wardah Crystal Secret Exfoliating Toner with Natural AHA+PHA 125 ml"
"EC-RWSB-BULK","Wardah Crystal Secret Eyes Dark Circle Corrector"
"EC-RWSB-W","Wardah Crystal Secret Eyes Dark Circle Corrector 10 ml"
"FW-RWSABHA-BULK","Wardah Crystal Secret Foaming Cleanser"
"FW-RWSABHA-W","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml"
"FW-RWSABHANP-W","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 20 ml <SFG>"
"SM-RWSHG-BULK","Wardah Crystal Secret Glow Recharge Sleeping Mask"
"CM-RWSPBC-BULK","Wardah Crystal Secret Melting Milk Cleanser"
"CM-RWSPBC-W","Wardah Crystal Secret Melting Milk Cleanser 100 ml"
"CM-WSOG-BULK","Wardah Crystal Secret Micellar Cleansing Gel"
"CM-WSOG-W","Wardah Crystal Secret Micellar Cleansing Gel 95 ml"
"SRM-RWSPTE-BULK","Wardah Crystal Secret Pure Treatment Essence"
"SRM-RWSPTEN2-W","Wardah Crystal Secret Pure Treatment Essence 100 ml"
"SRM-RWSPTEN4-W","Wardah Crystal Secret Pure Treatment Essence 30 ml"
"SRM-RWSPTEN1-W","Wardah Crystal Secret Pure Treatment Essence 50 ml"
"MA-MTRWS-BULK","Wardah Crystal Secret Radiance Serum Mask"
"MA-MTRWS-W","Wardah Crystal Secret Radiance Serum Mask 20 ml"
"P-CSTK-W","Wardah Crystal Secret Radiant Skin Starter Kit"
"M-WSDG-BULK","Wardah Crystal Secret Refreshing Day Gel"
"M-WSDGN1-W","Wardah Crystal Secret Refreshing Day Gel 15 ml"
"M-WSDGN2-W","Wardah Crystal Secret Refreshing Day Gel 30 g"
"P-CSP-W","Wardah Crystal Skin Package"
"P-CGK-W","Wardah Crystallure Advanced Glow Kit"
"P-CTK-W","Wardah Crystallure Essential Skin Care Routine"
"P-CFG-W","Wardah Crystallure Festive Glow Package"
"L-CLS-BULK","Wardah Crystallure Lip Serum"
"L-CLS-W","Wardah Crystallure Lip Serum 10 ml"
"FW-CFW-BULK","Wardah Crystallure Moisture Rich Cleansing Foam"
"L-CLSA-BULK","Wardah Crystallure Precious Rouge Matte Stain 01 Peach Soleil"
"L-CLSA-W","Wardah Crystallure Precious Rouge Matte Stain 01 Peach Soleil 3.6 g"
"L-CLSB-BULK","Wardah Crystallure Precious Rouge Matte Stain 02 Brun Virtue"
"L-CLSB-W","Wardah Crystallure Precious Rouge Matte Stain 02 Brun Virtue 3.6 g"
"L-CLSC-W","Wardah Crystallure Precious Rouge Matte Stain 03 Rouge Brulee 3.6 g"
"L-CLSC-BULK","Wardah Crystallure Precious Rouge Matte Stain 03 Rouge Brûlée"
"L-CLSD-BULK","Wardah Crystallure Precious Rouge Matte Stain 04 Brique Promenade"
"L-CLSD-W","Wardah Crystallure Precious Rouge Matte Stain 04 Brique Promenade 3.6 g"
"L-CLSE-BULK","Wardah Crystallure Precious Rouge Matte Stain 05 Veux Rose"
"L-CLSE-W","Wardah Crystallure Precious Rouge Matte Stain 05 Veux Rose 3.6 g"
"L-CLSF-BULK","Wardah Crystallure Precious Rouge Matte Stain 06 Spice Deluge"
"L-CLSF-W","Wardah Crystallure Precious Rouge Matte Stain 06 Spice Deluge 3.6 g"
"L-CSTP01-W3.8G","Wardah Crystallure Smooth Satin Lipstick 01 Tourmaline Pink 3.8 g (Pc(s))"
"L-CSTC02-W3.8G","Wardah Crystallure Smooth Satin Lipstick 02 Topaz Creme 3.8 g (Pc(s))"
"L-CSWA03-W3.8G","Wardah Crystallure Smooth Satin Lipstick 03 Warm Amber 3.8 g (Pc(s))"
"L-CSRD04-W3.8G","Wardah Crystallure Smooth Satin Lipstick 04 Red Diamond 3.8 g (Pc(s))"
"L-CSGC05-W3.8G","Wardah Crystallure Smooth Satin Lipstick 05 Garnet Cherry 3.8 g (Pc(s))"
"SRM-CABN2-W","Wardah Crystallure Supreme Activating Booster Essence 10 ml <SFG>"
"SRM-RCAB-BULK","Wardah Crystallure Supreme Activating Booster Essence Revamp"
"M-CSAOC-BULK","Wardah Crystallure Supreme Activating Overnight Cream"
"M-CSAOC10-W","Wardah Crystallure Supreme Activating Overnight Cream 10 g <SFG>"
"M-RCSAOC-BULK","Wardah Crystallure Supreme Activating Overnight Cream Revamp"
"SRM-CSAE-W","Wardah Crystallure Supreme Advanced Eye Serum 15 ml"
"SRM-RCSAE-BULK","Wardah Crystallure Supreme Advanced Eye Serum Revamp"
"M-CSAHGN2-W","Wardah Crystallure Supreme Advanced Hydra Gel 10 g"
"M-CSAHG-W","Wardah Crystallure Supreme Advanced Hydra Gel 50 g"
"M-RCSAHG-W","Wardah Crystallure Supreme Advanced Hydra Gel 50 g Revamp"
"M-RCSAHG-BULK","Wardah Crystallure Supreme Advanced Hydra Gel Revamp"
"FW-CSCDF-BULK","Wardah Crystallure Supreme Cleansing Delicate Foam"
"FW-CSCDF-W","Wardah Crystallure Supreme Cleansing Delicate Foam 100 ml"
"REM-CDAMGN2-W","Wardah Crystallure Supreme Double Action Micellar Gel 15 ml <SFG>"
"REM-CDAMG-W","Wardah Crystallure Supreme Double Action Micellar Gel 150 ml"
"REM-RCDAMG-BULK","Wardah Crystallure Supreme Double Action Micellar Gel Revamp"
"SRM-CSRO10-W","Wardah Crystallure Supreme Revitalizing Oil Serum 10 ml <SFG>"
"SRM-RCSRO-BULK","Wardah Crystallure Supreme Revitalizing Oil Serum Revamp"
"M-CSRRCN2-W","Wardah Crystallure Supreme Revitalizing Rich Cream 10 g <SFG>"
"M-CSRRC-W","Wardah Crystallure Supreme Revitalizing Rich Cream 50 g"
"M-RCSRRC-BULK","Wardah Crystallure Supreme Revitalizing Rich Cream Revamp"
"FT-SEN-BULK","Wardah DERMA SENSITIVE Cica Calming Toner Bulk"
"M-SEN-BULK","Wardah DERMA SENSITIVE Cica Gel Moisturizer"
"REM-SENGMW-BULK","Wardah DERMA SENSITIVE Cica Gentle Micellar Water Bulk"
"FMI-SENSFS-BULK","Wardah DERMA SENSITIVE Cica Soothing Mist"
"S-DFN3-W","Wardah Daily Fresh Shampoo 160 ml"
"S-DF-BULK","Wardah Daily Fresh Shampoo 160 ml bulk"
"S-RDFSEC-W","Wardah Daily Fresh Shampoo 170 ml"
"S-DFSEC-W","Wardah Daily Fresh Shampoo 170 ml"
"S-HM-W170ML","Wardah Daily Fresh Shampoo 170 ml (pc(s))"
"S-HMGWP-W170ML","Wardah Daily Fresh Shampoo 170 ml + GWP Sisir"
"S-HMS-BULK","Wardah Daily Fresh Shampoo Bulk"
"D-W0R-W60MLNP","Wardah Deo Roll On Non Perfume 60 ml (Pc(s))"
"F-WODF-W4,5GR","Wardah Double Function Kit 4,5 gr"
"MASK-EXPMM-BULK","Wardah EYEXPERT Liftlast Waterproof Mascara"
"MASK-EXPMM-W","Wardah EYEXPERT Liftlast Waterproof Mascara 8 ml"
"EL-EXPELB-BULK","Wardah EYEXPERT Perfect Precision Liner"
"EL-EXPELB-W","Wardah EYEXPERT Perfect Precision Liner 1 ml"
"BP-W0EE-W35ML","Wardah Eau De Toilette ETERNAL 35 ml"
"BP-W0EF-W35ML","Wardah Eau De Toilette FLAME 35 ml"
"BP-W0EI-W35ML","Wardah Eau De Toilette INNOCENCE 35 ml"
"BP-W0ES-W35ML","Wardah Eau De Toilette SHINE 35 ml"
"BP-W0ESR-W35ML","Wardah Eau De Toilette SPARKS 35 ml"
"FM-W3-W60ML","Wardah Essential Facial Mask 60 ml (Pc(s))"
"MAS-W3F-W60ML","Wardah Essential Facial Massage Cream 60 ml (Pc(s))"
"FS-W3-W60ML","Wardah Essential Facial Scrub 60 ml (Pc(s))"
"FW-W3-W60ML","Wardah Essential Facial Wash 60 ml (Pc(s))"
"IN-W3C-W30GR","Wardah Essential Intensive Night Cream 30 gr (Pc(s))"
"PC-W3-W60ML","Wardah Essential Peeling Cream 60 ml (Pc(s))"
"B-W3ELCP01-W14G","Wardah Evd Lum Compact Powder 01 Light Beige 14 g (Pc(s))"
"B-W3ELCP02-W14G","Wardah Evd Lum Compact Powder 02 Beige 14 g (Pc(s))"
"B-W3ELCP03-W14G","Wardah Evd Lum Compact Powder 03 Ivory 14 g (Pc(s))"
"B-W3ELCP04-W14G","Wardah Evd Lum Compact Powder 04 Natural 14 g (Pc(s))"
"F-W3ELCECSP-W8,5G","Wardah Evd Lum Creamy Foundation Extra Cover 01 Sheer Pink 8,5 g (Pc(s))"
"F-W3ELCECB51-W8,5G","Wardah Evd Lum Creamy Foundation Extra Cover 02 Light Beige 8,5 g (Pc(s))"
"F-W3ELCECB5-W8,5G","Wardah Evd Lum Creamy Foundation Extra Cover 03 Beige 8,5 g (Pc(s))"
"F-W3ELCECN-W8,5G","Wardah Evd Lum Creamy Foundation Extra Cover 04 Natural 8,5 g (Pc(s))"
"F-W3ELCLFSP-W11G","Wardah Evd Lum Creamy Foundation Light Feel 01 Sheer Pink 11 g (Pc(s))"
"F-W3ELCLFB51-W11G","Wardah Evd Lum Creamy Foundation Light Feel 02 Light Beige 11 g (Pc(s))"
"F-W3ELCLFB5-W11G","Wardah Evd Lum Creamy Foundation Light Feel 03 Beige 11 g (Pc(s))"
"F-W3ELCLFN-W11G","Wardah Evd Lum Creamy Foundation Light Feel 04 Natural 11 g (Pc(s))"
"B-W3ELFP01-W30G","Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))"
"B-W3ELFP02-W30G","Wardah Evd Lum Face Powder 02 Beige 30 g (Pc(s))"
"B-W3ELFP03-W30G","Wardah Evd Lum Face Powder 03 Ivory 30 g (Pc(s))"
"B-W3ELFP04-W30G","Wardah Evd Lum Face Powder 04 Natural 30 g (Pc(s))"
"F-W3ELLNW-W40ML","Wardah Evd Lum Liquid Foundation 01 Natural White 40 ml (Pc(s))"
"F-W3ELLB51-W40ML","Wardah Evd Lum Liquid Foundation 02 Light Beige 40 ml (Pc(s))"
"F-W3ELLB5-W40ML","Wardah Evd Lum Liquid Foundation 03 Beige 40 ml (Pc(s))"
"F-W3ELLN-W40ML","Wardah Evd Lum Liquid Foundation 04 Natural 40 ml (Pc(s))"
"TC-W3ELLB1-W12G","Wardah Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))"
"TC-W3ELB2-W12G","Wardah Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))"
"TC-W3ELI3-W12G","Wardah Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))"
"TC-W3ELLI4-W12G","Wardah Evd Lum Two Way Cake 04 Light Ivory 12 g (Pc(s))"
"BBC-EL-W15ML","Wardah Everyday BB Cream Light 15 ml (pc(s))"
"BBC-EL-W30ML","Wardah Everyday BB Cream Light 30 ml (Pc(s))"
"BBC-EN-W15ML","Wardah Everyday BB Cream Natural 15 ml (Pc(s))"
"BBC-EN-W30ML","Wardah Everyday BB Cream Natural 30 ml (Pc(s))"
"L-EVCL01-BULK","Wardah Everyday Cheek and Lip Tint 01 Red, Set, Glow !"
"L-EVCL01-W5.5G","Wardah Everyday Cheek and Lip Tint 01 Red, Set, Glow! 5.5 g"
"L-EVCL01-W6G","Wardah Everyday Cheek and Lip Tint 01 Red, Set, Glow! 6 g"
"L-EVCL02-BULK","Wardah Everyday Cheek and Lip Tint 02 My Baerry!"
