"Product Korporat Code","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","STIC-BTETC3R0-WRL","1.0","Pc(s)"
"","DUS-ETWCR4-W","1.0","Pc(s)"
"","STIC-VETWC03R0-W","1.0","Pc(s)"
"","KB-W12X250R1-W","0.03333","Pc(s)"
"MY-FACLFLMHCP-W","FA-CLFLMHCP-W","1.0","Pc(s)"
"","STIC-PALLCR1-WM","1.0","Pc(s)"
"","KB-WBG150R2-W","0.0166667","Pc(s)"
"L-CVM011-W","L-CVM011-BULK","0.004","kg"
"","BOTO-CVML11R1-W","1.0","Pc(s)"
"","CAPA-WCVML11R1-W","1.0","Pc(s)"
"","STIC-BCVML11R0-W","1.0","Pc(s)"
"","STIC-VCVMLM11R1-W","1.0","Pc(s)"
"","PS-CVMLMR1-W","1.0","Pc(s)"
"","IBOX-AR0-W","0.0625","Pc(s)"
"","KB-WIOTAR1-W","0.00521","Pc(s)"
"M-RRYDCN2-W","POT-RYDC30-WTMP","1.0","Pc(s)"
"","M-RRYDC-BULK","0.03","kg"
"","KB-GKMK-W","0.04167","Pc(s)"
"","SPT-HRGR0-W","1.0","Pc(s)"
"","PLU-RYDC30-WTMP","1.0","Pc(s)"
"","CAP-PGRY30R1-WTMP","1.0","Pc(s)"
"","DUS-RYDC30RV1-W","1.0","Pc(s)"
"SS-UVSAFE-W","PAP-UVSAFER2-W","1.0","Pc(s)"
"","KB-WOMEGAR1-W","0.03571","Pc(s)"
"","PLAS-VCUVST3I1R1-W","1.0","Pc(s)"
"","SS-UVSAFE-BULK","0.03","kg"
"","TUBE-UVSWFR0-W","1.0","Pc(s)"
"SRM-PB-W","SRM-PB-BULK","0.008","kg"
"","TUBE-PBS8R0-W","1.0","Pc(s)"
"","PAP-PBS8R0-W","1.0","Pc(s)"
"","PLAS-VCBSS-EPET","1.0","Pc(s)"
"","KB-WLS60R1-KMM125","0.0277778","Pc(s)"
"L-IMC015-MO6,5G","L-IMC015-BULK","0.0065","kg"
"","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","STIC-BIMLC15R1-MOMSF","1.0","Pc(s)"
"","DUS-IMLC1520R1-MOILD","1.0","Pc(s)"
"","STIC-BCIMLC15R0-MOPP","1.0","Pc(s)"
"","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","KB-MOLUHM-265K150","0.01042","Pc(s)"
"TC-R2E04-W","TC-PC04-BULK","0.012","kg"
"","CONP-ETWCR0-W","1.0","Pc(s)"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","STIC-BTETC4R0-WRL","1.0","Pc(s)"
"","DUS-ETWCR4-W","1.0","Pc(s)"
"","STIC-VETWC04R0-W","1.0","Pc(s)"
"","KB-W12X250R1-W","0.03333","Pc(s)"
"L-CM06-EM5.5GR","L-CM06-BULK","0.0055","kg"
"","CAPA-CMR0-EM","1.0","Pc(s)"
"","BOTO-PCMR1-E","1.0","Pc(s)"
"","STIC-BOTCMJBR2-EOPP","1.0","Pc(s)"
"","DUS-CMJBR2-E","1.0","Pc(s)"
"","IBOX-12EE-ED31","0.08333","Pc(s)"
"","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"L-IMC020-MO6,5G","KB-MOLUHM-265K150","0.01042","Pc(s)"
"","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","STIC-BCIMLC20R0-MOPP","1.0","Pc(s)"
"","DUS-IMLC1520R1-MOILD","1.0","Pc(s)"
"","STIC-BIMLC20R1-MOMSF","1.0","Pc(s)"
"","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","L-IMC020-BULK","0.0065","kg"
"L-CM10-EM5.5GR","L-CM10-BULK","0.0055","kg"
"","BOTO-PCMR1-E","1.0","Pc(s)"
"","CAPA-CMR0-EM","1.0","Pc(s)"
"","STIC-BOTCMSFR1-EOPPT","1.0","Pc(s)"
"","DUS-CMSFR1-E","1.0","Pc(s)"
"","IBOX-12EE-ED31","0.08333","Pc(s)"
"","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"TC-R2RE01-W","TC-PC02-BULK","0.012","kg"
"","CONT-ELERLR0-WPP","1.0","Pc(s)"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BTETCR1R0-WRL","1.0","Pc(s)"
"","DUS-ETWCRR4-W","1.0","Pc(s)"
"","STIC-VETWCR01R0-W","1.0","Pc(s)"
"","KB-W6040R2-W","0.0222222","Pc(s)"
"TC-R2RE03-W","TC-PC03-BULK","0.012","kg"
"","CONT-ELERLR0-WPP","1.0","Pc(s)"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BTETCR3R0-WRL","1.0","Pc(s)"
"","DUS-ETWCRR4-W","1.0","Pc(s)"
"","STIC-VETWCR03R0-W","1.0","Pc(s)"
"","KB-W6040R2-W","0.0222222","Pc(s)"
"FW-RPBCFLO50-W","FW-RPBCFLO-BULK","0.05","kg"
"","TUBE-PBCFBOCRV50R1-W","1.0","Pc(s)"
"","KB-WLAMBDAR1-W","0.0277778","Pc(s)"
"TC-R2RE05-W","TC-PC05-BULK","0.012","kg"
"","CONT-ELERLR0-WPP","1.0","Pc(s)"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BTETCR5R0-WRL","1.0","Pc(s)"
"","DUS-ETWCRR4-W","1.0","Pc(s)"
"","STIC-VETWCR05R0-W","1.0","Pc(s)"
"","KB-W6040R2-W","0.0222222","Pc(s)"
"CUS-REFC03-W","CUS-EFC03-BULK","0.015","kg"
"","CONT-REFCCR0-W","1.0","Pc(s)"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","STIC-SEFCCR0-W","1.0","Pc(s)"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"","STIC-BREFCC3R0-W","1.0","Pc(s)"
"","SACH-REFCCR0-W","1.0","Pc(s)"
"","DUS-REFCC03R0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"MY-TCPMC31-MO","TC-PMC31-MO","1.0","Pc(s)"
"","STIC-PAEAR2-WM","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.0416667","Pc(s)"
"M-BSNC-EM","M-BSNC-BULK","0.02","kg"
"","KB-EAR0-KMM125","0.0277778","Pc(s)"
"","TUBE-BSNC20OBR0-EPBL","1.0","Pc(s)"
"","DUS-BSNC20R0-E","1.0","Pc(s)"
"L-GS06-EM","L-GS06-BULK","0.003","kg"
"","BOTO-GS03CRR1-E","1.0","Pc(s)"
"","CAPA-GS03CRR0-E","1.0","Pc(s)"
"CON-C-MO11ML","CON-C-UM-BULK","0.0022","kg"
"","CON-C-C-BULK","0.0022","kg"
"","CON-C-HM-BULK","0.0022","kg"
"","CON-C-B-BULK","0.0022","kg"
"","CON-C-LB-BULK","0.0022","kg"
"","GODE-LPR1-MO","5.25","Pc(s)"
"","CONT-LPMOL5R1-ASABS","1.0","Pc(s)"
"","KUAS-LIPP10BH-BP","1.0","Pc(s)"
"","STIC-BOTCCFCR1-MOPSM","1.0","Pc(s)"
"","PO-CCFCMO-16T1P","1.0","Pc(s)"
"","DUS-CCFCMOR1-MO","1.0","Pc(s)"
"","KB-MOLCPALR1-MO","0.01818","Pc(s)"
"HBW-BWN4D-BD","HBW-BWD-BULK","5.0","kg"
"","JC-5-HDPE","1.0","Pc(s)"
"","PLU-JC5LLDPE-NTR","1.0","Pc(s)"
"","CAP-JC5L--P","1.0","Pc(s)"
"","STIC-FBWMYZJ5-BD","1.0","Pc(s)"
"","STIC-BBWMYZJ5-BD","1.0","Pc(s)"
"BP-RHEDP-KA","BP-RHEDP-BULK","0.1","kg"
"","BOTO-GROEDP100R0-K","1.0","Pc(s)"
"","PU-SEDP-K","1.0","Pc(s)"
"","PU-CEDP-K","1.0","Pc(s)"
"","CAP-PSEDP-K","1.0","Pc(s)"
"","PART-DEDP-K","1.0","Pc(s)"
"","KB-KAHFBR0-K","0.0833333","Pc(s)"
"","DUS-ROEDP100R0-K","1.0","Pc(s)"
"","PS-SROSR0-WBOPP","0.00117","kg"
"L-CUM03-W","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-BR0-W","0.08333","Pc(s)"
"","DUS-CULML3R1-W","1.0","Pc(s)"
"","STIC-BCULML3R1-W","1.0","Pc(s)"
"","CAPC-CULML3R0-W","1.0","Pc(s)"
"","CONT-CULML3R0-W","1.0","Pc(s)"
"","L-CUM03-BULK","0.0036","kg"
"SRM-PGN1-OMG","SRM-PG-BULK","0.02","kg"
"","BOTO-GPGS20R0-OMG","1.0","Pc(s)"
"","PLU-WBPGS20R1-OMG","1.0","Pc(s)"
"","PIP-DB20S-X","1.0","Pc(s)"
"","STIC-MPGS20-OMG","1.0","Pc(s)"
"","DUS-PGS20-OMG","1.0","Pc(s)"
"","STIC-SEPOD20R0-OMG","1.0","Pc(s)"
"","KB-XENONR0-OMG","0.0416667","Pc(s)"
"BP-MOEDP-KA","BP-MOEDP-BULK","0.1","kg"
"","BOTO-GSOEDP100R0-K","1.0","Pc(s)"
"","PU-SEDP-K","1.0","Pc(s)"
"","PU-CEDP-K","1.0","Pc(s)"
"","CAP-PSEDP-K","1.0","Pc(s)"
"","PART-DEDP-K","1.0","Pc(s)"
"","KB-KAHFBR0-K","0.0833333","Pc(s)"
"","DUS-SOEDP100R0-K","1.0","Pc(s)"
"","PS-SROSR0-WBOPP","0.00117","kg"
"L-REMA02-W","L-REMA02-BULK","0.0035","kg"
"","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","STIC-BTEMA02R0-WCNF","1.0","Pc(s)"
"","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","STIC-BCEMA02R1-WRL","1.0","Pc(s)"
"","IBOX-12ELRLR1-W","0.08333","Pc(s)"
"","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"L-IMC016-MO6,5G","L-IMC016-BULK","0.0065","kg"
"","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","STIC-BIMLC16R1-MOMSF","1.0","Pc(s)"
"","DUS-IMLC1520R1-MOILD","1.0","Pc(s)"
"","STIC-BCIMLC16R0-MOPP","1.0","Pc(s)"
"","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","KB-MOLUHM-265K150","0.01042","Pc(s)"
"S-CSYP01-B","S-CSYP-BULK","0.02","kg"
"","PU-LS20-BL","1.0","Pc(s)"
"","STIC-SEPOR0-X","1.0","Pc(s)"
"","BOTO-GYPCS20R0-BL","1.0","Pc(s)"
"","CAP-OPLS20-BL","1.0","Pc(s)"
"","DUS-YPCSR0-B","1.0","Pc(s)"
"","KB-BSR0-B","0.0833333","Pc(s)"
"M-LDCN1-W","TUBE-LDC20RLPBLOB-W","1.0","Pc(s)"
"","KB-WLS20R2-KMK125CF","0.02778","Pc(s)"
"","DUS-LDC20RLR1-W","1.0","Pc(s)"
"","M-LDCN-BULK","0.021","kg"
"L-NFSNLCB-EM","L-NLCB-BULK","0.0012","kg"
"","BOTO-NPM02R0-E","1.0","Pc(s)"
"","CAPA-NPM02R0-E","1.0","Pc(s)"
"","PLU-NPMR0-E","1.0","Pc(s)"
"","ENV-NPM02R0-E","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.01087","Pc(s)"
"L-IMC018-MO6,5G","L-IMC018-BULK","0.0065","kg"
"","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","STIC-BIMLC18R1-MOMSF","1.0","Pc(s)"
"","DUS-IMLC1520R1-MOILD","1.0","Pc(s)"
"","STIC-BCIMLC18R0-MOPP","1.0","Pc(s)"
"","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","KB-MOLUHM-265K150","0.01042","Pc(s)"
"L-LL08-W2.3G","L-LLW0C8-BULK","0.0023","kg"
"","CONT-LLR3-WMS","1.0","Pc(s)"
"","CAPC-LLR3-WMS","1.0","Pc(s)"
"","STIC-BTLL8R2-W","1.0","Pc(s)"
"","DUS-LL08R0-WILD","1.0","Pc(s)"
"","STIC-QWLL08R0-W","1.0","Pc(s)"
"","IBOX-12LLR1-WDNF","0.08333","Pc(s)"
"","KB-W200R1-W","0.00416","Pc(s)"
"L-IMC019-MO6,5G","L-IMC019-BULK","0.0065","kg"
"","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","STIC-BIMLC19R1-MOMSF","1.0","Pc(s)"
"","DUS-IMLC1520R1-MOILD","1.0","Pc(s)"
"","STIC-BCIMLC19R0-MOPP","1.0","Pc(s)"
"","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","KB-MOLUHM-265K150","0.01042","Pc(s)"
"L-PTMCBB-MO","L-PTMCBB-BULK","0.007","kg"
"","BOTP-PTMLER0-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-BPTMLE2R0-MO","1.0","Pc(s)"
"","DUS-PTMLER0-MO","1.0","Pc(s)"
"","STIC-VPTMLE2R0-MO","1.0","Pc(s)"
"","IBOX-CR0-MO","0.0833333","Pc(s)"
"","KB-MOCC36R1-270CF","0.0075758","Pc(s)"
"EO-NSBOSH01-B","EO-BOSH-BULK","0.01","kg"
"","BOTO-SO10R0-B","1.0","Pc(s)"
"","PLU-SO10R0-B","1.0","Pc(s)"
"","CAP-SO10R0-B","1.0","Pc(s)"
"","STIC-BEOBSUBR0-B","1.0","Pc(s)"
"SRM-DB-WL","SRM-DB-BULK","0.015","kg"
"","BOTO-GFSDB15R0-GG","1.0","Pc(s)"
"","PIP-DSGG15R0-GG","1.0","Pc(s)"
"","STIC-SABFS-WL","1.0","Pc(s)"
"","DUS-ABFSR0-WL","1.0","Pc(s)"
"","STIC-HSWR0-WL","1.0","Pc(s)"
"","STIC-SEPOR0-X","1.0","Pc(s)"
"","KB-WONIIR0-WL","0.0277778","Pc(s)"
"L-CM14-EM5.5GR","L-CM14-BULK","0.0055","kg"
"","BOTO-PCMR1-E","1.0","Pc(s)"
"","CAPA-CMR0-EM","1.0","Pc(s)"
"","STIC-BOTCMGAR1-EOPPT","1.0","Pc(s)"
"","DUS-CMGAR1-E","1.0","Pc(s)"
"","IBOX-12EE-ED31","0.08333","Pc(s)"
"","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"MY-CUSCLCG-W","CUS-CLPGCG-W","1.0","Pc(s)"
"","STIC-PALLCR1-WM","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"L-IPMLMP12-W","L-IPMLMP11-BULK","0.0055","kg"
"","BOTP-WIMLMPFER0-IP","1.0","Pc(s)"
"","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","STIC-BMLMPFE12R0-IP","1.0","Pc(s)"
"","DUS-MLMPFE12R0-IP","1.0","Pc(s)"
"","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"L-LTA-OMG","L-LTA-BULK","0.0053","kg"
"","BOTO-WJKLTSR1-OMG","1.0","Pc(s)"
"","CAPA-JKLTS01R1-OMG","1.0","Pc(s)"
"","STIC-BJKLTS01R0-OMG","1.0","Pc(s)"
"","DUS-JKLTS01R1-OMG","1.0","Pc(s)"
"","IBOX-RRPJKLTSR0-OMG","0.083333","Pc(s)"
"","KB-ARGONR0-OMG","0.010417","Pc(s)"
"L-IMC017-MO6,5G","L-IMC017-BULK","0.0065","kg"
"","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","STIC-BIMLC17R1-MOMSF","1.0","Pc(s)"
"","DUS-IMLC1520R1-MOILD","1.0","Pc(s)"
"","STIC-BCIMLC17R0-MOPP","1.0","Pc(s)"
"","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","KB-MOLUHM-265K150","0.01042","Pc(s)"
"MY-MBSNC-EM","M-BSNC-EM","1.0","Pc(s)"
"SRM-RLSAN1-W","KB-WEGELR0-KMM125CF","0.04167","Pc(s)"
"","PIP-DB30SR0-X","1.0","Pc(s)"
"","SRM-RLSAN1-BULK","0.03","kg"
"","BOTO-GLSA30R1-W","1.0","Pc(s)"
"","DUS-LSA30R2-W","1.0","Pc(s)"
"MY-LSMULMD-EM","L-SMULMD-BULK","0.0065","kg"
"","TUBE-SMULM04R0-E","1.0","Pc(s)"
"","CAPA-SMULMR0-E","1.0","Pc(s)"
"","STIC-PACR1-EM","1.0","Pc(s)"
"","DUS-SMULM04R0-E","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.01389","Pc(s)"
"L-LTB-OMG","L-LTB-BULK","0.0053","kg"
"","CAPA-JKLTS02R1-OMG","1.0","Pc(s)"
"","BOTO-WJKLTSR1-OMG","1.0","Pc(s)"
"","STIC-BJKLTS02R0-OMG","1.0","Pc(s)"
"","DUS-JKLTS02R1-OMG","1.0","Pc(s)"
"","IBOX-RRPJKLTSR0-OMG","0.083333","Pc(s)"
"","KB-ARGONR0-OMG","0.010417","Pc(s)"
"L-LTD-OMG","L-LTD-BULK","0.0053","kg"
"","BOTO-WJKLTSR1-OMG","1.0","Pc(s)"
"","CAPA-JKLTS04R1-OMG","1.0","Pc(s)"
"","STIC-BJKLTS04R0-OMG","1.0","Pc(s)"
"","DUS-JKLTS04R1-OMG","1.0","Pc(s)"
"","IBOX-RRPJKLTSR0-OMG","0.083333","Pc(s)"
"","KB-ARGONR0-OMG","0.010417","Pc(s)"
"B-W3ELFP03-W30G","B-W1T3LFP03-BULK","0.032","kg"
"","CONT-ELFPR2-WPSN","1.0","Pc(s)"
"","SHIF-ELFPR2-WPPN","1.0","Pc(s)"
"","PUFF-FPALT3R0-WP","1.0","Pc(s)"
"","CAP-CELFPR3-WABS","1.0","Pc(s)"
"","STIC-BCELFP3R1-WCNFR","1.0","Pc(s)"
"","DUS-ELFP03R2-W","1.0","Pc(s)"
"","KB-BTLS150WNL32-K125","0.02083","Pc(s)"
"MY-LSMULMB-EM","L-SMULMB-BULK","0.0065","kg"
"","TUBE-SMULM02R0-E","1.0","Pc(s)"
"","CAPA-SMULMR0-E","1.0","Pc(s)"
"","DUS-SMULM02R0-E","1.0","Pc(s)"
"","STIC-PACR1-EM","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.01389","Pc(s)"
"F-EXL06-MO","F-EXL06-BULK","0.03","kg"
"","BOTO-GA1302R1-MOF","1.0","Pc(s)"
"","PU-LMOA1302-CBT","1.0","Pc(s)"
"","CAP-PLA1302-MO","1.0","Pc(s)"
"LT-MP06-EM","LT-MP06-BULK","0.0055","kg"
"","CAPA-MPR0-EM","1.0","Pc(s)"
"","BOTO-MPR1-EM","1.0","Pc(s)"
"","STIC-BOTMPSAR0-ECNF","1.0","Pc(s)"
"","DUS-MP06SAR2-E","1.0","Pc(s)"
"","IBOX-12EE-ED31","0.08333","Pc(s)"
"","KB-ECR1-KMK125CF","0.00757","Pc(s)"
"CUS-HLGN10-MO","CONT-HLGCR0-MO","1.0","Pc(s)"
"","CONT-ICHLGCR0-MO","1.0","Pc(s)"
"","CUS-HLGN10-BULK","0.015","kg"
"","DUS-HLGCIVR1-MO","1.0","Pc(s)"
"","STIC-SHLGCR0-MO","1.0","Pc(s)"
"","CONT-RHLGCR0-MO","1.0","Pc(s)"
"","ISPO-HLGCR1-MO","1.0","Pc(s)"
"","STIC-BHGCN10R0-MO","1.0","Pc(s)"
"","STIC-MOR0-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"","STIC-VHGCN10R1-MO","1.0","Pc(s)"
"","PUFF-HLGCR0-MO","1.0","Pc(s)"
"BP-SPNE-W35ML","BP-SPNE-BULK","0.035","kg"
"","BOTO-PS35WF-P1WG","1.0","Pc(s)"
"","PU-CEDTR1-W","1.0","Pc(s)"
"","CAP-PS35WALU-SSIP","1.0","Pc(s)"
"","KB-WEDT3635R2-W","0.02778","Pc(s)"
"","PS-PVCWEDT-125P","1.0","Pc(s)"
"","STIC-BOTEDTPSR0-WPP","1.0","Pc(s)"
"","PART-DEDTPSR0-WAC","1.0","Pc(s)"
"","DUS-EDTPSR0-WILD","1.0","Pc(s)"
"","STIC-QRPSEDT-W","1.0","Pc(s)"
"FM-MRI-EM","STIC-QRMFMR-E","1.0","Pc(s)"
"","MASQ-EMFMRR2-X","1.0","Pc(s)"
"RD-ETMB-W","RD-ETMB-BULK","0.02","kg"
"","BOTO-CTKBE10-W","1.0","Pc(s)"
"","CAP-CTKBE10-W","1.0","Pc(s)"
"L-PTMCCB-MO","L-PTMCCB-BULK","0.007","kg"
"","BOTP-PTMLER0-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-BPTMLE4R0-MO","1.0","Pc(s)"
"","DUS-PTMLER0-MO","1.0","Pc(s)"
"","STIC-VPTMLE4R0-MO","1.0","Pc(s)"
"","IBOX-CR0-MO","0.0833333","Pc(s)"
"","KB-MOCC36R1-270CF","0.0075758","Pc(s)"
"L-REMA13-W","L-REMA13-BULK","0.0035","kg"
"","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","STIC-BTEMA13R1-WCNF","1.0","Pc(s)"
"","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","STIC-BCEMA13R1-WRL","1.0","Pc(s)"
"","IBOX-12ELRLR1-W","0.08333","Pc(s)"
"","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"TWC-CLFTF-W","TWC-CLFTF-BULK","0.011","kg"
"","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","CONT-CVPFR0-W","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","STIC-BCVPF43WR0-W","1.0","Pc(s)"
"","DUS-CVPFR0-W","1.0","Pc(s)"
"","STIC-VCVPF43WR0-W","1.0","Pc(s)"
"","KB-W12X250R1-W","0.02778","Pc(s)"
"CUS-HLGNW42-MO","CUS-HLGNW42-BULK","0.015","kg"
"","CONT-HLGCR0-MO","1.0","Pc(s)"
"","CONT-ICHLGCR0-MO","1.0","Pc(s)"
"","CONT-RHLGCR0-MO","1.0","Pc(s)"
"","ISPO-HLGCR1-MO","1.0","Pc(s)"
"","STIC-SHLGCR0-MO","1.0","Pc(s)"
"","PUFF-HLGCR0-MO","1.0","Pc(s)"
"","STIC-BHGCW42R0-MO","1.0","Pc(s)"
"","DUS-HLGCIVR1-MO","1.0","Pc(s)"
"","STIC-VHGCW42R1-MO","1.0","Pc(s)"
"","STIC-MOR0-MO","1.0","Pc(s)"
"","KB-MOTWC3252-K150M12","0.04167","Pc(s)"
"L-PTMCDB-MO","L-PTMCDB-BULK","0.007","kg"
"","BOTP-PTMLER0-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-BPTMLE3R0-MO","1.0","Pc(s)"
"","DUS-PTMLER0-MO","1.0","Pc(s)"
"","STIC-VPTMLE3R0-MO","1.0","Pc(s)"
"","IBOX-CR0-MO","0.0833333","Pc(s)"
"","KB-MOCC36R1-270CF","0.0075758","Pc(s)"
"MY-SRMRRYUMS-W","SRM-RRYUMS-BULK","0.03","kg"
"","BOTO-RYISRV30-W","1.0","Pc(s)"
"","CAP-RYISRV-W","1.0","Pc(s)"
"","PU-RYISRV-W","1.0","Pc(s)"
"","KB-WELELR0-KMM125CF","0.0277778","Pc(s)"
"","DUS-RYISRV30-W","1.0","Pc(s)"
"B-R3L01LB-W","B-R3L01LB-BULK","0.02","kg"
"","CONT-LLPR0-WASBS","1.0","Pc(s)"
"","CAPC-LLPR0-WASBS","1.0","Pc(s)"
"","SHIF-LLPR0-WPPN","1.0","Pc(s)"
"","PUFF-LLPR0-WMFP","1.0","Pc(s)"
"","STIC-BLMP1RR0-W","1.0","Pc(s)"
"","DUS-LMP1R3-W","1.0","Pc(s)"
"","STIC-PILMPR0-W","1.0","Pc(s)"
"","STIC-PQLMP1R0-W","1.0","Pc(s)"
"","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"TC-R3LLF06-W","TC-R3LLF06-BULK","0.012","kg"
"","CONT-LTCSR0-WRL","1.0","Pc(s)"
"","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","PUFF-TWCNBRR1-W","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","STIC-BLPL06R0-W","1.0","Pc(s)"
"","DUS-LPL06R2-W","1.0","Pc(s)"
"","KB-W12X250R1-W","0.02778","Pc(s)"
"MY-RCUSEFC03-W","CUS-EFC03-BULK","0.015","kg"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","CONT-EFCCR0-W","1.0","Pc(s)"
"","CONT-REFCCR0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","STIC-SEFCCR0-W","1.0","Pc(s)"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"","STIC-BEFCC03R0-W","1.0","Pc(s)"
"","DUS-EFCC03R2-W","1.0","Pc(s)"
"","STIC-PAEBR1-WM","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"CUS-RREFC02-W","CUS-R2EFC02-BULK","0.015","kg"
"","CONT-REFCCR0-W","1.0","Pc(s)"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","STIC-SEFCCR0-W","1.0","Pc(s)"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"","STIC-BREFCC2R0-W","1.0","Pc(s)"
"","SACH-REFCCR0-W","1.0","Pc(s)"
"","DUS-REFCC02R0-W","1.0","Pc(s)"
"","DUS-SEFCCRR0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"MY-RCUSEFC02-W","CUS-EFC02-BULK","0.015","kg"
"","CONT-EFCCR0-W","1.0","Pc(s)"
"","CONT-REFCCR0-W","1.0","Pc(s)"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","STIC-SEFCCR0-W","1.0","Pc(s)"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"","STIC-BEFCC02R0-W","1.0","Pc(s)"
"","DUS-EFCC02R2-W","1.0","Pc(s)"
"","STIC-PAEBR1-WM","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"MY-FRVLPWW60-MO","F-RVLPWW60-MO","1.0","Pc(s)"
"","STIC-PAEAR2-WM","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"HBW-NFSBWN1A-BD","HBW-BW-BULK","0.015","kg"
"","TUBE-NFSBWMSS15-BD","1.0","Pc(s)"
"","ENV-NFSBWMSS15-BD","1.0","Pc(s)"
