"Product Korporat Code","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","CAP-BMWR1-WPP","1.0","Pc(s)"
"","REM-LOIMWB-BULK","0.014","kg"
"","BOTO-PET5024-W","1.0","Pc(s)"
"","PS-CAP-WPVC","1.0","Pc(s)"
"","KB-W6040R2-W","0.02381","Pc(s)"
"L-PTMC08-MO","STIC-VBPTMLCB08R0-MO","1.0","Pc(s)"
"","L-PTMC08-BULK","0.007","kg"
"","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","IBOX-CR0-MO","0.08333","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","STIC-BPTMLC8R0-MO","1.0","Pc(s)"
"MY-MPBNC20-W","M-PBNC20-W","1.0","Pc(s)"
"P-CSLBD-W","KB-POBC4352-K150M4BC","0.25","Pc(s)"
"","LEAF-RSMALLS-W","1.0","Pc(s)"
"","PAP-SPPINK50-W","1.0","Pc(s)"
"","L-CUMKORA-W","1.0","Pc(s)"
"","TWC-CLFTB-W","1.0","Pc(s)"
"","STIC-BCSD-W","1.0","Pc(s)"
"","BOX-RSMALLSB-W","1.0","Pc(s)"
"TC-IPPF04-W","TC-IPPF04-BULK","0.013","kg"
"","GODE-CPTZ59R1-MO","1.0","Pc(s)"
"","CONT-MFPFRR0-IP","1.0","Pc(s)"
"","PUFF-IMPFR0-WFP","1.0","Pc(s)"
"","PLAS-DM60R0-W","1.0","Pc(s)"
"","STIC-BMFPFR33R0-IP","1.0","Pc(s)"
"","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","DUS-MFPFRR0-IP","1.0","Pc(s)"
"","STIC-VMFPFR33R0-IP","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.0208333","Pc(s)"
"CUS-DM01-EM","CUS-DM01-BULK","0.015","kg"
"","CONT-DMCR0-E","1.0","Pc(s)"
"","CONT-ICDMCR0-E","1.0","Pc(s)"
"","CONT-RDMCR0-E","1.0","Pc(s)"
"","ISPO-CPGCR0-W","1.0","Pc(s)"
"","STIC-SDMCR0-E","1.0","Pc(s)"
"","PUFF-DMCR0-E","1.0","Pc(s)"
"","STIC-BDMCC01LR0-E","1.0","Pc(s)"
"","DUS-DMCR0-E","1.0","Pc(s)"
"","STIC-VDMCC01R0-E","1.0","Pc(s)"
"","KB-EAR0-KMM125","0.0416667","Pc(s)"
"L-PTMCA-MO","IBOX-CR0-MO","0.08333","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","L-PTMCA-BULK","0.007","kg"
"","STIC-BPTMLC9R0-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","STIC-VBPTMLCB09R0-MO","1.0","Pc(s)"
"CON-IP01-W","CON-IP01-BULK","0.005","kg"
"","BOTO-PSFSUAR0-IP","1.0","Pc(s)"
"","CAPA-PSFSUAR0-IP","1.0","Pc(s)"
"","WIPE-PSFSUAR0-IP","1.0","Pc(s)"
"L-PTMCB-MO","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-BPTMLC10R0-MO","1.0","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","IBOX-CR0-MO","0.08333","Pc(s)"
"","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","STIC-VBPTMLCB10R0-MO","1.0","Pc(s)"
"","L-PTMCB-BULK","0.007","kg"
"CUS-EFC01-W","DUS-EFCC01R2-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","STIC-SEFCCR0-W","1.0","Pc(s)"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"","CONT-REFCCR0-W","1.0","Pc(s)"
"","STIC-BEFCC01R0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","CUS-EFC01-BULK","0.015","kg"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","CONT-EFCCR0-W","1.0","Pc(s)"
"CUS-EFC02-W","CONT-REFCCR0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","CONT-EFCCR0-W","1.0","Pc(s)"
"","CUS-EFC02-BULK","0.015","kg"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"","STIC-BEFCC02R0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","STIC-SEFCCR0-W","1.0","Pc(s)"
"","DUS-EFCC02R2-W","1.0","Pc(s)"
"CUS-EFC03-W","STIC-SEFCCR0-W","1.0","Pc(s)"
"","DUS-EFCC03R2-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","STIC-BEFCC03R0-W","1.0","Pc(s)"
"","CONT-EFCCR0-W","1.0","Pc(s)"
"","CUS-EFC03-BULK","0.015","kg"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","CONT-REFCCR0-W","1.0","Pc(s)"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"CUS-EFC04-W","DUS-EFCC04R2-W","1.0","Pc(s)"
"","STIC-BEFCC04R0-W","1.0","Pc(s)"
"","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","PUFF-EFCCR0-W","1.0","Pc(s)"
"","CONT-REFCCR0-W","1.0","Pc(s)"
"","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","STIC-SEFCCR0-W","1.0","Pc(s)"
"","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","CUS-EFC04-BULK","0.015","kg"
"","CONT-EFCCR0-W","1.0","Pc(s)"
"L-PTMCC-MO","STIC-VBPTMLCB11R0-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","IBOX-CR0-MO","0.08333","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-BPTMLC11R0-MO","1.0","Pc(s)"
"","L-PTMCC-BULK","0.007","kg"
"SRM-RRYUMS-W","SRM-RRYUMS-BULK","0.03","kg"
"","BOTO-RYISRV30-W","1.0","Pc(s)"
"","CAP-RYISRV-W","1.0","Pc(s)"
"","PU-RYISRV-W","1.0","Pc(s)"
"","KB-WELELR0-KMM125CF","0.0277778","Pc(s)"
"","DUS-RYISRV30-W","1.0","Pc(s)"
"F-RVLPWC21-MO","F-RVLPWC21-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HC21-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HC21-MO","1.0","Pc(s)"
"F-RVLPWW41-MO","F-RVLPWW41-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW41-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW41-MO","1.0","Pc(s)"
"F-RVLPWW32-MO","F-RVLPWW32-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW32-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW32-MO","1.0","Pc(s)"
"F-RVLPWFC31-MO","F-RVLPWFC31-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HC31-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HC31-MO","1.0","Pc(s)"
"F-RVLPWW21-MO","F-RVLPWW21-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW21-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW21-MO","1.0","Pc(s)"
"F-RVLPWC41-MO","F-RVLPWC41-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HC41-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HC41-MO","1.0","Pc(s)"
"HBW-BWN4A-BD","HBW-BW-BULK","5.0","kg"
"","JC-5-HDPE","1.0","Pc(s)"
"","PLU-JC5LLDPE-NTR","1.0","Pc(s)"
"","CAP-JC5L--P","1.0","Pc(s)"
"","STIC-FBWMSSJ5-BD","1.0","Pc(s)"
"","STIC-BBWMSSJ5-BD","1.0","Pc(s)"
"F-RVLPWW33-MO","F-RVLPWW33-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW33-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW33-MO","1.0","Pc(s)"
"REM-LOIMWN2-W","BOTO-PET100W-WPET","1.0","Pc(s)"
"","REM-LOIMWB-BULK","0.023","kg"
"","REM-LOIMW-BULK","0.075","kg"
"","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"","STIC-SLMOIWR1-W100","1.0","Pc(s)"
"","CAP-BMWR1-WPP","1.0","Pc(s)"
"","PS-CAP-WPVC","1.0","Pc(s)"
"MY-RREMSCMWN2-W","CAP-BMWR1-WPP","1.0","Pc(s)"
"","PS-CAP-WPVC","1.0","Pc(s)"
"","KB-WT100R1-KMM125BF","0.05556","Pc(s)"
"","STIC-PALLCR1-WM","1.0","Pc(s)"
"","STIC-FSCMW240R5-W","1.0","Pc(s)"
"","STIC-BSCMW240R5-W","1.0","Pc(s)"
"","BOTO-PET240W-WPET","1.0","Pc(s)"
"","REM-SBMW-BULK","0.24","kg"
"F-RVLPWN30-MO","F-RVLPWN30-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HN30-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HN30-MO","1.0","Pc(s)"
"F-RVLPWW42-MO","F-RVLPWW42-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW42-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW42-MO","1.0","Pc(s)"
"L-PTMCAB-MO","L-PTMCAB-BULK","0.007","kg"
"","BOTP-PTMLER0-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-BPTMLE1R0-MO","1.0","Pc(s)"
"","DUS-PTMLER0-MO","1.0","Pc(s)"
"","STIC-VPTMLE1R0-MO","1.0","Pc(s)"
"","IBOX-CR0-MO","0.0833333","Pc(s)"
"","KB-MOCC36R1-270CF","0.0075758","Pc(s)"
"F-RVLPWW60-MO","F-RVLPWW60-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW60-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW60-MO","1.0","Pc(s)"
"F-RVLPWC62-MO","F-RVLPWC62-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HC62-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HC62-MO","1.0","Pc(s)"
"F-RVLPWN20-MO","F-RVLPWN20-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HN20-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HN20-MO","1.0","Pc(s)"
"F-RVLPWW12-MO","F-RVLPWW12-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW12-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW12-MO","1.0","Pc(s)"
"F-RVLPWW30-MO","F-RVLPWW30-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW30-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW30-MO","1.0","Pc(s)"
"F-RVLPWW50-MO","F-RVLPWW50-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW50-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW50-MO","1.0","Pc(s)"
"F-RVLPWW22-MO","F-RVLPWW22-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HW22-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HW22-MO","1.0","Pc(s)"
"F-RVLPWN40-MO","F-RVLPWN40-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HN40-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HN40-MO","1.0","Pc(s)"
"MA-MTRWS-W","TISU-SMJELR0-W","1.0","Pc(s)"
"","MA-MTRWS-BULK","0.02","kg"
"","IBOX-CSRSMR0-W","0.1","Pc(s)"
"","KB-WEPSIR1-W","0.0125","Pc(s)"
"","POUC-CSRSMR0-W","1.0","Pc(s)"
"MA-MSL-W","TISU-SMHNSR0-W","1.0","Pc(s)"
"","MA-MSL-BULK","0.02","kg"
"","IBOX-LSSMR0-W","0.1","Pc(s)"
"","KB-WEPSIR1-W","0.0125","Pc(s)"
"","POUC-LSSMR0-W","1.0","Pc(s)"
"MA-MSCD-W","MA-MSCD-BULK","0.02","kg"
"","TISU-SMHNSR0-W","1.0","Pc(s)"
"","IBOX-CDSSMR0-W","0.1","Pc(s)"
"","KB-WEPSIR1-W","0.0125","Pc(s)"
"","POUC-CDSSMR0-W","1.0","Pc(s)"
"F-RVLPWC51-MO","F-RVLPWC51-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HC51-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HC51-MO","1.0","Pc(s)"
"F-RVLPWN50-MO","F-RVLPWN50-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","STIC-BPWLF24HN50-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","STIC-VPWLF24HN50-MO","1.0","Pc(s)"
"L-LBH-KA","L-LBH-BULK","0.02","kg"
"","CONT-ABPCB-WASABS","1.0","Pc(s)"
"","CAP-CABPCB-WASABS","1.0","Pc(s)"
"P-MAB-W","MA-MSCDP-W","1.0","Pc(s)"
"","MA-MSPBP-W","1.0","Pc(s)"
"","STIC-BCDPBSSMR0-W","1.0","Pc(s)"
"","KB-WLS20R2-KMK125CF","0.0227273","Pc(s)"
"CON-RLBBL02-W","CON-RLBBL02-BULK","0.005","kg"
"","BOTO-LLC01LR0-W","1.0","Pc(s)"
"","CAPA-LLC01LR0-W","1.0","Pc(s)"
"P-MAA-W","MA-MSLP-W","1.0","Pc(s)"
"","MA-MSAR-W","1.0","Pc(s)"
"","STIC-BLASSMR0-W","1.0","Pc(s)"
"","KB-WLS20R2-KMK125CF","0.0227273","Pc(s)"
"F-RVLPWN10-MO","F-RVLPWN10-BULK","0.04","kg"
"","BOTO-PWLF24H-MO","1.0","Pc(s)"
"","PU-PWLF24H-MO","1.0","Pc(s)"
"","CAP-PWLF24H-MO","1.0","Pc(s)"
"","BAL-BPR1D882B08-WT","2.0","Pc(s)"
"","STIC-BPWLF24HN10-MO","1.0","Pc(s)"
"","DUS-PWLF24H-MO","1.0","Pc(s)"
"","PART-PWLF24H-MO","1.0","Pc(s)"
"","STIC-VPWLF24HN10-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.04","Pc(s)"
"SRM-ASB-TA","SRM-ASB-BULK","0.02","kg"
"","TUBE-PSMUASBT20-T","1.0","Pc(s)"
"MA-MSND-W","TISU-SMHNSR0-W","1.0","Pc(s)"
"","MA-MSND-BULK","0.02","kg"
"","IBOX-NDSSMR0-W","0.1","Pc(s)"
"","KB-WEPSIR1-W","0.0125","Pc(s)"
"","POUC-NDSSMR0-W","1.0","Pc(s)"
"EO-OKPT01-B","EO-NSSOLD01-B","1.0","Pc(s)"
"","EO-NSSOLM01-B","1.0","Pc(s)"
"","EO-NSSOPM01-B","1.0","Pc(s)"
"","DUS-BEOPTR0-B","1.0","Pc(s)"
"","PART-BEOKITR0-B","1.0","Pc(s)"
"","IBOX-OILBR0-B","0.25","Pc(s)"
"","KB-BOILR0-B","0.03125","Pc(s)"
"HBW-HWN3B-BD","HBW-HWB-BULK","5.0","kg"
"","JC-5-HDPE","1.0","Pc(s)"
"","PLU-JC5LLDPE-NTR","1.0","Pc(s)"
"","CAP-JC5L--P","1.0","Pc(s)"
"","STIC-FHWMYZJ5-BD","1.0","Pc(s)"
"","STIC-BHWMYZJ5-BD","1.0","Pc(s)"
"SS-NSFBH-KA","SS-NSFBH-BULK","0.1","kg"
"","TUBE-PSFBSM100-K","1.0","Pc(s)"
"HBW-HWN3-BD","HBW-HW-BULK","5.0","kg"
"","JC-5-HDPE","1.0","Pc(s)"
"","PLU-JC5LLDPE-NTR","1.0","Pc(s)"
"","CAP-JC5L--P","1.0","Pc(s)"
"","STIC-FHWMGTJ5-BD","1.0","Pc(s)"
"","STIC-BHWMGTJ5-BD","1.0","Pc(s)"
"MY-MRRYDCN2-W","STIC-PAFR1-EM","1.0","Pc(s)"
"","M-RRYDCN2-W","1.0","Pc(s)"
"","KB-GKMK-W","0.04166","Pc(s)"
"L-PTMC06-MO","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","L-PTMC06-BULK","0.007","kg"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-BPTMLC6R0-MO","1.0","Pc(s)"
"","STIC-VBPTMLCB06R0-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","IBOX-CR0-MO","0.08333","Pc(s)"
"L-PTMC07-MO","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","IBOX-CR0-MO","0.08333","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","L-PTMC07-BULK","0.007","kg"
"","STIC-BPTMLC7R0-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-VBPTMLCB07R0-MO","1.0","Pc(s)"
"L-PTMC05-MO","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","L-PTMC05-BULK","0.007","kg"
"","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","IBOX-CR0-MO","0.08333","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","STIC-VBPTMLCB05R0-MO","1.0","Pc(s)"
"","STIC-BPTMLC5R0-MO","1.0","Pc(s)"
"FW-CFWN2P-W","FW-RCFW-BULK","0.015","kg"
"","TUBE-CMRCF15-CL","1.0","Pc(s)"
"L-CVM07-W","L-CVM07-BULK","0.004","kg"
"","BOTO-CVMLM7R1-W","1.0","Pc(s)"
"","CAPA-WCVMLM7R1-W","1.0","Pc(s)"
"","STIC-BCVMLM7R1-W","1.0","Pc(s)"
"","STIC-VCVMLM7R1-W","1.0","Pc(s)"
"","PS-CVMLMR1-W","1.0","Pc(s)"
"","IBOX-AR0-W","0.0625","Pc(s)"
"","KB-WIOTAR1-W","0.00521","Pc(s)"
"L-PTMC04-MO","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","STIC-BPTMLC4R0-MO","1.0","Pc(s)"
"","IBOX-CR0-MO","0.08333","Pc(s)"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","STIC-VBPTMLCB04R0-MO","1.0","Pc(s)"
"","L-PTMC04-BULK","0.007","kg"
"","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"EO-OKDS01-B","EO-NSBOSN01-B","1.0","Pc(s)"
"","EO-NSBOSH01-B","1.0","Pc(s)"
"","EO-NSBOTB01-B","1.0","Pc(s)"
"","DUS-BEODSR0-B","1.0","Pc(s)"
"","PART-BEOKITR0-B","1.0","Pc(s)"
"","IBOX-OILBR0-B","0.25","Pc(s)"
"","KB-BOILR0-B","0.03125","Pc(s)"
"L-PTMC03-MO","IBOX-CR0-MO","0.08333","Pc(s)"
"","STIC-VBPTMLCB03R0-MO","1.0","Pc(s)"
"","DUS-PMTLCALLR2-MO","1.0","Pc(s)"
"","STIC-BPTMLC3R0-MO","1.0","Pc(s)"
"","BOTO-PTMLCR1-MO","1.0","Pc(s)"
"","L-PTMC03-BULK","0.007","kg"
"","CAPA-PTMLCR1-MO","1.0","Pc(s)"
"","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"SRM-NSRLSAN2-W","SRM-LSA-BULK","0.008","kg"
"","TUBE-LSAR1-W","1.0","Pc(s)"
"MY-PRFRELF01-W","STIC-BOELF01R1-WRL","2.0","Pc(s)"
"","CAP-PLBGELFR0-WRL","2.0","Pc(s)"
"","DUS-ELF01LBR1-WVG","2.0","Pc(s)"
"","BAL-BPR1D882B08-WT","4.0","Pc(s)"
"","BOTO-GELFRLR0-W","2.0","Pc(s)"
"","F-RELF01-BULK","0.04","kg"
"","PU-LBGELFR0-WRL","2.0","Pc(s)"
"","KB-W6040R2-W","0.07143","Pc(s)"
