"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"5301","MO-B-BSLP-BULK/I0047","B-BSLP-EM/I0047","B-BSLP-EM/I0047","NDC","JADWAL BARU","1","2023-02-22 15:28:17+07","2023-02-09","2023-02-24","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","BJ21A",""
"5302","MO-L-CM06-BULK/I0002","L-CM06-EM5.5GR/I0002","L-CM06-EM5.5GR/I0002","NDC","JADWAL BARU","1","2023-02-22 15:26:51+07","2023-02-18","2023-02-22","Emina Creamatte 06 Jelly Bean 5.5 gr (Pc(s))","Next Process","Done","L-CM06-EM5.5GR","BJ21A",""
"5303","MO-BO-E02-W-BULK/I0008","BO-E02-W/I0008","BO-E02-W-RP-W6,5GR/I0008","NDC","JADWAL BARU","1","2023-02-22 15:26:51+07","2023-02-17","2023-02-22","Wardah Exclusive Blush On 02 Coral Peach 6.5 g","Next Process","Done","BO-E02-W","BJ18A",""
"5304","MO-TWC-CLFTH-BULK/I0004","TWC-CLFTH-W/I0004","TWC-CLFTH-W/I0004","NDC","JADWAL BARU","1","2023-02-22 15:26:51+07","2023-02-17","2023-02-22","Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g","Next Process","Done","TWC-CLFTH-W","BJ20A",""
"5305","MO-TC-R3LLF02-BULK/I0043","MY-TCR3LLF02-W/I0003","MY-TCR3LLF02-W/I0003","NDC","JADWAL BARU","1","2023-02-22 15:17:48+07","2023-02-16","2023-02-22","Malaysia Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","MY-TCR3LLF02-W","BJ18C",""
"5306","-","DUSS-RCVPF23WR0-W/I0009","DUSS-RCVPF23WR0-W/I0009","QC FG","JADWAL BARU","1","2023-02-22 14:52:52+07","2023-02-22","2023-02-24","Dus Sticker Colorfit Velvet Powder Foundation 23W Refill Wardah (Barcode&amp;Varian)","Next Process","Done","DUSS-RCVPF23WR0-W","(not set)",""
"5307","-","DUSS-PMFW32R0-MO/I0005","DUSS-PMFW32R0-MO/I0005","QC FG","JADWAL BARU","1","2023-02-22 14:43:56+07","2023-02-20","2023-02-24","Dus Sticker Powerstay Matte Powder Foundation W32 MO","Next Process","Done","DUSS-PMFW32R0-MO","(not set)",""
"5308","MO-MASK-OMG-BULK/I0002","MASK-OMG-OMG/I0002","MASK-OMG-OMG/I0002","NDC","JADWAL BARU","1","2023-02-22 14:15:24+07","2023-02-13","2023-02-21","OMG Oh My Glam LASHTENTION Waterproof Mascara 6.5 g","Next Process","Done","MASK-OMG-OMG","BJ14A",""
"5309","MO-L-MLCH-BULK/I0013","L-MLCH-OMG/I0013","L-MLCH-OMG/I0013","NDC","JADWAL BARU","1","2023-02-22 14:15:24+07","2023-02-21","2023-02-22","OMG OH MY GLAM Matte Kiss Lip Cream 08 Skyfall 3.5 g","Next Process","Done","L-MLCH-OMG","BJ21A",""
"5310","MO-M-RRYNC-BULK/I0009","M-RRYNCN1-W/I0004","M-RRYNCN1-W/I0004","NDC","JADWAL BARU","1","2023-02-22 14:13:43+07","2023-02-21","2023-02-23","Wardah Renew You Night Cream 15 g (Pc(s))","Next Process","Done","M-RRYNCN1-W","BJ20A",""
"5311","MO-FW-PCSRB-BULK/I0044","FW-PCSRB-KA/I0044","FW-PCSRB-KA/I0044","NDC","JADWAL BARU","1","2023-02-22 14:13:43+07","2023-02-20","2023-03-08","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","BJ21A",""
"5312","MO-S-A1-WBULK/I0007","S-A1SEC-W/I0007","S-A1SEC-W/I0007","NDC","JADWAL BARU","1","2023-02-22 14:13:43+07","2023-02-20","2023-02-22","Wardah Anti Dandruff Shampoo 170 ml","Next Process","Done","S-A1SEC-W","BJ20A",""
"5313","(not set)","MY-FLLF01-W/I0006","MY-FLLF01-W/I0006","NDC","JADWAL BARU","1","2023-02-22 14:01:52+07","2023-02-22","2023-02-23","Malaysia Wardah Lightening Liquid Foundation 01. Light Beige 25 ml (Blister)","Next Process","Done","MY-FLLF01-W","(not set)",""
"5314","(not set)","MY-RDDCCDL-W/I0004","MY-RDDCCDL-W/I0004","NDC","JADWAL BARU","1","2023-02-22 14:01:52+07","2023-02-20","2023-02-23","Malaysia Wardah C-defense DD Cream 01 Light 20 ml","Next Process","Done","MY-RDDCCDL-W","(not set)",""
"5315","(not set)","MY-RREMSCMWN1-W/I0004","MY-RREMSCMWN1-W/I0004","NDC","JADWAL BARU","1","2023-02-22 14:01:52+07","2023-02-22","2023-02-22","Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","Next Process","Done","MY-RREMSCMWN1-W","(not set)",""
"5316","(not set)","MY-RFWAH-W/I0002","MY-RFWAH-W/I0002","NDC","JADWAL BARU","1","2023-02-22 14:01:52+07","2023-02-22","2023-02-23","Malaysia Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml","Next Process","Done","MY-RFWAH-W","(not set)",""
"5317","MO-BO-MMB05-BULK/I0006","BO-MMB05-MO/I0006","BO-MMB05-MO/I0006","NDC","JADWAL BARU","1","2023-02-22 13:45:08+07","2023-02-06","2023-02-24","MAKE OVER Multifix Matte Blusher 05 Heatshot 9 g","Next Process","Done","BO-MMB05-MO","BJ14A",""
"5318","MO-L-EMC13-BULK/I0003","L-EMC13DP-W/I0003","L-EMC13DP-W/I0003","NDC","JADWAL BARU","1","2023-02-22 13:45:08+07","2023-02-16","2023-02-22","Wardah Exclusive Matte Lip Cream 13 Fruit Punch 4g","Next Process","Done","L-EMC13DP-W","BJ18A",""
"5319","MO-FW-PCSAC-BULK/I0087","FW-PCSAC-KA/I0087","FW-PCSAC-KA/I0087","NDC","JADWAL BARU","1","2023-02-22 13:44:48+07","2023-02-13","2023-02-27","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","BJ21A",""
"5320","MO-FM-GS-BULK/I0001","FM-GS-EM60ML/I0001","FM-GS-EM60ML/I0001","NDC","JADWAL BARU","1","2023-02-22 13:25:14+07","2023-02-17","2023-02-22","Emina Grape Seed Olive Face Mask 60 ml (Pc(s))","Next Process","Done","FM-GS-EM60ML","BJ19A",""
"5321","MO-HBW-BW-BULK/I0020","HBW-BWN6A-BD/I0007","HBW-BWN6A-BD/I0007","NDC","JADWAL BARU","1","2023-02-22 13:25:14+07","2023-02-21","2023-02-22","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Pouch 800 ml","Next Process","Done","HBW-BWN6A-BD","BJ21B",""
"5322","MO-L-IMC020-BULK/I0002","L-IMC020-MO6,5G/I0002","L-IMC020-MO6,5G/I0002","NDC","JADWAL BARU","1","2023-02-22 13:15:04+07","2023-02-20","2023-02-24","MAKE OVER Intense Matte Lip Cream 020 Style 6,5 g (Pc(s))","Next Process","Done","L-IMC020-MO6,5G","BJ20A",""
"5323","MO-B-SPC-BULK/I0003","B-SPC-MO13GR/I0003","B-SPC-MO13GR/I0003","NDC","JADWAL BARU","1","2023-02-22 13:15:04+07","2023-02-20","2023-02-23","MAKE OVER Shimmering Powder Chrystalist 13 gr","Next Process","Done","B-SPC-MO13GR","BJ21A",""
"5324","MO-L-REMO30-BULK/I0002","L-REMO30-W/I0002","L-REMO30-W/I0002","NDC","JADWAL BARU","1","2023-02-22 13:12:22+07","2023-02-14","2023-02-22","Wardah Exclusive Moist Lipstick 30 Golden Coral 3.5 g","Next Process","Done","L-REMO30-W","BJ16A",""
"5325","MO-LB-EVFSS-BULK/I0015","LB-EVFSS-W4G/I0015","LB-EVFSS-W4G/I0015","NDC","JADWAL BARU","1","2023-02-22 13:11:39+07","2023-02-13","2023-02-24","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","Next Process","Done","LB-EVFSS-W4G","BJ21A",""
"5326","MO-SS-UVSAFE-BULK/I0007","MY-UVSAFE-W/I0003","MY-UVSAFE-W/I0003","NDC","JADWAL BARU","1","2023-02-22 11:59:01+07","2023-02-06","2023-02-20","Malaysia Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","Next Process","Done","MY-UVSAFE-W","BJ18A",""
"5327","MO-FW-LMGW-BULK/I0025","MY-FWLMGWN2-W/I0010","MY-FWLMGWN2-W/I0010","NDC","JADWAL BARU","1","2023-02-22 11:59:01+07","2023-02-15","2023-02-21","Malaysia Wardah Lightening Micellar Gentle Wash 100 ml","Next Process","Done","MY-FWLMGWN2-W","BJ17A",""
"5328","MO-FW-LWF-BULK/I0051","MY-FWLWFN2-W/I0016","MY-FWLWFN2-W/I0016","NDC","JADWAL BARU","1","2023-02-22 11:59:01+07","2023-02-16","2023-02-22","Malaysia Wardah Lightening Whip Facial Foam 100 ml","Next Process","Done","MY-FWLWFN2-W","BJ17A",""
"5329","MO-FW-LMGW-BULK/I0026","MY-FWLMGWN2-W/I0011","MY-FWLMGWN2-W/I0011","NDC","JADWAL BARU","1","2023-02-22 11:57:22+07","2023-02-15","2023-02-22","Malaysia Wardah Lightening Micellar Gentle Wash 100 ml","Next Process","Done","MY-FWLMGWN2-W","BJ17B",""
"5330","MO-FW-RPBCFLS-BULK/I0016","MY-FWRPBCFLS100-W/I0003","MY-FWRPBCFLS100-W/I0003","NDC","JADWAL BARU","1","2023-02-22 11:53:13+07","2023-02-15","2023-02-22","Malaysia Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml","Next Process","Done","MY-FWRPBCFLS100-W","BJ19A",""
"5331","MO-FT-LFT-BULK/I0036","MY-FTLFT-W/I0011","MY-FTLFT-W/I0011","NDC","JADWAL BARU","1","2023-02-22 11:53:13+07","2023-02-18","2023-02-21","Malaysia Wardah Lightening Face Toner 125 ml","Next Process","Done","MY-FTLFT-W","BJ19A",""
"5332","MO-SRM-CD-BULK/I0006","MY-RSRMCD-W/I0003","MY-RSRMCD-W/I0003","NDC","JADWAL BARU","1","2023-02-22 11:50:46+07","2023-02-18","2023-02-21","Malaysia Wardah C-defense Serum 17 ml","Next Process","Done","MY-RSRMCD-W","BJ19A",""
"5333","MO-FT-RWSABHA-BULK/I0005","MY-FTRWSABHA-W/I0002","MY-FTRWSABHA-W/I0002","NDC","JADWAL BARU","1","2023-02-22 11:50:46+07","2023-02-18","2023-02-21","Malaysia Wardah Crystal Secret Exfoliating Toner with Natural AHA+PHA 125 ml","Next Process","Done","MY-FTRWSABHA-W","BJ19A",""
"5334","MO-L-MLCC-BULK/I0015","L-MLCC-OMG/I0015","L-MLCC-OMG/I0015","NDC","JADWAL BARU","1","2023-02-22 11:20:19+07","2023-02-20","2023-02-22","OMG OH MY GLAM Matte Kiss Lip Cream 03 Flame 3.5 g","Next Process","Done","L-MLCC-OMG","BJ20A",""
"5335","MO-L-MLCL-BULK/I0015","L-MLCL-OMG/I0015","L-MLCL-OMG/I0015","NDC","JADWAL BARU","1","2023-02-22 11:20:19+07","2023-02-17","2023-02-23","OMG OH MY GLAM Matte Kiss Lip Cream 12 Scarlet 3.5 g","Next Process","Done","L-MLCL-OMG","BJ18A",""
"5336","-","DUSS-PMFW41R0-MO/I0009","DUSS-PMFW41R0-MO/I0009","QC FG","JADWAL BARU","1","2023-02-22 11:12:09+07","2023-02-20","2023-02-24","Dus Sticker Powerstay Matte Powder Foundation W41 MO","Next Process","Done","DUSS-PMFW41R0-MO","(not set)",""
"5337","-","TC-RR3LLF06-W/BSI0001","TC-RR3LLF06-W/BSI0001","NDC","JADWAL BARU","1","2023-02-22 11:06:23+07","2023-02-22","2023-02-23","Wardah Refill Lightening Powder Foundation Light Feel 06 Ivory 12 g","Next Process","Done","TC-RR3LLF06-W","(not set)",""
"5338","MO-TC-W1C2-BULK/I0011","TC-W3RELB2-W12G/I0008","TC-W3RELB2-W12G/I0008","NDC","JADWAL BARU","1","2023-02-22 11:06:23+07","2023-02-13","2023-02-24","Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","Next Process","Done","TC-W3RELB2-W12G","BJ21A",""
"5339","MO-TC-PC02-BULK/I0013","TC-R2RE01-W/I0001","TC-R2RE01-W/I0001","NDC","JADWAL BARU","1","2023-02-22 11:06:07+07","2023-02-15","2023-02-24","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","Next Process","Done","TC-R2RE01-W","BJ21A",""
"5340","MO-REM-SBMW-BULK/I0010","REM-SBMW-W100ML/I0006","REM-SBMW-W100ML/I0006","NDC","JADWAL BARU","1","2023-02-22 10:38:04+07","2023-02-20","2023-02-22","Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","Next Process","Done","REM-SBMW-W100ML","BJ20C",""
"5341","MO-L-EMC18-BULK/I0002","L-EMC18DP-W/I0002","L-EMC18DP-W/I0002","NDC","JADWAL BARU","1","2023-02-22 10:15:39+07","2023-02-16","2023-02-21","Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4g","Next Process","Done","L-EMC18DP-W","BJ18A",""
"5342","MO-ES-W0I-03 BULK/I0002","ES-W0I-W3,3GR/I0002","ES-W0I-W3,3GR/I0002/03/01","NDC","JADWAL BARU","1","2023-02-22 10:14:04+07","2023-02-16","2023-02-23","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","BJ17A",""
"5343","(not set)","MY-FWRWSABHA-W/I0006","MY-FWRWSABHA-W/I0006","NDC","JADWAL BARU","1","2023-02-22 09:24:02+07","2023-02-20","2023-02-23","Malaysia Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","Next Process","Done","MY-FWRWSABHA-W","(not set)",""
"5344","(not set)","MY-MBSTUC-EM/I0006","MY-MBSTUC-EM/I0006","NDC","JADWAL BARU","1","2023-02-22 09:24:02+07","2023-02-21","2023-02-22","Malaysia Emina Bright Stuff Tone Up Cream 20 ml","Next Process","Done","MY-MBSTUC-EM","(not set)",""
"5345","(not set)","MY-CUSCLCA-W/I0006","MY-CUSCLCA-W/I0006","NDC","JADWAL BARU","1","2023-02-22 09:24:02+07","2023-02-21","2023-02-22","Malaysia Wardah Colorfit Perfect Glow Cushion 11C Pink Fair","Next Process","Done","MY-CUSCLCA-W","(not set)",""
"5346","(not set)","MY-FMRLN2-W/I0001","MY-FMRLN2-W/I0001","NDC","JADWAL BARU","1","2023-02-22 09:24:02+07","2023-02-20","2023-02-22","Malaysia Wardah Lightening Blue Clay Mask 50 g","Next Process","Done","MY-FMRLN2-W","(not set)",""
"5347","(not set)","MY-FLLF02-W/I0007","MY-FLLF02-W/I0007","NDC","JADWAL BARU","1","2023-02-22 09:24:02+07","2023-02-21","2023-02-22","Malaysia Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister)","Next Process","Done","MY-FLLF02-W","(not set)",""
"5348","MO-F-LLUNW1-BULK/I0003","F-EVLLF04-W/I0003","F-EVLLF04-W/I0003","NDC","JADWAL BARU","1","2023-02-22 09:17:08+07","2023-02-17","2023-02-22","Wardah Everyday Luminous Liquid Foundation – 04 Natural 35 ml","Next Process","Done","F-EVLLF04-W","BJ18A",""
"5349","MO-FT-NDATE-BULK/I0004","FT-NDATE-W/I0004","FT-NDATE-W/I0004","NDC","JADWAL BARU","1","2023-02-22 09:17:08+07","2023-02-18","2023-02-21","Wardah Nature Daily Aloe Hydramild Essence Toner 100 ml","Next Process","Done","FT-NDATE-W","BJ20A",""
"5350","MO-L-PTMCC-BULK/I0007","L-PTMCC-MO/I0007","L-PTMCC-MO/I0007","NDC","JADWAL BARU","1","2023-02-22 09:16:50+07","2023-02-18","2023-02-22","MAKE OVER Powerstay Transferproof Matte Lip Cream B11 New Rules 7 g","Next Process","Done","L-PTMCC-MO","BJ20B",""
"5351","MO-B-PT02-BULK/I0016","B-PT02-MO35G/I0016","B-PT02-MO35G/I0016","NDC","JADWAL BARU","1","2023-02-22 09:16:50+07","2023-02-13","2023-02-24","MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","Next Process","Done","B-PT02-MO35G","BJ21A",""
"5352","MO-TC-PC04-BULK/I0026","TC-R2RE04-W/I0003","TC-R2RE04-W/I0003","NDC","JADWAL BARU","1","2023-02-22 08:44:07+07","2023-02-15","2023-02-22","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","Next Process","Done","TC-R2RE04-W","BJ16A",""
"5353","MO-ES-CLPNB-03-BULK/I0003","ES-CLPNB-W/I0003","ES-CLPNB-W/I0003/03/01","NDC","JADWAL BARU","1","2023-02-22 08:44:07+07","2023-02-16","2023-02-22","Wardah COLORFIT QUAD EYE PALETTE 01 BRUNETTE DAWN 6 g","Next Process","Done","ES-CLPNB-W","BJ17A",""
"5354","MO-B-CPGR02-BULK/I0001","B-CPGR02-W/I0001","B-CPGR02-W/I0001","NDC","JADWAL BARU","1","2023-02-22 08:35:59+07","2023-02-16","2023-02-24","WARDAH CRYSTALLURE Precious Glow Radiance Powder 13 BEIGE 18 g","Next Process","Done","B-CPGR02-W","BJ21A",""
"5355","MO-TC-R3LLF02-BULK/I0041","MY-TCR3LLF02-W/I0001","MY-TCR3LLF02-W/I0001","NDC","JADWAL BARU","1","2023-02-22 08:29:24+07","2023-02-16","2023-02-21","Malaysia Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","MY-TCR3LLF02-W","BJ18A",""
"5356","MO-M-RPBSPF30-BULK/I0007","M-RPBSPF30-W/I0006","M-RPBSPF30-W/I0006","NDC","JADWAL BARU","1","2023-02-22 08:26:10+07","2023-02-20","2023-02-22","Wardah Perfect Bright Moisturizer Bright + Oil Control SPF 30 PA+++ 20 ml","Next Process","Done","M-RPBSPF30-W","BJ21A",""
"5357","MO-CUS-R2EFC02-BULK/I0002","CUS-R2EFC02-W/I0001","CUS-R2EFC02-W/I0001","NDC","JADWAL BARU","1","2023-02-22 08:26:10+07","2023-02-18","2023-02-22","Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g","Next Process","Done","CUS-R2EFC02-W","BJ18A",""
"5358","MO-FW-CDEWN-BULK/I0008","MY-FWCDEWN2-W/I0003","MY-FWCDEWN2-W/I0003","NDC","JADWAL BARU","1","2023-02-22 08:10:22+07","2023-02-18","2023-02-23","Malaysia Wardah C-Defense Energizing Whip Foam 100 ml","Next Process","Done","MY-FWCDEWN2-W","BJ18A",""
"5359","MO-SRM-CD-BULK/I0007","MY-RSRMCD-W/I0004","MY-RSRMCD-W/I0004","NDC","JADWAL BARU","1","2023-02-22 07:59:46+07","2023-02-18","2023-02-22","Malaysia Wardah C-defense Serum 17 ml","Next Process","Done","MY-RSRMCD-W","BJ19B",""
"5360","MO-M-LDGN-BULK/I0016","MY-MLDGN1-W/I0009","MY-MLDGN1-W/I0009","NDC","JADWAL BARU","1","2023-02-22 07:59:46+07","2023-02-18","2023-02-20","Malaysia Wardah Lightening Day Gel 30 g","Next Process","Done","MY-MLDGN1-W","BJ19A",""
"5361","MO-A-SATG-BULK/I0006","A-SATG-W15ML/I0006","A-SATG-W15ML/I0006","NDC","JADWAL BARU","1","2023-02-22 07:59:29+07","2023-02-20","2023-02-22","Wardah Acnederm Acne Spot Treatment Gel 15 ml (Pc(s))","Next Process","Done","A-SATG-W15ML","BJ20A",""
"5362","(not set)","L-RCLCLS6-W/BSI0001","L-RCLCLS6-W/BSI0001","NDC","JADWAL BARU","1","2023-02-22 07:59:29+07","2023-02-20","2023-02-27","Wardah Colorfit Fresh Lip Ink Serum 06 Hyped Up 4 g","Next Process","Done","L-RCLCLS6-W","(not set)",""
"5363","MO-SS-UVSASP-BULK/I0009","SS-UVSASP-W/I0004","SS-UVSASP-W/I0004","NDC","JADWAL BARU","1","2023-02-22 07:59:29+07","2023-02-18","2023-02-22","Wardah UV Shield Active Protection Serum SPF 50 35 ml","Next Process","Done","SS-UVSASP-W","BJ18A",""
"5364","MO-FW-LWF-BULK/I0053","MY-FWLWFN2-W/I0018","MY-FWLWFN2-W/I0018","NDC","JADWAL BARU","1","2023-02-22 07:55:41+07","2023-02-16","2023-02-23","Malaysia Wardah Lightening Whip Facial Foam 100 ml","Next Process","Done","MY-FWLWFN2-W","BJ17C",""
"5365","MO-TC-R3LLF02-BULK/I0042","MY-TCR3LLF02-W/I0002","MY-TCR3LLF02-W/I0002","NDC","JADWAL BARU","1","2023-02-22 07:46:10+07","2023-02-16","2023-02-21","Malaysia Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","MY-TCR3LLF02-W","BJ18B",""
"5366","MO-WARN-K-BULK/LI0009","WARN-K-BULK/LI0009","WARN-K-BULK/LI0009","QC BULK","MASUK SPESIFIKASI","1","2023-02-22 07:44:57+07","2023-02-22","2023-02-23","Warna Kuning Bulk (Kg)","Next Process","Done","WARN-K-BULK","BJ22A",""
"5367","","P-RPSC-OMG/I0001","P-RPSC-OMG/I0001","NDC","JADWAL BARU","1","2023-02-22 07:43:07+07","2023-02-20","2023-02-21","OMG Let It Glow Package","Next Process","Done","P-RPSC-OMG","(not set)",""
"5368","MO-BBC-HSBBN-BULK/I0002","BBC-HSBBN-EM/I0002","BBC-HSBBN-EM/I0002","NDC","JADWAL BARU","1","2023-02-22 07:39:18+07","2023-02-18","2023-02-23","Emina Daily Matte BB Cream 02 Natural 16 g","Next Process","Done","BBC-HSBBN-EM","BJ20A",""
"5369","MO-L-CM13-BULK/I0002","L-CM13-EM5.5GR/I0002","L-CM13-EM5.5GR/I0002","NDC","JADWAL BARU","1","2023-02-22 06:14:17+07","2023-02-18","2023-02-22","Emina Creamatte 13 Beet Bites 5.5 gr","Next Process","Done","L-CM13-EM5.5GR","BJ21A",""
"5370","MO-ES-W0I-01 BULK/I0004","ES-W0I-W3,3GR/I0002","ES-W0I-W3,3GR/I0002/01/01","NDC","JADWAL BARU","1","2023-02-22 06:14:17+07","2023-02-16","2023-02-23","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","BJ17A",""
"5371","MO-F-CLCMH-BULK/I0001","F-CLCMH-W/I0001","F-CLCMH-W/I0001","NDC","JADWAL BARU","1","2023-02-22 06:08:05+07","2023-02-16","2023-02-22","Wardah Colorfit Matte Foundation 52N Almond 25 ml","Next Process","Done","F-CLCMH-W","BJ17A",""
"5372","MO-REM-SBMW-BULK/I0009","REM-SBMW-W100ML/I0005","REM-SBMW-W100ML/I0005","NDC","JADWAL BARU","1","2023-02-22 06:08:05+07","2023-02-18","2023-02-21","Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","Next Process","Done","REM-SBMW-W100ML","BJ20B",""
"5373","MO-F-CLCMF-BULK/I0001","F-CLCMF-W/I0001","F-CLCMF-W/I0001","NDC","JADWAL BARU","1","2023-02-22 04:41:26+07","2023-02-16","2023-02-22","Wardah Colorfit Matte Foundation 43W Golden Sand 25 ml","Next Process","Done","F-CLCMF-W","BJ16A",""
"5374","MO-F-L01-BULK/I0003","F-L01VC-OMG/I0003","F-L01VC-OMG/I0003","NDC","JADWAL BARU","1","2023-02-22 04:28:40+07","2023-02-17","2023-02-21","OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory","Next Process","Done","F-L01VC-OMG","BJ17A",""
"5375","(not set)","F-L01-OMG/I0003","F-L01-OMG/I0003","NDC","JADWAL BARU","1","2023-02-22 04:25:16+07","2023-02-17","2023-02-21","OMG Oh My Glam Coverlast Liquid Foundation 13 C Ivory","Next Process","Done","F-L01-OMG","(not set)",""
"5376","MO-BP-SJYBM-BULK/I0003","BP-SJYBM-W100ML/I0003","BP-SJYBM-W100ML/I0003","NDC","JADWAL BARU","1","2023-02-22 04:13:03+07","2023-02-18","2023-02-22","Wardah Scentsation Joyful Body Mist 100 ml (Pc(s))","Next Process","Done","BP-SJYBM-W100ML","BJ19A",""
"5377","MO-LAR-WGL%-BULK/LI0010","LAR-WGL%-BULK/LI0010","LAR-WGL%-BULK/LI0010","QC BULK","MASUK SPESIFIKASI","1","2023-02-22 03:30:01+07","2023-02-22","2023-02-23","Larutan Warna Green Larut Minyak 0.02 % Bulk (Kg)","Next Process","Done","LAR-WGL%-BULK","BJ21A",""
"5378","MO-FW-PCSRB-BULK/I0043","FW-PCSRB-KA/I0043","FW-PCSRB-KA/I0043","NDC","JADWAL BARU","1","2023-02-22 03:14:44+07","2023-02-20","2023-03-08","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","BJ20A",""
"5379","MO-F-HGFW33-BULK/I0002","F-HGFW33-MO/I0002","F-HGFW33-MO/I0002","NDC","JADWAL BARU","1","2023-02-22 03:14:44+07","2023-02-17","2023-02-21","MAKE OVER Hydrastay Glow Fluid Foundation W33 Honey Beige 35 ml","Next Process","Done","F-HGFW33-MO","BJ18A",""
"5380","MO-FW-PCSAC-BULK/I0086","FW-PCSAC-KA/I0086","FW-PCSAC-KA/I0086","NDC","JADWAL BARU","1","2023-02-22 03:14:44+07","2023-02-13","2023-02-27","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","BJ20B",""
"5381","MO-HBW-ETBWD-BULK/I0001","HBW-ETBWD-W/I0001","HBW-ETBWD-W/I0001","NDC","JADWAL BARU","1","2023-02-22 03:14:44+07","2023-02-18","2023-02-21","Earth Love Life Spanish Lavender &amp; Javanese Rice Milk  Body Wash 250 ml","Next Process","Done","HBW-ETBWD-W","BJ20A",""
"5382","-","SS-UVSLMS-W/BSI0001","SS-UVSLMS-W/BSI0001","NDC","JADWAL BARU","1","2023-02-22 03:14:14+07","2023-02-06","2023-03-10","Wardah UV Shield Light Matte Sun Stick 22 g","Next Process","Done","SS-UVSLMS-W","(not set)",""
"5383","MO-L-CUMKORD-BULK/I0005","L-CUMKORD-W/I0005","L-CUMKORD-W/I0005","NDC","JADWAL BARU","1","2023-02-22 01:45:06+07","2023-02-06","2023-02-24","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","Next Process","Done","L-CUMKORD-W","BJ18A",""
"5384","MO-C--BULK/I0007","C-P1-P450/I0007","C-P1-P450/I0007","NDC","JADWAL BARU","1","2023-02-22 01:00:50+07","2023-02-20","2023-02-22","Putri Cold Wave 450 ML (Pc(s))","Next Process","Done","C-P1-P450","BJ20C",""
"5385","MO-HBW-BW-BULK/I0019","HBW-BWN6A-BD/I0006","HBW-BWN6A-BD/I0006","NDC","JADWAL BARU","1","2023-02-22 01:00:50+07","2023-02-20","2023-02-22","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Pouch 800 ml","Next Process","Done","HBW-BWN6A-BD","BJ21A",""
"5386","MO-C--BULK/I0005","C-P1-P450/I0005","C-P1-P450/I0005","NDC","JADWAL BARU","1","2023-02-22 01:00:50+07","2023-02-20","2023-02-21","Putri Cold Wave 450 ML (Pc(s))","Next Process","Done","C-P1-P450","BJ20B",""
"5387","MO-FT-BST-BULK/I0003","FT-BST-EM/I0003","FT-BST-EM/I0003","NDC","JADWAL BARU","1","2023-02-22 01:00:50+07","2023-02-18","2023-02-21","Emina Bright Stuff Face Toner 100 ml","Next Process","Done","FT-BST-EM","BJ19C",""
"5388","MO-HT-G-BULK/I0014","HT-P1G-P200/I0007","HT-P1G-P200/I0007","NDC","JADWAL BARU","1","2023-02-22 01:00:50+07","2023-02-20","2023-02-22","Hair Tonic Ginseng, 200 ml","Next Process","Done","HT-P1G-P200","BJ20B",""
"5389","MO-TC-PMC31-BULK/I0003","TC-PMC31-MO/I0003","TC-PMC31-MO/I0003","NDC","JADWAL BARU","1","2023-02-22 00:51:49+07","2023-02-20","2023-02-24","MAKE OVER Powerstay Matte Powder Foundation C31 Pink Beige 12 g","Next Process","Done","TC-PMC31-MO","BJ20A",""
