"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"5214","MO-FW-LMGW-BULK/I0028","MY-FWLMGWN2-W/I0013","MY-FWLMGWN2-W/I0013","NDC","JADWAL BARU","1","2023-02-23 08:23:23+07","2023-02-18","2023-02-23","Malaysia Wardah Lightening Micellar Gentle Wash 100 ml","Next Process","Done","MY-FWLMGWN2-W","BJ20A",""
"5215","MO-M-RRYNC-BULK/I0008","M-RRYNCN1-W/I0003","M-RRYNCN1-W/I0003","NDC","JADWAL BARU","1","2023-02-23 08:22:00+07","2023-02-17","2023-02-21","Wardah Renew You Night Cream 15 g (Pc(s))","Next Process","Done","M-RRYNCN1-W","BJ18A",""
"5216","MO-F-LLUBW1-WBULK/I0002","F-EVLLF03-W/I0002","F-EVLLF03-W/I0002","NDC","JADWAL BARU","1","2023-02-23 08:22:00+07","2023-02-17","2023-02-23","Wardah Everyday Luminous Liquid Foundation – 03 Beige 35 ml","Next Process","Done","F-EVLLF03-W","BJ18A",""
"5217","-","BOTO-SBSLPR4-E/I0049","BOTO-SBSLPR4-E/I0049","QC FG","JADWAL BARU","1","2023-02-23 08:01:37+07","2023-02-13","2023-02-24","Botol+Shrink Bright Stuff Loose Powder REV-4 Emina.HDPE-LDPE.NoFinishing","Next Process","Done","BOTO-SBSLPR4-E","(not set)",""
"5218","MO-L-CM03-BULK/I0007","L-CM03-EM5.5GR/I0007","L-CM03-EM5.5GR/I0007","NDC","JADWAL BARU","1","2023-02-23 07:54:20+07","2023-02-18","2023-02-22","Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","Next Process","Done","L-CM03-EM5.5GR","BJ21A",""
"5219","MO-L-REMO32-BULK/I0001","L-REMO32-W/I0001","L-REMO32-W/I0001","NDC","JADWAL BARU","1","2023-02-23 07:54:20+07","2023-02-15","2023-02-23","Wardah Exclusive Moist Lipstick 32 Sheer Brown 3.5 g","Next Process","Done","L-REMO32-W","BJ17A",""
"5220","MO-L-SLWCH-BULK/I0011","L-SLWCH-W/I0011","L-SLWCH-W/I0011","NDC","JADWAL BARU","1","2023-02-23 07:54:20+07","2023-02-18","2023-02-24","Wardah Colorfit Last All Day Lip Paint 04 Brownderlast 4.2 g","Next Process","Done","L-SLWCH-W","BJ20A",""
"5221","MO-B-PT04-BULK/I0001","B-PT04-MO35G/I0001","B-PT04-MO35G/I0001","NDC","JADWAL BARU","1","2023-02-23 07:46:14+07","2023-02-20","2023-02-24","MAKE OVER Silky Smooth Translucent Powder 04 Toffee 35 g (Pc(s))","Next Process","Done","B-PT04-MO35G","BJ22A",""
"5222","MO-HBL-ETBMB-BULK/I0002","HBL-ETBMBN2-W/I0002","HBL-ETBMBN2-W/I0002","NDC","JADWAL BARU","1","2023-02-23 07:43:44+07","2023-02-21","2023-02-23","Earth Love Life Javanese Moringa &amp; Balinese Starfruit Body Lotion Serum 250 ml","Next Process","Done","HBL-ETBMBN2-W","BJ21A",""
"5223","MO-B-PT07-BULK/I0010","B-PT07-MO35G/I0010","B-PT07-MO35G/I0010","NDC","JADWAL BARU","1","2023-02-23 06:19:21+07","2023-02-07","2023-02-24","MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","Next Process","Done","B-PT07-MO35G","BJ22A",""
"5224","MO-TWC-CLFTD-BULK/I0018","TWC-CLFTRD-W/I0005","TWC-CLFTRD-W/I0005","NDC","JADWAL BARU","1","2023-02-23 06:14:12+07","2023-02-20","2023-02-23","Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","Next Process","Done","TWC-CLFTRD-W","BJ21A",""
"5225","MO-HT-G1-BULK/I0027","HT-P1G1-P2/I0009","HT-P1G1-P2/I0009","NDC","JADWAL BARU","1","2023-02-23 06:13:56+07","2023-02-21","2023-02-23","Hair Tonic Normal to Oily Hair (Green), 2 L","Next Process","Done","HT-P1G1-P2","BJ22A",""
"5226","MO-SRM-BSS-BULK/I0008","SRM-BSSN2-EM/I0006","SRM-BSSN2-EM/I0006","NDC","JADWAL BARU","1","2023-02-23 06:13:56+07","2023-02-17","2023-02-22","Emina Bright Stuff Face Serum 7.5 ml","Next Process","Done","SRM-BSSN2-EM","BJ18A",""
"5227","MO-PUS-1P-BULK/I0013","LU-P1-P720/I0013","LU-P1-P720/I0013","NDC","JADWAL BARU","1","2023-02-23 06:13:56+07","2023-02-21","2023-02-23","Putri Pustreite Step 1 720 ML (Pc(s))","Next Process","Done","LU-P1-P720","BJ21C",""
"5228","MO-FT-BST-BULK/I0005","FT-BST-EM/I0004","FT-BST-EM/I0004","NDC","JADWAL BARU","1","2023-02-23 06:13:56+07","2023-02-21","2023-02-23","Emina Bright Stuff Face Toner 100 ml","Next Process","Done","FT-BST-EM","BJ21A",""
"5229","","P-HBLN2-WL/I0001","P-HBLN2-WL/I0001","NDC","JADWAL BARU","1","2023-02-23 06:13:32+07","2023-02-27","2023-03-06","NFS Wonderly Brightening Serum Body Lotion (20ml x 15pcs x 5 varian)","Next Process","Done","P-HBLN2-WL","(not set)",""
"5230","MO-PUS-1P-BULK/I0010","LU-P1-P720/I0010","LU-P1-P720/I0010","NDC","JADWAL BARU","1","2023-02-23 06:13:32+07","2023-02-20","2023-02-23","Putri Pustreite Step 1 720 ML (Pc(s))","Next Process","Done","LU-P1-P720","BJ21A",""
"5231","MO-PUS-1P-BULK/I0011","LU-P1-P720/I0011","LU-P1-P720/I0011","NDC","JADWAL BARU","1","2023-02-23 06:13:32+07","2023-02-20","2023-02-23","Putri Pustreite Step 1 720 ML (Pc(s))","Next Process","Done","LU-P1-P720","BJ21B",""
"5232","MO-FW-PCSAC-BULK/I0090","FW-PCSAC-KA/I0090","FW-PCSAC-KA/I0090","NDC","JADWAL BARU","1","2023-02-23 05:51:14+07","2023-02-13","2023-02-27","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","BJ22A",""
"5233","MO-WARN-TI---COATED PST/LI0002","WARN-TI---COATED PST/LI0002","WARN-TI---COATED PST/LI0002","QC BULK","MASUK SPESIFIKASI","1","2023-02-23 05:43:38+07","2023-02-23","2023-02-24","Warna Titan Coated pst (kg)","Next Process","Done","WARN-TI---COATED PST","BJ22A",""
"5234","MO-BO-SSS07-BULK/I0004","BO-SKSS07-MO6G/I0002","BO-S07SS6GRRNFS-MO/I0002","NDC","JADWAL BARU","1","2023-02-23 05:32:19+07","2023-02-18","2023-02-23","MAKE OVER BO Single 07 Scarlet Sheen 6 g (Pc(s))","Next Process","Done","BO-SKSS07-MO6G","BJ20B",""
"5235","MO-L-LLW0C1-BULK/I0001","L-LL01-W2.3G/I0001","L-LL01-W2.3G/I0001","NDC","JADWAL BARU","1","2023-02-23 04:39:34+07","2023-02-20","2023-02-24","Wardah Lipstick Longlasting 01 Fabulous Peach 2.3 g (Pc(s))","Next Process","Done","L-LL01-W2.3G","BJ21A",""
"5236","MO-ES-W0K-03 BULK/I0005","ES-ECL-W3,3GR/I0005","ES-ECL-W3,3GR/I0005/03/01","NDC","JADWAL BARU","1","2023-02-23 04:39:18+07","2023-02-18","2023-02-24","Wardah EyeXpert Eyeshadow Classic 3,3 gr","Next Process","Done","ES-ECL-W3,3GR","BJ18A",""
"5237","MO-ES-W1F-02 BULK/I0005","ES-ECL-W3,3GR/I0005","ES-ECL-W3,3GR/I0005/02/01","NDC","JADWAL BARU","1","2023-02-23 04:39:18+07","2023-02-17","2023-02-24","Wardah EyeXpert Eyeshadow Classic 3,3 gr","Next Process","Done","ES-ECL-W3,3GR","BJ18A",""
"5238","MO-LAR-BE-BULK/LI0008","LAR-BE-BULK/LI0008","LAR-BE-BULK/LI0008","QC BULK","MASUK SPESIFIKASI","1","2023-02-23 04:27:15+07","2023-02-23","2023-02-24","Warna Blue Water","Next Process","Done","LAR-BE-BULK","BJ23A",""
"5239","MO-F-RVLPWFC31-BULK/I0001","F-RVLPWFC31-MO/I0001","F-RVLPWFC31-MO/I0001","NDC","JADWAL BARU","1","2023-02-23 04:20:44+07","2023-02-18","2023-03-06","MAKE OVER Powerstay 24H Weightless Liquid Foundation C31 Pink Beige 40 ml","Next Process","Done","F-RVLPWFC31-MO","BJ19A",""
"5240","MO-BO-SCS06-BULK/I0012","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/06/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-18","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ18A",""
"5241","MO-BO-SBS05-BULK/I0003","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/05/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-17","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ18A",""
"5242","MO-BO-SPS03-BULK/I0011","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/03/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-17","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ18A",""
"5243","MO-BO-SIP02-BULK/I0003","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/02/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-17","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ18A",""
"5244","MO-BO-SCC08-BULK/I0006","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/08/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-18","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ20A",""
"5245","MO-BO-SRE04-BULK/I0003","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/04/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-17","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ18A",""
"5246","MO-BO-SSS07-BULK/I0005","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/07/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-18","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ20A",""
"5247","MO-BO-SPF01-BULK/I0009","BO-PPS-MO8X3,5G/I0003","BO-PPS-MO8X3,5G/I0003/01/01","NDC","JADWAL BARU","1","2023-02-23 03:48:16+07","2023-02-17","2023-02-23","MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","Next Process","Done","BO-PPS-MO8X3,5G","BJ18A",""
"5248","MO-TC-PMW41-BULK/I0009","TC-PMW41-MO12G/I0009","TC-PMW41-MO12G/I0009","NDC","JADWAL BARU","1","2023-02-23 03:47:55+07","2023-02-20","2023-02-24","MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g","Next Process","Done","TC-PMW41-MO12G","BJ21A",""
"5249","MO-L-CVM09-BULK/I0004","L-CVM09-W/I0004","L-CVM09-W/I0004","NDC","JADWAL BARU","1","2023-02-23 03:40:31+07","2023-02-18","2023-02-22","Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g","Next Process","Done","L-CVM09-W","BJ18A",""
"5250","MO-LAR-LTE-BULK/LI0001","LAR-LTE-BULK/LI0001","LAR-LTE-BULK/LI0001","QC BULK","MASUK SPESIFIKASI","1","2023-02-23 03:12:57+07","2023-02-23","2023-02-24","Warna Red Water","Next Process","Done","LAR-LTE-BULK","BJ23A",""
"5251","MO-PRM-PR-BULK/I0008","PRM-PR-EM20ML/I0008","PRM-PR-EM20ML/I0008","KEMAS_2","FILLING-PACKING_INLINE","1","2023-02-23 02:01:00+07","2023-02-21","2023-02-23","Emina Pore Ranger 20 ml (Pc(s))","Next Process","(not set)","PRM-PR-EM20ML","BJ21A",""
"5252","(not set)","CUS-R2EFC01-W/BSI0001","CUS-R2EFC01-W/BSI0001","NDC","JADWAL BARU","1","2023-02-23 01:48:58+07","2023-02-20","2023-02-27","Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g","Next Process","Done","CUS-R2EFC01-W","(not set)",""
"5253","MO-B-W1T3LFP01-BULK/I0009","B-W3ELFP01-W30G/I0009","B-W3ELFP01-W30G/I0009","NDC","JADWAL BARU","1","2023-02-23 01:41:24+07","2023-02-06","2023-02-24","Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","Next Process","Done","B-W3ELFP01-W30G","BJ22A",""
"5254","-","B-DMCP02-EM/BSI0006","B-DMCP02-EM/BSI0006","NDC","JADWAL BARU","1","2023-02-23 01:41:09+07","2023-02-22","2023-02-22","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","(not set)",""
"5255","MO-FT-FT-BULK/I0019","FT-FT-OMG/I0019","FT-FT-OMG/I0019","NDC","JADWAL BARU","1","2023-02-23 01:40:54+07","2023-02-18","2023-02-22","OMG OH MY GLOW Peach Glowing Toner 100 ml","Next Process","Done","FT-FT-OMG","BJ20A",""
"5256","MO-FW-PCSAC-BULK/I0089","FW-PCSAC-KA/I0089","FW-PCSAC-KA/I0089","NDC","JADWAL BARU","1","2023-02-23 00:47:30+07","2023-02-13","2023-02-27","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","BJ21C",""
"5257","MO-REM-SBMW-BULK/I0011","REM-SBMW-W100ML/I0007","REM-SBMW-W100ML/I0007","NDC","JADWAL BARU","1","2023-02-23 00:47:30+07","2023-02-20","2023-02-23","Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","Next Process","Done","REM-SBMW-W100ML","BJ21A",""
"5258","(not set)","CUS-R2EFC02-W/BSI0001","CUS-R2EFC02-W/BSI0001","NDC","JADWAL BARU","1","2023-02-23 00:47:30+07","2023-02-20","2023-02-27","Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g","Next Process","Done","CUS-R2EFC02-W","(not set)",""
"5259","-","ES-ECL-W3,3GR/BSI0001","ES-ECL-W3,3GR/BSI0001","KEMAS_1","PRESS","1","2023-02-23 00:46:00+07","2023-02-23","2023-02-24","Wardah EyeXpert Eyeshadow Classic 3,3 gr","Next Process","(not set)","ES-ECL-W3,3GR","(not set)",""
"5260","MO-M-RPBSPF30-BULK/I0008","M-RPBSPF30-W/I0007","M-RPBSPF30-W/I0007","NDC","JADWAL BARU","1","2023-02-23 00:37:07+07","2023-02-20","2023-02-23","Wardah Perfect Bright Moisturizer Bright + Oil Control SPF 30 PA+++ 20 ml","Next Process","Done","M-RPBSPF30-W","BJ21B",""
"5261","MO-L-IMC008-BULK/I0006","L-IMC008-MO6,5G/I0006","L-IMC008-MO6,5G/I0006","NDC","JADWAL BARU","1","2023-02-23 00:36:41+07","2023-02-18","2023-02-23","MAKE OVER Intense Matte Lip Cream 008 Libertine 6,5 g (Pc(s))","Next Process","Done","L-IMC008-MO6,5G","BJ20A",""
"5262","MO-L-IMC005-BULK/I0003","L-IMC005-MO6,5G/I0003","L-IMC005-MO6,5G/I0003","NDC","JADWAL BARU","1","2023-02-23 00:36:20+07","2023-02-18","2023-02-23","MAKE OVER Intense Matte Lip Cream 005 Impulse 6,5 g (Pc(s))","Next Process","Done","L-IMC005-MO6,5G","BJ18A",""
"5263","MO-L-HSLWI-BULK/I0007","L-HSLWI-MO/I0007","L-HSLWI-MO/I0007","NDC","JADWAL BARU","1","2023-02-23 00:35:58+07","2023-02-06","2023-02-24","Make Over Hydrastay Smooth Lip Whip C09 Admire 6.5 g","Next Process","Done","L-HSLWI-MO","BJ21A",""
"5264","MO-HT-G1-BULK/I0031","HT-P1G1-P200/I0010","HT-P1G1-P200/I0010","NDC","JADWAL BARU","1","2023-02-23 00:23:26+07","2023-02-20","2023-02-23","Hair Tonic Normal to Oily Hair (Green), 200 ml","Next Process","Done","HT-P1G1-P200","BJ21A",""
"5265","MO-HT-G1-BULK/I0026","HT-P1G1-P2/I0008","HT-P1G1-P2/I0008","NDC","JADWAL BARU","1","2023-02-23 00:23:26+07","2023-02-21","2023-02-23","Hair Tonic Normal to Oily Hair (Green), 2 L","Next Process","Done","HT-P1G1-P2","BJ21C",""
"5266","MO-F-L02-BULK/I0005","F-L02-OMG/I0005","F-L02-OMG/I0005","NDC","JADWAL BARU","1","2023-02-23 00:22:39+07","2023-02-16","2023-02-22","OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","Next Process","Done","F-L02-OMG","BJ17A",""
"5267","MO-L-MLCK-BULK/I0008","L-MLCK-OMG/I0008","L-MLCK-OMG/I0008","NDC","JADWAL BARU","1","2023-02-23 00:22:26+07","2023-02-20","2023-02-22","OMG OH MY GLAM Matte Kiss Lip Cream 11 Bumble 3.5 g","Next Process","Done","L-MLCK-OMG","BJ21A",""
"5268","MO-TC-R3LEC01-BULK/I0007","TC-R3LEC01-W/I0005","TC-R3LEC01-W/I0005","NDC","JADWAL BARU","1","2023-02-23 00:20:20+07","2023-02-17","2023-02-23","Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","Next Process","Done","TC-R3LEC01-W","BJ21A",""
"5269","MO-L-SLWCL-BULK/I0011","L-SLWCL-W/I0011","L-SLWCL-W/I0011","NDC","JADWAL BARU","1","2023-02-23 00:20:20+07","2023-02-18","2023-02-23","Wardah Colorfit Last All Day Lip Paint 05 Stay Russet 4.2 g","Next Process","Done","L-SLWCL-W","BJ21A",""
"5270","MO-FW-PCSRB-BULK/I0045","FW-PCSRB-KA/I0045","FW-PCSRB-KA/I0045","NDC","JADWAL BARU","1","2023-02-22 23:56:21+07","2023-02-20","2023-03-08","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","BJ21B",""
"5271","MO-FW-AH-BULK/I0007","FW-AH-W60ML/I0003","FW-AH-W60ML/I0003","NDC","JADWAL BARU","1","2023-02-22 23:56:21+07","2023-02-13","2023-02-27","Wardah Nature Daily Aloe Hydramild Facial Wash 60 ml","Next Process","Done","FW-AH-W60ML","BJ21A",""
"5272","-","ES-W0I-W3,3GR/BSI0001","ES-W0I-W3,3GR/BSI0001","KEMAS_1","PRESS","1","2023-02-22 23:05:00+07","2023-02-23","2023-02-24","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","(not set)","ES-W0I-W3,3GR","(not set)",""
"5273","-","DUSS-RCVPF23WR0-W/I0010","DUSS-RCVPF23WR0-W/I0010","QC FG","JADWAL BARU","1","2023-02-22 23:03:40+07","2023-02-23","2023-02-24","Dus Sticker Colorfit Velvet Powder Foundation 23W Refill Wardah (Barcode&amp;Varian)","Next Process","Done","DUSS-RCVPF23WR0-W","(not set)",""
"5274","","HBL-V5-WL/I0003","HBL-V5-WL/I0003","NDC","JADWAL BARU","1","2023-02-22 22:19:09+07","2023-02-18","2023-02-22","Wonderly Brightening Serum Exfoliating Lotion Mode 300 ml","Next Process","Done","HBL-V5-WL","(not set)",""
"5275","MO-HBW-BW-BULK/I0021","HBW-BWN6A-BD/I0008","HBW-BWN6A-BD/I0008","NDC","JADWAL BARU","1","2023-02-22 22:16:31+07","2023-02-21","2023-02-23","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Pouch 800 ml","Next Process","Done","HBW-BWN6A-BD","BJ22A",""
"5276","MO-TC-IPPF03-BULK/I0009","TC-IPPF03-W/I0005","TC-IPPF03-W/I0005","NDC","JADWAL BARU","1","2023-02-22 22:15:20+07","2023-02-17","2023-02-22","Instaperfect Matte Fit Powder Foundation 32 True Beige 13 g","Next Process","Done","TC-IPPF03-W","BJ20A",""
"5277","MO-F-HGFN30-BULK/I0003","F-HGFN30-MO/I0003","F-HGFN30-MO/I0003","NDC","JADWAL BARU","1","2023-02-22 22:15:07+07","2023-02-20","2023-02-22","MAKE OVER Hydrastay Glow Fluid Foundation N30 Natural Beige 35 ml","Next Process","Done","F-HGFN30-MO","BJ20A",""
"5278","MO-BP-SBSE-BULK/I0001","BP-SBSE-W35ML/I0001","BP-SBSE-W35ML/I0001","NDC","JADWAL BARU","1","2023-02-22 22:15:07+07","2023-02-20","2023-02-23","Wardah Scentsation Bliss Eau De Toilette 35 ml (Pc(s))","Next Process","Done","BP-SBSE-W35ML","BJ20A",""
"5279","MO-B-W1T3LFP02-BULK/I0012","B-W3ELFP02-W30G/I0012","B-W3ELFP02-W30G/I0012","NDC","JADWAL BARU","1","2023-02-22 22:05:06+07","2023-02-06","2023-02-24","Wardah Evd Lum Face Powder 02 Beige 30 g (Pc(s))","Next Process","Done","B-W3ELFP02-W30G","BJ21A",""
"5280","MO-BP-SPRBM-BULK/I0004","BP-SPRBM-W100ML/I0004","BP-SPRBM-W100ML/I0004","NDC","JADWAL BARU","1","2023-02-22 21:31:58+07","2023-02-20","2023-02-22","Wardah Scentsation Purity Body Mist 100 ml (Pc(s))","Next Process","Done","BP-SPRBM-W100ML","BJ21A",""
"5281","MO-SRM-CSRO-BULK/I0005","SRM-CSRO-W/I0003","SRM-CSRO-W/I0003","NDC","JADWAL BARU","1","2023-02-22 21:31:58+07","2023-02-17","2023-02-22","Crystallure Supreme Revitalizing Oil Serum 30 ml","Next Process","Done","SRM-CSRO-W","BJ18A",""
"5282","MO-LAR-LICODDC-BULK/I0016","LAR-LICODDC-BULK/I0016","LAR-LICODDC-BULK/I0016","QC BULK","MASUK SPESIFIKASI","1","2023-02-22 20:56:06+07","2023-02-13","2023-02-16","Larutan Ekstrak Pemutih O Dalam Silikon 200/50","Next Process","Done","LAR-LICODDC-BULK","BJ21A",""
"5283","MO-FW-PCSAC-BULK/I0088","FW-PCSAC-KA/I0088","FW-PCSAC-KA/I0088","NDC","JADWAL BARU","1","2023-02-22 20:12:46+07","2023-02-13","2023-02-27","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","BJ21B",""
"5284","MO-M-CDMM-BULK/I0001","M-CDMM-W/I0001","M-CDMM-W/I0001","NDC","JADWAL BARU","1","2023-02-22 20:12:46+07","2023-02-18","2023-02-23","Wardah C-Defense Mousse Moisturizer 30 g","Next Process","Done","M-CDMM-W","BJ20A",""
"5285","MO-HT-G-BULK/I0015","HT-P1G-P200/I0008","HT-P1G-P200/I0008","NDC","JADWAL BARU","1","2023-02-22 20:12:10+07","2023-02-20","2023-02-22","Hair Tonic Ginseng, 200 ml","Next Process","Done","HT-P1G-P200","BJ20C",""
"5286","MO-TWC-CLFTF-BULK/I0010","TWC-CLFTRF-W/I0004","TWC-CLFTRF-W/I0004","NDC","JADWAL BARU","1","2023-02-22 17:40:30+07","2023-02-17","2023-02-22","Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g","Next Process","Done","TWC-CLFTRF-W","BJ21A",""
"5287","MO-EB-SMUEMB-BULK/I0003","EB-SMUEMB-EM/I0003","EB-SMUEMB-EM/I0003","NDC","JADWAL BARU","1","2023-02-22 17:40:30+07","2023-02-18","2023-02-22","Emina Squeeze Me Up Browcara Ashy 8 g","Next Process","Done","EB-SMUEMB-EM","BJ21A",""
"5288","MO-TWC-CLFTA-BULK/I0015","TWC-CLFTRA-W/I0005","TWC-CLFTRA-W/I0005","NDC","JADWAL BARU","1","2023-02-22 17:40:30+07","2023-02-17","2023-02-22","Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g","Next Process","Done","TWC-CLFTRA-W","BJ21A",""
"5289","MO-L-CUM02-BULK/I0002","L-CUM02-W/I0002","L-CUM02-W/I0002","NDC","JADWAL BARU","1","2023-02-22 17:38:56+07","2023-02-20","2023-02-24","Wardah Colorfit Ultralight Matte Lipstick 02 Summer Peach 3.6 g","Next Process","Done","L-CUM02-W","BJ20A",""
"5290","MO-LB-STSPB-BULK/I0007","LB-STSPB-EM/I0007","LB-STSPB-EM/I0007","NDC","JADWAL BARU","1","2023-02-22 17:38:56+07","2023-02-06","2023-02-24","Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","Next Process","Done","LB-STSPB-EM","BJ21A",""
"5291","MO-B-SPQ-BULK/I0002","B-SPQ-MO13GR/I0002","B-SPQ-MO13GR/I0002","NDC","JADWAL BARU","1","2023-02-22 17:28:13+07","2023-02-20","2023-02-23","MAKE OVER Shimmering Powder Quartza 13 gr","Next Process","Done","B-SPQ-MO13GR","BJ21A",""
"5292","MO-BO-SPS03-BULK/I0010","BO-SKPS03-MO6G/I0007","BO-S03PP6GRRNFS-MO/I0007","NDC","JADWAL BARU","1","2023-02-22 17:28:13+07","2023-02-17","2023-02-22","MAKE OVER BO Single 03 Promiscious Peach 6g (Pc(s))","Next Process","Done","BO-SKPS03-MO6G","BJ17A",""
"5293","MO-HBL-ETBMC-BULK/I0004","HBL-ETBMCN2-W/I0003","HBL-ETBMCN2-W/I0003","NDC","JADWAL BARU","1","2023-02-22 16:56:18+07","2023-02-18","2023-02-22","Earth Love Life Bulgarian Rose &amp; East Nusa Vanilla Body Lotion Serum 250 ml","Next Process","Done","HBL-ETBMCN2-W","BJ20A",""
"5294","MO-ES-W1G-01 BULK/I0005","ES-W1G-W3,3GR/I0003","ES-W1G-W3,3GR/I0003/01/01","NDC","JADWAL BARU","1","2023-02-22 16:16:45+07","2023-02-16","2023-02-23","Wardah Eye Shadow G 3,3 gr (pc(s))","Next Process","Done","ES-W1G-W3,3GR","BJ16A",""
"5295","MO-ES-W1G-02 BULK/I0003","ES-W1G-W3,3GR/I0003","ES-W1G-W3,3GR/I0003/02/01","NDC","JADWAL BARU","1","2023-02-22 16:16:45+07","2023-02-16","2023-02-23","Wardah Eye Shadow G 3,3 gr (pc(s))","Next Process","Done","ES-W1G-W3,3GR","BJ17A",""
"5296","MO-ES-W1G-03 BULK/I0003","ES-W1G-W3,3GR/I0003","ES-W1G-W3,3GR/I0003/03/01","NDC","JADWAL BARU","1","2023-02-22 16:16:45+07","2023-02-17","2023-02-23","Wardah Eye Shadow G 3,3 gr (pc(s))","Next Process","Done","ES-W1G-W3,3GR","BJ17A",""
"5297","MO-WARN-CBTRO-BULK/I0006","WARN-CBTRO-BULK/I0006","WARN-CBTRO-BULK/I0006","QC BULK","MASUK SPESIFIKASI","1","2023-02-22 16:12:42+07","2023-02-15","2023-02-16","Color Base Tudor Oak","Next Process","Done","WARN-CBTRO-BULK","BJ21A",""
"5298","-","DUSS-PMFN10R0-MO/I0008","DUSS-PMFN10R0-MO/I0008","QC FG","JADWAL BARU","1","2023-02-22 15:56:40+07","2023-02-20","2023-02-24","Dus Sticker Powerstay Matte Powder Foundation N10 MO","Next Process","Done","DUSS-PMFN10R0-MO","(not set)",""
"5299","-","DUSS-PMFW22R0-MO/I0008","DUSS-PMFW22R0-MO/I0008","QC FG","JADWAL BARU","1","2023-02-22 15:55:51+07","2023-02-06","2023-02-24","Dus Sticker Powerstay Matte Powder Foundation W22 MO","Next Process","Done","DUSS-PMFW22R0-MO","(not set)",""
"5300","MO-SS-UVSDS-BULK/I0037","SS-UVSDSPB-W/I0025","SS-UVSDSPB-W/I0025","NDC","JADWAL BARU","1","2023-02-22 15:48:52+07","2023-02-13","2023-02-27","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","BJ19B",""
